"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
331,Primary metals,77,---,5149,565,591,4,4806,335,1632,71320,78744,40002,5085,14455,44805,11637,3564,5030,2213,84,---,1116,14,13,56,1916,607,7,---,0,292,---,684,---,---,---,---,226,---,16,9,419,530,---,---,---,---,0,2684,84,---,0,1472,43,567,306,155,178,21,13,271,23,326,35,113,794,135,476,---,84,666,304448,637,---,---,---,---,5099,30444,-88604,---,---,---,---,---,---,---,---,---,---,---,---,-52424,252024
332,Fabricated metal products,1635,111,7648,1098,1238,945,86795,3187,1880,4918,41266,26026,7741,9082,25839,15396,4454,4610,16232,468,37,6101,877,1682,9268,7823,2890,413,195,157,1561,236,439,2240,1671,437,1876,511,924,1068,35,10928,2012,414,179,---,32,14,1609,1555,24,2953,5411,563,2289,3434,439,336,1386,26,2185,40,491,1421,2782,4656,4994,1284,216,3485,5021,361193,16871,---,14171,---,---,4414,32266,-73167,---,---,359,---,---,---,792,---,---,---,191,---,-4102,357092
333,Machinery,1382,40,7404,3363,5082,1406,34078,449,115,1443,5314,33465,480,1857,30811,4893,88,541,3525,23,0,921,1294,62,3636,1628,2514,278,139,152,773,10,32,75,492,71,65,3547,1494,85,41,1297,703,8,49,629,---,44,130,832,25,2212,2265,208,3084,4370,1654,684,761,172,182,29,178,66,827,6374,688,146,57,3615,2058,186420,9175,---,236253,---,---,6413,103028,-180230,---,---,2686,---,---,---,315,---,---,---,11757,---,189397,375817
334,Computer and electronic products,25,1,71,36,127,125,6358,1041,526,1300,4914,6239,37177,3108,13363,19806,797,1855,2497,284,18,937,827,337,4630,1989,32758,962,392,576,1565,4,50,1,215,3,8,108,140,2797,676,15014,6771,722,997,56,1484,1,815,144,1124,5861,9261,5720,5927,909,1093,8030,619,128,621,27,143,302,175,3215,14638,2810,0,1969,1788,239008,76341,---,200945,---,196,4895,94839,-343797,---,---,23326,---,---,---,6745,---,---,---,8602,---,72092,311100
335,"Electrical equipment, appliances, and components",2346,49,128,59,696,18,36184,391,72,1409,2391,13456,2591,8543,5774,2122,86,806,996,30,1,345,55,113,976,818,1679,395,107,932,310,1,281,20,84,234,3,169,136,5,---,3828,291,159,53,24,---,4,1614,277,1,3138,4943,66,1953,1029,404,13,856,810,290,45,439,877,371,3942,2115,3228,35,1259,3472,120347,40152,---,34420,---,6843,1556,29896,-111084,---,---,899,---,---,---,282,---,---,---,913,---,3877,124224
3361MV,"Motor vehicles, bodies and trailers, and parts",970,72,1049,970,619,35,2195,2020,524,719,1550,12001,1084,737,183412,4002,467,804,4939,66,1,1354,147,213,1373,622,9572,6225,2001,488,5152,---,88,---,6936,781,1,209,1931,276,110,1553,374,161,21,---,---,---,---,2022,---,110,3579,646,13308,1578,552,628,1763,135,2611,150,119,196,1120,16084,5782,131,3784,7007,1257,320387,194255,---,299932,---,---,13733,101645,-338646,---,---,2480,---,---,---,3887,---,---,---,22254,---,299539,619926
3364OT,Other transportation equipment,---,7,---,1,---,---,41,8,---,---,43,27,---,---,429,70245,---,---,---,---,---,---,---,---,---,---,0,66,---,---,---,1252,1133,1841,5,75,---,2589,---,---,---,4,---,---,---,---,---,---,---,---,---,---,1313,45,35,48,---,---,---,---,0,---,13,---,---,270,42534,416,2,0,47,122489,22648,---,71963,---,---,-3204,124356,-53022,---,---,39774,---,---,---,2704,---,---,---,415,---,205634,328123
337,Furniture and related products,0,---,---,---,---,---,17882,619,0,---,---,300,70,0,25,337,4221,129,---,---,---,0,---,---,---,294,797,162,---,17,1445,---,---,0,---,---,---,0,---,2,---,130,375,---,---,---,---,2661,144,---,17,6,522,6,5,---,---,166,94,1,176,325,357,2,235,412,---,---,103,9,871,32921,48822,---,33039,---,629,1036,3774,-47827,---,---,1,---,---,---,69,---,---,---,2060,---,41604,74525
339,Miscellaneous manufacturing,101,1,31,30,25,---,1465,26,88,23,59,2090,1,509,2294,146,25,6818,54,9,100,0,4,2,371,125,931,619,115,8,1546,0,1,---,7,28,1,159,129,5,2,192,90,105,24,16,---,0,267,55,11,34,1923,16,1956,223,338,19128,25954,731,1690,102,305,58,724,2055,1178,382,---,5189,31,80727,89301,---,47910,---,---,2923,30781,-101059,---,---,134,---,---,---,51,---,---,---,1253,---,71295,152021
311FT,Food and beverage and tobacco products,27339,183,---,---,---,---,---,27,479,6,---,---,---,---,---,---,---,7,168140,21,198,349,273,526,4863,185,2363,1,2273,812,1742,693,2,431,40,0,---,9,---,35,16,---,142,---,---,---,---,---,---,---,---,---,6093,92,0,---,6633,6,6435,4907,15912,1106,6100,7859,73307,1768,3417,68,880,45685,---,391423,600772,---,---,---,---,3322,64378,-98694,---,---,---,---,---,---,---,---,---,---,---,---,569779,961202
313TT,Textile mills and textile product mills,57,35,---,2,---,---,2047,494,288,---,2,686,2,0,2906,1403,2927,1863,204,8128,1251,3545,221,25,4,2593,2910,62,103,2652,1711,---,---,69,21,---,1,55,6,2,243,5,5,---,---,---,---,0,229,182,---,---,477,16,114,137,57,65,387,1972,1398,0,398,1831,335,762,1300,305,4,2321,13,48834,21723,---,1337,---,518,209,8588,-34128,---,---,---,---,---,---,45,---,---,---,9,---,-1699,47135
315AL,Apparel and leather and allied products,71,---,---,---,---,0,---,---,1,---,---,---,---,---,1221,---,---,196,11,519,1143,---,2256,4,---,1,636,136,6,276,369,---,---,---,---,---,---,---,---,63,38,1019,0,---,---,---,---,---,---,134,---,---,17,7,204,83,112,77,141,---,537,150,52,24,329,2012,440,68,208,2376,25,14964,144640,---,---,---,---,1270,4234,-147312,---,---,---,---,---,---,---,---,---,---,---,---,2831,17796
322,Paper products,412,0,75,158,74,24,2736,1166,1688,1503,2039,2040,707,1152,4512,730,1443,1988,23986,375,17,44783,8684,354,6269,4250,6863,189,1192,442,1382,28,69,5,208,1737,43,2289,250,1467,72,391,251,1184,364,903,2,0,1093,1026,361,592,2788,606,5091,392,260,1502,2001,1048,1188,80,155,3303,4315,996,160,2051,177,10795,36,170512,21162,---,---,---,---,660,21759,-25168,---,---,---,---,---,---,---,---,---,---,---,---,18412,188924
323,Printing and related support activities,12,---,7,2,---,9,40,5,---,---,13,5,---,2,4,---,---,---,50,---,1,---,1162,2,164,---,10627,233,161,183,5391,7,11,---,213,116,5,258,15,3988,530,578,4008,1119,985,4393,---,---,152,427,648,346,5033,997,2958,16,699,1495,2814,114,1812,708,189,849,859,1427,624,1289,53,7247,399,65454,2667,---,---,---,---,387,1988,-2781,---,---,---,---,---,---,---,---,---,---,---,---,2261,67714
324,Petroleum and coal products,9679,335,5518,4419,3176,16923,47397,1099,641,1579,821,806,175,596,524,232,298,953,3006,89,5,1804,581,21911,10501,815,6147,1245,590,376,2370,30719,6595,5537,23874,3366,154,11365,5225,421,110,715,876,7939,3915,85,1254,31,6997,2244,69,1720,2367,1145,6148,1833,1379,953,1798,956,910,270,928,1184,4515,3172,15161,1277,1815,91900,23077,418608,210112,---,---,---,---,-2408,103509,-68517,---,---,---,---,---,---,---,---,---,---,---,---,242697,661304
325,Chemical products,21229,1175,6058,2099,1915,1527,13544,3325,4137,1938,6228,2728,2564,2420,11427,1687,2033,6913,7818,11609,56,9796,3586,39005,198584,70478,2103,197,93,49,790,1,233,9,258,29,3,86,435,595,253,851,904,98,67,67,---,311,13565,123,101,332,15074,967,9861,1854,595,37235,22519,2601,716,256,732,105,991,7076,9076,2685,85,31225,2404,601494,280965,---,1890,---,---,4207,159029,-265795,---,---,---,---,---,---,---,---,---,---,---,---,180296,781790
326,Plastics and rubber products,1463,58,77,1308,898,25,28848,1283,1052,587,2235,10271,2995,2101,21209,3763,2804,4846,20059,357,78,2895,2553,594,11043,19692,21292,1323,1562,496,4218,228,5,0,938,91,89,2138,326,323,103,5938,558,71,106,857,0,9,422,1814,28,2173,6591,112,2371,475,621,8297,3840,1508,1478,48,245,162,6558,4215,2177,763,30,9434,3218,240345,36391,---,385,---,28,2120,25609,-57642,---,---,---,---,---,---,28,---,---,---,---,---,6919,247264
42,Wholesale trade,41335,1804,7716,4448,4151,7531,93838,10959,6261,23750,20268,29195,13995,9510,64826,16918,5861,9821,85520,3322,990,13952,4238,26838,54208,19436,63024,5260,2818,2805,19009,4003,2773,2034,11037,1740,485,6058,3003,11105,365,15652,4138,3435,1968,1263,1009,605,7508,14209,682,5036,18278,4246,13354,3624,3581,28104,21603,3562,6057,768,4159,4760,28874,14097,17267,3979,1829,39110,12659,1001621,577399,41,230604,24347,4130,12197,222457,53284,---,---,10519,1004,---,---,4702,1254,---,---,11594,2539,1156071,2157693
441,Motor vehicle and parts dealers,12,2,142,160,142,14,2003,279,126,84,309,1537,118,3,3078,601,89,211,1136,16,0,288,34,2,375,117,120,1316,501,123,1261,0,7,0,1156,6,0,13,51,62,26,77,12,40,5,14,---,71,285,467,0,26,449,---,2309,62,0,---,0,0,0,4,16,32,114,3737,0,0,0,0,2,23241,264721,---,26129,---,7,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,290858,314099
445,Food and beverage stores,39,0,1,0,---,87,215,0,3,0,2,16,1,2,8,0,5,9,13,0,0,1,14,4,49,2,8,12,20,8,42,0,4,0,204,27,0,29,0,1,0,0,1,4,2,1,---,54,26,2,0,1,4,---,69,0,9,2,4,1,1,6,15,36,1245,26,0,0,0,18,---,2357,237595,---,193,1,7,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,237797,240154
452,General merchandise stores,103,1,9,7,5,223,1592,16,12,4,20,140,11,11,161,23,29,55,112,3,0,16,47,8,135,13,32,103,46,11,118,0,11,1,576,70,0,77,2,6,1,4,5,16,7,3,---,286,186,39,1,4,34,---,302,3,58,10,6,1,3,4,6,65,281,287,0,3,0,20,0,5448,227583,---,1804,474,185,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,230047,235495
4A0,Other retail,1266,13,62,133,16,2940,78951,366,16,20,131,1144,93,127,821,71,313,573,945,39,1,97,813,292,3147,115,566,1191,334,519,1417,3,133,457,7573,881,7,1320,8,66,10,18,82,259,124,39,---,3335,1428,138,22,55,322,---,1495,20,133,246,118,62,52,319,354,1203,5489,2173,2,43,1,344,0,124866,886975,---,32522,10707,6798,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,937002,1061868
481,Air transportation,351,2,22,25,382,1314,593,156,337,239,528,401,111,54,420,206,147,229,919,50,6,207,220,168,480,511,10728,286,75,99,463,404,27,248,3528,67,6,1746,503,683,300,826,2468,7861,3762,165,726,18,13702,1710,1074,4647,5878,529,6299,606,915,3301,455,367,811,173,251,250,2132,921,9188,4359,414,4062,101,105207,142985,---,735,79,7,39,48208,-48959,---,---,58,3,---,---,12,4,---,---,33,8,143213,248420
482,Rail transportation,2481,38,447,1164,213,2515,2427,979,2579,3472,1075,582,82,256,1235,350,273,255,6569,85,2,2583,112,3728,5035,1794,335,41,118,39,119,139,220,27,4632,33,4,272,42,36,6,352,48,85,40,173,6,50,353,80,36,46,734,36,599,58,73,381,201,89,259,17,88,159,1010,193,285,1283,956,2266,2107,58459,8264,---,3910,---,38,168,13287,428,---,---,104,---,---,---,161,---,---,---,536,---,26896,85355
483,Water transportation,515,14,206,203,78,220,943,9,292,491,120,56,16,50,67,31,12,47,872,28,0,140,1,137,696,133,38,18,14,5,21,18,10,3,19,2,3,8,3,1,0,23,10,6,2,0,1,10,52,10,0,8,1221,92,140,21,279,158,146,8,16,4,13,10,65,46,1512,242,1053,651,216,11555,25782,---,6,0,0,11,6547,13752,---,---,2,0,---,---,0,0,---,---,0,0,46101,57658
484,Truck transportation,9003,490,1025,1118,665,1808,23474,2671,3594,8083,4424,4284,1368,1410,7339,2280,1314,1495,30475,851,139,3503,782,7818,7444,3026,7733,2584,1450,1156,6132,1726,444,264,11483,309,75,4367,1347,869,176,1470,1046,341,182,292,46,140,1199,648,156,594,3943,392,2141,533,519,1817,1923,493,1086,225,798,750,3365,2162,5595,665,1149,6272,1597,211540,92535,10,22774,800,733,1458,34312,5070,---,---,724,33,---,---,185,41,---,---,1017,83,159777,371317
485,Transit and ground passenger transportation,---,1,1,4,123,1070,524,53,91,72,167,117,24,11,90,42,47,87,172,8,1,61,72,46,96,143,1510,135,5,27,135,1,317,---,---,---,1,189,5,265,98,685,1285,4031,1418,1580,261,17,6203,821,612,2358,4057,230,3061,206,502,1978,2434,593,257,2433,74,115,1008,358,39,6,18,15851,855,59154,53682,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,53682,112836
486,Pipeline transportation,202,7,8918,72,44,5795,457,14,9,14,11,12,3,7,7,3,5,14,45,8,0,27,9,22537,386,17,99,19,9,5,36,454,98,82,353,50,3,167,77,6,2,9,13,117,58,1,19,4,101,33,1,25,26,17,115,25,21,17,28,14,14,4,13,17,65,47,224,20,525,1321,6648,49622,3073,---,---,---,---,-1827,7044,---,---,---,---,---,---,---,---,---,---,---,---,---,8289,57911
487OS,Other transportation and support activities,---,54,22,487,7,9557,---,688,710,141,78,19,0,3,10,---,244,173,471,55,---,442,375,944,173,541,64194,2301,1536,554,12862,25382,1117,4131,46373,1091,433,28789,5532,1472,735,150,4053,1069,3743,71,---,---,---,3762,675,1013,7953,600,2574,1628,364,1823,3557,320,1265,531,561,105,806,1217,1,208,1134,645,3208,254736,18772,---,---,---,---,---,11158,3747,---,---,---,---,---,---,---,---,---,---,---,---,33677,288413
493,Warehousing and storage,647,---,6,139,---,798,---,1016,1723,71,550,454,498,77,80,124,95,431,3170,746,98,2465,691,896,2334,2676,28606,8272,5799,4430,23383,86,1,791,5686,249,76,978,6799,500,202,379,1341,---,---,20,---,1,173,631,192,268,1104,11,12354,279,196,650,1212,171,307,210,97,580,986,622,334,1168,---,5393,102,134423,267,---,---,---,---,---,174,---,---,---,---,---,---,---,---,---,---,---,---,---,441,134864
511,"Publishing industries, except internet (includes software)",57,0,24,1,9,297,730,19,1,14,65,40,57,2,14,244,9,30,8,---,0,8,44,11,36,7,3607,472,92,228,878,18,62,---,34,15,---,519,124,34828,50,660,2510,937,985,711,90,0,776,816,1205,998,4158,558,2423,23,687,1760,1459,111,1213,48,65,133,157,599,65,1091,35,7719,276,74924,101047,---,---,99943,---,604,35251,-4424,---,---,---,3706,---,---,---,4628,---,---,---,9372,250127,325051
512,Motion picture and sound recording industries,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,66,292,232,---,53,8,---,---,1,---,24,13,---,131,29579,45004,212,39,26,---,---,---,65,335,8,42,2806,295,53,---,392,42,11,533,964,332,41,516,3031,384,20,773,79,296,---,86700,24669,---,---,40617,---,70,21228,-11646,---,---,---,---,---,---,---,---,---,---,---,---,74938,161638
513,Broadcasting and telecommunications,741,12,545,161,663,1831,5973,351,843,318,1086,1023,336,128,459,855,187,433,1347,88,14,348,476,123,549,428,13149,2232,791,520,6506,1544,109,148,1546,1736,386,1306,411,2770,864,101161,16505,12800,4271,3601,1102,41,7841,2115,3274,3002,9044,1981,12328,1036,2289,6087,2504,1209,852,726,1223,4147,5121,5029,6047,8330,2155,67471,1712,348342,352704,---,7316,32104,---,---,11764,-162,---,---,---,---,---,---,---,---,---,---,---,---,403726,752068
514,"Data processing, internet publishing, and other information services",---,0,51,9,26,5092,1704,520,866,588,1504,1622,210,321,507,1935,470,684,1356,110,15,691,272,207,525,400,3996,4961,1391,1314,9114,716,0,---,145,187,44,934,185,4083,160,4198,15028,29075,4333,3092,3251,3,1284,1048,4056,3968,15340,1454,31945,1428,4719,1742,2975,302,834,977,1276,954,9180,7997,1659,4095,523,26825,2624,233094,58986,---,---,44115,---,---,6667,-976,---,---,---,2319,---,---,---,2896,---,---,---,5754,119760,352853
521CI,"Federal Reserve banks, credit intermediation, and related activities",3347,329,3685,895,831,11417,8130,351,1644,1230,1967,2188,2685,1109,2688,1062,506,1928,4457,419,512,1065,642,1472,4608,1720,42943,4803,2735,3161,12126,1513,7039,826,1971,5630,2220,2000,360,4713,2982,16665,4049,107258,51629,1742,3639,124398,61857,14120,2404,4316,14610,30700,7617,744,2313,5419,6114,1133,1300,1036,1890,6374,8390,13256,0,4673,1518,21168,3501,679741,296340,---,---,---,---,---,65516,-7389,---,---,---,---,---,---,---,---,---,---,---,---,354468,1034208
523,"Securities, commodity contracts, and investments",223,9,1787,1668,7132,688,1188,23,52,1311,1750,1517,142,273,1390,566,560,806,92,6,1,16,25,30,22,66,2959,93,222,530,603,1812,377,851,345,2232,87,1298,25,324,389,190,125,43899,31214,3027,95089,3,6299,2318,477,512,2009,7800,1084,34,1054,1133,7234,287,1639,816,69,4317,4665,3602,0,4,14,22914,2573,277891,232749,---,---,---,---,---,70875,-58,---,---,---,---,---,---,---,---,---,---,---,---,303566,581457
524,Insurance carriers and related activities,3412,440,3274,903,3992,2446,470,249,1052,725,1090,1679,372,832,2230,1328,529,713,4397,329,65,357,91,426,2189,816,48715,4332,1516,1793,9062,894,45,895,13973,8825,339,4014,2561,628,1681,2239,1295,4614,10279,337663,13741,4235,56372,9892,3386,2846,12045,326,8477,1463,2433,12287,15565,3208,10110,2491,1601,1600,7326,4000,0,908,3154,3290,11171,681696,435265,---,---,---,5611,---,19675,-43172,---,---,---,---,---,---,---,---,---,---,---,---,417378,1099074
525,"Funds, trusts, and other financial vehicles",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,4433,9695,---,---,---,---,---,---,86,---,---,---,---,---,---,---,---,---,---,---,---,---,78,---,721,---,15012,166363,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,166363,181375
HS,Housing,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2105574,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2105574,2105575
ORE,Other real estate,4285,15,1679,177,853,8482,13697,741,1171,465,4685,2133,3273,657,1936,1513,1160,1662,4934,522,140,1468,1706,187,4343,2354,82855,19482,22429,17082,98000,262,178,890,6686,2648,256,7115,8388,8087,4533,24192,11718,29971,25518,25247,716,5604,180932,10425,20701,9286,57567,33440,35582,2979,33489,50310,69384,27515,16373,12696,17566,2665,54340,56127,304,11813,617,23518,2689,1196415,6088,34663,---,---,128797,---,3213,---,---,---,---,---,---,---,---,---,---,---,---,---,172761,1369176
532RL,Rental and leasing services and lessors of intangible assets,2019,79,4514,2633,5278,2885,25643,240,699,593,1612,1384,587,340,5638,892,201,775,2886,76,1867,775,427,1026,3023,829,25521,959,1033,3049,6409,13292,6356,7626,20932,1243,35,2572,4871,1945,1096,9194,9266,4849,5501,4137,35,3699,2365,9975,1913,3337,15089,17411,8985,2360,1720,3640,3822,479,466,1870,2063,1940,9022,2398,308,284,211,8049,556,298804,98922,---,---,---,---,---,76838,---,---,---,---,---,---,---,---,---,---,---,---,---,175760,474564
5411,Legal services,296,65,864,491,414,7672,5557,384,459,448,1702,1532,3323,259,2077,1520,277,1646,1209,140,73,711,308,606,4067,999,18245,691,658,692,4549,555,992,195,216,263,66,665,322,4887,792,3596,5906,6353,10770,16197,2609,1040,12482,875,2587,4146,14605,10445,8742,486,422,5087,15837,1535,722,2201,1696,1270,2248,4442,0,120,75,11172,1198,219754,105161,---,---,---,22988,---,14609,-4258,---,---,---,---,---,---,---,---,---,---,---,---,138499,358253
5415,Computer systems design and related services,383,23,3485,529,130,2735,5018,303,354,327,1453,1984,506,104,633,3627,261,523,1139,103,9,334,407,590,404,580,21976,4877,886,1776,6148,495,1374,47,657,302,9,259,319,8396,555,4824,12581,12313,9320,8852,1631,488,3943,602,4084,7163,10419,2266,17075,522,1588,3947,4744,930,1529,463,1063,1092,4683,3385,5079,12578,119,26098,5052,242455,---,---,42139,242282,---,---,32599,-33328,---,---,3039,8623,---,---,---,24091,---,---,1241,8961,329649,572105
