"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
5412OP,"Miscellaneous professional, scientific, and technical services",1887,366,3173,1682,2186,17392,46992,1544,2250,2459,4775,4566,5565,1405,4914,4150,1883,4153,12139,657,155,2396,1467,2763,9888,4015,132757,25456,9146,5363,60270,1921,2181,1890,3224,2090,995,2563,2198,24468,7683,41922,43825,60119,39031,42511,3865,1542,52281,9661,10065,28721,130610,43663,48910,2770,7225,26890,35821,8087,5524,7983,7466,9110,23808,27192,47693,10424,1470,63298,19843,1288358,75457,---,50837,480791,3485,---,162337,-94227,---,---,---,53220,---,---,---,85053,---,---,---,21745,838696,2127054
55,Management of companies and enterprises,---,---,24071,5754,5354,69,9978,385,2308,1067,4517,13756,5077,2233,7468,5227,443,4176,23275,741,237,2235,438,4731,20184,1735,97953,2084,4465,11853,27886,3776,11,1594,4244,199,3,6640,1620,4436,421,3783,3494,9667,11649,7934,1304,55,8819,10528,4788,4930,15435,43,22789,3333,7145,49686,10604,6264,3770,2747,2262,19799,47320,8264,0,---,226,0,---,579284,---,---,---,---,---,---,4285,---,---,---,---,---,---,---,---,---,---,---,---,---,4285,583569
561,Administrative and support services,490,30,537,730,2448,14452,8054,707,1104,3889,9178,3308,2476,521,3478,7164,360,1888,4394,292,263,1711,2664,2551,4806,2029,75752,7343,3079,5727,21083,4737,931,6138,9589,9050,1417,9994,5367,21455,2047,36883,24419,25450,13844,13629,214,1947,109962,23576,9449,32809,56526,17392,77796,4947,4789,26061,39600,8701,3604,5390,3293,5599,11262,16116,7195,10989,621,38212,7299,900810,71878,---,---,---,---,---,2565,-1857,---,---,---,---,---,---,---,---,---,---,---,---,72586,973396
562,Waste management and remediation services,261,3,567,113,171,687,2094,126,239,289,357,264,126,56,206,247,93,129,1205,70,2,293,84,565,1666,291,3011,1039,457,293,1439,90,157,10,887,62,59,246,279,77,63,116,105,676,145,2323,753,2,35349,779,296,325,1955,830,2166,11715,301,1610,1959,782,512,127,524,1061,2038,1567,121,1091,260,20495,3771,112124,29151,---,---,---,---,---,169,-226,---,---,---,---,---,---,---,---,---,---,---,---,29095,141219
61,Educational services,1,0,---,---,---,144,4,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,21,5,---,1,1807,76,431,---,2873,199,11,---,---,---,4,36,---,0,---,20,121,37,8,---,---,---,---,---,---,99,38,---,293,---,2186,0,4,---,---,2533,238,---,---,2089,0,19,83,7886,8,21275,372148,---,---,---,---,---,2107,-1586,---,---,---,---,---,---,---,---,---,---,---,---,372669,393943
621,Ambulatory health care services,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,68,---,104,---,---,15049,11758,90,1,140,3,---,---,65,---,899,---,10583,---,38760,1096550,---,---,---,---,---,779,-118,---,---,---,---,---,---,---,---,---,---,---,---,1097211,1135970
622,Hospitals,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,306,---,---,---,---,---,---,---,---,---,---,---,---,306,1088465,---,---,---,---,---,3051,-4297,---,---,---,---,---,---,---,---,---,---,---,---,1087219,1087525
623,Nursing and residential care facilities,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1680,---,922,---,2602,247981,---,---,---,---,---,197,-34,---,---,---,---,---,---,---,---,---,---,---,---,248144,250746
624,Social assistance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,0,238589,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,238589,238589
711AS,"Performing arts, spectator sports, museums, and related activities",63,0,0,---,25,174,164,23,33,42,65,48,6,4,34,17,16,30,90,6,0,33,31,37,33,90,3307,442,379,74,568,---,152,---,55,24,---,248,6,210,9190,30306,464,2614,639,258,334,1,5121,280,539,945,4410,4029,2074,93,1314,817,978,171,576,22071,627,258,2901,1575,0,16,23,1268,34,100456,91765,---,---,5840,---,---,1470,-1049,---,---,---,---,---,---,---,---,---,---,---,---,98027,198483
713,"Amusements, gambling, and recreation industries",18,0,---,0,15,55,94,6,12,8,18,12,3,1,9,5,5,9,19,1,0,7,8,5,10,16,507,8,30,2,326,0,0,---,---,---,---,6,1,32,11,43,152,472,165,39,30,1,---,66,83,285,379,823,481,25,51,264,12,25,55,144,220,334,757,48,2,2,1,570,93,6880,220262,---,---,---,---,---,4,-6,---,---,---,---,---,---,---,---,---,---,---,---,220260,227140
721,Accommodation,1,---,1,9,233,1292,394,90,168,133,311,224,44,23,167,79,87,164,320,18,2,112,186,85,180,316,3744,44,57,53,269,---,16,---,---,0,5,342,15,595,247,808,2876,8892,3144,727,582,16,13311,1373,1229,5464,7046,946,5924,562,771,3286,228,272,299,131,231,531,2333,761,2340,988,53,3027,173,78348,170785,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,170785,249133
722,Food services and drinking places,349,6,14,33,460,2541,494,132,216,200,372,295,48,43,207,109,102,190,510,38,6,166,170,186,220,366,9273,977,800,1103,3806,7802,3,17,877,180,31,1452,286,531,355,772,2560,13072,3193,4359,1386,13,38251,3357,2250,7284,17337,4693,11659,525,1648,22060,15265,7052,3103,531,1305,8353,6039,2055,853,320,251,9683,575,224771,770355,---,---,---,---,---,2678,---,---,---,---,---,---,---,---,---,---,---,---,---,773033,997803
81,"Other services, except government",286,33,83,125,540,1480,5925,375,1010,1203,1586,1003,558,146,817,583,137,441,1841,126,7,1077,319,745,1901,846,19979,2480,2143,2249,6469,493,108,379,6796,1865,242,2371,888,1646,370,3830,2592,5382,3099,7146,204,16707,6151,9258,1060,2518,8431,6466,14620,4745,2546,5734,12256,1437,771,781,1439,2233,9384,6956,4218,9293,631,21085,2595,245235,649437,---,---,---,---,---,77,-5060,---,---,---,---,---,---,---,---,---,---,---,---,644453,889689
GFGD,Federal general government (defense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,633618,---,---,---,---,---,---,---,---,---,---,---,633618,633618
GFGN,Federal general government (nondefense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,400800,---,---,---,---,---,---,---,400800,400799
GFE,Federal government enterprises,10,2,---,3,---,320,8,---,---,34,114,259,78,131,---,---,---,19,---,1,---,---,52,46,52,---,21465,970,616,363,4555,3,---,2512,3088,398,52,827,628,488,267,190,1477,1927,2828,111,---,0,581,1460,311,509,2175,234,1157,131,527,996,2516,245,519,151,78,756,5677,625,0,112,92,1929,101,64777,6882,---,---,---,---,---,897,-294,---,---,---,---,---,---,---,---,---,---,---,---,7484,72261
GSLG,State and local general government,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1825314,---,---,---,1825314,1825314
GSLE,State and local government enterprises,---,1,---,---,---,580,---,68,158,196,252,197,83,39,150,189,44,88,889,55,3,210,51,409,1274,179,1825,636,341,196,973,6,---,---,455,9,28,102,194,74,65,98,113,678,207,108,---,---,2170,1268,513,276,1046,584,1437,805,131,726,857,490,302,99,230,787,1470,1201,1274,858,258,6421,1701,36129,75719,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,75719,111848
Used,"Scrap, used and secondhand goods",-18,124,---,---,1135,5704,2558,---,67,29174,651,8,---,---,---,---,---,87,1,16,---,1483,---,---,29,39,---,35,---,---,225,95,---,-183,315,4,168,6077,0,---,146,1,---,---,---,---,---,---,---,10,---,---,---,387,---,---,1216,0,---,---,---,-124,608,---,---,9823,-74,---,---,---,---,59785,88764,-2779,-136728,---,-483,5929,26032,-16162,---,-4,0,---,---,-909,21,---,---,4166,-16497,---,-48650,11135
Other,Noncomparable imports and rest-of-the-world adjustment [1],808,28,818,20,415,1846,1566,212,265,634,687,1343,1275,304,1297,917,138,502,2037,99,14,554,266,5678,1944,663,7999,123,451,941,3481,15905,136,1723,912,18,84,528,93,881,395,7082,859,4245,35459,1627,229,65,1122,1545,235,2266,3086,1913,1393,109,454,---,---,276,---,326,219,640,1883,4822,9662,2135,5,---,---,139658,-83667,---,---,10116,---,---,208776,-270906,---,---,---,---,---,---,---,---,---,---,---,---,-135681,3978
,Total Intermediate,258248,12761,157445,54394,60237,195126,772884,83439,72018,186795,221370,234826,106679,68313,476922,193516,46741,75728,685993,34149,7617,129960,41731,514633,429206,171980,953022,127165,89033,87457,407092,122633,39909,44146,209912,49329,11564,122909,61257,153235,68901,412333,201891,425266,288057,501865,148204,239787,761063,152655,81684,160706,535522,212610,434899,66492,112282,369536,378230,96644,100188,76342,70713,112231,401677,283650,239418,117835,31703,772783,221456,15847996,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,
V001,Compensation of employees,28423,26777,29839,19021,35911,84491,558275,23537,30734,33977,105283,100457,158131,37625,79772,83345,22579,56378,117465,12544,7762,31315,26550,19902,104531,49309,545555,121988,98846,95703,311624,60234,23200,7364,103272,24560,7773,93058,60702,110275,36993,112990,116578,273775,257158,285664,2524,19932,100375,38778,137272,285894,636538,341754,431646,32703,202256,576264,411911,137396,121842,63560,56919,86451,314524,323026,257426,191008,61203,1393197,112046,10967689,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V002,"Taxes on production and imports, less subsidies",-3104,1906,35884,6003,2247,64065,10709,809,1624,2600,3608,3773,8861,1014,3828,3032,431,1869,29302,588,297,1857,788,4082,19458,2156,247436,50630,26449,41251,123794,27062,-297,1083,4765,2004,3640,2620,972,6284,6257,43684,6026,20188,5802,46545,724,244337,29092,22663,17384,7322,15768,9414,10900,3869,9680,9980,15094,6590,2231,8716,15284,32724,60134,24824,---,---,-6321,---,-20518,1393773,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V003,Gross operating surplus,111506,11608,123471,27488,33630,171814,320092,12574,27039,31214,42970,50624,92954,21111,77509,72978,6937,33356,123680,3437,1259,27076,14143,130258,272202,29323,429129,70661,38763,18072,225769,43845,23734,7213,83374,19484,32617,38046,6943,130093,50392,318005,103874,392632,28734,263349,-2278,1611959,450111,166179,122441,65324,274120,37166,139156,20384,45286,153401,78401,9597,12029,63521,19230,66564,86969,109803,162655,118640,12174,217847,59395,8295054,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,Total Value Added,136825,40291,189194,52512,71788,320369,889075,36919,59398,67791,151861,154853,259946,59751,161110,159355,29948,91603,270447,16569,9319,60248,41481,154243,396191,80788,1222120,243278,164059,155026,661188,131141,46637,15659,191412,46047,44031,133723,68617,246651,93642,474679,226478,686595,291694,595558,970,1876227,579578,227620,277096,358541,926426,388334,581703,56956,257222,739645,505405,153582,136101,135797,91433,185740,461627,457654,420081,309648,67056,1611044,150923,,,,,,,,,,,,,,,,,,,,,,20656516,
,Total Industry Output,395074,53053,346639,106906,132025,515495,1661960,120358,131415,254587,373231,389679,366625,128063,638032,352871,76689,167331,956440,50717,16936,190207,83212,668876,825397,252768,2175142,370443,253092,242483,1068280,253774,86545,59805,401324,95376,55595,256632,129874,399887,162543,887012,428369,1111861,579751,1097423,149174,2116014,1340641,380275,358780,519246,1461948,600944,1016602,123447,369505,1109180,883635,250227,236289,212139,162145,297971,863303,741303,659499,427483,98759,2383827,372379,,13934443,636633,1227620,992217,811892,56408,2207189,-2800266,633618,8433,84106,68908,400800,12335,20128,117967,1825314,324930,45379,48463,,36504514

Legend/Footnotes
1. Consists of noncomparable imports in the intermediate section of the use table and noncomparable imports and the rest-of-the-world adjustment in the final use section of the use table.
Note. Selected data with zero values are not shown.
Note. Detail may not add to total due to rounding.
