"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
452,General merchandise stores,90,1,5,8,5,140,1204,12,11,4,19,136,44,11,129,20,34,57,93,3,0,13,52,1,125,58,26,109,29,6,60,0,7,1,535,40,1,33,1,17,1,3,2,6,11,2,---,310,81,22,2,1,25,---,129,1,45,10,4,2,2,3,11,21,185,300,0,2,0,22,0,4344,189905,---,1432,193,148,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,191678,196022
4A0,Other retail,1071,6,30,176,8,2042,60133,174,10,18,92,821,372,110,452,34,324,507,627,57,2,52,1292,26,2494,576,569,924,280,354,1222,2,88,352,7039,481,33,534,3,106,15,12,40,153,296,56,---,3191,361,57,33,26,353,---,563,8,84,302,105,60,58,240,335,515,3344,1728,2,66,1,547,0,96042,556208,---,21747,2643,5126,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,585725,681767
481,Air transportation,58,2,7,27,253,1094,383,236,289,371,728,540,248,65,363,249,354,586,827,71,32,183,318,35,350,466,3013,28,30,52,115,120,17,62,2640,29,7,1652,47,729,233,709,879,4124,5656,1030,572,2,3888,1211,744,2562,4406,325,3496,451,583,2116,192,321,350,129,194,219,923,683,6026,2774,771,3006,62,65313,98384,---,306,25,3,-5,37946,-33206,---,---,33,1,---,---,7,1,---,---,16,1,103511,168824
482,Rail transportation,1641,56,241,1653,133,4530,1646,707,2340,4545,1031,552,119,286,861,253,236,297,6023,154,5,2743,168,306,4280,1314,228,21,111,36,68,76,124,14,3272,13,5,171,32,66,4,210,12,70,34,161,4,7,106,31,30,28,496,38,273,44,65,335,123,49,84,12,47,79,399,137,155,949,150,1551,1666,47708,6531,---,1874,---,32,-37,10460,122,---,---,55,---,---,---,6,---,---,---,116,---,19160,66868
483,Water transportation,609,15,553,205,75,223,1150,13,328,541,113,57,35,75,51,32,18,101,1550,45,1,150,3,56,1126,152,64,6,28,9,20,35,16,6,28,2,19,8,1,4,1,21,3,8,3,1,2,2,41,8,0,5,1129,120,84,24,348,144,115,16,15,7,17,15,57,80,2841,185,1040,630,99,14585,14060,---,21,0,0,-23,7642,14132,---,---,8,0,---,---,1,0,---,---,1,---,35842,50427
484,Truck transportation,4574,466,499,824,383,1011,15968,1710,2825,5824,3365,3451,2127,1180,5105,1704,1214,1484,20209,868,320,3116,1028,4917,6748,2409,2998,1039,2270,2773,6373,727,268,216,8098,119,48,3564,158,1216,117,886,305,254,238,184,30,142,589,266,93,175,2204,620,1122,281,455,1320,1265,377,805,190,625,416,1766,1690,2047,672,424,5459,791,149007,75208,11,21417,610,720,-632,27769,1199,---,---,923,15,---,---,202,22,---,---,1099,33,128596,277603
485,Transit and ground passenger transportation,---,2,0,5,61,196,348,60,66,96,183,132,52,13,73,49,81,165,166,11,7,45,80,8,71,110,337,8,3,10,41,1,202,---,---,---,3,185,3,172,53,332,325,1418,1438,888,132,1,1147,400,288,789,1876,93,1092,101,205,818,438,316,72,1251,45,64,296,152,27,3,11,10683,347,28143,29443,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,29443,57586
486,Pipeline transportation,147,11,4691,52,24,13834,225,10,12,19,12,10,5,6,6,2,4,18,35,11,1,21,9,4711,324,16,33,2,4,1,11,238,48,40,163,13,4,45,2,3,1,3,2,47,19,0,11,0,23,15,1,5,12,14,53,28,9,10,20,10,4,2,8,8,22,33,175,36,387,679,2773,29233,1593,---,---,---,---,32,1335,---,---,---,---,---,---,---,---,---,---,---,---,---,2960,32193
487OS,Other transportation and support activities,---,87,12,975,4,4508,---,1001,607,173,86,10,---,3,5,---,220,285,499,84,---,359,469,109,109,366,25807,726,625,424,5729,15907,657,2286,37906,530,738,26657,1335,2462,593,123,1227,769,6007,614,---,---,---,2212,438,467,8715,341,1876,715,347,1176,994,272,681,616,327,96,355,1352,2,62,610,601,3029,166379,13338,---,---,---,---,---,10133,3156,---,---,---,---,---,---,---,---,---,---,---,---,26628,193007
493,Warehousing and storage,566,---,3,281,---,839,---,33,28,19,228,137,644,17,42,14,25,126,45,32,19,37,183,2,130,58,15790,2173,6797,9779,18818,14,1,348,3491,84,41,417,5392,989,196,311,454,---,---,192,---,0,40,396,139,156,881,5,1124,89,202,584,418,128,208,170,87,767,1140,759,240,360,---,3209,55,79956,95,---,---,---,---,---,144,---,---,---,---,---,---,---,---,---,---,---,---,---,240,80196
511,"Publishing industries, except internet (includes software)",68,1,7,0,2,131,317,27,4,12,53,26,415,6,16,63,10,63,10,---,0,3,65,0,107,4,859,34,218,54,666,9,28,---,22,1,---,89,76,21191,37,344,490,396,1144,142,61,0,217,1108,466,436,2620,1507,926,7,579,828,344,102,1376,16,53,104,115,629,1231,1044,185,6140,120,47424,72404,---,---,60191,---,-445,31722,-4507,---,---,---,1256,---,---,---,1839,---,---,---,2752,165211,212635
512,Motion picture and sound recording industries,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,41,174,263,---,4,3,---,---,1,---,90,4,---,44,20677,30459,183,16,29,---,---,---,43,71,4,16,1005,210,28,---,173,21,2,21,250,173,12,199,714,650,1646,425,29,232,---,57912,31584,---,---,31900,---,-17,14630,-5839,---,---,---,---,---,---,---,---,---,---,---,---,72259,130171
513,Broadcasting and telecommunications,483,37,649,205,513,1411,7747,388,760,417,1159,1204,2042,296,574,572,622,747,1294,150,91,323,530,14,1370,547,12990,745,754,718,7069,373,164,76,1538,351,582,815,353,3888,468,81763,3501,11683,14308,3051,711,1,9062,2360,2638,3302,9928,6175,7534,508,2506,5278,2217,889,964,438,836,1208,3798,5520,5525,4848,888,28827,987,276281,256074,---,8220,19187,---,---,12603,-164,---,---,---,---,---,---,---,---,---,---,---,---,295919,572200
514,"Data processing, internet publishing, and other information services",---,0,13,3,13,1240,561,475,489,530,1257,1105,480,233,164,413,347,594,923,144,91,416,256,8,761,275,1886,401,632,632,2273,68,1,---,31,11,28,142,45,3035,63,1787,1393,6084,3537,1092,764,0,284,3842,932,1666,5543,2788,6394,327,1581,638,842,152,386,204,341,260,1435,2681,8841,3552,303,5784,1620,85094,17585,---,---,13924,---,---,3381,-604,---,---,---,559,---,---,---,607,---,---,---,1655,37108,122201
521CI,"Federal Reserve banks, credit intermediation, and related activities",2091,423,1952,656,589,7953,7060,673,745,1505,1689,1795,2103,824,2404,736,830,1641,3309,389,386,961,661,646,3782,1295,18262,1989,2792,2048,10646,1322,5212,397,1257,2522,361,921,301,3309,1195,9397,683,57359,35085,5710,3082,72378,22724,10416,1645,2223,8369,16773,4680,388,2089,3297,2461,1742,995,690,2062,4236,4640,12552,1,4415,3996,7483,2402,403607,201202,---,---,---,---,---,26637,-10689,---,---,---,---,---,---,---,---,---,---,---,---,217150,620757
523,"Securities, commodity contracts, and investments",288,21,869,1135,2696,922,2301,31,56,2226,2584,2446,343,475,1652,1109,1345,2517,134,10,5,11,32,7,24,58,1443,73,218,133,771,2302,459,5040,336,604,106,967,15,525,274,161,82,27919,68882,2120,77209,1,3453,926,587,509,2064,5685,1269,42,397,1240,2461,440,956,432,95,1458,1452,6150,4,26,67,19252,1268,263166,164520,---,---,---,---,---,53445,-59,---,---,---,---,---,---,---,---,---,---,---,---,217906,481072
524,Insurance carriers and related activities,3441,1253,3190,1189,5458,812,426,270,816,793,1114,1533,1477,809,786,1433,475,964,2998,570,643,379,146,35,2583,707,15920,793,1080,840,4019,730,16,914,14817,1928,353,1467,1367,690,1019,1186,349,5510,19436,224700,2297,1322,24739,6193,2332,1388,8026,217,4755,985,1225,20076,37180,3085,3407,1508,1295,1247,3214,3735,0,981,502,1751,4108,467001,286117,---,---,---,10411,---,14065,-57870,---,---,---,---,---,---,---,---,---,---,---,---,252722,719723
525,"Funds, trusts, and other financial vehicles",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,5458,6775,---,---,---,---,---,---,8,---,---,---,---,---,---,---,---,---,---,---,---,---,80,---,964,---,13286,125463,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,125463,138749
HS,Housing,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1575465,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1575465,1575465
ORE,Other real estate,25141,52,368,66,161,2622,10637,665,690,317,2126,1226,2012,369,905,3687,1447,1059,1419,574,674,478,855,120,2438,1251,31140,8963,9058,6068,42517,164,76,190,4401,785,260,2658,6712,4369,2464,10916,2494,20176,21098,22876,716,1829,103763,8416,10575,7499,37713,15933,12917,1958,27363,41536,17443,19967,12661,9628,11142,1224,30864,38848,4267,10650,1750,39563,3567,730536,6263,18786,---,---,74007,---,3273,---,---,---,---,---,---,---,---,---,---,---,---,---,102330,832866
532RL,Rental and leasing services and lessors of intangible assets,3332,135,2620,1514,3240,1468,15733,459,881,1278,2429,2376,1916,660,2139,1682,401,2822,4076,152,183,721,804,152,3583,1028,16438,317,1350,2144,6223,7612,2624,763,8220,977,150,1897,475,3931,1983,8462,3450,6430,10753,5329,36,1,4400,6526,1661,3316,12862,17458,5247,1251,2987,6653,4814,679,508,1607,1243,1658,6730,3663,412,236,429,8897,274,238857,76425,---,---,---,---,---,61619,---,---,---,---,---,---,---,---,---,---,---,---,---,138044,376901
5411,Legal services,334,129,2163,634,2444,6207,6605,253,365,327,771,1244,3158,263,1213,4847,297,1244,880,141,51,222,282,66,3504,354,8849,202,280,763,2425,263,505,72,150,55,350,267,183,3639,553,2376,1441,5992,13645,17525,2399,162,10194,961,1383,4699,10352,8706,4550,338,426,4113,6784,1006,465,1007,1602,911,2224,2587,1689,411,1390,7139,869,173902,90790,---,---,---,19139,---,10441,-2313,---,---,---,---,---,---,---,---,---,---,---,---,118058,291960
5415,Computer systems design and related services,307,46,1639,98,36,1678,3644,254,231,380,1290,1360,1449,96,335,918,260,656,745,134,67,218,513,21,576,479,5976,470,414,622,2302,91,655,2,249,36,14,77,136,2880,301,2741,2971,8217,9781,2379,695,39,903,646,1913,2770,6995,11300,5348,152,1212,2906,3071,684,623,152,567,414,1240,1867,22040,15460,591,9245,2789,151364,---,---,12283,136892,---,---,10212,-16908,---,---,1284,5252,---,---,---,13120,---,---,799,8050,170985,322349
5412OP,"Miscellaneous professional, scientific, and technical services",1381,699,2237,2126,6393,12305,45881,1990,2269,3970,6580,5646,8370,1459,3578,8720,2895,7686,8515,981,914,1876,2155,285,15565,3757,56221,4350,5971,7080,33105,1121,1851,1293,2122,563,2113,1369,1007,23362,9673,36703,7946,49235,49866,33756,4080,177,36110,9273,6350,23096,108093,38447,26363,2048,5299,22262,17306,5504,3786,6283,7665,7345,22381,18823,48032,10850,2048,37489,11007,967058,55495,---,55531,285495,1772,---,85975,-52297,---,---,---,63428,---,---,---,59606,---,---,---,15092,570099,1537157
