"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
55,Management of companies and enterprises,---,---,8579,3944,2022,21,6444,313,616,423,2736,4914,10672,603,4998,5710,208,2833,7640,405,292,1147,602,202,15108,899,54652,430,2977,18704,21338,501,2,510,6124,324,1,2024,387,9717,544,2877,1341,5455,19612,2822,818,9,1524,6517,4435,8358,20958,85,25225,2801,4173,21042,4859,3209,1400,2024,1783,17831,44600,12353,1,---,695,---,---,416373,---,---,---,---,---,---,3762,---,---,---,---,---,---,---,---,---,---,---,---,---,3762,420135
561,Administrative and support services,577,71,330,773,1723,6706,8116,895,1454,3846,8236,3250,7992,568,2538,3633,687,2327,3970,530,1095,1658,3222,217,5071,1934,34748,1329,2827,3321,14719,4376,1061,2018,4218,1151,1606,3340,1205,7091,1226,8724,4192,20227,14282,12211,520,237,106232,17105,6674,17050,33255,7396,18278,1892,2653,18368,16030,4122,2658,2626,2252,4761,8694,8804,19717,2837,2520,25866,4331,550171,47191,---,---,---,---,---,1300,-741,---,---,---,---,---,---,---,---,---,---,---,---,47750,597921
562,Waste management and remediation services,311,23,561,443,380,1087,2863,192,337,601,630,409,629,133,521,344,295,368,2142,212,50,434,175,73,3326,514,2145,349,495,289,1538,24,55,32,496,36,30,160,414,178,27,143,51,827,217,1290,882,0,6249,542,88,163,1135,693,1373,7853,551,1506,1212,691,491,115,723,1134,2270,1880,761,479,323,14685,1872,73522,17922,---,---,---,---,---,34,-89,---,---,---,---,---,---,---,---,---,---,---,---,17866,91388
61,Educational services,56,0,---,---,---,200,3,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,34,2,---,1,853,11,585,---,2077,36,22,---,---,---,18,6,---,2,---,396,63,32,19,---,---,---,---,---,---,37,52,---,321,---,3121,6,82,---,---,1331,202,---,---,954,1949,112,109,8618,5,21315,264665,---,---,---,---,---,1566,-1001,---,---,---,---,---,---,---,---,---,---,---,---,265230,286545
621,Ambulatory health care services,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,43,---,39,---,---,9243,10809,38,1,48,1,---,---,23,---,468,---,2246,---,22959,737745,---,---,---,---,---,195,-17,---,---,---,---,---,---,---,---,---,---,---,---,737923,760882
622,Hospitals,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1220,---,---,---,---,---,---,---,---,---,---,---,---,1220,694791,---,---,---,---,---,461,-1694,---,---,---,---,---,---,---,---,---,---,---,---,693559,694779
623,Nursing and residential care facilities,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1526,---,441,---,1967,179800,---,---,---,---,---,36,-5,---,---,---,---,---,---,---,---,---,---,---,---,179832,181799
624,Social assistance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,472,---,472,146096,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,146096,146568
711AS,"Performing arts, spectator sports, museums, and related activities",46,2,0,---,16,148,87,34,29,70,91,67,15,7,35,25,33,63,113,11,4,32,43,8,33,86,946,208,372,36,264,---,185,---,28,5,---,144,4,198,5019,16623,111,1092,845,198,209,0,2242,326,325,396,2226,2475,1082,48,568,385,280,129,116,12833,629,273,1313,1564,1492,51,35,705,28,57107,59426,---,---,4380,---,---,1369,-292,---,---,---,---,---,---,---,---,---,---,---,---,64884,121990
713,"Amusements, gambling, and recreation industries",34,0,---,1,9,97,156,11,15,14,32,30,11,2,24,18,27,51,34,1,0,6,12,3,9,16,359,1,63,2,347,0,1,---,---,---,---,2,1,49,17,54,126,537,539,199,49,0,---,100,128,318,618,750,564,40,78,361,13,46,62,114,482,255,312,70,1711,6,0,958,187,10132,150911,---,---,---,---,---,0,0,---,---,---,---,---,---,---,---,---,---,---,---,150911,161043
721,Accommodation,1,---,1,14,149,1063,330,135,157,227,439,327,126,36,179,124,200,419,404,36,18,106,265,19,169,309,1024,5,93,26,204,---,12,---,---,---,15,241,10,513,175,644,1015,4292,4372,1534,404,1,3528,1158,787,2436,4299,526,2938,446,422,1920,105,214,92,89,109,300,931,457,1269,683,34,2351,122,45047,105096,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,105096,150144
722,Food services and drinking places,416,34,8,47,280,2400,331,204,208,353,545,455,193,67,261,188,262,555,627,76,58,162,242,47,288,361,2793,264,643,572,2007,7076,4,10,239,56,36,597,188,523,306,670,1129,7746,4927,5032,1156,1,12038,2150,1623,3631,11583,2283,7094,442,1275,11851,4733,5763,1331,438,1154,2867,2854,2503,550,226,1071,7438,357,129897,505084,---,---,---,---,---,2424,---,---,---,---,---,---,---,---,---,---,---,---,---,507508,637405
81,"Other services, except government",327,412,50,142,780,2181,6737,403,732,1770,1363,880,1464,277,821,422,232,543,2305,211,46,987,508,86,2787,997,15656,608,2147,1520,5625,553,113,227,7581,1036,578,1837,507,1142,203,3528,830,11160,6842,7283,860,74,16136,4662,764,1669,6962,4642,6195,1602,2225,5039,8670,1442,647,930,1378,1699,7715,7996,3511,446,1756,16323,1644,201428,484471,---,---,---,---,---,261,-2594,---,---,---,---,---,---,---,---,---,---,---,---,482137,683565
GFGD,Federal general government (defense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,583200,---,---,---,---,---,---,---,---,---,---,---,583200,583200
GFGN,Federal general government (nondefense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,297071,---,---,---,---,---,---,---,297071,297071
GFE,Federal government enterprises,30,4,---,15,---,479,12,---,---,71,213,571,404,316,---,---,---,84,---,3,---,---,76,22,31,---,15402,313,612,431,4032,5,---,2201,3320,185,312,702,441,1382,370,197,834,2244,9851,511,---,0,316,1479,374,385,3505,356,1624,164,712,1101,1261,369,490,213,121,1132,4246,1760,0,204,23,2139,48,67698,10817,---,---,---,---,---,328,-513,---,---,---,---,---,---,---,---,---,---,---,---,10632,78330
GSLG,State and local general government,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1473169,---,---,---,1473169,1473169
GSLE,State and local government enterprises,---,6,---,---,---,2688,---,60,98,181,191,117,177,58,154,89,50,93,631,68,21,128,47,19,1034,139,419,53,143,75,401,1,---,---,98,3,7,31,234,57,16,50,20,298,152,67,---,---,265,556,200,127,514,200,613,55,53,298,243,151,1151,28,128,322,973,557,466,364,587,2584,926,19537,52208,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,52208,71745
Used,"Scrap, used and secondhand goods",-47,81,---,---,1187,866,902,---,92,20569,296,4,---,---,---,---,---,24,1,21,---,1750,---,---,27,40,---,2,---,---,37,-324,---,-56,-245,1,17,999,1,---,26,0,---,---,---,---,---,---,---,34,---,---,---,307,---,---,277,6,---,---,---,-95,202,---,---,6807,-27,---,---,---,---,33785,64258,-2653,-106890,---,-4595,-3303,37408,-12256,---,-4,0,---,---,1070,-237,---,---,6185,-3044,---,-24061,9723
Other,Noncomparable imports and rest-of-the-world adjustment [1],740,58,394,46,289,993,1502,297,198,978,973,1467,4636,327,1652,521,134,543,2037,214,92,599,336,938,2213,655,4297,28,427,532,2051,13797,198,1866,867,10,54,369,39,580,277,9212,438,2350,20439,877,323,27,1065,612,432,983,2408,1081,1134,105,426,---,---,159,---,154,138,439,1372,502,17359,3630,804,---,---,114690,-45397,---,---,6203,---,---,123517,-197049,---,---,---,---,---,---,---,---,---,---,---,---,-112726,1964
,Total Intermediate,209094,17004,116611,54825,50616,283236,626480,63216,69660,211484,224581,222222,193430,71401,334746,154687,49091,94132,579362,38673,15120,125972,53960,578717,470094,142881,444370,39725,65619,72184,248397,102234,31122,34239,163155,16909,14955,83381,31649,131341,51289,280825,47662,285527,357387,366490,111886,143336,498289,110897,51274,100552,389596,176269,200876,42612,89519,264666,229443,70908,59720,50289,54073,74548,256752,220073,253465,100101,37938,605000,143235,12255075,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,
V001,Compensation of employees,25680,16458,27291,17525,28004,66284,433947,21240,27778,33007,90495,84206,128167,30871,63683,68301,22174,45548,86051,13480,10451,31216,32253,16349,86640,39979,435657,90104,80625,79875,250324,38372,20420,6080,74995,14852,4776,64153,31993,79323,27194,113957,37353,199951,216948,194576,664,14291,65891,30151,113302,149610,430590,221119,292366,21719,129386,366906,286333,100994,70341,40769,39865,65487,187010,240092,214320,135234,60054,1095890,87688,8068682,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V002,"Taxes on production and imports, less subsidies",-3196,1612,35678,4903,1601,53198,7792,715,1325,2300,2860,3144,6957,997,2964,2229,411,1611,21041,670,316,1805,873,2803,10238,1693,171815,32006,19424,37331,89622,16580,-332,491,3487,1027,2017,2087,622,3538,5939,33231,1905,15037,5454,22115,905,181275,20280,14598,15886,3728,10490,9152,6777,2675,6848,7257,10425,4180,1439,6950,8450,20046,38701,17570,---,---,-4370,---,-16015,997183,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V003,Gross operating surplus,96282,9712,208789,38911,29814,122186,207539,3668,15661,33557,39820,44349,94598,23645,23697,44060,5271,28416,92182,3690,807,18380,12077,135683,168779,14385,275298,22662,28448,11280,109654,13744,17182,9868,42032,12259,9497,28154,12635,98710,46661,244748,51262,200453,-122457,132749,4894,1254956,229521,133889,111655,28049,219511,26084,102695,12527,31545,106904,43154,5358,13906,33780,13422,37944,50449,72668,138291,81214,8951,156239,25596,5703997,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,Total Value Added,118766,27781,271758,61339,59418,241668,649278,25624,44765,68864,133175,131699,229721,55513,90344,114590,27856,75574,199275,17840,11574,51401,45203,154836,265657,56057,882770,144771,128496,128486,449600,68696,37270,16440,120515,28138,16290,94395,45250,181571,79794,391935,90520,415441,99946,349440,6463,1450522,315691,178638,240843,181387,660591,256355,401838,36921,167778,481067,339913,110531,85686,81499,61738,123477,276160,330330,352611,216449,64635,1252129,97269,,,,,,,,,,,,,,,,,,,,,,14769862,
,Total Industry Output,327859,44786,388369,116163,110034,524903,1275759,88840,114425,280348,357756,353921,423151,126914,425090,269278,76947,169707,778637,56513,26695,177373,99163,733552,735751,198939,1327139,184496,194115,200669,697997,170930,68392,50679,283669,45047,31245,177776,76898,312912,131084,672760,138181,700968,457332,715930,118349,1593858,813980,289535,292117,281939,1050187,432624,602714,79533,257298,745734,569355,181439,145407,131788,115811,198026,532912,550403,606076,316550,102573,1857129,240504,,10050084,571107,845381,574384,515983,-29241,1669150,-2410020,583200,13667,82641,70827,297071,11387,17509,75659,1473169,284515,45116,28275,,27024937

Legend/Footnotes
1. Consists of noncomparable imports in the intermediate section of the use table and noncomparable imports and the rest-of-the-world adjustment in the final use section of the use table.
Note. Selected data with zero values are not shown.
Note. Detail may not add to total due to rounding.
