"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
5412OP,"Miscellaneous professional, scientific, and technical services",2342,561,1839,1519,1905,16495,46700,1310,2131,2195,4835,4802,6071,1455,4510,4585,2049,3836,11989,575,148,2394,1546,2293,9720,4037,120853,23365,8953,4990,53787,1934,1974,1404,3156,1596,592,2465,2144,21722,5902,43228,31695,62402,36844,32733,4024,2743,51754,7729,10951,26721,123869,41887,44471,2609,6758,27763,33594,8392,4484,7976,7078,9192,22327,26383,35068,9685,1336,61591,19246,1201215,72410,---,51774,438643,3058,---,152526,-91260,---,---,---,50501,---,---,---,80601,---,---,---,21404,779655,1980870
55,Management of companies and enterprises,---,---,13607,4998,4734,62,9581,353,2247,1057,4630,15461,5557,2231,7369,5468,481,4013,22454,666,207,2348,477,3602,21755,1785,88091,1930,4364,11001,26284,3077,7,1539,4373,150,2,6297,1672,4113,293,3411,2693,9481,10650,6642,1316,88,7069,9303,5228,4700,15140,53,22696,3018,7440,51395,10607,6405,4919,2485,2083,19069,45726,7540,0,---,81,4,---,547574,---,---,---,---,---,---,4296,---,---,---,---,---,---,---,---,---,---,---,---,---,4296,551870
561,Administrative and support services,597,45,314,631,2102,14922,7974,627,1079,3228,9198,3493,2872,489,3286,8324,396,1842,4219,249,275,1690,3028,2125,4802,2010,68822,6938,3029,5392,19550,4302,806,5691,10204,6213,833,9509,5733,18510,1488,37265,16961,24326,12846,10211,214,3452,97825,20446,9892,31339,53452,16555,68427,4622,4791,26210,37360,8435,3276,5668,3160,5220,10423,15542,5828,9796,576,37204,6956,835118,64490,---,---,---,---,---,2433,-1938,---,---,---,---,---,---,---,---,---,---,---,---,64985,900103
562,Waste management and remediation services,295,5,330,100,149,569,2074,109,249,269,365,279,153,59,215,269,103,141,1202,66,1,295,94,495,1915,316,2891,1024,484,297,1442,63,142,10,782,34,15,265,277,76,54,119,86,714,141,1988,845,3,30034,646,309,307,1888,859,1880,11003,303,1492,1713,802,554,124,474,1130,2078,1533,92,1299,245,20795,3469,104899,28334,---,---,---,---,---,156,-234,---,---,---,---,---,---,---,---,---,---,---,---,28257,133156
61,Educational services,2,0,---,---,---,157,5,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,25,5,---,1,1869,74,481,---,2888,176,12,---,---,---,2,38,---,0,---,22,111,26,5,---,---,---,---,---,---,111,42,---,286,---,2073,0,3,---,---,2013,200,---,---,1766,0,15,61,7486,7,19961,360205,---,---,---,---,---,2580,-1731,---,---,---,---,---,---,---,---,---,---,---,---,361054,381015
621,Ambulatory health care services,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,66,---,66,---,---,14285,8686,60,1,94,2,---,---,51,---,994,---,8832,---,33137,1050872,---,---,---,---,---,785,-102,---,---,---,---,---,---,---,---,---,---,---,---,1051555,1084692
622,Hospitals,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,16228,---,---,---,---,---,---,---,---,---,---,---,---,16228,1039196,---,---,---,---,---,2815,-4439,---,---,---,---,---,---,---,---,---,---,---,---,1037573,1053801
623,Nursing and residential care facilities,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1568,---,899,---,2467,241619,---,---,---,---,---,200,-29,---,---,---,---,---,---,---,---,---,---,---,---,241790,244257
624,Social assistance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1409,---,1409,225279,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,225279,226688
711AS,"Performing arts, spectator sports, museums, and related activities",84,0,0,---,23,205,174,19,30,35,64,50,7,4,34,19,18,29,91,5,0,31,32,32,37,93,3017,405,376,68,499,---,141,---,49,17,---,234,6,202,6751,29597,380,2198,577,200,341,1,5133,270,595,951,3864,3925,1891,88,1293,757,790,161,278,20732,581,247,2717,1627,0,14,24,1217,34,93362,86972,---,---,5477,---,---,1546,-1325,---,---,---,---,---,---,---,---,---,---,---,---,92671,186034
713,"Amusements, gambling, and recreation industries",20,0,---,0,12,47,85,4,10,6,16,11,2,1,8,5,5,8,17,0,0,6,8,4,10,15,432,7,28,2,295,0,0,---,---,---,---,5,1,26,7,40,110,364,133,29,29,1,---,50,83,254,332,776,403,22,50,219,10,21,46,139,205,316,699,47,2,2,0,517,89,6091,210212,---,---,---,---,---,4,0,---,---,---,---,---,---,---,---,---,---,---,---,210216,216307
721,Accommodation,1,---,1,8,201,1220,412,74,160,116,308,236,45,24,165,88,97,161,327,16,2,108,191,76,202,329,3500,42,57,52,247,---,14,---,---,0,3,333,15,549,172,848,2311,7624,2829,592,614,21,13791,1170,1384,5405,6664,942,5457,534,810,3048,212,260,151,125,217,502,2169,832,1434,900,48,2999,171,73618,163295,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,163295,236913
722,Food services and drinking places,443,8,8,30,391,2419,500,108,202,174,366,308,51,48,204,122,113,183,493,34,6,159,174,167,246,366,8641,952,806,1087,3561,7303,3,17,810,141,17,1308,303,492,249,816,2073,11209,2879,3395,1464,17,39555,2942,2520,7201,16667,4646,10612,502,1731,20754,12962,6768,2264,513,1214,7824,5613,2284,519,288,236,8941,566,211991,731851,---,---,---,---,---,2708,---,---,---,---,---,---,---,---,---,---,---,---,---,734558,946550
81,"Other services, except government",345,45,49,109,495,1558,5855,361,959,1001,1577,1039,569,142,840,586,153,416,1742,98,6,1009,341,620,2115,819,17915,2274,2042,2060,5903,410,105,405,6439,1297,149,2277,908,1494,299,3509,2175,6724,3671,6085,249,18614,6378,9768,1192,2278,7902,6068,12548,4428,2308,6006,11600,1482,706,786,1302,2169,8495,6405,8035,8410,540,20379,2362,239398,613310,---,---,---,---,---,75,-4786,---,---,---,---,---,---,---,---,---,---,---,---,608598,847996
GFGD,Federal general government (defense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,599358,---,---,---,---,---,---,---,---,---,---,---,599358,599358
GFGN,Federal general government (nondefense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,379143,---,---,---,---,---,---,---,379143,379143
GFE,Federal government enterprises,11,4,---,3,---,312,9,---,---,33,120,291,87,149,---,---,---,17,---,1,---,---,55,43,62,---,21017,976,653,368,4470,3,---,2480,3029,342,29,771,691,545,193,210,1217,1782,2778,105,---,0,618,1335,367,521,2168,242,1099,130,570,1018,2225,254,577,153,80,755,5432,739,1,107,81,2028,106,63462,6914,---,---,---,---,---,710,-289,---,---,---,---,---,---,---,---,---,---,---,---,7335,70797
GSLG,State and local general government,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1737213,---,---,---,1737213,1737213
GSLE,State and local government enterprises,---,1,---,---,---,377,---,60,164,179,252,200,100,39,152,199,47,97,853,50,2,204,58,347,1410,194,1708,607,344,190,945,4,---,---,420,6,7,116,185,69,50,97,89,659,190,99,---,---,2086,1092,558,270,1016,580,1286,702,133,702,758,497,377,93,208,804,1437,1139,1280,740,258,6378,1388,34550,72509,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,72509,107059
Used,"Scrap, used and secondhand goods",-18,125,---,---,1073,5755,2656,---,83,27625,723,9,---,---,---,---,---,77,1,17,---,1943,---,---,38,48,---,40,---,---,226,12,---,-183,384,4,132,5288,0,---,101,1,---,---,---,---,---,---,---,8,---,---,---,375,---,---,819,0,---,---,---,-133,580,---,---,10286,-49,---,---,---,---,58047,81328,-2586,-125163,---,1361,4199,20932,-14075,---,-4,0,---,---,-2683,-4,---,---,3909,-14497,---,-47284,10763
Other,Noncomparable imports and rest-of-the-world adjustment [1],1086,48,512,18,417,1900,1780,192,268,642,771,1582,1531,369,1464,1124,172,554,2150,106,15,611,302,5681,2560,726,8244,120,512,1016,3308,15226,138,1681,947,15,47,548,108,893,318,7407,776,4292,32829,1378,249,98,1316,1555,278,2534,3262,2114,1392,108,535,---,---,294,---,342,234,666,1942,4627,11756,2797,8,---,---,142489,-90776,---,---,7711,---,---,204439,-260394,---,---,---,---,---,---,---,---,---,---,---,---,-139021,3468
,Total Intermediate,256796,15275,92883,49586,53003,160408,737746,72767,68832,163109,201509,230625,105563,66627,438047,184654,47384,72242,677856,32418,6262,129401,43321,428137,437567,160560,877731,119953,87171,81822,379075,107619,35235,41020,189187,34893,7067,113710,62718,149274,53011,399926,151072,409057,265890,474251,150527,238324,747583,136465,88283,149658,505459,198490,389872,62457,111882,362683,360018,96517,96307,72195,66547,106617,376432,275716,218671,108827,30505,724012,209724,14856026,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,
V001,Compensation of employees,30860,25331,29293,17623,29965,81578,520422,22261,29470,31764,99341,94780,150705,36458,75338,78965,21959,53804,113482,12300,7885,30386,26233,19430,101682,47155,532941,118071,96461,93086,299250,57095,21893,7144,96307,21954,7617,86152,53892,100191,35436,112173,100973,263353,251232,271004,2059,18920,93508,36227,131525,264757,594263,324518,409331,30195,192422,545209,396274,131540,114086,59516,54197,82723,298036,305492,246097,184220,59219,1338917,107032,10434980,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V002,"Taxes on production and imports, less subsidies",-707,1669,31625,5162,2241,61770,10115,771,1560,2551,3507,3678,8381,969,3691,2741,418,1790,30042,584,296,1823,776,3995,18696,1980,223367,49054,25475,40483,117408,25242,-40,985,4500,1878,3333,2508,904,5989,6360,41093,5126,19425,5584,30583,739,235356,27597,21036,16636,6687,14793,9157,10235,3647,9236,9567,13830,6401,2102,8620,13530,30540,56592,23688,---,---,-6339,---,-18934,1304098,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V003,Gross operating surplus,108581,11108,100192,29480,21720,170362,309683,12656,27458,25463,41922,49184,89654,20200,80095,69205,6521,31013,131740,4401,1268,23688,13598,87231,224706,28068,419837,68657,40131,18546,212301,46346,22481,5828,77160,19576,30054,36336,6319,129835,55929,308850,108063,366083,26611,267302,4036,1541039,396339,154996,118269,54929,258783,36459,130141,19317,43929,154882,76051,9426,11965,58667,19224,63036,86471,103985,159521,112305,11427,205956,56427,7873026,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,Total Value Added,138733,38107,161111,52266,53926,313711,840220,35688,58488,59778,144770,147642,248740,57627,159124,150911,28897,86607,275264,17286,9449,55897,40608,110656,345084,77203,1176146,235782,162067,152115,628959,128682,44334,13957,177967,43408,41004,124996,61116,236015,97725,462117,214162,648860,283427,568888,6835,1795315,517444,212259,266430,326373,867839,370134,549708,53159,245588,709658,486155,147368,128153,126803,86951,176299,441100,433165,405619,296526,64306,1544873,144525,,,,,,,,,,,,,,,,,,,,,,19612103,
,Total Industry Output,395529,53382,253994,101852,106929,474119,1577966,108455,127320,222887,346279,378267,354303,124254,597171,335565,76282,158849,953120,49704,15711,185299,83928,538793,782650,237762,2053876,355735,249238,233936,1008034,236301,79569,54977,367154,78301,48072,238706,123834,385290,150736,862043,365235,1057917,549317,1043139,157361,2033638,1265027,348724,354713,476031,1373298,568623,939580,115616,357469,1072340,846173,243885,224460,198999,153499,282916,817531,708881,624290,405353,94811,2268884,354249,,13290625,594900,1159953,906246,773891,32674,2082977,-2626305,599358,7956,77264,63714,379143,10161,19195,109261,1737213,304902,44204,44768,,34468130

Legend/Footnotes
1. Consists of noncomparable imports in the intermediate section of the use table and noncomparable imports and the rest-of-the-world adjustment in the final use section of the use table.
Note. Selected data with zero values are not shown.
Note. Detail may not add to total due to rounding.
