"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
331,Primary metals,75,---,2638,505,486,4,4388,207,1390,60549,67720,37032,5392,14183,40188,11107,3238,4553,1994,77,---,920,14,14,55,1762,467,6,---,0,273,---,636,---,---,---,---,235,---,20,6,428,290,---,---,---,---,1,2417,62,---,0,1245,39,474,334,140,170,18,13,231,20,315,29,100,720,132,495,---,78,533,268418,748,---,---,---,---,1890,29348,-80040,---,---,---,---,---,---,---,---,---,---,---,---,-48055,220363
332,Fabricated metal products,1630,155,4686,924,1059,792,81525,2556,1655,4066,36220,25593,7702,8735,23627,14537,4224,4408,14671,391,25,5875,912,1210,9060,7532,2390,388,171,135,1345,211,400,2271,1745,338,1531,556,771,1081,23,10002,1303,281,121,---,31,24,1600,1241,23,2456,4681,544,2084,3137,425,307,1167,24,1996,37,473,1141,2661,5015,5060,1173,205,3739,5049,333127,16629,---,13001,---,---,1465,29801,-65307,---,---,553,---,---,---,1356,---,---,---,268,---,-2234,330893
333,Machinery,1608,62,4741,3431,5023,1319,33871,360,112,1377,5325,32025,417,1510,25620,4675,94,934,3245,21,2,733,1338,62,3848,1616,2187,260,136,147,658,8,34,75,509,60,56,2989,1483,108,43,1192,514,8,45,479,---,73,108,640,29,1856,2188,239,2648,3903,2046,654,662,170,144,27,165,65,627,5990,680,177,106,3808,1842,173205,8873,---,225353,---,---,3405,99441,-158987,---,---,1974,---,---,---,522,---,---,---,12423,---,193004,366209
334,Computer and electronic products,63,1,34,29,189,123,6571,881,514,1045,4646,6291,34982,3220,12208,18099,828,1876,2477,248,17,850,856,292,4639,1901,32712,841,348,500,1369,3,61,1,211,3,6,112,132,2632,505,13486,5039,666,825,32,1372,2,771,120,1201,5417,8070,4888,5192,783,1050,7085,543,125,588,22,117,313,148,3183,15990,2442,0,2053,1733,225574,73169,---,190183,---,197,2961,95283,-330598,---,---,23439,---,---,---,9187,---,---,---,13353,---,77174,302748
335,"Electrical equipment, appliances, and components",1557,82,84,44,408,17,34607,314,72,921,2105,11738,2653,8669,5630,2027,91,745,1062,28,1,363,62,102,845,733,413,337,102,637,326,1,245,21,121,145,2,122,178,4,---,3818,223,194,65,21,---,6,1685,217,0,2721,4730,86,1582,1011,407,14,702,702,490,41,305,846,367,3817,1834,2790,37,1305,3074,110703,40276,---,29920,---,6663,1413,29381,-100587,---,---,1032,---,---,---,537,---,---,---,1057,---,9692,120395
3361MV,"Motor vehicles, bodies and trailers, and parts",995,116,665,984,570,36,2288,1739,524,584,1475,12309,968,766,172953,4120,473,774,4916,65,1,1314,160,199,1429,600,9259,6504,2092,514,5151,---,78,---,8036,782,1,246,2107,326,79,1407,208,132,18,---,---,---,---,1749,---,111,3644,639,12498,1612,562,678,1520,136,2801,134,116,195,1082,16574,6376,124,3898,8276,1391,312072,190227,---,273385,---,---,9994,102883,-325878,---,---,913,---,---,---,456,---,---,---,13308,---,265288,577360
3364OT,Other transportation equipment,---,6,---,4,---,---,46,10,---,---,49,107,---,---,427,62022,---,---,---,---,---,---,---,---,---,---,0,53,---,---,---,1692,1017,1948,11,57,---,2487,---,---,---,5,---,---,---,---,---,---,---,---,---,---,1820,59,29,47,---,---,---,---,0,---,24,---,---,241,46741,198,2,0,56,119161,22024,---,70814,---,---,-4902,117278,-49236,---,---,35106,---,---,---,1891,---,---,---,520,---,193494,312655
337,Furniture and related products,0,---,---,---,---,---,17229,566,0,---,---,295,88,1,29,314,3819,171,---,---,---,0,---,---,---,314,681,161,---,15,1258,---,---,0,---,---,---,0,---,1,---,148,269,---,---,---,---,2981,83,---,10,3,491,5,3,---,---,181,86,1,153,289,360,2,245,466,---,---,109,12,340,31179,46867,---,31589,---,598,530,3692,-43532,---,---,1,---,---,---,118,---,---,---,2984,---,42849,74027
339,Miscellaneous manufacturing,94,1,15,25,21,---,1423,21,89,19,51,2081,2,483,2040,139,15,6971,39,9,81,0,4,2,371,98,731,551,107,7,1502,0,1,---,7,21,0,164,128,5,2,147,74,101,19,8,---,0,255,49,13,33,1671,11,1584,217,332,18192,23647,679,1236,83,248,51,534,1547,742,389,---,4736,29,73944,85971,---,44805,---,---,140,32721,-94941,---,---,163,---,---,---,104,---,---,---,1503,---,70465,144409
311FT,Food and beverage and tobacco products,26487,176,---,---,---,---,---,20,470,6,---,---,---,---,---,---,---,6,173004,28,144,388,248,444,4980,180,2361,1,2230,910,1811,550,2,441,30,0,---,10,---,43,20,---,69,---,---,---,---,---,---,---,---,---,6162,93,0,---,7441,5,6978,5856,13380,1122,5830,7773,74416,2060,4047,61,1058,47059,---,398399,584356,---,---,---,---,6309,62450,-92537,---,---,---,---,---,---,---,---,---,---,---,---,560579,958978
313TT,Textile mills and textile product mills,75,53,---,2,---,---,2092,422,272,---,1,695,1,0,2765,1370,3304,1891,145,7730,1229,3467,238,28,2,2538,2505,57,100,2459,1466,---,---,78,21,---,1,70,7,2,167,5,4,---,---,---,---,0,138,152,---,---,393,18,89,123,46,68,351,1785,1389,0,427,1644,288,703,977,301,4,2013,11,46182,21048,---,1729,---,560,-375,8491,-31928,---,---,---,---,---,---,67,---,---,---,29,---,-378,45804
315AL,Apparel and leather and allied products,38,---,---,---,---,0,---,---,0,---,---,---,---,---,1330,---,---,89,14,194,835,---,1576,11,---,1,598,52,2,297,242,---,---,---,---,---,---,---,---,60,16,445,0,---,---,---,---,---,---,83,---,---,19,6,154,92,81,39,45,---,440,92,26,9,121,1589,206,47,52,1942,27,10870,143631,---,---,---,---,45,4091,-142089,---,---,---,---,---,---,---,---,---,---,---,---,5678,16549
322,Paper products,486,0,37,130,64,26,2531,944,1599,1166,1891,2095,659,1100,3857,754,1412,1886,22072,328,17,43999,8824,301,6210,4062,6607,180,1173,416,1310,24,43,6,214,847,32,2236,263,1519,56,426,180,1251,341,376,2,1,1058,1088,396,538,2733,472,4640,327,247,1409,1653,937,1093,74,141,3045,4043,972,147,2106,165,9317,28,160581,22678,---,---,---,---,613,20606,-22553,---,---,---,---,---,---,---,---,---,---,---,---,21343,181925
323,Printing and related support activities,15,---,4,2,---,10,36,5,---,---,12,7,---,3,4,---,---,---,54,---,1,---,1501,2,237,---,11107,247,178,196,5196,7,11,---,224,98,4,271,17,4515,395,571,3257,1281,978,3482,---,---,147,446,858,367,5159,1130,2986,17,765,1548,2607,121,2188,768,202,849,873,1711,505,1500,56,7270,448,66447,2802,---,---,---,---,259,1989,-2600,---,---,---,---,---,---,---,---,---,---,---,---,2450,68897
324,Petroleum and coal products,7941,411,2730,3139,2270,9653,40980,936,521,1266,947,807,177,547,437,210,267,782,2490,65,3,1496,533,16470,10713,705,4473,966,479,294,1755,23971,4820,4688,19134,2079,76,8115,4473,195,66,511,519,6640,2831,31,1027,59,5716,1645,52,1269,1892,904,4379,1613,1171,797,1383,783,544,193,742,973,3440,2544,10146,1439,1351,69054,19110,324838,176321,---,---,---,---,-5311,86638,-52749,---,---,---,---,---,---,---,---,---,---,---,---,204899,529737
325,Chemical products,21460,1749,3952,1939,1930,2040,13179,3202,3894,1771,6472,2980,2590,2473,10856,1952,2213,6322,7413,11429,123,9807,3949,31374,198822,63331,1934,135,62,46,947,1,244,10,266,27,2,104,496,645,186,797,518,98,70,37,---,472,12146,107,133,304,12596,919,7872,1946,813,32694,20145,2648,609,447,895,82,1043,5205,5736,2870,82,30779,2704,567094,255658,---,1628,---,---,9587,147136,-239082,---,---,---,---,---,---,---,---,---,---,---,---,174927,742021
326,Plastics and rubber products,1604,77,45,1372,734,27,28616,959,1094,468,2081,9951,2940,2078,18692,4344,3167,4407,18224,325,81,2728,2654,435,9780,18871,18985,1227,1545,470,3886,359,5,0,954,75,67,2635,328,341,72,5164,336,77,96,341,0,14,310,1598,32,2003,5911,111,2116,397,571,7882,3146,1428,1239,42,245,147,6194,4152,1621,798,27,8149,3083,223932,35010,---,343,---,26,1818,23910,-51633,---,---,---,---,---,---,48,---,---,---,---,---,9522,233453
42,Wholesale trade,41426,2285,4688,4078,3770,6245,88222,9294,5855,20301,17907,28046,12952,9203,57938,15898,5944,9687,82705,3185,780,14345,4266,22394,57667,18322,60498,5011,2789,2623,18162,3245,2348,1948,10485,1224,371,5468,3015,11999,263,13883,2938,3273,1662,879,944,720,6768,13476,774,4563,16537,3671,11430,3318,3697,27183,20046,3660,5352,796,3681,4253,26956,13072,15172,4050,1671,36197,11839,939310,566167,85,220602,22500,3818,9563,205960,38513,---,---,9728,875,---,---,4700,1136,---,---,9684,2282,1095613,2034923
441,Motor vehicle and parts dealers,13,3,73,142,126,13,1857,235,121,70,279,1535,100,3,3029,671,89,197,1093,15,0,272,36,2,376,109,121,1325,491,122,1175,0,6,0,1312,5,0,15,53,71,18,76,9,32,4,7,---,79,300,393,0,25,433,---,2045,71,0,---,0,0,0,4,15,30,104,3714,0,0,0,0,2,22515,254196,---,25082,---,7,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,279285,301799
445,Food and beverage stores,40,0,0,0,---,81,215,0,3,0,2,14,2,2,8,0,5,8,12,0,0,1,17,3,49,2,8,12,21,10,42,0,4,0,212,21,0,26,0,1,0,0,1,4,2,0,---,60,23,2,0,1,4,---,55,0,9,2,6,1,1,7,16,32,1189,30,0,0,0,17,---,2288,234329,---,180,1,7,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,234518,236806
452,General merchandise stores,106,1,5,7,5,207,1551,13,11,3,19,132,13,11,160,26,32,51,103,2,0,15,54,6,129,14,30,103,47,12,111,0,10,1,598,55,0,68,2,7,1,4,4,13,6,1,---,315,173,33,2,3,33,---,267,3,47,10,6,1,3,3,6,57,272,307,0,3,0,19,0,5314,219688,---,1691,479,175,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,222033,227348
4A0,Other retail,1227,15,30,110,13,2527,74515,259,14,16,124,1012,118,126,778,73,336,529,822,46,2,83,977,222,2997,130,532,1102,335,479,1328,2,115,447,7363,656,5,1086,7,78,8,17,70,213,117,18,---,3621,1208,105,25,47,313,---,1315,19,112,281,121,78,61,278,347,1089,5306,2370,1,47,1,332,0,118159,838299,---,30222,10062,6168,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,884751,1002910
481,Air transportation,101,8,17,34,353,1291,855,156,461,268,554,449,114,64,476,233,172,243,777,39,4,229,238,156,549,554,10393,287,73,98,423,324,27,226,3561,49,3,1629,522,681,218,917,2075,7133,3557,159,805,22,14899,1535,1269,4854,5912,554,6051,604,1010,3239,424,369,726,172,242,251,2097,1057,5912,4164,383,4214,112,101626,130993,---,751,69,6,24,43420,-45443,---,---,50,3,---,---,12,4,---,---,40,7,129936,231562
482,Rail transportation,2285,48,246,1007,199,1694,2273,815,2533,2807,926,540,79,233,1099,364,254,230,5804,72,2,2430,115,2965,5055,1616,291,37,104,33,102,119,175,24,4340,20,2,232,41,36,4,379,28,78,34,139,5,88,313,69,40,41,701,34,517,56,74,379,175,78,187,15,76,125,882,179,230,1255,867,2008,1880,52182,7817,---,3931,---,34,-203,14380,412,---,---,16,---,---,---,8,---,---,---,92,---,26486,78668
483,Water transportation,703,8,100,129,61,131,882,8,269,342,111,56,18,51,65,31,13,47,1285,27,0,101,1,140,688,77,34,19,20,7,22,20,9,4,21,2,1,9,6,1,0,20,4,7,2,0,1,9,65,10,0,5,1137,87,94,21,248,112,102,10,19,4,11,12,71,44,1202,199,889,485,137,10528,23267,---,6,0,0,5,6410,12794,---,---,0,0,---,---,0,0,---,---,0,0,42482,53010
484,Truck transportation,8333,503,623,1103,597,1661,21410,2143,3255,7022,3937,4112,1299,1316,6384,2073,1257,1371,27464,804,111,3352,751,7692,7714,2787,6993,2345,1372,1016,5424,1477,391,267,11379,209,56,4039,1381,878,116,1319,732,334,161,196,44,160,1050,541,171,523,3453,357,1765,483,529,1702,1632,462,931,203,726,646,2945,1930,5202,710,1083,5699,1503,193608,85348,21,20634,677,645,842,30445,4900,---,---,621,26,---,---,177,34,---,---,1101,69,145539,339147
485,Transit and ground passenger transportation,---,1,0,3,83,776,424,33,68,49,129,95,19,9,70,37,41,66,137,5,0,46,58,32,84,114,1166,109,4,21,95,1,270,---,---,---,1,167,4,193,54,592,814,2741,1010,1189,217,20,5094,586,552,1851,3253,184,2276,154,444,1505,1848,504,171,2151,57,91,739,314,27,5,13,14484,799,48152,47460,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,47460,95611
486,Pipeline transportation,203,10,5772,61,37,3680,416,14,9,12,15,14,3,8,7,3,5,15,46,11,0,26,9,18719,431,21,85,17,9,5,31,408,82,80,326,35,2,138,77,3,1,6,9,113,48,1,17,8,98,29,1,22,23,15,100,25,23,20,26,13,10,3,13,17,57,44,173,26,564,1141,6937,40428,2986,---,---,---,---,-4627,11409,---,---,---,---,---,---,---,---,---,---,---,---,---,9768,50196
487OS,Other transportation and support activities,---,82,12,423,6,8859,---,530,618,118,79,18,0,3,10,---,323,170,418,42,---,395,370,815,174,491,59100,2223,1523,520,11700,23547,1023,4248,44636,834,257,26626,5589,1541,496,155,3120,923,3317,68,---,---,---,3241,747,973,7394,613,2276,1575,368,1698,2942,311,1354,510,562,98,726,1326,5,239,1114,671,2992,237144,17855,---,---,---,---,---,10096,3318,---,---,---,---,---,---,---,---,---,---,---,---,31269,268413
493,Warehousing and storage,740,---,4,124,---,774,---,971,1740,70,584,519,548,80,81,134,105,426,3074,686,87,2520,746,807,2558,2756,26470,7813,5744,4171,21335,72,1,736,5383,199,47,892,6810,511,138,367,1047,---,---,19,---,2,142,544,215,260,1026,10,11966,263,209,639,1064,176,365,200,91,572,968,616,305,1288,---,5290,103,128203,251,---,---,---,---,---,166,---,---,---,---,---,---,---,---,---,---,---,---,---,417,128619
511,"Publishing industries, except internet (includes software)",75,0,14,1,8,266,708,15,2,13,68,43,56,2,15,255,10,28,9,---,0,8,48,5,44,7,3274,434,108,214,876,16,56,---,33,8,---,530,128,37334,35,672,1950,1073,972,597,95,0,806,797,1345,936,4539,606,2123,19,728,1874,1253,108,1530,43,60,129,149,655,47,1144,35,7986,263,77279,94832,---,---,91203,---,-291,35507,-4463,---,---,---,3154,---,---,---,4093,---,---,---,8225,232261,309540
512,Motion picture and sound recording industries,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,78,264,230,---,32,8,---,---,1,---,16,11,---,98,23340,41137,168,30,20,---,---,---,60,279,8,37,2566,286,42,---,305,35,9,382,789,295,32,362,2819,435,16,866,70,251,---,75378,23742,---,---,38541,---,14,23556,-11126,---,---,---,---,---,---,---,---,---,---,---,---,74726,150104
513,Broadcasting and telecommunications,957,18,317,144,590,1910,6043,328,810,275,1173,1172,365,152,475,885,212,453,1299,84,11,344,517,123,658,428,12274,2125,793,498,6229,670,103,91,1156,858,100,1111,489,2482,628,101202,13791,12696,4137,2740,965,54,6802,1637,3327,2690,8738,1975,11151,1011,2400,5927,2291,1230,967,660,1066,3999,4746,4571,5978,7077,2108,66854,1675,333816,349013,---,7351,30517,---,---,12951,-159,---,---,---,---,---,---,---,---,---,---,---,---,399673,733490
514,"Data processing, internet publishing, and other information services",---,0,36,9,25,4647,1687,413,802,514,1462,1646,218,323,482,2040,506,640,1308,91,12,638,282,164,584,434,3541,4528,1337,1219,8169,605,0,---,121,112,20,853,176,3806,110,4181,11715,33122,4130,2392,3257,4,1220,732,4260,3214,14208,1352,28139,1261,4622,1601,2684,273,781,870,1180,864,8025,7936,1587,3737,527,26032,2551,220017,46715,---,---,35440,---,---,6075,-1253,---,---,---,1781,---,---,---,2310,---,---,---,4545,95614,315632
521CI,"Federal Reserve banks, credit intermediation, and related activities",2838,277,1537,822,771,11279,7603,534,837,953,1910,2073,1386,784,2058,1418,536,1567,3770,265,142,1115,771,1344,4368,1670,41776,5943,2838,3308,11582,1181,6515,1065,1963,4811,858,1973,362,4924,2434,17709,3126,99902,49459,1233,4173,102196,81661,13853,2550,4774,15110,25390,9366,1068,2370,5574,5580,1075,1390,975,1881,6819,7430,17173,0,2172,1434,15295,3311,648207,278750,---,---,---,---,---,60005,-6646,---,---,---,---,---,---,---,---,---,---,---,---,332109,980315
523,"Securities, commodity contracts, and investments",235,15,1531,1359,5969,626,1158,14,44,1044,1563,1447,131,262,1243,570,560,699,84,4,0,12,24,23,21,58,2555,85,198,437,550,1563,341,733,308,1525,41,1132,26,311,240,175,94,36747,27042,2548,96704,3,6016,1872,505,455,1819,7056,891,30,987,1016,5934,261,1499,706,63,3542,3930,3924,0,4,13,20006,2339,254922,225226,---,---,---,---,---,71878,-57,---,---,---,---,---,---,---,---,---,---,---,---,297047,551969
524,Insurance carriers and related activities,4251,652,1785,801,3389,2255,494,199,980,667,1047,1762,410,934,2124,1340,591,684,3722,295,60,367,96,369,2432,823,45201,4099,1500,1704,8686,680,41,860,13119,6079,232,3680,2626,605,1250,2203,997,5107,9708,343280,13083,7369,56441,8615,3732,2738,11403,359,7413,1356,2487,12837,13764,3147,9952,2386,1512,1534,6745,4306,0,807,3477,3380,10880,673909,398564,---,---,---,5033,---,19554,-52692,---,---,---,---,---,---,---,---,---,---,---,---,370460,1044369
525,"Funds, trusts, and other financial vehicles",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,4758,10344,---,---,---,---,---,---,94,---,---,---,---,---,---,---,---,---,---,---,---,---,99,---,672,---,15967,170526,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,170526,186494
HS,Housing,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2020853,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2020853,2020853
ORE,Other real estate,5027,21,965,161,746,7482,13281,592,955,436,4429,2124,3691,637,1737,1612,1093,1509,4226,444,124,1495,1743,141,3968,2358,74330,17886,21785,15886,93412,222,150,784,6001,1932,162,6762,8687,6943,3540,21068,8741,26929,21962,20541,692,11081,171613,8703,22404,8459,54382,32165,30411,2510,32087,50294,62547,27230,18866,11534,16418,2388,48887,51320,224,9970,493,23051,2613,1119061,5861,33104,---,---,129878,---,3274,---,---,---,---,---,---,---,---,---,---,---,---,---,172117,1291178
532RL,Rental and leasing services and lessors of intangible assets,2730,108,2346,2154,4329,2828,23803,217,670,541,1560,1183,514,328,5215,1025,232,661,2662,68,1553,761,454,958,3169,792,22660,926,970,2661,5868,12575,5880,6411,8764,921,57,3506,5865,1731,930,9476,7088,4543,4646,3653,41,4435,2124,9677,2020,2750,13857,15608,7876,2400,1668,3906,3981,590,553,1686,2017,1784,7494,2514,218,247,216,6388,549,264592,97091,---,---,---,---,---,80045,---,---,---,---,---,---,---,---,---,---,---,---,---,177136,441728
5411,Legal services,380,102,582,445,408,7529,5690,347,452,415,1746,1651,4131,279,2075,1775,297,1588,1234,123,67,725,320,495,4132,1066,17274,668,674,679,4310,612,907,153,217,204,48,639,328,4685,575,3711,4704,6574,10536,13116,2781,1986,13358,764,2930,3982,15014,10566,8577,487,444,5817,15327,1627,570,2234,1567,1280,2190,4465,0,115,76,11431,1192,217452,104093,---,---,---,22342,---,14209,-3860,---,---,---,---,---,---,---,---,---,---,---,---,136783,354236
5415,Computer systems design and related services,482,33,2483,561,113,2467,4908,218,335,283,1589,2440,624,102,663,3953,294,494,1119,85,8,318,470,552,526,558,19647,4489,857,1671,5641,421,1221,16,572,168,4,226,302,8891,380,4850,9804,14189,9208,6917,1638,875,3637,423,4342,5947,9527,2167,14653,447,1524,3729,4353,839,1188,386,930,990,4037,3220,3977,11359,105,27195,4779,227420,---,---,37753,224926,---,---,30501,-34142,---,---,3669,7374,---,---,---,21084,---,---,2338,8235,301738,529158
