"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
331,Primary metals,114,---,3561,323,239,1,5092,207,1395,53690,63845,31323,4614,14213,36853,5154,2525,5061,1927,70,---,926,14,20,48,1384,388,5,---,0,552,---,564,---,---,---,---,126,---,11,8,410,694,---,---,---,---,2,1081,90,---,0,1342,44,562,242,183,139,29,12,308,15,309,16,100,681,479,651,---,96,554,242293,794,---,---,---,---,-4305,24793,-65406,---,---,---,---,---,---,---,---,---,---,---,---,-44123,198170
332,Fabricated metal products,1727,66,6433,631,574,469,94082,2725,1961,3439,37481,22122,6198,9397,22181,10370,3796,4075,17493,423,63,5311,898,1277,8076,7118,2224,285,196,114,1547,63,286,794,1675,168,1411,269,919,615,49,9847,2332,478,265,---,33,43,714,1687,30,2850,4951,587,2401,3003,362,353,1638,29,2557,39,537,785,2595,3208,8555,1302,275,4013,4510,338979,21692,---,13080,---,---,-1483,27153,-68932,---,---,425,---,---,---,414,---,---,---,165,---,-7486,331493
333,Machinery,2152,25,7096,2698,2916,1052,34569,351,117,944,4655,29532,326,1711,23526,2649,100,613,3970,23,1,892,1248,85,4211,2157,1669,165,115,97,656,5,58,25,370,23,32,3958,1570,55,30,1108,1003,6,43,441,---,67,88,811,20,2033,2148,346,3469,4098,2054,818,796,157,217,17,191,38,721,3960,2296,241,55,4118,2005,169811,12362,---,225678,---,---,-4590,88900,-168125,---,---,2917,---,---,---,192,---,---,---,10817,---,168151,337962
334,Computer and electronic products,32,0,44,14,39,45,6512,910,545,986,4506,5766,32432,3310,16376,15938,762,1800,2988,279,44,837,1011,411,4083,2010,30080,771,390,395,1555,1,34,0,215,2,4,52,122,2034,558,15203,7377,648,1094,39,1286,1,304,157,1037,5888,9105,5880,5818,686,915,7062,688,159,593,18,153,133,137,2176,17098,4512,0,2417,1311,229794,84488,---,192199,---,197,608,87871,-334605,---,---,27894,---,---,---,4893,---,---,---,8033,---,71578,301372
335,"Electrical equipment, appliances, and components",2087,15,78,26,171,7,40543,388,84,969,2668,12498,2152,9281,5485,1159,83,695,1486,33,1,407,71,147,908,868,1117,309,103,549,353,0,140,20,88,104,2,66,135,4,---,3615,346,168,76,46,---,12,713,370,0,2957,4451,68,1997,980,288,14,739,956,499,56,460,375,379,3696,2697,3885,43,1279,2807,119275,47514,---,36377,---,7760,-827,26066,-114891,---,---,911,---,---,---,212,---,---,---,946,---,4068,123344
3361MV,"Motor vehicles, bodies and trailers, and parts",1410,28,718,479,294,12,2052,1586,445,412,1232,9588,836,617,161511,2590,369,663,4898,40,1,1132,133,251,1123,555,5965,2075,1655,261,4386,---,49,---,6284,254,0,76,1592,191,124,1320,482,129,21,---,---,---,---,1951,---,94,2461,558,12701,1303,577,709,1973,150,2500,34,120,100,1128,3876,9260,165,3767,8348,1454,271073,215487,---,245379,---,---,-11977,81368,-283415,---,---,5628,---,---,---,6588,---,---,---,29149,---,288207,559280
3364OT,Other transportation equipment,---,8,---,3,---,---,9,12,---,---,84,270,---,---,739,54084,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,938,897,276,---,53,---,1995,---,---,---,5,---,---,---,---,---,---,---,---,---,---,1162,34,87,103,---,---,---,---,0,---,---,---,---,2,41986,844,2,0,123,103718,27238,---,47443,---,---,5567,70968,-40844,---,---,40613,---,---,---,6688,---,---,---,437,---,158109,261827
337,Furniture and related products,0,---,---,---,---,---,17437,238,0,---,---,174,56,0,20,20,3058,88,---,---,---,0,---,---,---,293,659,107,---,7,1302,---,---,0,---,---,---,0,---,1,---,107,371,---,---,---,---,2117,34,---,6,2,325,5,2,---,---,183,119,1,222,305,307,1,210,278,---,---,65,11,715,28848,55520,---,28424,---,693,-420,2987,-48077,---,---,0,---,---,---,8,---,---,---,855,---,39992,68840
339,Miscellaneous manufacturing,94,0,26,19,11,---,1006,21,46,18,56,1826,1,467,1914,16,3,4116,51,7,73,0,3,2,285,164,596,220,96,4,715,0,1,---,7,12,0,84,116,2,3,89,92,75,23,12,---,0,124,57,23,16,1633,7,2216,306,210,14462,22348,417,1141,64,132,16,505,1262,3571,479,---,5599,53,67014,105563,---,45656,---,---,-1612,27192,-103015,---,---,100,---,---,---,22,---,---,---,862,---,74768,141782
311FT,Food and beverage and tobacco products,28213,110,---,---,---,---,---,13,470,3,---,---,---,---,---,---,---,11,173972,6,138,232,282,338,3973,173,2242,0,2003,627,1163,61,1,165,12,0,---,4,---,29,2,---,222,---,---,---,---,---,---,---,---,---,3536,76,0,---,3678,5,4900,4062,15665,690,3363,2912,53575,945,4162,-213,470,62848,---,375137,677527,---,---,---,---,693,64543,-107552,---,---,---,---,---,---,---,---,---,---,---,---,635211,1010348
313TT,Textile mills and textile product mills,31,5,---,1,---,---,1698,382,256,---,1,760,0,0,1909,564,2879,1612,111,8098,1225,3600,255,52,6,2126,3067,32,81,11138,1122,---,---,17,19,---,0,16,3,1,322,5,5,---,---,---,---,1,45,279,---,---,383,23,524,595,15,91,374,2107,1423,0,114,874,320,641,1303,331,2,2784,80,53711,31077,---,808,---,468,-63,7060,-50017,---,---,---,---,---,---,53,---,---,---,2,---,-10613,43098
315AL,Apparel and leather and allied products,45,---,---,---,---,---,---,---,0,---,---,---,---,---,772,---,---,181,13,3,1011,---,393,---,---,0,164,12,---,91,119,---,---,---,---,---,---,---,---,0,0,635,---,---,---,---,---,---,---,0,---,---,5,0,79,69,2,0,11,---,0,19,52,15,439,1577,188,23,163,3676,25,9782,130550,---,---,---,---,-3561,3282,-120391,---,---,---,---,---,---,---,---,---,---,---,---,9880,19662
322,Paper products,513,---,63,94,36,7,3067,943,1538,963,1925,1697,518,1076,4650,442,1238,1804,26491,319,47,38660,7344,389,5310,4251,5683,145,1312,372,1375,7,81,1,206,1053,23,1266,233,1008,83,341,216,1017,409,1227,2,1,458,644,336,553,2518,933,5027,329,312,1042,1064,608,1128,65,154,1312,4447,832,695,1952,203,13060,45,157163,25612,---,---,---,---,207,18409,-23147,---,---,---,---,---,---,---,---,---,---,---,---,21081,178244
323,Printing and related support activities,16,---,5,1,---,5,41,2,---,---,9,3,---,2,4,---,---,---,69,---,0,---,1073,2,80,---,7391,154,149,129,5736,1,7,---,149,58,3,212,13,4016,724,429,2938,997,1137,3438,---,---,68,327,613,332,4899,845,2678,15,402,1607,3341,133,1777,602,217,331,925,997,672,1342,50,8691,266,60124,2771,---,---,---,---,183,1835,-2547,---,---,---,---,---,---,---,---,---,---,---,---,2241,62364
324,Petroleum and coal products,6175,76,2263,1075,855,8927,31848,504,357,1023,922,614,126,461,286,82,189,793,2454,35,7,801,369,11858,6085,553,1726,434,244,123,1025,9158,1765,1738,16635,1238,164,8569,2286,286,55,442,358,3337,2151,50,407,34,2660,1039,35,709,1330,367,4031,1002,917,799,962,602,684,152,526,315,2275,1317,6293,605,666,50559,11100,219908,109221,---,---,---,---,-53,65396,-38833,---,---,---,---,---,---,---,---,---,---,---,---,135731,355640
325,Chemical products,25676,563,4849,1034,946,481,13493,3707,3303,774,5859,2121,1852,1929,10311,1116,1515,5306,8761,8292,145,7134,3410,22741,167381,55721,1624,86,67,29,1058,0,118,2,241,8,1,35,319,328,360,696,1169,62,71,69,---,456,6272,127,83,282,32458,2970,9087,1576,589,39975,18097,3986,603,438,720,43,1290,3975,2789,2404,91,31201,2652,526920,307172,---,1271,---,---,5665,144725,-286057,---,---,---,---,---,---,---,---,---,---,---,---,172775,699696
326,Plastics and rubber products,1876,31,68,686,471,11,30420,1045,977,336,2154,7767,2278,1954,18094,2192,2428,3762,21765,301,211,2669,2596,440,8142,19114,16881,800,1605,403,4214,86,3,0,816,33,46,1461,331,227,132,5451,924,65,125,1345,0,20,132,1740,23,2010,6285,101,2360,424,627,8305,4723,1770,1628,43,273,96,6903,2053,4966,913,25,11155,3249,226563,41300,---,315,---,27,-175,22267,-61038,---,---,---,---,---,---,27,---,---,---,---,---,2722,229285
42,Wholesale trade,44895,1292,6913,2813,2258,5844,99061,10968,6165,19443,17447,25041,12206,9612,60012,11606,4998,7917,86155,2780,852,12447,3544,18938,51856,18827,54319,3536,2774,5929,20720,1556,1897,1093,12762,1044,415,5894,2716,9505,387,15214,4600,2562,1938,1273,736,596,4191,15260,684,4784,22164,5259,13941,3577,2534,26305,18541,3777,5691,592,2236,1911,21137,9308,20734,5204,1452,43064,11706,939409,613796,51,216760,26465,4099,-3671,190720,68627,---,---,13529,1030,---,---,5010,1232,---,---,13199,2663,1153508,2092918
441,Motor vehicle and parts dealers,13,1,150,108,95,7,2292,301,150,78,361,1700,132,2,3337,488,98,242,1582,14,0,337,44,2,420,146,45,526,575,92,1541,0,6,0,1481,3,0,10,59,61,41,73,15,45,7,13,---,70,128,645,0,31,467,---,3236,64,0,---,0,0,0,5,23,22,162,1232,0,0,0,0,3,22781,253932,---,25294,---,7,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,279233,302013
445,Food and beverage stores,58,0,1,0,---,56,255,0,3,0,1,12,1,2,7,0,4,8,14,0,0,1,17,4,47,1,8,6,21,9,45,0,3,0,277,18,0,41,0,1,0,0,2,6,4,1,---,61,11,3,0,1,6,---,84,0,5,3,6,1,1,5,11,20,1437,14,0,0,0,20,---,2625,273537,---,289,2,8,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,273836,276461
452,General merchandise stores,151,0,11,5,4,135,1862,17,14,4,23,136,11,9,183,21,27,54,142,2,0,20,61,6,122,12,30,49,51,10,144,0,8,1,779,46,0,107,3,7,3,4,6,21,12,5,---,331,84,58,2,6,43,---,413,4,35,11,10,1,5,4,6,41,342,126,0,4,0,25,0,5866,236158,---,2349,570,195,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,239272,245137
4A0,Other retail,1626,12,72,59,14,1739,91268,502,25,16,148,1029,83,109,918,74,300,580,1145,33,5,122,1111,245,2891,90,591,886,357,758,1844,1,81,301,8903,506,6,1593,10,81,21,19,108,370,223,84,---,4081,598,218,27,84,451,---,1957,27,112,284,199,70,83,320,320,783,6889,1191,2,47,1,420,1,139128,952457,---,39995,13407,8495,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1014354,1153483
481,Air transportation,411,2,22,15,87,404,474,82,221,121,266,221,62,45,321,121,60,93,754,33,4,127,93,107,338,270,3769,97,39,50,244,98,11,69,1611,18,6,761,219,275,194,354,1158,3316,1947,92,302,11,5757,854,518,2223,3096,250,3259,315,387,2046,308,227,455,65,145,78,1159,303,6550,2770,425,2546,59,53193,62004,---,831,107,9,-5,18605,-11851,---,---,88,4,---,---,17,5,---,---,41,11,69865,123058
482,Rail transportation,2775,20,375,439,128,1778,2648,869,1829,2388,1025,522,79,260,1121,242,259,243,6437,73,4,2326,106,2313,4287,1898,179,21,106,33,87,80,214,16,3953,19,7,248,37,23,8,146,59,68,43,65,4,99,196,68,18,35,470,27,572,53,52,485,197,81,189,16,57,64,743,124,260,934,1004,2268,1566,49440,7851,---,2917,---,33,-61,10728,430,---,---,233,---,---,---,247,---,---,---,771,---,23151,72591
483,Water transportation,549,5,186,139,44,234,1089,8,276,337,114,50,16,50,62,18,11,48,767,29,0,115,1,125,569,129,18,9,12,4,21,10,7,2,23,1,4,10,4,2,0,20,12,5,2,0,0,17,26,11,0,7,691,54,143,18,138,177,127,11,17,3,10,5,62,32,1470,228,911,676,220,10189,11006,---,5,0,0,14,5558,11416,---,---,3,0,---,---,0,0,---,---,0,0,28002,38191
484,Truck transportation,8924,432,978,1206,393,1410,27699,2590,3862,6568,4191,3796,1231,1514,7027,1577,1245,1335,32211,916,154,3205,696,7431,7060,2880,6472,2062,1570,1290,6633,879,370,124,12167,189,140,4220,1281,832,156,1417,1144,295,206,286,35,153,701,671,164,611,4241,321,2287,561,440,1994,1952,544,1019,202,475,347,2958,2030,7885,1111,1498,7399,1531,213392,106187,14,23381,1092,797,-134,30605,5374,---,---,899,42,---,---,230,51,---,---,917,110,169565,382957
485,Transit and ground passenger transportation,---,0,0,2,41,655,427,39,70,45,107,74,10,8,65,17,25,42,138,4,1,47,43,31,64,85,807,72,4,15,103,0,195,---,---,---,2,137,3,151,97,471,929,2599,1128,1291,167,8,4206,657,456,1718,3512,163,2406,161,358,1940,2407,626,226,1706,69,56,829,177,41,6,10,14899,1159,48010,34317,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,34317,82327
486,Pipeline transportation,353,4,6137,39,22,9588,476,14,11,13,27,19,3,7,6,2,5,17,59,8,0,28,13,16431,469,21,66,13,7,4,31,321,61,61,581,43,6,300,81,11,2,11,12,116,75,2,14,8,84,33,1,25,30,12,152,29,33,26,34,17,20,5,18,10,69,42,220,24,471,1624,8018,46597,3736,---,---,---,---,781,10556,---,---,---,---,---,---,---,---,---,---,---,---,---,15073,61670
487OS,Other transportation and support activities,---,36,19,438,3,6964,---,686,956,138,82,20,0,4,13,---,213,182,522,59,---,718,381,1083,191,671,63866,3047,2017,576,17980,17791,1151,2243,51892,845,1291,30935,6245,1372,1366,134,5132,1303,5807,105,---,---,---,5297,913,1412,12121,2782,3687,2023,288,3163,6266,478,1808,680,731,88,1262,1163,9,315,1434,1326,3255,278976,18847,---,---,---,---,---,11656,3730,---,---,---,---,---,---,---,---,---,---,---,---,34233,313208
493,Warehousing and storage,866,---,5,106,---,557,---,1293,1677,69,625,425,327,96,122,77,89,440,4463,907,249,2557,796,1298,2329,3203,24844,7041,6795,3475,26662,16,1,510,5059,175,1361,1498,6737,468,336,497,1498,---,---,26,---,2,1576,835,220,318,1401,12,13010,404,86,790,1586,161,268,200,122,304,1070,630,539,1356,---,7585,117,142166,277,---,---,---,---,---,144,---,---,---,---,---,---,---,---,---,---,---,---,---,421,142587
511,"Publishing industries, except internet (includes software)",98,0,19,1,5,235,1022,24,1,14,72,40,35,1,23,158,8,29,10,---,0,7,38,7,27,8,3011,399,65,211,839,7,56,---,28,7,---,438,115,32650,73,680,2872,592,1217,568,90,0,856,556,1324,1359,4577,476,2925,29,403,1503,2077,144,941,41,65,77,116,466,54,1449,23,9307,368,74933,119464,---,---,118568,---,3390,33532,-4348,---,---,---,4245,---,---,---,5079,---,---,---,10980,290910,365843
512,Motion picture and sound recording industries,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,42,263,253,---,137,2,---,---,2,---,27,13,---,160,30352,47232,276,36,29,---,---,---,51,265,8,45,2663,331,66,---,451,56,15,671,1121,401,56,451,3663,274,34,1004,37,507,---,90994,10187,---,---,41433,---,230,15345,-11925,---,---,---,---,---,---,---,---,---,---,---,---,55270,146264
513,Broadcasting and telecommunications,833,6,305,93,258,933,6191,346,711,249,1075,939,287,144,433,671,163,426,1327,77,20,320,388,132,584,429,9046,1557,724,347,5692,661,70,89,1612,466,1426,2078,29,2516,971,95959,17092,8501,5675,4067,1303,19,13397,2354,3959,3010,11126,1811,12960,1108,1673,4831,2428,1237,807,591,964,2251,5426,3747,6664,12168,1750,80296,1641,353440,356466,---,7558,31203,---,---,9543,-124,---,---,---,---,---,---,---,---,---,---,---,---,404646,758086
514,"Data processing, internet publishing, and other information services",---,0,32,6,12,3872,2294,626,1079,611,1673,1620,179,386,505,1260,425,637,1811,98,20,857,286,283,472,447,3526,4118,1581,1111,10750,276,0,---,197,82,86,1276,126,4320,265,4285,17364,18247,5939,2356,3314,2,1639,1326,4819,5622,19032,1615,37190,1853,3108,1960,3551,363,954,814,1094,607,11860,6960,2047,8016,447,40783,2783,257152,94249,---,---,50963,---,---,5144,-1431,---,---,---,2481,---,---,---,2968,---,---,---,6291,160664,417816
521CI,"Federal Reserve banks, credit intermediation, and related activities",3763,420,2662,707,527,5330,9685,867,1080,1287,2286,2127,3124,1130,3693,1055,515,1700,4385,354,379,1125,680,1467,4168,1893,37999,4368,2890,2914,12549,931,6320,546,2229,3706,4253,2575,396,6068,1368,20215,4952,102857,53418,591,3494,152228,60205,15710,2603,4648,18005,29501,9396,986,1326,7518,8088,1462,1556,1097,2391,3987,9872,12750,---,12606,1539,19640,4239,712401,301386,---,---,---,---,---,67095,-7484,---,---,---,---,---,---,---,---,---,---,---,---,360997,1073399
523,"Securities, commodity contracts, and investments",360,6,1479,1546,5675,516,1645,25,64,1471,1987,1675,113,337,1676,405,483,717,118,4,1,19,25,34,22,69,2591,85,272,610,660,494,336,641,303,1588,228,1764,29,285,801,186,149,47529,38823,2669,99704,3,6291,3007,590,616,2537,9431,1431,42,288,1697,11189,437,3090,979,95,3105,5460,2581,---,2,15,20802,3709,297615,252689,---,---,---,---,---,83829,-44,---,---,---,---,---,---,---,---,---,---,---,---,336473,634089
524,Insurance carriers and related activities,5145,295,3200,628,2552,1818,658,282,1310,768,1174,1696,302,986,3992,1134,438,612,5074,274,66,520,98,511,2815,891,46669,4013,1957,1847,10967,493,40,596,16345,7935,528,5384,3098,616,2475,2303,1519,5732,15637,401748,17852,8494,48665,12989,4541,3899,17454,419,12727,2099,1676,12861,17353,3383,16029,3073,2542,1379,11220,3800,---,2092,3297,6262,9280,790526,426072,---,---,---,5270,---,22283,-57180,---,---,---,---,---,---,---,---,---,---,---,---,396446,1186971
525,"Funds, trusts, and other financial vehicles",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,4208,10795,---,---,---,---,---,---,76,---,---,---,---,---,---,---,---,---,---,---,---,---,35,---,1113,---,16227,172595,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,172595,188821
HS,Housing,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2329467,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2329467,2329467
ORE,Other real estate,3466,16,1329,139,454,5756,18443,734,1059,431,4917,2198,3560,710,1795,1286,1155,1723,4789,486,131,1508,1834,171,4630,2693,71025,15810,25423,15843,98506,54,149,633,7726,1876,387,7063,9009,8966,3929,29004,13356,28877,28045,24067,904,6333,203092,10707,21335,8821,64673,37509,27440,3497,37595,46033,76366,25163,12617,13581,18536,1947,50415,64719,167,11867,408,23655,1895,1224436,5483,38424,---,---,154167,---,3227,---,---,---,---,---,---,---,---,---,---,---,---,---,201302,1425739
532RL,Rental and leasing services and lessors of intangible assets,2552,56,3106,1674,2669,2408,30117,253,804,586,1801,1306,472,411,5894,783,240,705,3611,66,1573,938,450,1324,3610,935,21701,708,1184,2874,7355,11487,6925,5960,25015,734,71,3059,1527,1877,1115,9005,11041,4195,7474,3187,27,3155,3777,9798,2178,3881,18106,20183,9828,2590,1176,4492,3617,471,534,1735,2127,1299,12959,1944,397,304,144,10070,461,310089,93256,---,---,---,---,---,88945,---,---,---,---,---,---,---,---,---,---,---,---,---,182201,492290
5411,Legal services,513,45,664,373,238,5559,7435,448,516,411,1990,1563,3396,275,2453,1217,267,1665,1496,147,96,734,368,734,4236,1125,15809,595,747,653,5578,128,892,171,258,152,77,671,340,4581,1176,3304,7583,6231,10494,14094,2730,2745,9227,958,2838,4494,16401,12080,8749,528,293,3839,16475,1659,879,1855,2192,732,1880,4791,---,231,107,18140,1319,226643,109290,---,---,---,28577,---,14628,-4930,---,---,---,---,---,---,---,---,---,---,---,---,147564,374207
5415,Computer systems design and related services,610,14,2649,277,63,1855,5874,290,375,280,1357,1807,360,116,554,1932,209,432,1297,77,12,321,369,593,374,530,16760,3488,876,1405,6174,162,1017,34,765,116,15,445,179,6999,803,4350,13067,7081,10588,7501,1482,1119,4403,740,4428,8944,12236,2243,17588,569,1487,3801,4736,1067,1910,372,1028,594,4991,3211,6854,20482,118,32960,5085,246900,---,---,43982,262936,---,---,47110,-40537,---,---,2635,9954,---,---,---,27105,---,---,1241,10017,364442,611342
