"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
332,Fabricated metal products,2583,90,2270,929,918,2182,74589,3592,2322,5233,37519,27209,13298,9605,22824,12173,5074,4992,14072,641,99,5599,1112,337,9393,7166,1856,256,159,145,1814,110,287,3770,830,226,1001,385,344,1999,21,8943,1114,102,89,---,22,2,2208,544,24,840,6544,944,1895,2495,366,536,567,21,891,42,952,632,1546,3137,3553,1770,817,3749,2695,326064,13822,---,12268,---,---,708,23969,-50255,---,---,2014,---,---,---,1238,---,---,---,1783,---,5547,331610
333,Machinery,1953,307,3074,3469,4227,577,23873,387,94,1577,3779,31730,549,1604,24820,3238,115,1041,2112,24,7,1056,1182,43,2869,1147,1924,210,106,136,444,2,27,11,133,74,179,1182,670,300,141,871,257,33,57,17,---,3,45,400,39,442,1979,104,1901,3105,1448,292,336,189,83,31,98,56,414,3501,527,121,33,2513,764,140053,7234,---,196117,---,---,583,104431,-119427,---,---,1029,---,---,---,500,---,---,---,5177,---,195644,335697
334,Computer and electronic products,65,1,22,35,183,27,6404,1140,689,1415,5090,6749,83633,3317,14563,11798,1087,2083,3224,428,41,518,813,200,3635,1689,4759,273,257,301,1804,2,65,1,147,1,37,259,94,1906,1273,14391,1856,653,587,33,360,0,265,72,1234,2224,7105,8609,2532,550,1823,2562,209,103,231,17,106,192,77,2976,9472,1851,0,1545,936,222597,93608,---,181228,---,356,1827,121139,-272648,---,---,25206,---,---,---,6513,---,---,---,17356,---,174586,397183
335,"Electrical equipment, appliances, and components",206,96,32,25,182,13,29847,416,76,1604,2645,9238,5711,9647,4931,1552,76,721,668,35,3,277,53,44,645,750,406,123,68,104,480,2,161,38,71,36,3,16,90,1,---,3293,266,194,150,42,---,1,298,183,2,709,5129,89,1773,467,412,66,358,197,269,15,184,328,431,2140,661,2418,46,2051,2031,95296,33927,---,24605,---,3638,1093,26743,-67219,---,---,562,---,---,---,1641,---,---,---,1553,---,26542,121838
3361MV,"Motor vehicles, bodies and trailers, and parts",625,67,322,693,427,17,1454,1616,609,632,1308,10975,1908,678,149839,3022,461,737,3426,111,1,916,145,76,1094,456,3160,5567,697,203,2501,---,28,---,3847,286,2,53,935,1405,50,682,15,27,13,---,---,---,---,338,---,21,1680,393,3499,926,342,228,277,53,875,64,43,69,357,12578,2781,94,2164,4056,609,232536,203095,---,198199,---,---,1653,87670,-235654,---,---,572,---,---,---,287,---,---,---,9913,---,265737,498273
3364OT,Other transportation equipment,---,30,---,7,---,---,44,74,---,---,67,398,---,---,545,50928,---,---,---,---,---,---,---,---,---,---,8,15,---,---,---,985,1115,1065,5,26,---,450,---,---,---,2,---,---,---,---,---,---,---,---,---,---,218,15,23,23,---,---,---,---,76,---,12,---,---,45,19254,905,5,1,25,76366,22507,---,41296,---,---,9704,84875,-42830,---,---,34127,---,---,---,3904,---,---,---,1525,---,155108,231474
337,Furniture and related products,7,---,---,---,---,---,15975,565,1,---,---,399,225,1,31,195,3738,233,---,---,---,0,---,---,---,345,173,100,---,10,552,---,---,2,---,---,---,8,---,0,---,155,309,---,---,---,---,4152,16,---,2,0,169,4,1,---,---,259,40,1,72,238,215,6,202,67,---,---,275,8,651,29402,47411,---,30460,---,472,-139,3176,-30524,---,---,1,---,---,---,25,---,---,---,2487,---,53370,82772
339,Miscellaneous manufacturing,84,1,9,21,20,---,821,23,175,35,42,2053,5,643,1951,39,18,7254,22,17,339,0,6,1,669,93,945,48,73,6,949,0,1,---,4,19,7,261,69,9,2,95,61,218,123,8,---,0,117,17,21,12,1337,18,1978,731,422,14680,13599,870,1795,127,429,32,280,1691,109,408,---,5674,18,61605,99353,---,43400,---,---,1427,29699,-84610,---,---,73,---,---,---,140,---,---,---,1062,---,90544,152149
311FT,Food and beverage and tobacco products,21831,418,---,---,---,---,---,16,550,9,---,---,---,---,---,---,---,11,138532,6,499,305,377,173,5795,169,835,4,3143,900,1729,167,0,199,5,---,---,27,---,132,10,---,2,---,---,---,---,---,---,---,---,---,621,107,0,---,5628,24,5760,4981,5655,894,4006,4779,38544,810,3012,65,837,40083,---,291650,448269,---,---,---,---,2691,41302,-58276,---,---,---,---,---,---,---,---,---,---,---,---,433986,725636
313TT,Textile mills and textile product mills,308,85,---,2,---,---,1286,368,159,---,2,449,3,0,2241,765,2837,2274,109,11599,3340,2792,247,29,2,2182,861,41,154,1520,1692,---,---,182,9,---,3,60,4,11,173,8,6,---,---,---,---,0,35,163,---,---,137,6,118,79,91,55,462,1739,618,2,872,1431,202,1250,786,333,0,2265,5,46455,25037,---,3271,---,908,-167,9615,-25516,---,---,---,---,---,---,31,---,---,---,5,---,13183,59638
315AL,Apparel and leather and allied products,12,---,---,---,---,0,---,---,1,---,---,---,---,---,1398,---,---,128,10,249,4209,---,1921,6,---,1,1029,8,0,823,172,---,---,---,---,---,---,---,---,40,10,1462,1,---,---,---,---,---,---,43,---,---,40,6,424,225,79,212,381,---,1389,36,70,35,473,756,161,13,56,2769,19,18669,131452,---,---,---,---,-691,4467,-125175,---,---,---,---,---,---,---,---,---,---,---,---,10053,28722
322,Paper products,379,1,23,127,63,8,2473,997,1960,1463,1604,1851,1283,1416,4092,523,1635,2287,16530,426,48,45663,14006,159,5767,4935,4010,71,1287,341,1697,11,47,11,123,700,157,2617,86,3463,131,353,121,1423,244,258,6,0,480,511,291,212,2826,763,2729,223,282,1512,1526,711,465,83,165,1583,2410,767,172,2403,43,11453,15,158504,20815,---,---,---,---,-32,18030,-24612,---,---,---,---,---,---,---,---,---,---,---,---,14201,172705
323,Printing and related support activities,45,---,3,3,---,43,39,4,---,---,21,7,---,3,4,---,---,---,72,---,36,---,2051,2,284,---,6283,97,249,189,3286,8,31,---,198,58,25,260,12,14675,872,536,1728,683,2309,1755,---,---,60,582,957,326,6492,1460,2874,18,1257,1980,1669,168,1428,1054,298,540,670,1319,869,2920,23,11491,271,74595,2350,---,---,---,---,214,2096,-2510,---,---,---,---,---,---,---,---,---,---,---,---,2151,76746
324,Petroleum and coal products,9704,641,2107,5457,3044,23721,45009,1486,1826,3813,1624,1247,699,857,892,303,495,2034,3894,419,71,2656,1194,21464,22192,1208,4052,460,530,153,1645,33184,6371,6260,27664,2689,28,7946,250,344,120,564,347,8179,2416,27,806,2,3334,2159,155,759,1928,1659,4921,2433,878,849,2370,1210,445,310,1165,801,2743,3810,20571,1455,2972,100650,12373,432045,225456,---,---,---,---,4090,39873,-108757,---,---,---,---,---,---,---,---,---,---,---,---,160662,592707
325,Chemical products,17215,1995,2656,1929,1359,721,9566,2768,4133,2076,6639,2702,4662,3070,9789,1314,2547,8133,5093,14198,259,8565,4988,8518,217249,61194,1595,58,54,52,570,1,137,5,196,14,4,194,237,659,236,631,164,100,112,30,---,136,7619,42,210,93,8823,1864,5641,1506,625,27968,31176,2644,453,131,478,51,269,3821,2678,2322,127,24533,1645,533240,218261,---,3888,---,---,2805,130693,-178191,---,---,---,---,---,---,---,---,---,---,---,---,177457,710697
326,Plastics and rubber products,1435,63,29,807,475,5,22406,1201,1205,640,2037,9362,6054,2564,19020,3504,3406,4909,14036,424,138,2671,3451,177,10373,15999,6897,948,1485,337,3436,73,6,1,789,22,70,2666,162,673,63,3192,179,369,125,218,2,1,278,578,129,287,4558,223,1511,361,403,6399,1956,1057,840,37,261,104,3724,3704,1611,915,4,7275,1760,186075,31920,---,193,---,42,482,19987,-34584,---,---,---,---,---,---,19,---,---,---,---,---,18058,204133
42,Wholesale trade,18361,1491,1945,3046,2016,5721,52404,6464,5060,19857,14201,19812,18031,8259,37722,7804,4775,7194,50530,3230,2258,9909,3917,16251,34815,10452,28885,2131,1734,1355,11274,2546,1890,1946,8441,880,271,3081,466,7491,267,9006,1009,2528,1103,357,332,462,3052,9093,536,1263,8403,3695,5398,1873,2237,13909,12471,2381,2891,457,1949,2181,11415,6449,6377,2668,1309,25968,4648,583605,370954,66,121086,10017,1585,2897,123012,28793,---,---,6147,221,---,---,2368,305,---,---,5480,434,673364,1256969
441,Motor vehicle and parts dealers,7,2,32,86,81,6,1199,182,123,57,222,1245,180,2,1945,381,76,167,688,23,0,164,29,1,261,87,119,1182,156,42,516,0,3,0,327,4,0,3,11,271,10,46,2,6,3,2,---,89,191,105,0,4,183,---,514,22,0,---,0,0,0,1,4,10,48,2570,0,0,0,0,1,13693,119733,---,11948,---,2,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,131683,145377
445,Food and beverage stores,30,0,0,0,---,35,164,0,4,0,1,11,7,2,5,0,5,7,9,0,0,1,19,1,37,8,5,9,48,10,50,0,3,0,180,16,0,14,0,1,0,0,1,2,3,1,---,60,8,1,0,0,6,---,34,0,7,4,6,2,1,8,50,28,894,26,0,0,0,27,---,1854,165703,---,123,0,5,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,165831,167686
452,General merchandise stores,91,1,3,6,4,96,1201,13,16,4,17,119,46,8,133,20,31,43,79,3,0,11,52,2,105,44,22,103,27,7,63,0,8,1,546,46,1,40,1,17,1,3,2,6,7,2,---,306,81,19,2,1,28,---,121,1,54,9,4,1,2,3,11,20,183,272,0,1,0,24,0,4194,185644,---,1508,162,141,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,187454,191648
4A0,Other retail,1004,1,19,114,7,1285,68970,170,13,16,84,745,438,93,445,36,322,417,563,65,2,44,1418,52,2305,477,514,1132,287,421,1400,2,85,344,6598,522,32,630,2,110,24,15,68,155,214,56,---,3521,358,53,35,23,446,---,610,10,90,299,126,47,55,227,295,541,3684,1650,3,46,2,623,0,104462,574978,---,25912,2442,5887,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,609220,713681
481,Air transportation,28,1,5,27,265,911,319,284,388,365,794,622,291,74,510,263,374,586,843,81,34,195,430,164,399,497,2961,51,31,55,140,106,18,74,2377,36,6,1714,48,710,297,761,881,3637,3598,1087,280,1,4938,1148,1112,2215,4272,348,3399,442,609,2138,207,321,330,137,195,195,917,533,5504,2697,892,3063,60,63289,91488,---,280,22,2,7,32634,-28839,---,---,27,0,---,---,6,1,---,---,15,1,95643,158932
482,Rail transportation,1555,64,132,1195,108,4059,1734,874,2314,4035,913,508,123,297,969,208,279,270,4907,142,5,2449,167,549,3976,1287,207,22,100,33,72,71,122,14,2608,13,4,151,24,65,6,217,12,68,25,91,2,24,102,28,43,24,452,35,372,38,52,238,107,42,72,11,38,72,333,109,138,802,133,1301,1195,42806,6058,---,2077,---,27,294,8083,139,---,---,28,---,---,---,4,---,---,---,94,---,16804,59610
483,Water transportation,600,11,431,155,68,155,1102,15,346,441,92,49,39,69,51,31,21,97,1518,59,1,126,3,130,1111,137,62,8,27,9,23,36,16,7,34,3,19,10,1,4,2,27,3,10,3,0,1,5,40,8,0,3,526,79,92,19,183,101,72,17,11,6,17,15,55,54,2599,194,1208,614,69,13149,14108,---,17,0,0,131,6869,12680,---,---,8,0,---,---,1,0,---,---,0,---,33814,46963
484,Truck transportation,4560,421,345,741,359,786,16995,1953,3359,5069,3101,3276,2409,1244,5750,1553,1263,1385,18981,1052,365,2801,948,4153,6491,2443,2731,1618,2213,2848,6786,674,251,203,7222,126,46,3532,149,1210,141,990,333,239,165,114,15,161,643,227,115,138,2334,557,1099,286,438,1354,1312,387,694,195,599,382,1737,1445,1624,585,391,5111,749,145973,75984,23,21449,542,727,624,24499,1437,---,---,748,12,---,---,185,17,---,---,934,23,127205,273178
485,Transit and ground passenger transportation,---,1,0,5,64,167,326,73,95,95,202,158,64,16,115,55,88,175,180,12,6,49,108,40,88,119,342,15,4,11,49,1,199,---,---,---,2,160,3,171,69,360,329,1308,988,693,68,0,1515,389,445,713,1862,103,1087,103,226,835,523,314,71,1497,46,58,305,121,36,4,10,10599,312,28246,28271,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,28271,56517
486,Pipeline transportation,135,9,2440,42,21,10233,205,10,13,20,11,9,6,6,6,2,5,19,36,15,1,19,8,5564,309,18,30,4,4,1,13,215,42,41,180,17,3,52,2,2,1,3,2,53,16,0,5,2,26,15,1,5,12,13,50,15,9,12,19,9,4,2,8,7,20,28,134,20,289,656,2208,23408,1482,---,---,---,---,6,990,---,---,---,---,---,---,---,---,---,---,---,---,---,2477,25885
487OS,Other transportation and support activities,---,91,9,865,4,4174,---,1059,848,156,71,8,---,2,5,---,186,205,444,90,---,368,570,397,128,349,28282,1065,756,528,7445,12476,515,2379,35843,771,725,28695,1361,2755,903,134,1539,761,4123,783,---,---,---,2444,761,473,8734,330,2136,640,422,1453,1384,340,735,664,297,92,417,1331,2,44,483,911,3067,169027,12161,---,---,---,---,---,8848,3061,---,---,---,---,---,---,---,---,---,---,---,---,24071,193098
493,Warehousing and storage,543,---,3,252,---,763,---,50,51,35,366,200,1009,29,67,26,41,186,75,56,31,57,234,15,201,90,12831,2959,5685,8352,17117,9,1,369,3004,67,28,513,4946,861,241,293,433,---,---,200,---,0,40,335,194,129,855,6,943,83,153,544,445,123,184,155,70,611,924,536,184,343,---,2955,55,72155,91,---,---,---,---,---,143,---,---,---,---,---,---,---,---,---,---,---,---,---,234,72389
511,"Publishing industries, except internet (includes software)",65,1,4,0,2,111,251,32,5,13,48,29,463,7,20,68,9,69,12,---,0,3,113,1,119,3,712,55,150,50,560,8,26,---,18,1,---,64,83,21625,48,367,422,343,712,93,30,0,237,944,498,345,2374,1430,828,7,467,768,351,100,1149,15,50,88,117,456,1034,718,103,5705,116,44717,76081,---,---,58240,---,79,30914,-4790,---,---,---,1071,---,---,---,1481,---,---,---,2108,165184,209901
512,Motion picture and sound recording industries,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,34,225,271,---,9,2,---,---,1,---,80,4,---,43,20930,28621,127,14,19,---,---,---,55,242,6,14,948,226,28,---,67,21,3,53,248,191,8,31,435,660,1537,263,32,178,---,55625,34992,---,---,35538,---,66,15741,-5897,---,---,---,---,---,---,---,---,---,---,---,---,80440,136065
513,Broadcasting and telecommunications,455,36,397,177,362,1145,6854,435,977,416,1273,1439,2120,370,654,640,1144,758,1442,180,112,372,599,59,1483,577,12339,1185,794,763,8120,323,94,85,1422,353,409,781,329,3507,556,84315,3559,10532,10019,3035,491,1,11598,2330,4221,2771,9854,6610,7700,495,2590,5538,2593,937,928,474,869,1081,4234,4977,4635,4566,796,28728,837,276846,241105,---,7714,19984,---,---,10733,-169,---,---,---,---,---,---,---,---,---,---,---,---,279368,556214
514,"Data processing, internet publishing, and other information services",---,0,7,2,12,913,452,568,708,539,1367,1265,687,283,206,445,361,553,947,164,99,447,336,37,840,299,1720,672,615,640,2381,54,1,---,27,11,23,154,40,3020,76,1912,1141,4826,2379,725,329,0,321,3036,1226,1346,4755,2793,5516,294,1254,577,882,145,288,189,290,206,1269,1720,7677,3246,312,5500,1542,76668,15866,---,---,13626,---,---,3341,-532,---,---,---,437,---,---,---,448,---,---,---,1458,34644,111312
521CI,"Federal Reserve banks, credit intermediation, and related activities",2341,431,1737,594,578,7108,7716,694,841,1412,1697,1768,2262,869,2658,788,736,1454,3091,418,386,795,747,1252,3493,1384,17327,2515,2766,2058,10462,1234,4492,425,1371,1935,329,808,280,2946,2589,9306,788,73757,37527,4559,3768,81343,26040,9607,2342,2299,9072,14896,4526,498,2271,3765,2987,1703,963,741,2124,3609,4692,12020,0,1430,3623,6976,2408,428425,200891,---,---,---,---,---,24386,-13257,---,---,---,---,---,---,---,---,---,---,---,---,212020,640445
523,"Securities, commodity contracts, and investments",216,17,732,1835,4539,1317,3662,41,91,1956,2412,2228,334,429,1536,849,901,1810,181,12,4,13,45,53,33,63,2180,167,358,382,1315,2974,888,3610,472,483,114,716,17,590,335,223,126,49688,75992,2303,80851,4,6766,1942,1345,713,3152,6546,1957,69,590,2011,5828,684,1828,326,147,2685,2309,12637,4,34,83,21982,1790,324526,149190,---,---,---,---,---,49789,-61,---,---,---,---,---,---,---,---,---,---,---,---,198918,523445
524,Insurance carriers and related activities,3944,1194,2075,1164,4448,799,333,279,991,752,994,1537,1837,932,1407,2471,449,892,2994,589,674,359,178,116,2860,674,14327,1353,1218,927,4839,501,19,1087,14881,2737,264,1600,1229,689,1293,997,404,7187,16342,199584,1872,1588,29307,6081,3682,1380,8115,315,5039,1027,1019,20438,25160,2564,1880,1387,1134,1184,3417,3186,0,510,716,1354,4007,432783,288151,---,---,---,10037,---,11450,-46621,---,---,---,---,---,---,---,---,---,---,---,---,263016,695799
525,"Funds, trusts, and other financial vehicles",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,5250,5662,---,---,---,---,---,---,8,---,---,---,---,---,---,---,---,---,---,---,---,---,47,---,963,---,11930,124297,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,124297,136227
HS,Housing,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1480167,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1480167,1480167
ORE,Other real estate,20445,60,277,67,149,2897,10700,707,767,288,1947,1350,2872,413,1588,4567,1529,985,1284,621,805,460,972,203,3398,1198,33215,11687,10283,7087,52462,175,87,273,5026,938,255,3530,6412,5340,3631,12204,2520,20938,18440,11552,589,2598,116621,9509,16036,9069,47967,18317,14601,2145,26807,46444,17723,20372,11044,10363,12186,1340,34052,40542,4291,8981,1412,38652,3303,781567,5035,16757,---,---,94792,---,3088,---,---,---,---,---,---,---,---,---,---,---,---,---,119672,901238
532RL,Rental and leasing services and lessors of intangible assets,3423,164,2384,1545,3315,1213,15231,467,1010,954,2458,2421,2106,674,2431,1554,391,2441,3918,180,211,752,907,551,4007,1091,14352,448,1233,1928,6669,7324,2415,1022,7513,1136,151,2244,447,3502,2132,8070,2894,5732,6408,3282,21,1,4982,5441,1995,2699,11266,16433,4572,1249,2855,6587,4928,685,427,1661,1178,1381,5856,3125,400,241,351,9260,269,222565,76335,---,---,---,---,---,57955,---,---,---,---,---,---,---,---,---,---,---,---,---,134289,356855
5411,Legal services,326,117,1604,579,2145,5144,5549,282,401,327,760,1418,3094,277,1591,4191,302,1231,882,156,59,268,416,122,3729,391,7915,285,282,817,2801,226,506,81,132,61,297,330,180,3219,739,2728,1401,4948,9106,9728,1335,280,12977,924,1942,4195,10049,9329,4410,351,404,4349,7847,1013,430,853,1406,845,2051,2237,1592,408,1312,7529,877,160089,90334,---,---,---,32389,---,9315,-1881,---,---,---,---,---,---,---,---,---,---,---,---,130157,290246
5415,Computer systems design and related services,283,42,1272,105,25,1360,2764,277,313,391,1241,1622,1718,114,395,953,241,607,778,152,86,224,636,64,619,505,4968,737,376,582,2309,69,586,2,201,36,10,72,116,2505,353,2764,2822,7308,5946,1410,305,58,993,559,2558,2223,6033,10751,4678,136,1133,2608,3194,620,522,145,482,329,1088,1489,17854,13219,531,8382,2773,132623,---,---,13491,126018,---,---,8662,-15082,---,---,1231,5097,---,---,---,12332,---,---,853,8490,161093,293716
5412OP,"Miscellaneous professional, scientific, and technical services",1381,597,1536,2024,4705,10949,39070,2390,2996,3843,7420,6407,10287,1755,4601,8284,3117,8046,9043,1173,1145,2104,2887,888,18504,4114,53420,7372,6312,7668,38864,781,1850,1539,1848,689,1704,1473,948,20341,12061,35652,7255,43157,32093,17365,2560,286,42578,8864,8972,20015,108439,41734,25550,2066,5370,22137,18306,5449,3289,6648,8015,6642,22378,15939,42934,10104,1741,37750,10478,929898,54469,---,45980,269268,2800,---,78226,-41685,---,---,---,62523,---,---,---,56820,---,---,---,14103,542505,1472403
