"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
55,Management of companies and enterprises,---,---,5413,3259,1547,19,6234,541,1181,813,4551,8652,16243,1012,8532,5658,379,3657,12496,784,547,1817,911,1260,22957,1584,48316,690,3272,19729,23628,405,2,533,5217,342,1,2278,370,7929,670,3074,1113,4660,11560,1649,365,0,1781,5733,6270,7069,19438,56,22928,2713,3271,20178,5095,3134,1238,2015,1626,16434,42003,10037,1,---,773,---,---,417643,---,---,---,---,---,---,3728,---,---,---,---,---,---,---,---,---,---,---,---,---,3728,421370
561,Administrative and support services,540,62,273,664,1409,5447,7137,1063,1842,4098,8017,3376,7822,748,3184,3849,797,2297,3804,652,1287,1792,3882,783,6011,2038,32157,2072,2937,3509,16534,4001,1109,2438,3165,1265,1269,3448,913,6270,1704,6182,3534,17358,9110,6983,274,393,122554,17231,8226,15173,32928,8327,16668,1989,2656,16782,14644,3633,2060,2844,2132,4354,8543,7240,18897,2880,2240,26556,4174,542233,43492,---,---,---,---,---,1323,-676,---,---,---,---,---,---,---,---,---,---,---,---,44139,586372
562,Waste management and remediation services,290,23,378,392,293,886,2577,222,468,621,651,430,676,160,612,391,338,369,2140,241,54,498,208,319,4231,527,1989,522,478,286,1516,21,52,36,448,39,26,201,359,153,33,150,50,743,141,570,401,0,7408,492,126,139,1058,700,1279,7402,562,1450,1326,666,434,124,651,959,2124,1502,667,445,260,14727,1720,72433,15473,---,---,---,---,---,32,-82,---,---,---,---,---,---,---,---,---,---,---,---,15423,87856
61,Educational services,55,0,---,---,---,115,1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,45,4,---,1,465,19,370,---,1428,4,14,---,---,---,6,3,---,1,---,356,26,18,10,---,---,---,---,---,---,14,20,---,101,---,2767,6,91,---,---,1229,168,---,---,559,1666,86,80,6691,4,16426,251133,---,---,---,---,---,1251,-751,---,---,---,---,---,---,---,---,---,---,---,---,251633,268060
621,Ambulatory health care services,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,42,---,45,---,---,7736,9533,49,1,68,1,---,---,22,---,501,---,2206,---,20205,700943,---,---,---,---,---,210,-38,---,---,---,---,---,---,---,---,---,---,---,---,701115,721320
622,Hospitals,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,132,---,---,---,---,---,---,---,---,---,---,---,---,132,649840,---,---,---,---,---,435,-1557,---,---,---,---,---,---,---,---,---,---,---,---,648718,648850
623,Nursing and residential care facilities,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2209,---,401,---,2610,170279,---,---,---,---,---,41,-11,---,---,---,---,---,---,---,---,---,---,---,---,170309,172919
624,Social assistance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,885,---,885,134152,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,134152,135037
711AS,"Performing arts, spectator sports, museums, and related activities",41,2,0,---,16,153,67,38,40,68,97,75,16,8,44,25,27,58,115,13,4,34,57,42,39,92,929,247,373,38,379,---,175,---,27,5,---,142,4,176,5904,15189,99,935,578,130,103,0,2964,284,475,321,2239,2460,1000,46,513,378,323,132,109,12316,561,251,1202,1145,1295,47,26,677,33,55400,56786,---,---,4030,---,---,1185,-274,---,---,---,---,---,---,---,---,---,---,---,---,61727,117126
713,"Amusements, gambling, and recreation industries",53,0,---,1,10,119,215,15,24,16,43,47,20,4,53,28,40,78,46,1,0,7,16,19,13,18,521,4,95,3,503,0,1,---,---,---,---,3,1,65,32,76,179,699,522,267,36,0,---,138,282,405,872,1076,771,57,105,525,20,68,85,123,495,238,358,79,1027,10,0,1472,183,12279,146366,---,---,---,---,---,0,0,---,---,---,---,---,---,---,---,---,---,---,---,146366,158646
721,Accommodation,3,---,1,14,154,830,263,159,218,220,470,368,144,40,253,125,199,404,420,40,20,113,362,90,202,334,1043,13,106,25,267,---,14,---,---,---,11,263,10,477,207,677,922,3564,2699,1300,186,0,4191,1121,1115,2005,4011,632,2704,430,405,1797,106,201,84,88,99,269,862,321,1085,675,23,3072,120,42647,101216,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,101216,143864
722,Food services and drinking places,428,36,7,48,296,1861,271,235,289,346,591,521,229,77,368,198,253,554,659,89,67,174,328,233,337,386,2652,414,668,605,2263,5917,4,11,224,61,35,856,190,510,399,733,1103,7151,3444,3343,544,0,15033,2172,2475,3210,11751,2577,7076,437,1268,12164,5618,5940,1248,477,1167,2807,2899,2114,494,212,970,7242,349,129708,491148,---,---,---,---,---,2401,---,---,---,---,---,---,---,---,---,---,---,---,---,493550,623258
81,"Other services, except government",360,449,42,132,683,2561,5995,511,1104,1969,1565,1051,1831,387,1209,512,302,631,2511,301,73,1181,617,361,3518,1146,14267,913,2202,1590,6153,456,127,76,6570,1296,619,1885,475,1155,290,3547,786,13585,5520,4580,423,80,16908,4314,1043,1637,7444,5295,5838,1656,2482,5004,8637,1507,565,1057,1450,1586,7673,7767,2939,467,1792,15762,1376,201797,471678,---,---,---,---,---,230,-2636,---,---,---,---,---,---,---,---,---,---,---,---,469272,671070
GFGD,Federal general government (defense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,528119,---,---,---,---,---,---,---,---,---,---,---,528119,528119
GFGN,Federal general government (nondefense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,272869,---,---,---,---,---,---,---,272869,272869
GFE,Federal government enterprises,33,4,---,15,---,444,10,---,---,76,243,705,481,391,---,---,---,100,---,3,---,---,103,123,39,---,15279,500,673,489,4851,5,---,2634,3228,178,272,1033,448,1428,520,223,941,1840,6105,571,---,0,410,1515,596,366,3833,427,1702,176,685,1251,1593,420,483,233,123,1081,4561,1761,0,194,21,2341,51,67811,9923,---,---,---,---,---,345,-488,---,---,---,---,---,---,---,---,---,---,---,---,9780,77592
GSLG,State and local general government,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1397544,---,---,---,1397544,1397544
GSLE,State and local government enterprises,---,6,---,---,---,1887,---,72,135,180,194,119,184,71,174,101,60,94,616,75,25,144,53,77,1280,138,362,80,135,72,391,1,---,---,88,3,6,34,202,49,21,53,19,262,106,53,---,---,343,576,296,107,498,197,578,49,54,298,261,146,1008,28,109,267,912,443,399,322,472,2504,839,18323,49691,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,49691,68015
Used,"Scrap, used and secondhand goods",-47,41,---,---,1210,760,686,---,81,16258,239,3,---,---,---,---,---,17,1,19,---,1754,---,---,26,42,---,8,---,---,1,-307,---,-54,-304,1,3,603,1,---,21,0,---,---,---,---,---,---,---,8,---,---,---,237,---,---,165,8,---,---,---,-85,190,---,---,7261,-17,---,---,---,---,28830,65424,-2923,-94769,---,-3979,1354,25926,-11987,---,-4,0,---,---,15,-788,---,---,6892,-4224,---,-19062,9768
Other,Noncomparable imports and rest-of-the-world adjustment [1],616,49,302,41,275,946,1300,299,222,817,881,1441,4536,331,1527,490,129,455,1767,220,79,574,414,1208,2383,611,3876,27,404,501,1870,12437,185,1838,797,9,53,341,42,517,256,8690,418,2020,21886,781,269,16,1036,557,425,883,2218,1020,1056,106,388,---,---,140,---,143,126,395,1291,451,18794,3298,57,---,---,111533,-37435,---,---,4937,---,---,112731,-190082,---,---,---,---,---,---,---,---,---,---,---,---,-109848,1685
,Total Intermediate,186940,16147,70941,46486,44770,219750,623201,73762,78217,191856,207915,217280,215948,75981,389559,149394,53172,87314,526300,45152,17985,118487,55799,451719,460838,142969,414762,52971,64084,73868,273743,87477,28270,32724,155315,18618,12737,88538,27757,126396,60551,280170,46072,310577,295313,285832,103884,159034,560354,105912,72859,89843,396523,182381,193601,41045,85098,265583,219295,70180,53219,51050,53066,68315,249794,205658,218877,86485,33422,577542,129410,11776088,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,
V001,Compensation of employees,25338,16464,22581,16262,23866,63083,439998,23603,29684,32497,88907,82800,131825,31037,72483,65784,23780,45019,84278,14433,10651,31376,33339,15770,85766,40611,429255,96270,77432,77976,254712,39908,19287,5752,76841,14289,4733,63845,31263,79664,26358,117101,37364,210036,216525,190201,667,13985,67683,30515,110025,140560,404421,219915,289490,20628,120870,346413,267770,94810,66079,38824,38186,63212,184592,231078,201511,127556,60928,1045752,83853,7889371,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V002,"Taxes on production and imports, less subsidies",-3878,1311,27601,4533,1408,51369,8253,729,1308,2199,2608,3098,6845,1121,2923,2202,421,1543,21520,677,321,1820,882,2532,9628,1490,172454,35504,18893,36602,89900,16807,-325,205,3487,1030,1725,2118,585,3477,6256,36220,2062,14761,5080,21462,912,172314,20240,14602,21355,3538,10119,7677,6687,2591,6319,7093,10226,4045,1406,6782,8248,19514,37205,17292,---,---,-3044,---,-15641,982246,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V003,Gross operating surplus,96392,10634,155784,37218,24868,117430,267492,4750,19277,29869,43331,43681,89745,18137,49588,46274,8312,25665,88381,4182,875,22547,13487,136413,172535,21193,254444,31033,27786,9996,113270,16483,13432,8270,43381,10966,6547,23971,9429,101482,43891,220687,32980,182019,-15346,194378,8870,1160568,236955,119134,86196,23012,186136,23515,99128,12257,24325,88949,32738,3607,13341,29998,15411,41774,49878,82223,129590,77088,9552,145434,25773,5602611,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,Total Value Added,117852,28409,205966,58014,50141,231882,715744,29082,50269,64565,134847,129580,228415,50296,124994,114260,32514,72226,194179,19292,11848,55744,47708,154715,267928,63294,856153,162806,124110,124574,457881,73198,32394,14227,123709,26285,13005,89934,41277,184623,76505,374008,72406,406816,206259,406041,10450,1346867,324878,164251,217575,167110,600676,251107,395305,35477,151513,442454,310734,102461,80826,75604,61845,124500,271675,330594,331100,204644,67436,1191186,93985,,,,,,,,,,,,,,,,,,,,,,14474227,
,Total Industry Output,304793,44557,276907,104500,94912,451632,1338945,102844,128485,256421,342762,346861,444363,126277,514553,263654,85686,159540,720479,64444,29832,174231,103508,606434,728765,206263,1270915,215777,188194,198442,731625,160675,60665,46950,279024,44903,25741,178472,69034,311019,137055,654178,118478,717393,501573,691873,114334,1505901,885232,270164,290435,256952,997199,433488,588906,76521,236611,708037,530029,172641,134045,126654,114911,192814,521469,536252,549978,291130,100858,1768728,223395,,9746595,510302,893432,544828,690497,33950,1507090,-2243023,528119,10011,71773,69361,272869,11358,16131,71403,1397544,271354,44015,26618,,26250316

Legend/Footnotes
1. Consists of noncomparable imports in the intermediate section of the use table and noncomparable imports and the rest-of-the-world adjustment in the final use section of the use table.
Note. Selected data with zero values are not shown.
Note. Detail may not add to total due to rounding.
