"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
331,Primary metals,57,---,1310,455,282,1,3823,150,986,45405,48380,25858,4313,10943,25194,9317,1841,4988,1825,163,---,510,21,9,28,932,834,2,---,1,462,---,907,---,---,---,---,173,---,38,10,160,86,---,---,---,---,0,360,13,---,28,796,28,212,229,73,125,145,10,177,26,189,15,57,383,77,383,---,257,395,193443,915,---,---,---,---,-9882,24117,-53028,---,---,---,---,---,---,---,---,---,---,---,---,-37878,155565
332,Fabricated metal products,1611,132,2036,821,548,1085,64389,1868,1525,3369,31113,21001,8070,7109,18099,11127,3385,4400,13904,428,65,4746,891,367,7766,4912,1264,51,112,94,1239,153,156,2346,610,91,803,284,303,1474,14,8145,924,126,110,---,11,2,507,336,10,903,5003,630,1456,1696,290,390,495,21,1026,41,842,710,1527,2672,4348,2031,928,3698,3326,265972,14254,---,9983,---,---,-9035,22627,-38325,---,---,2321,---,---,---,1443,---,---,---,1188,---,4456,270428
333,Machinery,2494,323,2502,2989,2715,429,20719,201,90,840,2874,24100,319,856,16441,2550,95,1547,2234,19,4,821,983,40,2520,879,1456,32,82,129,369,4,87,16,59,32,163,1259,675,182,38,871,269,24,44,12,---,6,25,496,33,430,1532,58,1652,2085,1248,286,329,176,99,20,81,55,327,3244,1067,184,20,2836,893,112571,7373,---,156738,---,---,-12405,87470,-85197,---,---,1563,---,---,---,481,---,---,---,5053,---,161076,273647
334,Computer and electronic products,35,1,18,35,125,39,6919,597,405,928,3634,4941,47082,2083,11431,9813,655,1840,3051,280,27,444,631,157,2795,1162,4214,48,188,262,1570,2,36,1,96,1,34,66,101,1931,916,14033,2317,576,425,22,402,0,106,53,779,2644,5064,6802,1972,367,1311,3758,191,101,280,13,81,172,68,2970,13804,2651,0,1417,1109,172081,82109,---,150387,---,323,-6813,95691,-232147,---,---,29428,---,---,---,7223,---,---,---,12795,---,138996,311078
335,"Electrical equipment, appliances, and components",223,132,24,18,101,8,23621,166,52,972,1811,7701,3527,6831,3893,1241,55,679,820,27,2,284,51,41,562,420,251,7,35,18,202,2,112,26,45,31,3,15,107,1,---,2914,209,116,80,27,---,1,87,104,1,620,3278,61,1191,310,247,33,237,143,273,10,106,278,342,1641,775,2437,41,1981,1987,73650,35387,---,20282,---,3944,-4726,22838,-54525,---,---,492,---,---,---,1546,---,---,---,852,---,26090,99740
3361MV,"Motor vehicles, bodies and trailers, and parts",490,60,250,583,262,11,1652,610,265,302,736,7097,900,452,104001,1907,212,484,2628,44,1,577,93,57,663,228,1904,5030,436,150,1363,---,13,---,2551,129,1,46,961,848,23,523,20,14,6,---,---,---,---,196,---,18,1056,208,2343,666,208,191,280,47,952,12,30,57,253,11000,2404,98,1878,3481,620,164579,148409,---,105115,---,---,-26843,57281,-144134,---,---,1400,---,---,---,537,---,---,---,12962,---,154727,319307
3364OT,Other transportation equipment,---,79,---,9,---,---,26,37,---,---,43,563,---,---,312,46936,---,---,---,---,---,---,---,---,---,---,3,25,---,---,---,1421,962,2395,0,8,---,947,---,---,---,2,---,---,---,---,---,---,---,---,---,---,373,11,21,20,---,---,---,---,17,---,0,---,---,14,22889,1415,4,1,33,78566,18545,---,35671,---,---,-1480,81108,-34658,---,---,40818,---,---,---,3193,---,---,---,1436,---,144634,223200
337,Furniture and related products,2,---,---,---,---,---,8337,209,0,---,---,191,130,1,19,135,2844,200,---,---,---,0,---,---,---,214,264,24,---,0,521,---,---,2,---,---,---,7,---,0,---,134,257,---,---,---,---,2114,8,---,1,0,94,4,1,---,---,219,36,1,79,142,200,4,192,98,---,---,740,8,1079,18508,37547,---,20442,---,382,-2119,2891,-22548,---,---,1,---,---,---,21,---,---,---,1739,---,38356,56864
339,Miscellaneous manufacturing,59,2,7,21,12,---,754,10,121,36,37,1583,2,438,1571,23,5,6249,26,9,198,0,4,1,651,73,588,5,49,6,589,0,1,---,3,8,6,111,71,7,1,93,50,161,78,4,---,0,51,13,23,8,929,10,1452,510,282,14202,16324,606,916,91,245,31,150,1572,159,521,---,4875,26,56717,88427,---,44260,---,---,-5328,27543,-65780,---,---,75,---,---,---,154,---,---,---,845,---,90196,146914
311FT,Food and beverage and tobacco products,28219,425,---,---,---,---,---,18,401,5,---,---,---,---,---,---,---,13,147921,18,316,313,394,234,4613,125,1003,6,3028,879,1521,345,0,160,9,---,---,26,---,103,8,---,6,---,---,---,---,---,---,---,---,---,1299,105,0,---,5609,21,4345,4186,6542,790,4098,5104,38494,772,3464,141,657,40804,---,306540,493311,---,---,---,---,-3160,46247,-56863,---,---,---,---,---,---,---,---,---,---,---,---,479535,786074
313TT,Textile mills and textile product mills,217,63,---,1,---,---,1208,275,115,---,1,437,1,0,1797,663,1939,1708,109,7617,2129,2861,218,25,2,1860,584,7,121,1391,1496,---,---,193,9,---,3,42,4,7,74,10,5,---,---,---,---,0,31,110,---,---,165,8,110,74,20,37,261,1225,491,1,573,1113,177,864,706,367,1,1876,7,35411,22365,---,677,---,281,-2069,7754,-20421,---,---,---,---,---,---,36,---,---,---,12,---,8635,44046
315AL,Apparel and leather and allied products,8,---,---,---,---,0,---,---,0,---,---,---,---,---,1065,---,---,99,13,183,3155,---,1558,3,---,1,413,34,11,547,407,---,---,---,---,---,---,---,---,52,6,838,0,---,---,---,---,---,---,38,---,---,46,4,361,167,95,429,472,---,333,36,32,16,171,973,143,9,47,3723,29,15516,114229,---,---,---,---,-4194,3729,-105257,---,---,---,---,---,---,---,---,---,---,---,---,8508,24023
322,Paper products,412,1,20,121,44,12,1661,592,1531,1085,1437,1632,761,1113,3383,409,1088,2203,17503,358,31,40033,11314,163,5139,3891,3065,16,1219,363,1441,17,69,9,108,860,198,1960,116,2840,96,420,127,1463,178,292,6,0,270,227,243,275,2268,1017,2621,227,256,1302,573,278,558,80,156,1610,2239,758,209,2390,43,12184,25,140610,22783,---,---,---,---,-1688,17304,-19356,---,---,---,---,---,---,---,---,---,---,---,---,19042,159652
323,Printing and related support activities,32,---,3,3,---,17,18,3,---,---,17,6,---,2,3,---,---,---,70,---,14,---,1577,1,251,---,4557,15,194,164,2124,7,16,---,189,32,28,221,12,9201,483,533,1831,796,1652,1264,---,---,37,405,807,303,4930,1156,2455,17,1022,1911,1699,172,1775,866,227,543,597,1510,1083,3038,18,11587,338,61833,4692,---,---,---,---,-916,1879,-2020,---,---,---,---,---,---,---,---,---,---,---,---,3635,65468
324,Petroleum and coal products,6601,419,1630,3611,1721,16344,42962,735,726,2252,1069,827,318,512,657,172,281,1686,3023,230,43,1329,725,17428,12062,726,2143,77,417,131,1092,18088,2976,1417,13600,1363,47,5347,142,243,59,461,289,7916,1823,25,577,1,1666,1258,74,678,1631,1130,3077,1651,569,754,2129,841,531,175,865,886,2458,2650,19944,1303,3004,86295,13036,322921,176702,---,---,---,---,-246,47233,-76046,---,---,---,---,---,---,---,---,---,---,---,---,147642,470563
325,Chemical products,18131,1509,2687,1943,1107,905,8087,1996,3308,1300,5291,2240,2753,1997,7714,981,1559,7016,5285,9381,190,7680,4070,8676,157974,42834,1448,12,50,55,726,1,97,6,142,6,6,73,221,594,124,649,163,91,58,23,---,47,5056,31,111,98,8740,1351,4632,1219,427,22987,21869,1945,490,194,632,58,388,2730,1938,2960,139,27492,2137,418833,226582,---,3341,---,---,-6025,119982,-167825,---,---,---,---,---,---,---,---,---,---,---,---,176054,594887
326,Plastics and rubber products,1201,88,20,731,331,6,17453,495,868,431,1631,7083,3555,1792,13271,2590,2346,4554,13901,314,99,2386,2914,190,7973,11854,5726,391,1311,334,2654,31,3,1,442,8,125,1384,188,594,43,3577,162,264,83,255,1,3,167,353,77,308,3269,150,1211,313,355,5630,1891,902,885,32,206,102,3415,2778,1719,1063,7,7610,1986,150086,31419,---,113,---,21,-4685,18453,-29586,---,---,---,---,---,---,16,---,---,---,---,---,15751,165837
42,Wholesale trade,19554,1356,1721,2712,1461,4782,46114,3935,3440,12314,10439,15290,11397,6003,28193,6572,3502,7194,50791,2514,1916,9216,3502,13951,30827,8953,29065,1080,1647,1221,10043,1620,1158,771,5264,587,255,2369,524,7079,168,9676,1011,2806,867,292,345,252,1751,9918,464,1377,7116,3842,4548,1448,2040,12582,11157,1864,2274,399,2229,2261,11882,6085,8172,3316,1626,27436,5859,515395,369733,31,103208,13703,1003,-16361,117195,23081,---,---,7878,369,---,---,2977,559,---,---,5044,843,629263,1144658
441,Motor vehicle and parts dealers,7,1,31,84,60,6,1200,93,66,34,148,850,95,3,1966,285,45,138,650,11,0,128,22,1,204,62,150,1322,122,38,339,0,2,0,267,2,0,3,16,202,6,44,2,4,2,1,---,77,98,83,0,4,133,---,477,14,0,---,0,0,0,1,4,10,46,2757,0,0,0,0,1,12417,67502,---,5975,---,1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,73477,85894
445,Food and beverage stores,37,0,0,0,---,47,156,0,2,0,1,13,5,2,7,0,4,8,12,0,0,1,18,1,39,12,4,8,38,8,39,0,2,0,165,14,1,18,0,1,0,0,1,2,3,1,---,52,6,1,0,0,5,---,43,0,5,4,6,1,1,7,33,26,780,28,0,0,0,23,---,1696,169880,---,115,1,5,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,170001,171697
452,General merchandise stores,115,1,4,7,4,129,1280,8,11,3,16,120,31,10,162,17,27,53,106,3,0,12,54,3,128,66,25,121,27,7,53,0,8,1,514,42,2,54,1,16,1,3,3,6,7,2,---,290,59,19,2,1,22,---,158,1,4,12,5,2,3,3,9,25,197,335,0,3,0,22,0,4438,195431,---,1494,231,157,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,197313,201750
4A0,Other retail,1006,8,19,206,5,1487,53261,88,7,12,77,742,253,97,529,27,239,443,703,47,1,48,1090,77,2317,610,447,637,238,377,1063,3,67,197,5173,374,35,709,2,94,11,13,59,126,155,43,---,2738,275,38,29,22,281,---,610,8,42,293,112,58,66,201,286,526,3257,1658,3,76,1,490,0,84289,534718,---,20198,2956,4681,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,562552,646841
481,Air transportation,61,1,4,22,166,680,354,147,224,260,695,457,134,50,351,223,240,490,722,52,32,139,274,108,269,388,1850,7,23,46,93,123,12,60,2145,29,5,1453,50,587,156,767,815,3276,2853,931,278,1,3735,901,1053,2150,3889,230,3044,390,464,2027,202,309,377,103,152,205,787,528,5716,3196,642,3056,66,55325,89194,---,203,19,2,-32,31305,-31434,---,---,27,1,---,---,5,1,---,---,12,1,89303,144628
482,Rail transportation,1578,43,140,1310,76,4250,1254,416,1563,2600,532,297,71,168,631,184,141,218,5175,104,4,1909,115,541,3307,1039,165,13,86,28,50,48,82,5,2876,10,5,154,27,46,3,236,10,67,19,45,2,7,63,16,42,27,487,31,238,33,49,338,116,40,64,9,40,71,386,93,167,1333,161,1605,1795,38853,5607,---,1257,---,22,-515,7929,90,---,---,42,---,---,---,7,---,---,---,97,---,14536,53389
483,Water transportation,658,15,334,197,50,268,1152,9,266,428,105,51,27,57,58,31,15,95,1401,40,0,125,2,99,873,132,56,2,22,7,18,21,10,2,19,2,14,8,1,3,1,27,3,10,2,0,1,2,37,7,0,5,683,60,89,21,204,169,100,17,21,7,15,14,53,73,2522,232,752,679,143,12620,14501,---,21,0,0,-86,5727,9512,---,---,6,0,---,---,1,0,---,---,0,---,29683,42302
484,Truck transportation,4788,460,301,747,237,1054,12607,1163,2107,3742,2229,2391,1323,824,4166,1329,805,1142,19449,688,256,2439,750,4144,5259,1652,1986,279,1778,2433,4570,569,171,139,6298,102,43,2941,156,897,80,855,290,239,123,93,14,84,306,151,104,146,1862,876,928,213,335,1117,1035,260,540,145,718,371,1564,1323,2260,741,422,5118,850,121576,65286,11,16273,553,532,-3281,22709,1138,---,---,891,15,---,---,185,23,---,---,784,34,105151,226728
485,Transit and ground passenger transportation,---,2,0,4,41,199,371,40,55,70,187,129,32,13,94,56,66,164,164,9,7,35,70,30,59,95,279,2,3,11,31,1,156,---,---,---,2,182,3,160,42,424,347,1370,931,639,81,0,1383,381,499,808,2127,82,1201,110,209,980,662,399,99,1173,42,76,308,148,68,8,12,10823,391,28643,29414,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,29414,58057
486,Pipeline transportation,121,7,2200,42,16,9360,293,7,7,12,10,9,3,5,6,2,3,18,34,10,0,14,7,6105,250,13,23,1,4,1,12,184,30,14,138,14,4,54,2,3,1,4,3,81,19,0,6,1,22,13,1,7,14,13,40,16,8,12,24,9,6,2,9,10,25,28,203,41,500,857,4292,25306,1802,---,---,---,---,185,1397,---,---,---,---,---,---,---,---,---,---,---,---,---,3384,28690
487OS,Other transportation and support activities,---,63,7,789,3,3842,---,834,644,148,73,12,0,3,7,---,307,346,562,80,---,284,433,436,112,329,18450,242,566,438,4885,14851,454,2783,31865,539,596,23262,1431,2316,457,156,1430,668,3780,663,---,---,---,1808,749,438,9107,281,1890,761,334,1334,1382,311,886,662,371,122,355,1278,2,88,638,721,2815,145479,12986,---,---,---,---,---,8237,2432,---,---,---,---,---,---,---,---,---,---,---,---,23655,169134
493,Warehousing and storage,548,---,2,225,---,709,---,63,67,52,639,277,905,38,159,31,56,274,105,73,68,75,192,22,166,123,12601,656,7216,11903,18171,16,1,327,3504,87,33,490,5712,958,155,460,533,15,---,203,---,0,56,367,241,150,936,4,1292,97,240,709,607,157,269,180,92,833,1338,818,305,466,0,3797,66,80930,83,---,---,---,---,---,119,---,---,---,---,---,---,---,---,---,---,---,---,---,202,81132
511,"Publishing industries, except internet (includes software)",53,1,4,0,1,99,335,18,2,11,41,28,330,4,17,61,8,49,8,---,0,2,55,0,43,4,439,8,166,55,459,6,19,---,16,1,---,61,82,17707,23,402,557,299,640,81,26,0,196,765,709,381,2247,1155,839,6,469,749,426,87,1269,16,38,85,79,460,1515,1389,254,6303,137,41795,67025,---,---,59805,---,-2018,30612,-3684,---,---,---,1366,---,---,---,2070,---,---,---,3125,158300,200095
512,Motion picture and sound recording industries,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,25,59,249,---,6,2,---,---,1,---,61,3,---,34,15778,30419,203,12,15,---,---,---,42,123,6,13,961,188,24,---,133,20,3,39,288,164,9,189,735,559,1755,648,21,223,---,53011,29564,---,---,29720,---,-182,15154,-5273,---,---,---,---,---,---,---,---,---,---,---,---,68982,121993
513,Broadcasting and telecommunications,447,30,336,161,322,1233,7840,278,708,346,1284,1214,1328,270,716,519,438,657,1206,128,94,271,472,58,753,506,8255,216,635,701,5772,348,141,69,1426,286,475,893,404,3348,362,81319,4054,10512,9197,2273,689,1,9638,1904,4660,3057,9712,4984,7478,520,2326,5542,2903,965,1195,400,860,1576,4237,5050,7022,6984,894,35158,1176,271231,260694,---,7878,19158,---,---,12379,-151,---,---,---,---,---,---,---,---,---,---,---,---,299958,571188
514,"Data processing, internet publishing, and other information services",---,0,7,2,9,844,575,323,426,433,1396,1055,408,207,302,430,281,564,956,121,109,337,232,34,394,257,1413,100,595,711,1991,63,1,---,30,8,19,148,50,2665,48,2137,1974,5338,2317,555,448,0,316,3175,1565,1567,6021,2326,6640,344,1688,739,1146,187,554,202,311,298,1442,2719,10396,4823,313,6899,1839,85821,19373,---,---,14282,---,---,3531,-739,---,---,---,624,---,---,---,700,---,---,---,1667,39437,125258
521CI,"Federal Reserve banks, credit intermediation, and related activities",2089,286,2028,588,445,7980,6596,563,661,1282,1797,1958,1900,867,3309,880,808,1701,3476,308,326,869,587,1330,3748,1140,15658,1028,3005,2503,11127,1297,4978,506,1256,2997,635,1075,325,2417,1141,9162,811,58586,29586,2457,2397,81443,27031,9434,2480,2407,10104,18530,5528,483,2989,3757,3509,2223,1047,699,2032,4465,5097,12005,1,5745,4635,8572,2702,417385,191608,---,---,---,---,---,28640,-10135,---,---,---,---,---,---,---,---,---,---,---,---,210113,627497
523,"Securities, commodity contracts, and investments",329,20,854,1400,2492,686,1960,33,45,1734,2877,2792,225,534,2710,1363,1383,2856,145,8,5,9,29,42,21,50,1047,21,188,193,616,2377,397,5849,304,610,94,1228,18,561,208,184,79,35041,48210,917,74570,2,3591,1085,1020,573,2652,7577,1596,45,533,1292,4647,454,1755,469,84,1716,1792,7527,2,38,67,17920,1758,255507,155011,---,---,---,---,---,45366,-54,---,---,---,---,---,---,---,---,---,---,---,---,200323,455829
524,Insurance carriers and related activities,3328,937,2037,959,4011,500,406,211,704,739,1272,1491,1366,806,831,1116,418,835,3086,536,648,289,127,120,1934,631,7673,309,822,750,3161,440,9,732,7417,2334,385,1041,1677,544,726,1329,344,10034,17585,217582,2091,441,23976,4511,3186,1131,6879,286,4162,818,1058,17142,34156,2105,3039,1469,1051,1121,2519,2798,0,1016,1355,1758,5253,427556,268325,---,---,---,3372,---,15092,-63597,---,---,---,---,---,---,---,---,---,---,---,---,223192,650749
525,"Funds, trusts, and other financial vehicles",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,6021,5800,---,---,---,---,---,---,7,---,---,---,---,---,---,---,---,---,---,---,---,---,88,---,778,---,12694,105401,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,105401,118095
HS,Housing,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1608432,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1608432,1608433
ORE,Other real estate,23972,42,253,65,111,2428,11278,554,621,340,2948,1398,1966,433,1023,3350,1225,1355,1788,536,615,520,953,137,2435,1438,22951,7093,8328,6566,40504,161,56,202,3302,655,279,2296,7358,4970,2386,10612,2414,19400,14528,9014,534,1977,99296,6611,11569,6674,36821,13743,11079,1975,26415,44336,22252,21205,15891,9142,11143,1264,31709,34432,3853,6881,932,36964,3583,685145,5824,15981,---,---,67443,---,3140,---,---,---,---,---,---,---,---,---,---,---,---,---,92388,777533
532RL,Rental and leasing services and lessors of intangible assets,3324,86,1788,1090,1594,1320,14463,330,789,875,2627,1940,1111,594,2567,1524,333,2326,3796,143,185,664,743,560,2851,970,10956,85,1066,1849,4879,7245,2854,777,7708,840,196,1370,516,3231,1844,7957,2975,5789,5418,2314,24,1,2974,4634,1971,2587,11746,12466,4398,1247,2285,6098,4830,616,557,1413,1216,1578,5766,3135,419,256,495,8056,336,197570,73310,---,---,---,---,---,58485,---,---,---,---,---,---,---,---,---,---,---,---,---,131796,329366
5411,Legal services,305,112,1400,569,1422,4886,7546,217,312,265,1035,1322,3206,271,1445,4356,282,1331,950,128,59,219,279,165,2973,454,6879,67,268,828,2252,277,361,72,159,49,256,305,206,3432,457,3130,1591,5757,9324,5470,1582,186,12214,827,2504,4741,11567,7758,4988,374,402,4958,9907,1238,643,1134,1648,982,2467,2519,2258,636,1485,9554,991,164210,87457,---,---,---,19716,---,10217,-2028,---,---,---,---,---,---,---,---,---,---,---,---,115362,279573
5415,Computer systems design and related services,293,37,929,47,20,1291,3803,169,197,305,1248,1133,919,85,628,833,202,579,730,113,74,170,405,48,249,434,4136,109,356,630,1994,87,426,2,234,28,9,72,152,2305,220,3290,3079,8097,6046,1038,394,40,1003,505,3149,2538,6956,8945,5208,153,1155,3174,4047,766,796,139,492,447,1177,1673,25172,19952,656,10785,3129,149698,---,---,14217,137368,---,---,10876,-16657,---,---,1615,5125,---,---,---,12869,---,---,728,7377,173519,323217
5412OP,"Miscellaneous professional, scientific, and technical services",1177,588,1241,1755,3500,9582,41756,1461,1863,2895,7398,5533,6949,1418,4313,7750,2608,7315,8872,882,1021,1450,1916,1003,9052,3562,41041,1168,5513,7458,30002,1112,1199,1446,1975,511,1643,1393,1153,25168,7685,41084,8361,49796,30876,12242,2823,166,35220,6487,8201,20924,101673,33279,25711,2116,5550,24816,23157,6338,5044,5908,7330,8399,23361,17070,52903,13303,2104,43157,12672,895397,52980,---,48837,275702,1515,---,89491,-51626,---,---,---,62073,---,---,---,63326,---,---,---,15260,557557,1452954
