"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
5412OP,"Miscellaneous professional, scientific, and technical services",1617,634,5553,1909,7415,11974,36825,1418,1957,3144,6153,4999,7231,1247,7800,4611,1959,5680,7698,731,284,1980,1487,2711,11684,3773,98672,9820,6674,7115,39090,955,2123,841,1849,603,1748,1929,2100,21790,7548,40279,16856,58964,41221,23958,4642,120,50061,12557,9938,20956,93238,36494,30755,2313,5183,24832,31653,7425,4818,4811,4852,9027,23254,16936,41329,10468,2697,41087,15976,1032033,57544,---,50812,339913,1081,---,112908,-73480,---,---,---,58467,---,---,---,67884,---,---,---,16951,632080,1664113
55,Management of companies and enterprises,---,---,22331,3559,2505,30,4559,678,1648,1071,5727,11332,21142,1361,8842,4205,414,3806,12912,805,442,2273,638,3314,21520,1975,76627,859,2886,17588,21239,1245,1,629,4695,251,0,3205,778,7271,448,2633,1566,5440,12258,2967,933,20,2195,6486,6666,5370,17495,48,23600,2375,5244,24457,7331,3858,2037,1685,1321,15894,39567,8824,1,---,498,0,---,475580,---,---,---,---,---,---,3931,---,---,---,---,---,---,---,---,---,---,---,---,---,3931,479511
561,Administrative and support services,487,58,761,739,1997,12548,6337,653,1123,3594,7324,3174,2829,562,3180,4520,405,2074,3066,321,421,1685,2896,2150,5094,1998,54725,2637,2747,3605,15401,3691,1169,2647,9042,1481,1549,5874,3324,11389,1481,29069,9692,18872,11761,7430,442,197,65350,21747,9244,25145,46946,7536,35573,2527,3614,24440,31430,6175,3305,2529,2056,4824,8380,9681,13025,4499,2949,23703,5870,628772,49720,---,---,---,---,---,1773,-1149,---,---,---,---,---,---,---,---,---,---,---,---,50345,679117
562,Waste management and remediation services,241,12,1462,300,393,811,2390,146,269,547,477,294,175,94,292,211,133,248,1406,126,8,360,106,744,2513,374,2837,575,479,298,1535,32,91,25,338,28,20,233,798,129,29,152,67,697,129,1272,861,1,10405,680,157,155,1272,607,1259,7878,523,1590,1976,789,597,91,545,1183,2223,1480,551,811,356,15852,2864,78602,23837,---,---,---,---,---,62,-137,---,---,---,---,---,---,---,---,---,---,---,---,23763,102365
61,Educational services,6,0,---,---,---,289,10,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,33,30,---,1,2515,30,997,---,3609,221,41,---,---,---,14,23,---,1,---,61,202,38,14,---,---,---,---,---,---,85,77,---,812,---,4245,1,15,---,---,1505,229,---,---,1154,1902,87,125,13719,8,32099,310040,---,---,---,---,---,2574,-1437,---,---,---,---,---,---,---,---,---,---,---,---,311177,343276
621,Ambulatory health care services,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,47,---,89,---,---,13980,13107,97,4,104,1,---,---,50,---,432,---,6081,---,33992,861913,---,---,---,---,---,483,-60,---,---,---,---,---,---,---,---,---,---,---,---,862336,896328
622,Hospitals,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3053,---,---,---,---,---,---,---,---,---,---,---,---,3053,883425,---,---,---,---,---,1005,-2595,---,---,---,---,---,---,---,---,---,---,---,---,881835,884889
623,Nursing and residential care facilities,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1514,---,678,---,2192,211880,---,---,---,---,---,115,-17,---,---,---,---,---,---,---,---,---,---,---,---,211977,214169
624,Social assistance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,31,---,31,175842,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,175842,175872
711AS,"Performing arts, spectator sports, museums, and related activities",59,2,1,---,28,179,121,32,32,61,91,70,6,7,44,34,23,64,94,8,1,36,42,75,47,103,2021,296,494,49,375,---,218,---,27,6,---,216,7,181,5611,21459,263,1418,642,190,290,0,3516,313,610,508,3012,2657,1265,64,1152,548,577,169,192,15044,560,276,1601,1601,1094,49,41,918,24,70813,65208,---,---,4032,---,---,1492,-1004,---,---,---,---,---,---,---,---,---,---,---,---,69728,140541
713,"Amusements, gambling, and recreation industries",21,0,---,0,15,54,86,7,12,10,26,20,3,1,14,13,10,26,21,1,0,7,10,12,12,18,400,3,42,2,300,0,1,---,---,---,---,2,1,27,11,52,125,356,212,89,36,0,---,59,132,201,420,545,392,24,60,244,12,33,48,99,424,270,361,40,212,3,1,555,188,6382,170834,---,---,---,---,---,2,0,---,---,---,---,---,---,---,---,---,---,---,---,170836,177218
721,Accommodation,1,---,2,12,232,1044,425,110,166,187,421,328,44,37,202,165,136,373,331,26,6,119,239,172,230,343,2122,15,64,38,171,---,17,---,---,0,7,428,17,426,193,926,1869,5238,3198,1290,544,5,6072,1297,1555,2880,5208,626,3706,462,602,2418,186,289,137,95,112,401,1276,453,1392,860,140,2293,156,54534,130489,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,130489,185024
722,Food services and drinking places,382,40,18,48,461,2078,478,172,210,282,511,425,67,62,279,227,165,458,513,58,18,180,217,408,332,397,5696,519,809,811,2680,7579,5,12,322,56,36,1093,337,405,322,915,1857,8352,3561,2894,1398,4,19149,2512,2964,4038,14022,2784,8618,455,1907,14451,9750,7692,1826,441,991,6041,3537,2418,552,283,1091,9154,475,163301,591400,---,---,---,---,---,2585,---,---,---,---,---,---,---,---,---,---,---,---,---,593985,757287
81,"Other services, except government",275,323,105,140,840,890,5798,322,725,1552,1386,863,577,197,916,593,151,459,1627,156,10,1241,382,841,2866,971,22677,1191,2209,1730,5909,372,139,69,10083,810,592,2313,988,1281,232,3909,1484,7457,3223,5039,787,3768,5867,9549,1350,1100,7239,4108,7800,2584,1551,5323,14485,1621,755,666,1230,1934,7980,8870,3764,2801,1650,16156,2880,211730,520171,---,---,---,---,---,324,-3344,---,---,---,---,---,---,---,---,---,---,---,---,517151,728881
GFGD,Federal general government (defense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,610279,---,---,---,---,---,---,---,---,---,---,---,610279,610279
GFGN,Federal general government (nondefense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,346149,---,---,---,---,---,---,---,346149,346149
GFE,Federal government enterprises,16,3,---,9,---,302,11,---,---,42,158,420,119,259,---,---,---,50,---,2,---,---,71,119,60,---,19612,478,515,359,3490,3,---,1689,2104,136,87,781,759,766,262,230,1051,2752,9236,313,---,0,327,1198,453,295,2517,179,1104,118,671,873,1737,290,444,136,73,943,3689,1118,0,186,32,1564,88,64299,7463,---,---,---,---,---,380,-455,---,---,---,---,---,---,---,---,---,---,---,---,7388,71687
GSLG,State and local general government,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1574317,---,---,---,1574317,1574317
GSLE,State and local government enterprises,---,5,---,---,---,2582,---,59,123,258,225,135,81,49,129,78,38,99,689,64,6,175,44,335,1306,159,1077,201,234,129,668,2,---,---,99,3,8,75,505,66,30,87,50,457,163,82,---,---,717,946,510,170,907,296,917,169,93,489,616,295,1616,42,163,569,1267,731,761,640,514,3972,1062,28036,61795,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,61795,89831
Used,"Scrap, used and secondhand goods",-43,87,---,---,263,4256,1437,---,47,22391,378,4,---,---,---,---,---,276,2,12,---,1194,---,---,22,28,---,23,---,---,229,-430,---,-68,-369,1,214,1171,1,---,491,0,---,---,---,---,---,---,---,4,---,---,---,135,---,---,181,1,---,---,---,-119,1110,---,---,4963,-30,---,---,---,---,37865,61721,-2146,-104087,---,-623,5819,28345,-15283,---,-4,0,---,---,-493,-731,---,---,3238,-5774,---,-30018,7846
Other,Noncomparable imports and rest-of-the-world adjustment [1],870,55,738,34,442,1299,2073,257,268,1038,915,1645,2182,356,1967,759,149,559,1854,154,34,686,326,2228,2187,686,5784,57,506,701,2564,14273,197,2614,1077,15,47,459,72,633,308,9786,598,3415,24111,1049,205,37,1067,917,367,1446,2908,1366,1374,102,531,---,---,268,---,240,202,744,1634,2827,12403,3309,685,---,---,124663,-89750,---,---,5212,---,---,178259,-215376,---,---,---,---,---,---,---,---,---,---,---,---,-121656,3008
,Total Intermediate,253094,18455,160962,52986,53185,196720,564078,59747,58964,200680,209472,240301,124575,66111,431181,170323,43582,87938,691873,36911,9170,128258,44275,687050,511422,155397,710820,64430,72433,80070,294996,110144,40936,33757,174186,18667,11889,97045,63438,114603,51666,343597,94805,304004,264364,449121,130752,195549,528934,138480,87526,109288,411742,173493,243864,43753,102348,278471,322769,84564,72818,46920,52111,87755,302161,226725,236393,108158,47971,640372,183497,13508099,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,
V001,Compensation of employees,28688,20311,36431,18562,38530,72778,387822,17711,24080,30869,91191,88681,128136,33017,59315,73897,17894,47204,94371,11490,8194,29352,25433,18595,92365,40030,467636,98036,85381,84626,258620,43077,21618,6866,82494,17691,6170,68990,36449,81781,29729,112087,62876,218966,202593,219180,585,15639,72273,31004,117227,197383,486882,274980,329190,24497,165202,453291,338011,115991,89983,46181,43514,69641,226124,257867,239563,160242,55337,1197762,95452,8843637,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V002,"Taxes on production and imports, less subsidies",-381,1745,33067,6233,2224,58862,7905,684,1294,2343,3492,3404,7590,726,3055,2312,384,3030,31073,592,278,1726,768,3392,15397,1863,201831,43197,22439,35522,103554,19304,60,689,3965,1652,2666,2163,688,3723,6627,33401,3020,16195,4865,25567,753,200638,21236,17158,13036,5052,12288,8374,8201,3242,8119,8069,8987,5276,1735,7525,10403,24035,42606,19757,---,---,-7152,---,-17421,1126103,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V003,Gross operating surplus,156165,9318,182292,36605,34224,155992,198996,11810,21438,29470,46279,65150,92253,23761,60969,57008,5616,29621,104515,4614,1761,25510,12880,124628,210929,27095,373197,40443,31771,13883,162183,31191,19959,9269,48077,18369,18192,27939,9845,110572,47477,263985,80175,274857,39237,143562,7169,1371969,352544,132698,90366,53622,235877,36077,109491,15458,43680,132760,60749,7922,10222,50492,19086,44612,68843,82860,160637,98171,-529,183309,49779,6910944,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,Total Value Added,184472,31375,251791,61400,74978,287632,594723,30206,46813,62681,140963,157234,227979,57504,123339,133217,23894,79855,229959,16696,10232,56588,39081,146614,318691,68987,1042664,181676,139591,134030,524357,93573,41636,16824,134536,37712,27028,99092,46981,196077,83833,409472,146071,510018,246695,388309,8507,1588246,446052,180861,220629,256058,735047,319430,446883,43197,217000,594120,407746,129189,101940,104198,73003,138288,337573,360484,400200,258413,47656,1381072,127811,,,,,,,,,,,,,,,,,,,,,,16880682,
,Total Industry Output,437566,49830,412752,114386,128163,484352,1158801,89953,105777,263362,350435,397535,352554,123614,554520,303540,67476,167793,921832,53607,19403,184845,83356,833664,830112,224384,1753485,246107,212024,214100,819353,203717,82572,50581,308722,56379,38916,196137,110419,310680,135499,753070,240875,814021,511060,837430,139259,1783794,974986,319341,308155,365346,1146790,492923,690747,86950,319349,872592,730516,213753,174758,151119,125114,226043,639734,587209,636593,366571,95628,2021444,311308,,11388233,491463,1035250,694599,511538,105477,2037391,-2515844,610279,7337,78826,67876,346149,11605,16271,89040,1574317,259341,39243,32291,,30388783

Legend/Footnotes
1. Consists of noncomparable imports in the intermediate section of the use table and noncomparable imports and the rest-of-the-world adjustment in the final use section of the use table.
Note. Selected data with zero values are not shown.
Note. Detail may not add to total due to rounding.
