"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
55,Management of companies and enterprises,---,---,15701,3638,1957,17,3879,881,1599,1148,6325,12396,24838,1411,9348,5693,466,4165,13826,863,512,2716,875,2952,19958,2086,70345,701,3065,18001,19384,475,1,645,5025,237,1,2665,534,8890,477,2558,1662,3673,11390,1363,598,3,1500,4828,6927,6084,17925,58,24990,2286,4828,22102,6866,3397,1631,1589,1312,16088,41192,8904,1,---,565,0,---,462016,---,---,---,---,---,---,3669,---,---,---,---,---,---,---,---,---,---,---,---,---,3669,465685
561,Administrative and support services,506,55,599,840,1985,11486,6139,674,1261,3935,6463,3405,2922,622,3123,3673,460,1737,3081,316,461,1607,3229,2000,4862,1946,50958,2299,2944,3205,14709,4032,1188,3066,9434,1109,1549,5405,3204,10841,1544,29335,11123,16454,10095,4566,390,156,60574,19053,9459,23176,45908,6293,33160,2377,3099,26736,32846,6529,3964,2316,2048,4843,8680,8737,17819,2813,3399,23451,5704,607976,48068,---,---,---,---,---,1682,-1032,---,---,---,---,---,---,---,---,---,---,---,---,48718,656694
562,Waste management and remediation services,245,10,1330,394,483,757,2334,138,290,554,449,301,189,102,249,205,146,215,1451,113,9,395,107,704,2350,355,2692,544,498,280,1472,24,78,37,348,28,17,241,873,132,25,175,72,582,110,818,646,1,7468,620,121,122,1205,592,1203,7204,547,1950,2137,849,699,92,629,1188,2310,1533,801,552,292,14963,2695,73341,23330,---,---,---,---,---,59,-123,---,---,---,---,---,---,---,---,---,---,---,---,23266,96607
61,Educational services,7,0,---,---,---,250,11,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,34,27,---,1,2411,19,1107,---,3410,209,45,---,---,---,16,23,---,3,---,76,224,27,11,---,---,---,---,---,---,73,90,---,946,---,4467,1,17,---,---,1441,257,---,---,1077,2527,103,105,15034,7,34053,300213,---,---,---,---,---,2597,-1557,---,---,---,---,---,---,---,---,---,---,---,---,301253,335306
621,Ambulatory health care services,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,24,---,51,---,---,14651,12635,62,6,58,1,---,---,28,---,569,---,4030,---,32113,848650,---,---,---,---,---,295,-57,---,---,---,---,---,---,---,---,---,---,---,---,848887,881001
622,Hospitals,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,411,---,---,---,---,---,---,---,---,---,---,---,---,411,853564,---,---,---,---,---,934,-2337,---,---,---,---,---,---,---,---,---,---,---,---,852161,852572
623,Nursing and residential care facilities,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1818,---,704,---,2522,206871,---,---,---,---,---,62,-16,---,---,---,---,---,---,---,---,---,---,---,---,206917,209438
624,Social assistance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,157,---,157,171101,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,171101,171257
711AS,"Performing arts, spectator sports, museums, and related activities",51,2,0,---,26,145,101,29,29,68,80,68,5,8,51,30,23,48,88,7,2,33,42,55,37,89,1705,329,509,44,347,---,234,---,30,5,---,220,7,164,5307,21254,240,1011,546,105,206,0,3155,289,613,398,2953,2481,1224,57,1005,593,552,177,186,13887,632,285,1438,1688,1580,63,35,857,16,67547,61799,---,---,4199,---,---,1698,-846,---,---,---,---,---,---,---,---,---,---,---,---,66849,134397
713,"Amusements, gambling, and recreation industries",22,0,---,1,14,48,88,7,12,13,24,22,2,2,20,13,13,23,22,1,0,6,11,11,10,16,379,3,50,2,284,0,1,---,---,---,---,2,1,26,12,67,149,304,217,69,30,0,---,58,157,192,472,543,441,27,63,314,14,42,56,96,462,258,304,43,362,4,0,649,204,6759,162928,---,---,---,---,---,1,0,---,---,---,---,---,---,---,---,---,---,---,---,162928,169688
721,Accommodation,1,---,1,13,231,871,420,104,155,221,390,341,37,43,256,156,152,301,329,24,7,110,257,132,196,316,1829,11,71,35,158,---,17,---,---,0,7,465,17,388,183,1094,1990,4054,2925,887,405,8,4926,1209,1654,2436,5039,604,3752,465,569,2788,197,323,146,96,109,388,1167,437,1538,923,103,2313,155,50948,123926,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,123926,174874
722,Food services and drinking places,413,41,15,61,455,1837,466,158,198,334,474,447,57,77,352,218,186,381,506,54,19,169,232,326,287,360,4940,484,826,696,2369,8189,6,17,342,50,34,1088,307,381,326,1101,2041,6717,3370,1996,1078,6,16145,2141,3202,3457,13696,2698,8797,471,1805,16449,9527,7962,1940,436,1039,5604,3195,2540,625,307,1194,9369,450,157541,570606,---,---,---,---,---,2395,---,---,---,---,---,---,---,---,---,---,---,---,---,573001,730542
81,"Other services, except government",309,347,84,158,972,648,6122,348,711,1670,1322,936,635,257,868,412,185,391,1811,151,12,1181,445,959,2929,1028,23315,1094,2485,1672,5914,388,150,47,11119,567,678,2392,1054,1179,217,4587,1687,6112,2984,4035,799,60,5309,9449,1491,875,7260,4277,7165,2191,1327,6196,14938,1713,869,690,1295,1990,8545,9336,4450,559,1711,16252,3135,208453,512966,---,---,---,---,---,320,-3335,---,---,---,---,---,---,---,---,---,---,---,---,509951,718404
GFGD,Federal general government (defense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,650338,---,---,---,---,---,---,---,---,---,---,---,650338,650338
GFGN,Federal general government (nondefense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,349383,---,---,---,---,---,---,---,349383,349383
GFE,Federal government enterprises,18,3,---,14,---,251,11,---,---,57,159,440,167,288,---,---,---,46,---,2,---,---,73,99,49,---,17808,405,494,343,3141,4,---,2300,2458,105,87,858,728,760,276,275,1258,3427,13263,221,---,0,355,1031,497,224,2590,172,1186,118,710,1011,1691,314,456,132,80,995,3360,1315,0,206,34,1534,72,67973,7595,---,---,---,---,---,375,-450,---,---,---,---,---,---,---,---,---,---,---,---,7520,75493
GSLG,State and local general government,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1515718,---,---,---,1515718,1515718
GSLE,State and local government enterprises,---,4,---,---,---,2768,---,53,121,240,191,119,82,51,91,56,36,74,641,53,6,176,39,290,1102,136,880,142,218,107,573,2,---,---,77,3,6,72,538,61,25,93,47,333,130,46,---,---,485,784,486,151,880,257,888,72,78,519,606,266,2109,34,166,515,1249,680,640,592,522,3626,1235,26517,58568,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,58568,85085
Used,"Scrap, used and secondhand goods",-50,15,---,---,1456,4552,1710,---,53,19572,298,4,---,---,---,---,---,30,1,13,---,1298,---,---,22,28,---,17,---,---,232,-218,---,-66,-367,1,112,1188,1,---,43,0,---,---,---,---,---,---,---,4,---,---,---,81,---,---,224,2,---,---,---,-123,322,---,---,6708,-34,---,---,---,---,37128,55333,-1375,-102007,---,-1384,7860,31193,-12669,---,-4,0,---,---,-365,-76,---,---,3122,-8223,---,-28596,8532
Other,Noncomparable imports and rest-of-the-world adjustment [1],848,57,788,43,456,1215,2043,287,272,1122,959,1697,2310,374,2052,642,150,543,1918,161,37,722,368,2012,2179,734,5405,45,518,632,2477,12772,204,2281,1160,16,49,449,67,577,323,9400,623,3171,22770,1059,238,78,1068,821,403,1239,2885,1348,1420,108,542,---,---,273,---,218,218,728,1633,2244,15204,3780,1112,---,---,123545,-73359,---,---,5571,---,---,161166,-214080,---,---,---,---,---,---,---,---,---,---,---,---,-120702,2843
,Total Intermediate,255414,16186,137698,57624,57572,180929,520535,54580,56580,203457,205094,251566,126340,70641,400933,163916,43308,75150,675818,35834,9236,126082,44640,674037,489055,148773,657275,58615,73842,76641,271257,107361,39397,36856,169379,14533,11107,92291,61671,106395,48910,360782,103808,241927,245654,391686,107227,180475,489297,124853,89458,101481,402289,176711,229434,40745,95420,294639,310907,83017,73655,43013,49815,86087,291915,227397,268691,114324,46921,621583,178444,12978185,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,
V001,Compensation of employees,28304,19760,34979,18912,36636,69760,365906,16656,23380,31220,90276,88411,130664,31889,56836,71522,17302,46226,91888,11156,8167,29123,25571,17958,89665,39040,457673,92380,82848,84367,250524,40570,22308,6554,78692,17111,6754,67164,35598,80666,30338,111402,49172,211118,203328,215125,518,15469,68251,30531,115473,192560,468622,259415,317140,24137,161398,435739,329833,113073,84939,44167,41931,67344,215192,250937,248004,161051,56097,1147127,91526,8575372,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V002,"Taxes on production and imports, less subsidies",-542,1612,31790,5938,2316,58601,7452,661,1290,2351,2852,3369,7063,273,2943,2273,382,1686,31061,598,285,1735,785,2872,14626,1534,192366,37247,21263,37497,98439,16981,34,236,4017,1614,2531,2149,658,3688,6490,32514,2572,15647,4830,23892,809,195204,20885,16440,10846,4695,11671,8366,7693,3142,7937,7850,9040,5149,1616,7349,10089,22701,39746,18897,---,---,-5124,---,-17394,1078078,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V003,Gross operating surplus,120990,9334,158149,42136,29666,152289,181584,8501,18044,32191,44857,61206,90185,19990,55987,53105,4739,33531,97107,4213,1555,22296,12085,138308,200682,27138,347713,33633,29727,12332,143100,30503,17402,6376,45686,17734,16049,25629,10961,105484,45962,228430,65990,292926,24659,167887,8705,1335515,310661,126792,91158,55487,241280,34354,107296,15541,44856,131026,59599,7741,9469,50239,18002,38846,67129,78800,159606,95001,1019,178351,45994,6600517,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,Total Value Added,148752,30705,224918,66986,68618,280650,554942,25818,42714,65762,137985,152985,227912,52152,115766,126900,22423,81443,220056,15967,10007,53154,38441,159138,304973,67712,997752,163260,133838,134196,492063,88054,39744,13166,128395,36459,25334,94942,47217,189838,82790,372346,117734,519691,232817,406904,10032,1546187,399797,173763,217477,252742,721573,302135,432129,42820,214191,574615,398472,125963,96024,101755,70022,128891,322066,348633,407610,256052,51992,1325478,120125,,,,,,,,,,,,,,,,,,,,,,16253966,
,Total Industry Output,404166,46892,362616,124610,126190,461579,1075477,80398,99293,269219,343079,404551,354252,122793,516699,290816,65731,156593,895874,51801,19243,179237,83081,833175,794028,216485,1655027,221875,207679,210837,763319,195414,79141,50022,297775,50992,36442,187233,108888,296233,131700,733128,221542,761618,478471,798591,117259,1726663,889093,298616,306936,354222,1123862,478846,661562,83565,309611,869254,709379,208980,169679,144768,119836,214978,613982,576030,676302,370377,98913,1947061,298569,,11047363,479435,983401,655691,432015,71212,1981560,-2533178,650338,8103,85228,70507,349383,14478,18732,90241,1515718,264952,39176,29611,,29232151

Legend/Footnotes
1. Consists of noncomparable imports in the intermediate section of the use table and noncomparable imports and the rest-of-the-world adjustment in the final use section of the use table.
Note. Selected data with zero values are not shown.
Note. Detail may not add to total due to rounding.
