"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
3364OT,Other transportation equipment,---,86,---,7,---,---,22,41,---,---,46,219,---,---,442,60986,---,---,---,---,---,---,---,---,---,---,5,23,---,---,---,851,1115,1302,3,6,---,1008,---,---,---,3,---,---,---,---,---,---,---,---,---,---,223,4,23,22,---,---,---,---,3,---,7,---,---,84,25420,1505,1,0,41,93497,16159,---,52835,---,---,6752,98404,-46011,---,---,39103,---,---,---,3365,---,---,---,1169,---,171776,265273
337,Furniture and related products,0,---,---,---,---,---,9458,211,0,---,---,348,110,1,27,116,2886,200,---,---,---,0,---,---,---,240,327,121,---,17,782,---,---,2,---,---,---,8,---,0,---,168,332,---,---,---,---,2044,18,---,5,0,163,4,1,---,---,281,45,1,93,76,240,4,197,117,---,---,2270,9,849,21770,39905,---,24552,---,431,793,3891,-30020,---,---,1,---,---,---,43,---,---,---,1600,---,41195,62966
339,Miscellaneous manufacturing,99,1,21,27,20,---,704,16,104,41,54,2385,2,520,1941,72,11,6811,26,13,143,0,5,1,589,83,1083,56,74,5,1114,0,1,---,5,10,1,205,141,8,3,127,93,152,73,7,---,0,165,66,65,39,1180,11,1351,380,313,16413,17107,984,1131,84,383,36,390,1489,183,357,---,4902,39,63912,83626,---,42477,---,---,2199,31787,-79712,---,---,105,---,---,---,201,---,---,---,624,---,81307,145220
311FT,Food and beverage and tobacco products,34046,572,---,---,---,---,---,26,357,11,---,---,---,---,---,---,---,9,184852,30,687,473,601,670,8547,164,1783,7,3695,1138,1923,618,1,354,19,0,---,44,---,77,13,---,55,---,---,---,---,---,---,---,---,---,4821,124,0,---,6592,24,9401,6730,8668,769,5506,6931,53075,1154,3961,161,769,49497,---,398956,520332,---,---,---,---,5230,64565,-80395,---,---,---,---,---,---,---,---,---,---,---,---,509731,908687
313TT,Textile mills and textile product mills,279,106,---,2,---,---,1138,344,245,---,2,654,1,0,2588,986,2695,1830,103,8767,1647,3974,233,28,3,2641,1352,46,141,1878,1866,---,---,264,8,---,4,88,9,4,104,11,7,---,---,---,---,0,45,210,---,---,238,7,91,69,35,36,445,1259,608,0,373,988,196,1250,946,378,2,1579,10,42811,22389,---,1149,---,299,637,9191,-27520,---,---,---,---,---,---,44,---,---,---,16,---,6206,49017
315AL,Apparel and leather and allied products,14,---,---,---,---,0,---,---,1,---,---,---,---,---,1905,---,---,104,16,344,2132,---,1523,13,---,1,808,135,11,421,521,---,---,---,---,---,---,---,---,48,8,792,1,---,---,---,---,---,---,63,---,---,75,11,289,152,56,188,201,---,1117,52,13,7,61,588,112,26,45,2555,43,14455,135079,---,---,---,---,382,4729,-134840,---,---,---,---,---,---,---,---,---,---,---,---,5352,19806
322,Paper products,309,0,52,155,64,27,1559,688,1402,1569,1687,2099,671,1197,3885,544,1188,1779,19319,346,8,43940,9922,279,6060,4704,5341,69,1142,291,1359,16,86,12,117,1211,94,3476,300,2673,85,482,193,1101,330,95,3,0,708,732,451,348,2632,1019,3384,246,224,1418,1580,639,719,54,142,1744,2590,1010,154,2272,48,11632,33,155706,20503,---,---,---,---,681,21541,-21433,---,---,---,---,---,---,---,---,---,---,---,---,21291,176996
323,Printing and related support activities,27,---,9,4,---,3,25,5,---,---,26,9,---,4,5,---,---,---,73,---,7,---,1540,2,371,---,8876,92,216,160,2531,5,24,---,160,29,11,347,20,6331,520,608,3871,839,1360,1031,---,---,56,472,877,237,4521,948,2487,14,895,1868,2007,162,1583,669,163,582,556,1288,871,2206,20,9654,358,61637,6224,---,---,---,---,-80,2279,-2461,---,---,---,---,---,---,---,---,---,---,---,---,5962,67599
324,Petroleum and coal products,8898,809,7245,8262,4435,23122,47726,1089,984,3836,1080,1048,249,999,629,197,382,1470,3821,166,11,2010,745,33151,14422,895,6641,671,682,200,2060,38547,8326,7208,49178,2246,85,12901,352,307,77,657,508,7012,3101,16,1250,7,4669,2884,48,698,2325,1660,3678,1836,914,1231,5068,1079,769,159,991,1210,3366,3939,26447,1694,3645,100463,20233,498718,290607,---,---,---,---,4359,118412,-100229,---,---,---,---,---,---,---,---,---,---,---,---,313149,811867
325,Chemical products,26639,2656,6813,2710,1861,1807,8064,2544,4244,2230,6394,3378,2396,2868,10170,1365,1969,6920,6538,12082,125,10592,4347,23233,240462,61752,3129,66,41,44,818,1,249,10,175,5,4,116,457,873,154,759,460,80,88,9,---,26,11449,120,206,176,13129,1492,6216,1561,472,23713,15966,2331,443,107,426,58,431,3713,1440,2899,154,25168,2981,576370,237611,---,3076,---,---,2009,155214,-208004,---,---,---,---,---,---,---,---,---,---,---,---,189906,766276
326,Plastics and rubber products,1196,86,62,1472,760,17,19392,672,1128,754,2190,11515,2393,2325,18466,3595,3129,4688,16849,342,39,3265,3146,420,10952,18154,10193,1054,1516,271,3058,286,7,2,714,10,146,3393,433,527,97,4929,325,253,116,108,1,3,225,1749,152,803,4994,203,1600,335,516,6708,2624,1041,1578,27,189,116,4390,4584,1876,1059,19,7909,2195,199340,32325,---,163,---,21,2424,25101,-45416,---,---,---,---,---,---,27,---,---,---,---,---,14645,213985
42,Wholesale trade,31130,2007,4816,4052,2828,5620,50099,5893,4156,22629,15947,27254,10705,8265,46677,11981,4532,8698,74059,2746,1582,12384,3721,23134,48386,13546,45119,2648,2065,1736,10791,3222,2236,1905,12955,751,231,5430,1338,5857,223,12491,2145,2069,1195,199,490,282,3698,9811,910,2426,11404,3791,6649,2117,2516,16150,11803,2970,3767,376,2858,2861,16587,9808,11158,3941,1992,31101,6985,727904,466261,36,180881,21333,1748,10842,186059,33503,---,---,10045,520,---,---,3904,742,---,---,6414,1352,923640,1651544
441,Motor vehicle and parts dealers,7,2,76,115,86,8,1341,125,65,63,192,1500,71,3,2057,316,59,138,775,11,0,183,23,2,286,79,173,1509,183,70,442,0,4,0,340,2,0,5,65,112,9,58,2,6,2,1,---,54,309,238,1,5,256,---,671,26,0,---,0,0,0,1,4,14,47,3030,0,0,0,0,1,15225,126068,---,12188,---,2,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,138258,153483
445,Food and beverage stores,21,0,1,0,---,30,163,0,2,0,1,14,1,2,7,0,5,9,11,0,0,1,15,4,42,10,9,11,38,9,40,0,3,1,231,10,0,16,0,1,0,0,2,2,2,0,---,36,11,2,1,1,5,---,44,0,5,4,7,1,1,7,26,26,858,29,0,0,0,21,---,1798,187175,---,154,1,6,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,187335,189133
452,General merchandise stores,61,1,8,8,4,77,1290,9,8,5,16,153,7,11,151,16,30,59,98,3,0,13,50,7,140,59,40,133,38,9,69,0,8,2,680,28,1,46,4,9,1,4,6,6,7,1,---,202,134,31,6,2,32,---,170,2,2,13,7,1,3,3,8,29,215,323,0,3,0,22,0,4584,193645,---,1667,298,150,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,195761,200345
4A0,Other retail,616,12,46,113,8,1036,55248,136,7,20,83,906,45,113,579,31,272,535,660,43,0,56,786,214,2230,563,628,999,324,314,1108,2,79,248,7631,296,14,601,9,75,11,16,93,97,117,14,---,2000,424,107,72,30,303,---,718,9,44,275,125,54,56,116,326,498,3842,1829,3,64,0,480,0,88409,621539,---,23681,4240,4338,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,653798,742207
481,Air transportation,161,2,10,27,390,885,495,177,286,361,640,550,80,73,475,295,257,401,746,49,14,191,306,230,417,475,5841,69,38,65,140,170,25,99,1093,7,4,940,83,551,248,1163,1797,3790,3723,673,556,8,5510,1130,1490,2543,5090,353,4315,496,746,2976,324,465,524,134,183,291,1118,648,7020,3750,320,3406,82,71989,118996,---,326,28,3,19,47719,-46100,---,---,33,1,---,---,7,1,---,---,15,2,121050,193038
482,Rail transportation,2052,74,397,1790,154,4308,1561,635,2108,4380,947,665,73,299,1041,273,229,230,5841,93,3,2435,136,2745,4981,1386,309,30,100,33,79,95,156,20,3937,17,4,358,45,56,4,323,28,57,28,56,3,3,165,55,53,33,702,38,348,42,63,368,208,69,99,8,63,101,506,160,246,1059,544,1624,2167,53297,7722,---,2790,---,28,552,13082,270,---,---,40,---,---,---,9,---,---,---,126,---,24619,77916
483,Water transportation,566,29,364,232,74,337,899,8,250,595,126,73,22,72,66,29,14,62,987,41,0,149,1,121,997,196,48,11,15,4,20,20,14,4,27,1,4,10,1,2,1,30,6,5,2,0,1,1,65,9,0,8,566,44,93,21,170,153,119,17,16,4,10,9,41,58,1763,178,660,489,185,11211,17747,---,11,0,0,56,6832,13267,---,---,3,0,---,---,0,0,---,---,0,---,37916,49127
484,Truck transportation,6752,340,829,770,453,2894,13607,1509,2307,6486,3695,4464,1353,1345,6242,1816,1137,1242,25640,880,213,3286,812,8049,8220,2457,4136,1160,1492,1513,3996,1072,321,294,4932,108,38,2611,303,796,116,1244,646,236,153,74,26,95,730,381,162,304,2633,342,1262,318,404,1283,1341,416,738,136,696,454,2054,1784,2363,716,835,5648,1072,158233,73887,12,21608,543,650,1759,30411,2736,---,---,797,13,---,---,184,19,---,---,747,34,133398,291631
485,Transit and ground passenger transportation,---,2,1,5,95,329,344,46,66,94,164,139,15,17,108,65,64,124,138,8,3,47,77,55,82,112,642,24,5,14,49,1,367,---,---,---,1,158,5,135,60,651,679,1418,1018,470,140,7,1755,428,633,842,2797,111,1544,121,266,1293,1065,559,119,1080,44,97,391,158,33,5,23,10679,646,32731,33217,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,33217,65949
486,Pipeline transportation,102,8,6150,62,28,7615,221,7,7,12,7,7,1,3,3,1,2,7,20,4,0,15,5,12036,238,8,49,4,5,1,14,284,61,53,362,17,1,95,3,2,1,3,4,52,23,0,9,0,32,20,0,5,12,12,30,13,8,8,38,7,5,1,7,8,23,27,195,16,645,718,5380,34822,2126,---,---,---,---,593,2239,---,---,---,---,---,---,---,---,---,---,---,---,---,4958,39780
487OS,Other transportation and support activities,---,74,21,888,7,5718,---,831,890,183,95,12,0,3,8,---,578,189,404,84,---,485,460,647,145,416,36985,936,665,434,5740,20775,1317,6655,23924,191,478,25422,2141,1705,557,191,2498,445,2730,273,---,---,---,1823,781,380,6430,175,1855,702,311,1405,1728,297,840,447,562,113,354,1143,2,109,761,510,3276,170200,18137,---,---,---,---,---,10630,3495,---,---,---,---,---,---,---,---,---,---,---,---,32262,202462
493,Warehousing and storage,356,---,7,317,---,628,---,127,119,91,945,430,2682,66,134,87,89,336,143,109,45,155,271,62,300,197,26772,5280,9112,11679,23138,19,2,478,3096,58,23,671,8581,776,185,481,901,---,---,99,---,0,57,422,246,122,916,4,1331,86,285,714,749,153,248,158,86,969,1523,704,224,339,---,3317,89,111793,173,---,---,---,---,---,148,---,---,---,---,---,---,---,---,---,---,---,---,---,321,112114
511,"Publishing industries, except internet (includes software)",54,1,20,0,3,123,345,18,1,17,53,36,56,3,13,120,9,35,6,---,0,4,57,5,60,6,1372,89,180,78,581,5,47,---,17,1,---,140,133,11184,29,603,1161,291,686,102,36,0,226,740,1078,444,2159,1511,870,6,582,1371,714,96,1127,18,37,90,72,456,1658,1585,839,6477,167,40105,63169,---,---,67211,---,-58,35409,-3714,---,---,---,1403,---,---,---,2000,---,---,---,3650,169069,209174
512,Motion picture and sound recording industries,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,43,141,191,---,79,3,---,---,1,---,56,4,---,23,19104,33050,342,12,15,---,---,---,47,529,7,12,1191,129,26,---,59,23,5,335,425,83,12,49,764,572,1505,502,41,139,---,59519,27096,---,---,31961,---,90,18644,-6834,---,---,---,---,---,---,---,---,---,---,---,---,70958,130477
513,Broadcasting and telecommunications,531,46,1483,227,754,1472,5473,271,784,425,993,1032,521,216,453,439,224,444,922,78,26,352,463,132,972,418,16288,1204,682,615,6316,344,183,88,1173,315,486,1714,629,2916,406,90767,7167,8945,6437,2661,1456,19,8927,1982,5265,2684,9049,4800,7299,487,2169,5421,3224,934,1101,337,925,3562,5072,4203,7037,6295,1147,31753,1547,285179,293838,---,7160,23236,---,---,16269,-155,---,---,---,---,---,---,---,---,---,---,---,---,340348,625527
514,"Data processing, internet publishing, and other information services",---,0,45,4,26,1095,647,395,577,640,1301,1210,527,269,245,729,309,470,808,114,46,480,279,72,587,369,3434,1009,915,806,3136,100,1,---,38,13,18,291,117,2543,73,3371,6221,6117,2340,738,964,1,419,7183,2436,1699,8643,3628,9411,445,2948,1144,2109,263,901,281,396,445,2187,4181,11542,5452,501,7448,2284,119437,28846,---,---,13160,---,---,4233,-898,---,---,---,772,---,---,---,815,---,---,---,1881,48809,168246
521CI,"Federal Reserve banks, credit intermediation, and related activities",2352,314,2621,1162,722,8593,5203,623,835,1382,1783,2192,2102,971,2173,1027,751,1575,3588,324,188,1121,687,1187,4112,1356,25255,2356,2899,2094,11768,1330,9170,643,1183,3375,662,1372,404,2805,1605,10343,1256,41552,29487,2274,2010,109590,30980,10206,2445,2490,11778,20089,5954,543,4578,3562,4014,2286,1161,724,1722,4945,5210,12871,1,1381,5394,14006,3017,461734,204408,---,---,---,---,---,43630,-8082,---,---,---,---,---,---,---,---,---,---,---,---,239956,701690
523,"Securities, commodity contracts, and investments",221,20,2383,847,3137,607,1498,35,47,1826,1865,1650,100,358,1252,692,590,1042,112,7,2,12,32,68,26,59,2175,92,227,387,724,2515,505,4318,284,361,63,1032,28,315,185,216,126,20092,31398,1449,72384,1,3700,939,925,425,2417,5508,1319,43,723,1372,3990,476,1045,221,72,2267,2393,8335,2,10,81,22407,1392,217426,205968,---,---,---,---,---,61952,-56,---,---,---,---,---,---,---,---,---,---,---,---,267864,485289
524,Insurance carriers and related activities,3293,1005,5251,1567,6496,606,464,251,987,1040,1124,1762,585,913,1000,1029,466,642,3415,463,223,458,128,238,2383,714,20771,1193,992,852,4111,523,23,465,8607,1150,536,1613,2168,418,989,1716,663,5646,12948,312494,5004,492,27651,5187,3449,935,6332,247,4253,764,1269,9030,41560,1800,3089,1179,993,1187,2718,2595,0,1022,1815,1489,6284,544728,296669,---,---,---,5936,---,16539,-58218,---,---,---,---,---,---,---,---,---,---,---,---,260926,805653
525,"Funds, trusts, and other financial vehicles",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,6225,8273,---,---,---,---,---,---,15,---,---,---,---,---,---,---,---,---,---,---,---,---,77,---,1429,---,16019,123718,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,123718,139737
HS,Housing,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1720652,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1720652,1720652
ORE,Other real estate,28472,71,886,85,190,2741,10065,697,721,400,2995,1310,2222,346,1090,3072,1505,949,1802,595,349,858,1287,108,2494,1689,53390,9097,11891,8252,55260,410,121,243,3274,417,309,2426,14445,5751,2985,15428,5495,19469,17814,16586,625,546,105099,8944,19919,4682,36968,17949,11268,1764,28630,46343,28378,21090,15053,6887,9916,1462,39856,39752,3692,9350,1388,37446,3653,810721,5302,14605,---,---,82652,---,3468,---,---,---,---,---,---,---,---,---,---,---,---,---,106027,916747
532RL,Rental and leasing services and lessors of intangible assets,3164,149,4355,1690,3681,1057,13982,255,701,953,1938,1905,533,643,2179,1585,261,1721,3050,112,56,740,545,1233,3633,853,24632,545,1473,2287,6408,8234,3565,346,6998,605,157,1640,907,2492,2309,10833,6120,5088,6108,2687,30,64,1650,6984,3321,2696,13946,16010,4656,1396,1835,5067,4748,583,455,1045,1185,1837,6893,2509,399,231,951,5331,348,228575,73487,---,---,---,---,---,71305,---,---,---,---,---,---,---,---,---,---,---,---,---,144792,373367
5411,Legal services,337,114,3295,828,2418,4789,5711,263,352,332,1334,1458,4652,225,1405,3228,257,1154,986,140,63,361,265,380,2999,519,16112,379,360,924,2746,330,580,109,164,58,195,470,336,3527,597,3746,2988,5485,8780,11704,2206,56,13577,1058,3044,4240,11193,9106,5703,387,454,5801,13695,1396,681,1301,1802,1100,3050,2709,1913,544,1619,8007,1055,193148,90901,---,---,---,14194,---,11032,-2425,---,---,---,---,---,---,---,---,---,---,---,---,113702,306850
5415,Computer systems design and related services,309,47,3661,264,57,1582,3670,216,265,450,1481,1555,500,102,394,1788,220,530,765,105,24,262,447,266,480,535,12713,1260,615,845,3240,133,1128,4,306,40,8,160,358,2943,337,5058,6983,8056,7230,1641,766,16,1358,836,4457,2952,8539,14014,6859,199,1476,4631,7218,1124,1046,175,610,642,1705,2224,29835,24563,915,12246,3609,205046,---,---,16423,169328,---,---,14946,-23843,---,---,2065,6328,---,---,---,16732,---,---,978,7017,209974,415020
5412OP,"Miscellaneous professional, scientific, and technical services",1463,612,4623,2231,9490,9433,35038,1480,2030,3656,6205,5540,8180,1359,4129,6865,2180,5167,7411,722,344,1940,1618,2591,11905,3623,92308,8483,6761,7168,36487,946,2240,1099,1991,439,1797,1965,2017,21236,7847,47753,19450,50947,37229,14001,3607,60,50944,12452,9930,20165,90918,38551,29172,2243,5068,28796,32368,7650,5487,4204,4798,9367,25203,16444,49277,12731,2586,39164,15191,1018376,55629,---,47174,314582,1054,---,111395,-68435,---,---,---,61470,---,---,---,69932,---,---,---,15675,608475,1626851
