"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
331,Primary metals,114,---,2266,498,534,1,4792,274,1602,71597,74758,40020,7143,17178,37827,9167,3951,6657,2269,122,---,773,32,13,37,1618,1255,6,---,0,444,---,1503,---,---,---,---,170,---,121,120,317,44,---,---,---,---,0,1570,27,---,29,1449,34,273,438,109,195,203,17,146,41,276,17,80,482,121,580,---,200,332,293842,1045,---,---,---,---,2892,25240,-91191,---,---,---,---,---,---,---,---,---,---,---,---,-62013,231829
332,Fabricated metal products,1268,111,2406,988,857,1936,69878,3544,2112,4669,33421,23763,12227,8281,21757,10208,4912,4833,13155,781,104,4914,1036,266,7682,7233,2024,242,160,117,1625,133,252,3024,904,236,1044,499,248,3022,30,9395,412,64,48,---,6,0,1767,490,12,756,5457,787,1513,2110,286,341,487,22,713,28,773,616,1405,2947,4479,1591,725,3317,2303,298752,13326,---,10928,---,---,4152,21837,-46393,---,---,1832,---,---,---,1043,---,---,---,992,---,7716,306468
333,Machinery,1143,328,3599,3744,4733,324,23895,380,89,1390,3487,29505,519,1648,25986,3386,156,803,1896,29,7,859,1118,30,2428,1233,1679,221,88,123,407,2,25,10,138,77,128,159,496,593,493,973,187,19,33,57,---,2,102,433,38,618,2137,172,906,2923,806,261,261,157,60,25,87,49,332,3767,777,200,20,2324,679,135756,8179,---,183425,---,---,5262,92028,-115089,---,---,717,---,---,---,411,---,---,---,4245,---,179177,314934
334,Computer and electronic products,208,1,29,43,167,17,5937,1436,838,1745,5453,7277,87955,3555,15856,8862,1338,2827,3682,710,62,1035,958,133,3622,2248,6271,389,219,245,1870,2,52,1,112,1,61,157,53,2211,1507,11630,798,572,452,22,159,0,271,74,827,2982,5763,3676,2244,494,1814,2632,196,114,195,13,100,144,84,3168,10375,2039,0,1346,879,222209,88706,---,172112,---,343,1964,117367,-265392,---,---,26293,---,---,---,8078,---,---,---,12625,---,162095,384304
335,"Electrical equipment, appliances, and components",112,116,37,26,171,10,28557,345,72,1510,2904,8416,4926,8627,4388,1232,73,705,646,47,6,255,54,33,560,795,340,109,69,80,451,1,117,32,60,47,2,13,70,1,---,3419,95,175,106,48,---,0,375,184,2,693,4156,80,1430,411,320,42,308,176,170,11,163,306,412,1953,516,1882,49,2211,1704,87409,34226,---,21762,---,3879,2036,25389,-62976,---,---,379,---,---,---,1079,---,---,---,1039,---,26814,114223
3361MV,"Motor vehicles, bodies and trailers, and parts",570,151,374,836,427,14,1477,1734,550,543,1140,10649,1640,565,149083,3225,449,739,3122,124,1,804,139,56,870,462,3338,5402,757,116,2736,---,29,---,4128,381,2,49,759,2132,61,850,8,21,9,---,---,---,---,402,---,23,1644,359,2981,1065,233,247,285,60,861,41,55,89,381,12758,2855,81,2007,4755,530,232234,201093,---,205765,---,---,3061,79937,-236549,---,---,5756,---,---,---,704,---,---,---,14670,---,274436,506669
3364OT,Other transportation equipment,---,5,---,4,---,---,35,67,---,---,60,1121,---,---,488,34998,---,---,---,---,---,---,---,---,---,---,17,16,---,---,---,1166,651,710,4,23,---,607,---,---,---,2,---,---,---,---,---,---,---,---,---,---,159,7,22,23,---,---,---,---,53,---,9,---,---,50,16054,872,5,1,19,57246,24190,---,34407,---,---,3240,75683,-36782,---,---,22621,---,---,---,3406,---,---,---,543,---,127308,184554
337,Furniture and related products,15,---,---,---,---,---,16128,704,1,---,---,398,232,1,27,216,3473,220,---,---,---,0,---,---,---,319,207,105,---,5,530,---,---,2,---,---,---,6,---,0,---,133,88,---,---,---,---,3042,23,---,7,1,115,18,1,---,---,322,44,1,40,198,212,4,185,110,---,---,189,8,1668,28996,48091,---,31770,---,461,502,2872,-30112,---,---,1,---,---,---,36,---,---,---,2459,---,56082,85078
339,Miscellaneous manufacturing,81,1,10,24,20,---,933,21,170,34,41,1693,6,512,2080,44,12,7751,19,27,326,0,5,1,562,114,672,61,80,5,837,0,2,---,5,24,6,241,55,14,3,100,23,201,99,8,---,0,219,19,25,13,1089,15,1462,645,334,14855,15285,798,1411,91,442,40,180,1774,106,472,---,4630,17,60843,93582,---,39898,---,---,3344,26502,-76608,---,---,60,---,---,---,109,---,---,---,571,---,87458,148301
311FT,Food and beverage and tobacco products,16726,500,---,---,---,---,---,13,686,7,---,---,---,---,---,---,---,10,125283,20,434,253,297,133,3967,159,561,5,2554,723,1317,239,0,171,6,---,---,21,---,160,15,---,1,---,---,---,---,---,---,---,---,---,530,74,0,---,5587,20,4231,4419,4806,1628,4237,4808,35202,811,2961,49,736,38298,---,262658,422214,---,---,---,---,3406,35456,-53660,---,---,---,---,---,---,---,---,---,---,---,---,407415,670073
313TT,Textile mills and textile product mills,191,102,---,2,---,---,1481,385,123,---,1,380,1,0,2505,877,2639,2015,177,13141,4440,2152,204,22,2,2134,629,38,120,1218,1810,---,---,202,7,---,2,36,3,16,175,8,2,---,---,---,---,0,57,162,---,---,183,6,111,75,50,53,427,1973,619,2,872,1706,198,1216,754,451,0,2406,5,48567,26777,---,3352,---,923,492,9867,-23594,---,---,---,---,---,---,10,---,---,---,6,---,17834,66401
315AL,Apparel and leather and allied products,13,---,---,---,---,0,---,---,0,---,---,---,---,---,1344,---,---,149,10,389,5760,---,1634,1,---,1,709,9,0,664,162,---,---,---,---,---,---,---,---,32,11,1128,0,---,---,---,---,---,---,42,---,---,32,2,316,186,61,170,318,---,494,31,39,26,305,1393,185,16,62,2995,16,18705,134257,---,---,---,---,2017,5210,-121935,---,---,---,---,---,---,---,---,---,---,---,---,19549,38254
322,Paper products,327,1,24,144,63,6,3311,1071,2035,1255,1388,1565,1187,1178,4037,471,1686,2277,15052,498,46,43195,14986,115,4841,5066,4098,81,1229,323,1840,13,44,14,114,541,147,2215,71,4900,225,346,64,1124,155,362,4,0,661,449,300,216,2337,632,2361,272,207,1329,667,323,336,80,154,1718,1870,781,156,2381,38,11791,16,152809,20433,---,---,---,---,781,16455,-24858,---,---,---,---,---,---,---,---,---,---,---,---,12811,165619
323,Printing and related support activities,37,---,3,3,---,42,55,3,---,---,20,6,---,3,3,---,---,---,65,---,79,---,1861,1,224,---,6477,112,250,172,3299,10,37,---,220,57,19,258,8,13448,978,613,966,635,2177,1931,---,---,74,545,906,348,6111,1319,2771,21,1191,2065,1571,170,1433,994,261,588,709,1651,916,3510,22,12076,236,73559,3438,---,---,---,---,391,1835,-2232,---,---,---,---,---,---,---,---,---,---,---,---,3433,76992
324,Petroleum and coal products,7474,834,2551,4992,2681,17367,47386,1637,1781,3706,1460,1310,582,675,797,240,466,2107,3413,607,136,2214,1204,19026,25611,1359,3558,514,549,164,1629,28850,5056,5310,23472,2741,30,6962,173,426,151,622,169,6549,1621,31,396,1,3541,1792,149,687,1867,1640,6577,3469,703,804,2530,1292,447,290,1089,1062,3041,3621,20702,1186,2652,85500,10548,395776,200564,---,---,---,---,8521,34051,-100997,---,---,---,---,---,---,---,---,---,---,---,---,142139,537915
325,Chemical products,15200,1288,2684,1943,1272,485,9987,2679,3892,1882,5633,2378,3895,2610,8816,1263,2595,7539,4668,15172,227,7401,4727,6159,182972,58661,1281,62,44,39,526,1,133,6,167,15,2,137,177,992,216,623,60,72,68,34,---,190,7226,45,201,91,7280,1425,3759,1598,345,28239,32022,3297,451,76,388,41,269,3315,1794,2010,114,19899,1278,476036,206233,---,3018,---,---,6593,115500,-162675,---,---,---,---,---,---,---,---,---,---,---,---,168669,644705
326,Plastics and rubber products,1338,103,32,893,518,4,24953,1313,1297,607,1966,8929,5128,2447,19224,3711,3379,5270,12709,548,126,2370,3680,161,9123,16750,7468,1046,1488,315,3631,63,6,2,713,23,68,2878,143,962,127,3985,67,317,75,312,1,1,381,611,181,325,4402,216,1440,409,342,7038,1829,1252,736,30,237,141,3319,3597,1311,937,3,7276,1545,187823,31738,---,125,---,64,2319,18704,-32890,---,---,---,---,---,---,18,---,---,---,---,---,20077,207900
42,Wholesale trade,14488,1639,2243,3080,2058,4658,54267,7121,4949,16493,13703,18488,17097,7245,36815,6800,4617,6983,43359,3574,2572,9041,3777,13888,31342,11021,28209,2142,1581,1008,10747,2370,1525,1632,7967,980,242,2611,342,8393,389,8030,481,2278,835,389,168,351,3326,8485,446,1310,7311,1745,4800,1855,1951,13895,12873,2537,2199,538,2062,2296,10816,6541,6225,2641,1193,23680,4050,546764,351961,45,117754,9691,1670,7939,107830,26687,---,---,6612,197,---,---,2727,279,---,---,4764,438,638593,1185358
441,Motor vehicle and parts dealers,6,2,35,98,79,5,1130,191,109,50,189,1164,146,2,1937,424,76,166,618,25,0,143,27,1,210,90,105,1127,159,21,547,0,4,0,347,5,0,3,12,407,12,47,1,4,2,1,---,76,227,108,0,4,169,---,409,21,0,---,0,0,0,1,4,12,45,2555,0,0,0,0,1,13362,117338,---,11476,---,2,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,128815,142178
445,Food and beverage stores,26,0,0,0,---,37,192,0,4,0,1,10,5,1,6,0,7,7,9,0,0,1,19,1,37,9,5,9,39,8,42,0,3,0,174,20,0,14,0,1,0,0,1,2,2,1,---,50,11,1,0,0,5,---,30,0,6,4,5,1,1,6,41,26,875,27,0,0,0,23,---,1809,163639,---,96,0,5,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,163741,165550
452,General merchandise stores,72,1,3,6,4,95,1288,13,15,3,15,105,31,7,126,21,36,43,74,4,0,10,52,2,95,48,22,96,24,4,60,0,7,0,489,54,1,39,1,24,2,3,1,5,6,2,---,243,101,17,2,1,23,---,94,1,45,10,4,1,2,2,9,18,172,260,0,2,0,20,0,4038,176231,---,1288,149,134,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,177803,181840
4A0,Other retail,882,3,20,138,7,1373,71754,184,12,13,84,685,301,79,474,38,398,437,578,82,2,45,1371,53,2324,538,513,983,250,311,1112,2,89,382,6518,661,29,631,2,140,30,12,40,117,164,63,---,2883,545,57,42,26,368,---,494,9,77,303,114,50,62,157,244,483,3675,1685,2,56,2,580,0,105837,560913,---,23644,2324,6172,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,593053,698890
481,Air transportation,28,1,5,45,247,889,316,300,351,299,572,438,242,50,401,181,303,489,795,102,44,189,410,61,355,612,2833,53,25,43,96,94,13,44,1863,27,5,966,33,756,311,742,439,2967,2414,897,165,1,5777,1168,1172,2135,3957,295,3359,465,520,2013,179,302,293,118,168,229,890,580,5801,2984,990,3117,67,59088,88221,---,214,18,2,18,29189,-25788,---,---,21,0,---,---,5,1,---,---,10,1,91911,150999
482,Rail transportation,1416,61,129,1281,99,3384,1995,1023,2291,3910,868,477,108,270,1006,180,307,278,4743,185,4,2390,172,414,3454,1317,152,23,99,31,72,61,99,12,2902,12,3,119,22,93,8,204,5,59,17,76,1,37,125,28,45,21,384,29,340,41,47,211,85,44,66,17,45,79,320,116,118,810,108,1206,1037,41189,5948,---,1964,---,30,479,7028,187,---,---,85,---,---,---,7,---,---,---,119,---,15847,57036
483,Water transportation,504,10,335,131,55,115,835,11,236,366,77,37,30,41,40,21,14,68,1305,45,1,94,3,65,830,119,27,8,24,8,15,26,10,5,23,2,12,7,1,4,3,17,1,6,1,0,0,6,57,5,0,3,311,50,77,20,102,93,54,11,10,5,13,11,37,52,2426,208,1062,572,49,10820,13088,---,11,0,0,71,5521,12290,---,---,6,0,---,---,1,0,---,---,0,---,30988,41808
484,Truck transportation,4444,591,385,837,375,622,17048,2145,3053,4519,2900,3051,2430,1101,5883,1310,1257,1378,17675,1071,433,2432,896,3699,5582,2376,2756,1669,1972,2576,6304,863,222,193,9489,148,45,4012,107,1307,217,965,139,195,127,122,8,108,661,248,122,160,2004,373,989,298,372,1316,1257,362,559,186,561,400,1617,1500,1724,615,468,4734,675,142241,74415,14,22131,577,750,1442,22009,1854,---,---,728,12,---,---,202,17,---,---,912,26,125088,267330
485,Transit and ground passenger transportation,---,2,0,6,61,151,423,80,85,71,148,113,55,10,94,40,74,158,180,15,7,46,106,15,88,153,329,17,3,9,49,1,181,---,---,---,3,123,2,191,75,380,149,1146,694,615,41,0,1837,397,497,734,1774,91,1106,112,191,831,443,281,66,1013,43,69,318,141,33,5,8,8719,297,25196,28125,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,28125,53321
486,Pipeline transportation,96,8,2506,39,18,9681,209,11,12,18,10,9,5,5,6,2,4,19,31,16,1,15,8,4694,315,18,25,4,4,1,12,185,33,34,151,18,2,45,1,3,1,3,1,42,10,0,3,2,36,12,1,5,12,12,57,22,7,10,19,10,4,2,7,8,22,26,133,15,268,549,2107,21679,1320,---,---,---,---,561,849,---,---,---,---,---,---,---,---,---,---,---,---,---,2729,24409
487OS,Other transportation and support activities,---,71,12,1000,4,3506,---,1081,826,104,57,7,---,2,4,---,119,213,437,133,---,353,558,153,132,448,27085,1072,699,491,7058,11557,542,2644,38355,680,762,23351,978,3024,945,132,650,633,2787,676,---,---,---,2183,815,480,8318,326,2139,662,362,1358,1195,319,674,518,288,104,413,1368,2,52,437,934,2764,159052,10871,---,---,---,---,---,7916,2739,---,---,---,---,---,---,---,---,---,---,---,---,21526,180578
493,Warehousing and storage,484,---,4,296,---,698,---,74,84,65,574,268,937,37,151,34,69,335,146,131,70,95,251,20,355,158,11329,2760,4661,6867,14493,10,1,332,2882,60,27,377,3873,924,240,294,182,---,---,164,---,0,40,310,199,124,763,5,861,83,125,469,362,108,163,121,58,543,837,507,157,372,---,2811,47,63877,298,---,---,---,---,---,132,---,---,---,---,---,---,---,---,---,---,---,---,---,429,64307
511,"Publishing industries, except internet (includes software)",47,1,5,0,2,116,333,36,5,14,44,24,415,5,23,50,7,60,11,---,0,3,90,1,127,5,715,63,138,48,536,11,27,---,20,1,---,71,55,23996,53,377,212,294,510,81,18,0,298,840,656,361,2234,1302,899,8,451,692,329,97,1011,13,49,104,121,593,1042,948,80,5811,105,46694,75917,---,---,56839,---,762,24967,-3913,---,---,---,968,---,---,---,1370,---,---,---,2156,159067,205761
512,Motion picture and sound recording industries,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,21,220,241,---,1,3,---,---,1,---,79,3,---,47,19469,30147,108,11,12,---,---,---,59,11,6,13,799,185,26,---,49,19,2,9,192,155,6,32,414,497,1345,267,8,126,---,54583,35915,---,---,36724,---,85,15024,-6645,---,---,---,---,---,---,---,---,---,---,---,---,81103,135686
513,Broadcasting and telecommunications,394,51,439,209,369,1145,8556,468,957,377,1109,1250,1979,272,568,481,943,787,1363,281,223,352,579,43,1176,698,12271,1172,751,739,7804,436,106,78,1444,292,517,667,237,4290,590,90696,1787,8930,7215,1754,121,0,13742,2075,4007,2811,9270,5578,7511,552,2130,5348,2191,890,843,393,700,1064,3480,4767,4610,4926,712,29899,792,275258,225667,---,6943,20066,---,---,9403,-160,---,---,---,---,---,---,---,---,---,---,---,---,261918,537176
514,"Data processing, internet publishing, and other information services",---,0,12,4,13,896,615,630,649,435,1100,1012,779,198,224,350,338,566,1008,248,149,448,338,30,905,398,1750,742,572,572,2371,73,1,---,29,10,27,127,31,3320,82,1982,600,4302,1767,633,190,0,386,2204,1314,1364,4321,2319,5563,310,877,552,861,131,223,159,263,230,1273,1511,8098,3780,304,6134,1410,74114,6993,---,---,13411,---,---,3081,-420,---,---,---,927,---,---,---,973,---,---,---,2788,27751,101866
521CI,"Federal Reserve banks, credit intermediation, and related activities",2314,442,1230,626,550,6953,9038,749,880,1090,1345,1482,2193,743,2515,674,646,1309,3000,537,445,768,716,1001,2889,1509,16785,2502,2570,1837,9521,1563,4534,405,1465,1695,360,802,223,2532,2558,8234,1339,72811,33039,4387,2799,81949,28401,9189,2671,2547,8948,13915,4598,492,1535,3882,2654,1436,924,683,1984,3706,5042,11394,0,1646,3319,7212,2311,418043,196807,---,---,---,---,---,20319,-12145,---,---,---,---,---,---,---,---,---,---,---,---,204982,623025
523,"Securities, commodity contracts, and investments",183,21,1103,2062,4450,1365,5299,57,92,1328,1587,1358,234,245,993,472,575,1267,206,18,6,13,45,28,32,84,2356,179,428,383,1367,4785,1063,2537,509,331,123,440,12,643,346,258,63,53634,63989,3016,63643,4,8536,1940,1510,764,3295,4562,2056,80,756,2063,6502,680,2193,237,159,3957,3721,13770,9,52,60,20476,1727,302336,135162,---,---,---,---,---,36391,-58,---,---,---,---,---,---,---,---,---,---,---,---,171496,473832
524,Insurance carriers and related activities,2494,1082,3569,1154,5134,525,313,298,1076,572,771,1136,1406,668,1030,1072,321,659,2905,1001,1266,353,173,68,2511,889,10726,1057,852,661,3762,513,14,867,8539,2241,244,994,978,651,1090,943,151,6350,10144,183420,1477,559,29711,4218,2994,1067,5933,265,3926,836,959,14587,25841,2144,2136,1178,958,1023,2543,2568,0,729,425,1245,3600,377567,278039,---,---,---,11742,---,9996,-38822,---,---,---,---,---,---,---,---,---,---,---,---,260954,638521
525,"Funds, trusts, and other financial vehicles",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,4270,3990,---,---,---,---,---,---,7,---,---,---,---,---,---,---,---,---,---,---,---,---,47,---,877,---,9191,109364,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,109364,118555
HS,Housing,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1398436,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1398436,1398436
ORE,Other real estate,17817,95,309,77,149,2847,14134,863,766,293,1786,1303,2912,313,1866,4950,1315,1060,1574,749,1267,474,967,134,3070,1395,33397,12599,9912,6861,52325,157,89,380,5043,791,443,3443,4909,8304,6504,16820,1380,18049,13629,12214,430,1786,126194,9610,19920,8696,48729,15995,16732,2204,23094,47694,18179,20881,11083,9043,12243,1334,35491,37956,3468,8222,1306,34859,3108,787989,2519,12299,---,---,109967,---,2767,---,---,---,---,---,---,---,---,---,---,---,---,---,127552,915541
532RL,Rental and leasing services and lessors of intangible assets,2873,208,5788,1646,2906,1362,15666,517,957,871,2033,2065,2209,516,2286,1237,393,2405,3924,356,460,715,893,268,3821,1368,14630,503,1265,1895,6954,6843,2906,1304,7238,966,225,1862,330,4359,2167,10251,1253,4999,4274,3283,13,1,6432,5722,2321,2147,11195,15491,4994,1525,2262,6171,4110,591,384,1350,1137,1679,6478,2818,383,255,240,9322,244,222516,73967,---,---,---,---,---,50799,---,---,---,---,---,---,---,---,---,---,---,---,---,124767,347283
5411,Legal services,235,124,1544,635,1892,4484,6323,302,347,253,627,1226,2459,196,1559,3556,241,1150,817,182,91,246,392,81,3144,438,7110,271,240,702,2450,268,463,71,122,46,311,248,129,3505,731,2762,730,3697,6052,8449,781,266,14351,764,1879,3914,8608,7474,4084,346,330,3897,6488,890,358,681,1261,863,1938,2195,1434,408,1177,7085,796,143166,86800,---,---,---,44630,---,7814,-1511,---,---,---,---,---,---,---,---,---,---,---,---,137733,280899
5415,Computer systems design and related services,243,48,1647,77,26,1324,3373,305,299,321,961,1165,1656,79,382,707,265,587,808,239,142,222,536,41,565,664,4991,819,370,523,2281,91,601,2,205,29,12,57,86,2660,386,2883,1186,6092,4438,1296,185,62,1161,510,2702,2256,5580,9647,4763,151,930,2602,2855,602,469,128,483,412,1156,1554,18117,15121,451,8783,2512,128888,---,---,6285,112576,---,---,7048,-13559,---,---,985,4320,---,---,---,10756,---,---,494,6442,135348,264235
5412OP,"Miscellaneous professional, scientific, and technical services",1169,626,1572,2154,3994,9897,40957,2513,2797,3238,6523,5503,8292,1316,4423,7077,2775,7669,8730,1778,2048,2077,2785,490,15256,5152,51158,7864,5872,7297,37023,878,1558,1402,1739,525,1953,1263,665,26855,17300,38019,3181,33025,21027,14874,1696,233,45102,7170,8917,18649,97229,35651,23531,2049,3910,20372,16322,4964,2817,5084,6789,7470,22187,14980,36446,8736,1497,35189,9231,860507,48429,---,50172,246922,3891,---,65605,-33648,---,---,---,59283,---,---,---,55832,---,---,---,12820,509307,1369814
