"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
55,Management of companies and enterprises,---,---,4395,2949,1153,14,6662,693,1678,1206,5821,11271,13135,1073,15344,4759,544,4651,19811,1434,1118,2441,957,1504,33030,2383,35853,561,3147,14451,18090,380,2,385,4062,203,1,1379,215,7286,557,2591,605,2988,6590,1143,158,0,1555,4354,5558,5805,14506,39,18255,2224,2246,14969,3506,2260,868,1293,1184,13164,32880,7839,1,---,549,---,---,371730,---,---,---,---,---,---,3477,---,---,---,---,---,---,---,---,---,---,---,---,---,3477,375207
561,Administrative and support services,430,68,367,719,1309,3879,8149,1012,1410,3427,5924,2631,6117,476,2329,2352,680,2301,3627,815,2969,1332,2957,361,4294,2061,29030,2059,2568,2939,14939,5068,961,2178,3102,904,1435,2433,624,7755,2039,6379,1256,13849,4901,6586,159,356,147568,13848,7993,9765,26560,7048,14498,1881,2008,13892,11603,2904,1713,2014,1801,4583,8240,6288,16512,2777,1937,24358,3774,507085,40620,---,---,---,---,---,1163,-752,---,---,---,---,---,---,---,---,---,---,---,---,41031,548116
562,Waste management and remediation services,257,35,385,416,277,755,3384,189,338,487,414,274,415,90,409,231,273,269,1434,246,65,338,145,137,2389,479,1890,517,454,269,1490,24,47,31,413,30,27,152,262,184,31,166,25,616,103,550,246,0,9104,395,139,139,944,610,1293,7879,457,1305,1146,611,374,100,609,1127,2175,1572,616,473,237,14800,1537,69299,14963,---,---,---,---,---,26,-92,---,---,---,---,---,---,---,---,---,---,---,---,14896,84196
61,Educational services,53,0,---,---,---,138,2,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,44,2,---,1,540,22,401,---,1590,6,16,---,---,---,10,4,---,1,---,403,13,17,7,---,---,---,---,---,---,21,26,---,107,---,2321,6,87,---,---,1100,158,---,---,744,1416,100,73,5682,4,15114,232530,---,---,---,---,---,1361,-815,---,---,---,---,---,---,---,---,---,---,---,---,233076,248190
621,Ambulatory health care services,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,47,---,34,---,---,8661,8728,34,1,42,1,---,---,20,---,414,---,3655,---,21636,664490,---,---,---,---,---,179,-29,---,---,---,---,---,---,---,---,---,---,---,---,664639,686275
622,Hospitals,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,722,---,---,---,---,---,---,---,---,---,---,---,---,722,614996,---,---,---,---,---,319,-1752,---,---,---,---,---,---,---,---,---,---,---,---,613563,614285
623,Nursing and residential care facilities,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2447,---,762,---,3209,159913,---,---,---,---,---,32,-8,---,---,---,---,---,---,---,---,---,---,---,---,159937,163146
624,Social assistance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,951,---,951,124685,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,124685,125636
711AS,"Performing arts, spectator sports, museums, and related activities",38,2,0,---,16,110,89,39,36,49,70,53,13,5,35,18,24,55,114,19,6,31,56,14,36,119,856,265,342,31,284,---,172,---,25,4,---,120,3,191,5637,14681,47,824,438,138,55,0,3244,286,525,347,2057,2193,1054,51,404,374,269,121,92,10758,510,222,1187,1133,1204,48,23,669,35,51965,50650,---,---,3887,---,---,905,-186,---,---,---,---,---,---,---,---,---,---,---,---,55256,107221
713,"Amusements, gambling, and recreation industries",33,0,---,1,10,83,209,15,21,11,27,27,14,2,31,15,25,52,39,1,0,7,16,5,11,23,364,4,67,2,371,0,1,---,---,---,---,2,0,56,26,64,64,447,267,175,16,0,---,107,232,303,626,714,588,45,72,391,14,48,58,89,424,225,315,65,1987,13,0,1127,203,10247,138597,---,---,---,---,---,0,0,---,---,---,---,---,---,---,---,---,---,---,---,138597,148844
721,Accommodation,2,---,1,16,148,870,279,179,202,167,354,279,131,29,234,101,185,402,437,57,27,109,350,37,207,427,1082,13,109,25,241,---,12,---,---,---,15,195,7,564,242,716,485,3445,2092,1288,123,0,5644,1133,1356,2261,4161,504,2994,521,399,2005,110,215,80,88,107,327,992,425,1215,746,14,2432,111,43725,94593,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,94593,138318
722,Food services and drinking places,373,53,10,50,283,1979,352,270,270,258,437,384,227,58,317,148,218,519,682,137,115,166,323,89,297,506,2815,382,599,448,2081,6094,4,13,304,50,36,555,135,573,402,752,520,6319,2404,3140,332,0,19001,2231,2852,3390,11522,2579,7227,486,960,10531,4877,4525,1140,348,910,4383,2857,1978,509,240,881,7581,319,127806,468608,---,---,---,---,---,2277,---,---,---,---,---,---,---,---,---,---,---,---,---,470885,598691
81,"Other services, except government",286,730,59,155,672,2362,7549,510,953,1776,1248,822,1408,259,968,363,297,582,1989,422,108,960,518,150,2495,1233,13995,990,2095,1474,6094,492,131,88,6397,1110,567,1640,362,1664,486,4341,326,8588,3607,5083,251,72,26023,4381,1140,1374,6878,4770,6411,1536,1733,4849,7692,1322,493,841,1400,1790,7806,10088,2741,494,1717,16448,1171,201824,453931,---,---,---,---,---,236,-2374,---,---,---,---,---,---,---,---,---,---,---,---,451793,653618
GFGD,Federal general government (defense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,501268,---,---,---,---,---,---,---,---,---,---,---,501268,501268
GFGN,Federal general government (nondefense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,264280,---,---,---,---,---,---,---,264280,264280
GFE,Federal government enterprises,26,4,---,17,---,441,11,---,---,53,185,501,462,275,---,---,---,78,---,3,---,---,102,43,38,---,15527,545,657,462,4862,6,---,2538,3345,154,327,832,318,1630,571,236,420,1671,4396,513,---,0,509,1409,672,392,3672,369,1798,194,624,1241,1455,417,467,205,122,1342,4738,1720,1,191,15,2499,44,65345,9715,---,---,---,---,---,343,-525,---,---,---,---,---,---,---,---,---,---,---,---,9533,74878
GSLG,State and local general government,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1307405,---,---,---,1307405,1307405
GSLE,State and local government enterprises,---,10,---,---,---,1734,---,58,97,147,124,77,109,40,119,60,45,69,409,77,28,99,35,37,745,121,364,90,132,71,398,1,---,---,84,2,6,27,147,60,20,59,8,221,71,45,---,---,382,527,320,104,457,178,593,56,44,284,240,140,975,24,109,324,949,475,394,353,434,2508,852,16773,48240,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,48240,65013
Used,"Scrap, used and secondhand goods",-53,50,---,---,1973,644,563,---,75,14870,223,2,---,---,---,---,---,13,1,28,---,1728,---,---,31,46,---,13,---,---,1,-236,---,-38,-91,2,55,821,1,---,43,0,---,---,---,---,---,---,---,31,---,---,---,121,---,---,181,10,---,---,---,-56,126,---,---,5922,-6,---,---,---,---,27095,63530,-1408,-87528,---,-2606,491,20125,-10530,---,-4,-47,---,---,-1239,-450,---,---,5255,-4317,---,-18728,8368
Other,Noncomparable imports and rest-of-the-world adjustment [1],595,49,433,40,265,935,1369,314,243,635,693,1142,4399,280,1523,486,119,437,1726,339,138,566,417,1127,2210,808,3816,23,405,506,1782,10806,176,1665,783,8,50,334,29,553,264,7624,392,1924,16161,741,215,11,1047,559,408,886,2216,1005,1048,101,392,---,---,142,---,142,127,401,1304,474,18943,3210,44,---,---,102006,-31070,---,---,3147,---,---,101390,-173933,---,---,---,---,---,---,---,---,---,---,---,---,-100465,1541
,Total Intermediate,157965,18937,78673,49027,44316,195314,656552,82637,75304,170443,189871,201770,201907,65724,391145,117759,51834,85897,473763,51606,26320,109583,53953,396931,406541,145816,387298,54189,59144,62633,256328,84078,26000,29219,147272,16469,13527,72666,20702,147207,69000,293937,22077,274865,219840,263507,78730,151636,649374,94519,76405,81497,357007,153211,181983,41790,70580,248799,207521,65531,47549,42956,49312,71430,237227,198401,207496,88198,29959,541705,117579,11109940,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,
V001,Compensation of employees,21886,16110,20896,15757,20345,60885,421295,24803,29254,31978,85389,79304,129631,30291,75409,61792,23980,42981,81154,14771,10962,31081,32962,15609,81640,40986,404598,94781,75027,75049,247316,36857,18707,5090,74019,13558,4233,59951,28588,73943,24983,106896,42969,207683,186629,183069,1801,13217,65864,28968,103978,127443,375985,200745,272458,19971,113118,327481,253468,90138,62091,36597,36485,59310,174020,218850,192984,121538,60268,989843,79544,7491261,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V002,"Taxes on production and imports, less subsidies",-7618,1145,24548,4159,1213,47937,8227,719,1227,2049,2483,2913,6327,1112,2892,2027,412,1483,21440,657,316,1750,844,2302,8776,1519,171462,35407,18027,35885,89598,15020,-522,43,3450,983,1561,2073,540,3304,5812,37533,1918,13908,4503,20894,769,164831,18413,13712,24296,3171,9317,7276,6277,2398,5852,6751,9427,3688,1283,6128,7277,17877,35474,16595,---,---,-2401,---,-15097,945573,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V003,Gross operating surplus,84012,11607,133299,31883,21046,117842,267533,6155,20013,28647,38902,39655,88090,20022,55739,32432,10139,25977,91229,4646,1581,25144,13014,122061,163348,21486,233475,30262,32834,12950,122677,16138,13931,7578,48015,11332,4923,32565,11666,80022,36701,195872,41984,207918,35929,168571,16616,1099473,167130,125289,76286,18345,178198,22414,88661,9297,23906,88879,31800,3866,13519,30760,13200,38759,55556,89535,122089,73280,8890,132209,29951,5378750,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,Total Value Added,98279,28861,178743,51799,42604,226664,697055,31677,50495,62673,126774,121873,224047,51425,134040,96251,34531,70442,193823,20074,12859,57976,46820,139972,253764,63991,809535,160451,125887,123883,459591,68015,32116,12710,125484,25873,10717,94589,40794,157269,67497,340300,86871,429508,227061,372534,19185,1277521,251407,167969,204560,148958,563500,230434,367396,31666,142876,423111,294695,97692,76893,73485,56962,115946,265050,324980,315072,194819,66757,1122052,94398,,,,,,,,,,,,,,,,,,,,,,13815584,
,Total Industry Output,256244,47799,257415,100826,86920,421978,1353608,114314,125799,233116,316645,323643,425954,117149,525185,214010,86365,156339,667586,71681,39178,167558,100773,536903,660305,209807,1196833,214639,185031,186516,715919,152093,58116,41929,272756,42342,24244,167255,61496,304476,136497,634238,108948,704373,446901,636041,97915,1429157,900781,262488,280965,230455,920507,383645,549379,73456,213456,671910,502216,163223,124442,116441,106274,187376,502277,523380,522569,283017,96716,1663756,211977,,9277237,425186,862283,506332,838164,68989,1328067,-2114520,501268,7791,66048,65707,264280,9442,17426,69227,1307405,251448,39133,24670,,24925524

Legend/Footnotes
1. Consists of noncomparable imports in the intermediate section of the use table and noncomparable imports and the rest-of-the-world adjustment in the final use section of the use table.
Note. Selected data with zero values are not shown.
Note. Detail may not add to total due to rounding.
