"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
331,Primary metals,57,---,1690,395,216,5,3984,181,1153,52752,62018,30889,4640,13382,36544,7782,2625,4521,2059,250,---,695,15,13,37,1499,401,4,---,0,534,---,634,---,---,---,---,234,---,16,6,273,185,---,---,---,---,0,1873,50,---,11,1018,22,314,209,104,125,46,9,151,10,197,15,62,603,86,393,---,265,388,235642,696,---,---,---,---,-266,27167,-61281,---,---,---,---,---,---,---,---,---,---,---,---,-33684,201958
332,Fabricated metal products,1390,113,3200,776,553,869,79142,2759,1794,3966,36049,25555,7486,8720,25712,12769,4179,4220,15139,448,56,5720,940,1034,8918,7351,1639,321,131,140,1250,203,320,2173,1477,255,1119,644,747,1201,16,9586,980,180,102,---,27,15,2296,999,27,2452,4755,457,2020,2680,327,269,655,19,1543,43,558,939,1977,4476,5752,1411,366,3382,4305,323091,18760,---,12153,---,---,1576,30103,-62718,---,---,281,---,---,---,1681,---,---,---,325,---,2163,325254
333,Machinery,1839,73,4719,3587,3437,919,29704,428,136,1520,5168,32364,338,1437,25058,3944,80,1764,3247,19,14,928,1109,79,4104,1371,1945,283,97,137,549,23,77,47,423,59,59,3103,1757,134,41,1597,497,8,41,161,---,38,99,1670,19,1574,2272,275,2314,3447,966,534,500,139,128,13,96,55,445,5667,806,169,230,3222,1325,164431,7649,---,209723,---,---,-584,90450,-142954,---,---,260,---,---,---,621,---,---,---,10243,---,175408,339839
334,Computer and electronic products,186,1,28,25,262,133,7446,1152,648,1273,6201,7272,36424,3837,18872,14396,1035,1975,3752,348,25,421,815,328,4509,1904,14424,599,211,319,1324,4,88,2,165,2,5,98,109,2595,388,16199,3822,429,773,9,810,1,549,98,1152,5849,6501,4221,4029,700,542,7695,528,151,359,11,60,198,96,3989,13825,2943,0,1475,1679,212294,71689,---,184700,---,166,-1086,93451,-308877,---,---,18080,---,---,---,7358,---,---,---,12860,---,78341,290635
335,"Electrical equipment, appliances, and components",881,40,89,38,154,34,35148,340,96,1048,2392,11815,2889,8408,6250,1792,109,759,1211,39,1,452,81,105,778,750,180,190,38,175,214,1,143,20,91,131,2,51,278,2,---,3166,187,113,51,17,---,4,1435,226,1,2329,4725,66,1462,819,324,14,394,485,398,34,236,619,336,1975,794,2075,52,1243,2128,102926,41140,---,27975,---,6376,579,28399,-90094,---,---,184,---,---,---,738,---,---,---,931,---,16228,119155
3361MV,"Motor vehicles, bodies and trailers, and parts",1035,80,429,851,406,77,2511,1846,598,691,1651,12631,1089,807,190674,3128,516,884,5097,84,1,1376,179,205,1522,713,6691,6157,1386,412,3447,---,61,---,6705,466,1,248,2264,397,55,1686,184,88,16,---,---,---,---,1537,---,62,3199,513,10421,1631,471,454,1054,103,2107,56,76,149,791,15189,5896,123,4377,7810,1363,316723,188316,---,281840,---,---,10722,100867,-321175,---,---,10959,---,---,---,1317,---,---,---,15555,---,288401,605124
3364OT,Other transportation equipment,---,5,---,9,---,---,18,27,---,---,56,130,---,---,478,56602,---,---,---,---,---,---,---,---,---,---,21,13,---,---,---,334,815,1617,16,34,---,1927,---,---,---,2,---,---,---,---,---,---,---,---,---,---,516,15,24,34,---,---,---,---,1,---,26,---,---,55,35370,615,9,0,73,98846,20253,---,56525,---,---,-10023,128388,-49365,---,---,32355,---,---,---,1771,---,---,---,381,---,180286,279132
337,Furniture and related products,1,---,---,---,---,---,17030,545,1,---,---,347,122,1,38,367,3417,281,---,---,---,0,---,---,---,405,456,147,---,9,979,---,---,2,---,---,---,15,---,1,---,170,210,---,---,---,---,2412,92,---,14,2,442,4,3,---,---,148,65,1,138,234,359,4,214,339,---,---,618,9,768,30412,44355,---,30135,---,566,834,3647,-39761,---,---,0,---,---,---,157,---,---,---,2450,---,42382,72794
339,Miscellaneous manufacturing,90,1,10,25,11,---,843,43,75,36,66,2073,3,565,2157,142,3,5893,49,81,131,0,5,9,505,107,564,133,78,8,771,0,1,---,6,23,0,186,126,6,1,110,79,102,39,6,---,0,403,68,23,55,1485,8,1615,368,315,18035,23362,710,1259,63,284,52,536,1341,533,372,---,4836,60,70950,86711,---,44776,---,---,1127,30087,-92521,---,---,13,---,---,---,122,---,---,---,1167,---,71482,142431
311FT,Food and beverage and tobacco products,27293,301,---,---,---,---,---,37,483,6,---,---,---,---,---,---,---,9,184981,15,379,353,262,505,5499,179,1730,2,2407,841,1658,295,2,332,20,0,---,23,---,48,11,---,63,---,---,---,---,---,---,---,---,---,6667,126,0,---,7644,7,7535,6005,10799,739,5139,7415,63623,2197,4175,84,929,50042,---,400861,571297,---,---,---,---,6852,60639,-88327,---,---,---,---,---,---,---,---,---,---,---,---,550461,951322
313TT,Textile mills and textile product mills,225,71,---,2,---,---,1727,429,221,---,2,656,0,0,2758,955,3243,1883,171,8942,1391,3282,246,36,8,2403,1659,59,86,2612,1164,---,---,160,16,---,1,67,11,4,92,8,5,---,---,---,---,0,201,183,---,---,294,11,123,134,29,54,452,1618,1176,0,260,1438,272,895,1133,361,3,1944,37,45210,21652,---,2441,---,569,830,8397,-31066,---,---,---,---,---,---,64,---,---,---,12,---,2899,48109
315AL,Apparel and leather and allied products,27,---,---,---,---,1,---,---,1,---,---,---,---,---,1627,---,---,87,13,357,1615,---,2034,9,---,2,618,128,6,278,381,---,---,---,---,---,---,---,---,62,15,672,0,---,---,---,---,---,---,99,---,---,32,10,208,108,67,95,153,---,870,107,21,10,135,1543,200,44,43,2367,37,14081,143578,---,---,---,---,-571,3961,-142288,---,---,---,---,---,---,---,---,---,---,---,---,4681,18763
322,Paper products,462,0,24,115,34,52,2310,973,1778,1226,2037,2064,684,1166,4203,573,1402,2028,22314,369,33,43353,9853,286,5966,5386,4916,134,967,332,1043,23,36,8,181,810,27,2298,266,1719,50,366,125,899,474,274,1,0,1214,1033,388,390,2650,477,4303,305,232,1139,1426,682,814,59,115,2289,2933,946,130,2039,162,9612,44,157023,21698,---,---,---,---,400,20026,-22285,---,---,---,---,---,---,---,---,---,---,---,---,19838,176861
323,Printing and related support activities,23,---,4,3,---,11,33,35,---,---,24,11,---,3,5,---,---,---,94,---,14,---,1159,14,275,---,10741,233,185,201,4366,2,15,---,163,78,3,587,26,5384,443,631,3121,800,1749,1486,---,---,131,453,654,294,4926,533,2528,20,849,1582,2594,133,2093,689,158,861,860,1769,710,2053,76,9351,397,65635,4452,---,---,---,---,-3,2219,-2439,---,---,---,---,---,---,---,---,---,---,---,---,4229,69864
324,Petroleum and coal products,5635,261,1525,2450,1213,7735,36528,950,481,1367,886,756,165,506,425,150,273,1044,2496,62,8,1036,523,16914,8501,615,2665,596,296,166,1137,23025,2965,3530,17610,1580,42,5264,2569,151,51,400,283,3674,2721,18,609,16,5038,1210,32,622,1551,536,3496,1397,831,686,1939,719,448,156,432,629,2049,2150,6711,1148,1414,50337,13640,259046,146170,---,---,---,---,4488,64883,-47715,---,---,---,---,---,---,---,---,---,---,---,---,167827,426872
325,Chemical products,21088,1420,3717,1930,1214,2214,10772,3254,4353,1491,6863,2865,2514,2433,11245,1328,2249,6531,6641,10639,106,9379,4259,26449,197633,58146,1977,128,55,38,904,2,198,9,242,18,2,105,439,708,129,676,441,66,95,22,---,225,13085,103,142,262,12925,922,6936,1409,571,28999,19096,2162,585,93,539,73,557,4188,3226,2763,84,24947,2690,533570,260292,---,2982,---,---,6469,143605,-236286,---,---,---,---,---,---,---,---,---,---,---,---,177063,710632
326,Plastics and rubber products,1236,54,37,937,496,39,25515,885,1318,517,2622,9901,2774,2255,21018,3490,3769,5305,17684,340,103,2756,3004,542,11044,18161,11243,1126,1245,316,3101,237,4,1,1147,50,76,3416,468,407,57,5701,236,138,140,301,0,6,201,1769,82,1769,6266,111,1957,436,462,6558,2829,1200,1392,28,188,121,5124,4184,1939,914,24,8664,2642,214079,34946,---,259,---,37,1066,23558,-48091,---,---,---,---,---,---,38,---,---,---,---,---,11813,225892
42,Wholesale trade,39477,1843,3981,3946,2328,5738,82447,8706,6125,19289,18750,27454,13590,9532,62848,13487,5910,9581,85814,3530,1368,13721,4707,20715,59597,18516,53500,4401,2395,2356,15434,3198,1954,1891,10786,1061,269,5400,2664,11486,209,14376,2165,2146,1970,416,615,482,7172,13489,739,3936,15888,3115,10299,3057,3341,24074,18652,3398,4872,502,3230,4140,23508,11697,12872,4298,1983,34998,9961,901398,537322,93,207265,22843,3388,6112,194064,37534,---,---,9094,549,---,---,4747,694,---,---,9651,2131,1035487,1936885
441,Motor vehicle and parts dealers,13,2,56,128,87,23,1912,249,143,85,334,1625,114,3,3155,502,103,233,1166,20,0,290,41,2,413,146,133,1365,349,103,833,0,5,0,1049,4,0,12,76,88,13,70,6,21,4,2,---,69,388,347,0,14,427,---,1723,61,0,---,0,0,0,3,9,23,81,3441,0,0,0,0,2,21566,232532,---,22823,---,6,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,255361,276927
445,Food and beverage stores,33,0,0,0,---,63,214,0,2,0,2,14,1,2,10,0,7,10,12,0,0,1,16,3,49,10,9,11,22,8,39,0,3,0,225,18,0,20,0,1,0,0,2,2,3,0,---,49,20,2,1,1,5,---,54,0,8,3,5,1,1,6,17,28,1091,29,0,0,0,17,---,2152,221169,---,149,1,7,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,221326,223478
452,General merchandise stores,93,1,4,6,3,170,1609,13,12,4,23,138,11,13,181,20,42,66,113,3,0,16,53,8,146,60,35,107,35,10,87,0,8,1,651,49,0,56,3,7,1,4,6,8,11,1,---,271,187,29,3,3,37,---,240,3,38,10,8,1,5,3,7,42,262,298,0,4,0,20,0,5361,214848,---,1576,455,177,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,217056,222417
4A0,Other retail,986,9,25,91,8,1966,73134,196,16,19,147,992,88,147,867,53,435,663,865,43,2,84,915,181,3005,626,590,1098,255,442,1222,3,81,393,7560,539,3,818,10,73,13,17,113,123,195,15,---,3002,1007,103,38,43,365,---,1121,14,98,231,155,57,89,250,369,772,5044,2232,2,57,1,352,0,114526,792568,---,28221,8853,5832,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,835474,950000
481,Air transportation,313,3,11,27,212,1314,669,192,374,198,640,423,119,61,457,270,180,262,942,48,8,219,262,126,509,517,8542,229,60,89,327,231,22,161,3408,44,1,1730,131,599,202,890,1594,5123,3428,126,667,26,13250,1215,864,3292,5051,445,5228,581,836,2592,374,342,603,137,187,253,1728,881,6632,4440,336,4217,95,89570,122696,---,642,65,6,16,41375,-37006,---,---,47,2,---,---,11,2,---,---,31,6,127892,217462
482,Rail transportation,2449,45,183,1035,89,2199,2213,770,2211,2800,901,472,85,261,1127,324,251,247,6398,79,3,2441,131,2713,4800,1604,255,31,99,31,85,133,160,22,3918,18,1,234,38,42,3,406,25,57,43,52,4,33,320,64,34,34,654,27,480,53,69,282,184,70,117,11,67,117,697,174,214,1281,900,1833,2185,51383,7608,---,3474,---,32,440,10158,352,---,---,286,---,---,---,29,---,---,---,178,---,22557,73940
483,Water transportation,568,18,113,225,40,259,1036,10,340,475,134,57,29,57,73,27,14,60,948,38,0,170,1,116,868,199,23,12,13,4,18,23,9,4,23,2,0,8,5,2,0,23,5,5,3,0,1,7,84,8,0,8,778,61,115,17,195,119,110,9,9,3,12,9,56,41,1091,246,946,537,265,10785,21328,---,8,0,0,52,5707,11192,---,---,2,0,---,---,0,0,---,---,0,0,38290,49075
484,Truck transportation,8191,540,479,1170,352,2656,19845,1915,3216,5842,3650,3667,1307,1264,6501,1600,1125,1284,28722,796,145,2779,725,7695,7845,2551,5068,2467,1483,1219,5315,1252,322,263,9617,170,40,3602,417,786,100,1302,537,225,204,85,31,101,1103,475,118,449,3020,256,1539,409,439,1380,1407,384,773,152,760,519,2559,1764,4143,690,1266,5514,1359,180950,76908,22,22213,571,389,1103,27949,4281,---,---,485,14,---,---,179,17,---,---,917,53,135100,316050
485,Transit and ground passenger transportation,---,1,0,4,48,733,475,47,76,44,149,91,19,10,80,52,42,75,140,5,1,48,61,24,78,106,904,93,4,18,68,0,329,---,---,---,0,210,4,159,48,631,612,1915,940,343,174,29,4329,481,379,1200,2949,143,1960,142,386,1276,1666,539,135,1987,44,94,597,258,34,5,13,13669,908,42084,43233,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,43233,85317
486,Pipeline transportation,180,8,4140,54,21,5045,424,15,10,12,15,14,3,6,6,3,5,17,41,10,0,22,11,18298,424,18,60,11,6,3,22,479,61,73,366,33,1,109,54,4,1,6,6,76,57,0,13,2,98,24,1,13,20,11,86,27,21,14,41,14,9,3,9,12,39,43,139,25,815,988,7982,40680,2997,---,---,---,---,684,3080,---,---,---,---,---,---,---,---,---,---,---,---,---,6761,47441
487OS,Other transportation and support activities,---,65,10,819,4,9163,---,888,863,134,107,17,0,3,9,---,363,179,436,56,---,400,421,591,179,503,52861,2036,1308,515,10081,24251,984,4858,39151,730,183,28719,2586,1568,518,175,2712,769,3527,62,---,---,---,2904,563,713,6855,492,2257,1485,354,1495,2669,302,1247,479,624,112,680,1332,3,225,1273,677,3164,222707,18433,---,---,---,---,---,9376,2974,---,---,---,---,---,---,---,---,---,---,---,---,30783,253490
493,Warehousing and storage,747,---,3,229,---,820,---,64,152,59,593,330,470,101,84,48,74,343,157,61,34,103,200,58,242,169,28206,9815,7326,6708,24833,66,2,555,3529,171,28,937,7589,598,153,444,968,---,---,19,---,1,154,512,169,200,972,8,10476,243,264,612,1066,181,343,193,97,826,1318,678,334,1235,---,5278,109,122356,231,---,---,---,---,---,162,---,---,---,---,---,---,---,---,---,---,---,---,---,393,122749
511,"Publishing industries, except internet (includes software)",86,1,11,0,5,272,830,20,2,10,57,41,67,3,13,170,10,33,9,---,0,7,54,2,37,7,2668,371,122,191,823,11,55,---,21,5,---,363,145,32452,35,675,1641,821,997,190,83,0,785,809,948,694,4304,895,1814,18,699,1679,1113,106,1561,33,50,132,147,623,353,1354,110,8101,252,69999,83723,---,---,85849,---,-299,34437,-4177,---,---,---,1826,---,---,---,2306,---,---,---,7084,210750,280748
512,Motion picture and sound recording industries,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,60,221,193,---,42,5,---,---,1,---,6,7,---,102,23712,40839,139,19,16,---,---,---,56,312,5,21,1984,225,32,---,333,23,6,331,582,200,29,413,2634,476,224,891,70,263,---,74476,25657,---,---,36883,---,-256,20898,-8516,---,---,---,---,---,---,---,---,---,---,---,---,74666,149142
513,Broadcasting and telecommunications,1016,26,379,194,463,2203,8428,311,850,265,1072,955,384,151,481,510,205,346,1181,72,16,333,448,93,550,370,13058,2186,776,544,6559,509,122,81,941,621,47,1246,624,2790,590,102585,10755,11021,5177,1725,1157,63,9655,1639,2895,2340,9276,2687,11168,886,2387,5349,2566,1186,997,551,953,4095,5491,4522,6983,7572,2063,67938,1798,339477,347421,---,7333,28975,---,---,14092,-170,---,---,---,---,---,---,---,---,---,---,---,---,397651,737128
514,"Data processing, internet publishing, and other information services",---,0,31,9,21,4698,1899,508,839,440,1508,1501,208,279,438,1453,458,592,1239,85,22,578,275,85,482,351,3497,3981,1212,1206,6613,411,0,---,68,70,7,675,180,3761,104,4191,9976,24633,4116,943,2744,6,1182,1854,2910,2450,13175,2065,24142,1199,4402,1430,2656,285,840,678,920,840,6965,6887,3972,4709,523,23415,2680,196572,39033,---,---,26254,---,---,5228,-1161,---,---,---,1315,---,---,---,1618,---,---,---,4537,76823,273395
521CI,"Federal Reserve banks, credit intermediation, and related activities",3433,344,2307,1133,688,11331,7122,656,885,947,2034,1932,2976,787,2303,1075,532,1709,3946,301,349,996,714,939,3850,1539,35953,4012,2899,3118,11291,1042,7238,714,1428,4025,1138,1792,377,4001,2679,13903,2575,84533,39016,954,2498,118285,55935,11833,2061,3813,13942,26158,6914,857,2707,4804,5574,2388,1506,864,1640,6184,7578,15132,1,4473,1914,21212,3183,598973,250003,---,---,---,---,---,53246,-6269,---,---,---,---,---,---,---,---,---,---,---,---,296981,895953
523,"Securities, commodity contracts, and investments",288,11,1794,1500,3827,727,1643,29,56,1088,1875,1503,134,293,1378,766,586,845,101,5,1,14,28,22,24,66,2327,93,195,452,559,776,415,1492,217,962,16,1013,24,306,232,176,85,32555,31425,1686,100952,4,6196,1766,433,376,1957,6875,1055,36,1024,947,5894,286,1531,567,58,3479,3720,5932,2,5,28,10081,2432,249247,222255,---,---,---,---,---,64169,-61,---,---,---,---,---,---,---,---,---,---,---,---,286363,535611
524,Insurance carriers and related activities,4331,850,1937,1403,3295,2333,642,343,1387,1003,1403,2041,550,1031,2169,1639,695,828,4668,398,135,483,124,353,2753,910,38668,3841,1435,1655,8475,639,46,705,12092,4756,285,3427,2907,588,1357,2648,868,7231,13875,314632,11875,4394,58311,7662,2820,2045,10581,440,7442,1384,2571,10732,27309,2909,8227,2185,1391,1554,5959,3974,0,490,4054,3335,12326,651806,358105,---,---,---,6901,---,17249,-52268,---,---,---,---,---,---,---,---,---,---,---,---,329986,981793
525,"Funds, trusts, and other financial vehicles",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,5248,12536,---,---,---,---,---,---,102,---,---,---,---,---,---,---,---,---,---,---,---,---,111,---,718,---,18716,165626,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,165626,184342
HS,Housing,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1950903,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1950903,1950903
ORE,Other real estate,10443,38,788,136,563,7880,18917,673,1050,406,4742,1922,3077,575,1740,1540,1239,1509,3460,503,156,1382,1759,136,3861,2444,72786,17322,20244,15455,91286,311,153,620,5928,1403,173,6220,11969,6819,3232,20894,7585,24767,23837,17470,604,3215,162818,9462,22034,7625,51709,29917,25977,2279,31579,47950,54495,26715,17960,10046,15215,2405,53757,53353,4915,7967,453,23902,2702,1088468,5838,30991,---,---,121201,---,3210,---,---,---,---,---,---,---,---,---,---,---,---,---,161240,1249708
532RL,Rental and leasing services and lessors of intangible assets,3397,88,1598,1916,2701,2790,22598,275,834,631,2016,1389,650,417,4772,1249,221,972,2962,85,1520,812,482,753,3400,852,23048,939,1063,2652,6218,13006,5885,5750,8815,770,68,3486,4624,1914,1312,10877,6418,4379,5436,2174,37,2389,2348,9944,2072,2465,14135,15697,7336,2237,1765,4177,4535,642,548,1592,1869,1967,7924,2700,372,269,324,9762,567,265884,93431,---,---,---,---,---,75584,---,---,---,---,---,---,---,---,---,---,---,---,---,169015,434899
5411,Legal services,472,97,713,578,479,7971,7707,265,328,177,1074,1162,3097,264,1659,1278,223,1089,988,110,75,334,204,224,3128,535,17475,695,611,755,3851,477,848,121,183,138,22,596,341,4516,559,3692,3817,6050,11279,6483,2665,888,16594,794,2319,3569,13523,10128,8746,540,439,5336,15159,1605,609,2169,1922,1295,2927,4224,265,191,379,12495,1210,206732,97522,---,---,---,20626,---,12996,-3242,---,---,---,---,---,---,---,---,---,---,---,---,127903,334635
5415,Computer systems design and related services,559,35,1807,487,85,2746,6521,308,384,287,1683,2156,574,110,633,2804,285,547,1086,91,14,345,472,300,467,590,17609,4125,796,1590,5037,310,1258,11,370,115,2,204,352,7042,377,5100,8154,12238,9837,2473,1467,376,3675,463,3272,4521,9180,5308,13082,448,1507,3735,5158,914,1169,310,775,999,3758,2826,9381,15720,284,26661,4842,222207,---,---,26648,206798,---,---,25730,-31030,---,---,296,8025,---,---,---,20984,---,---,1904,6611,265965,488173
