"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
55,Management of companies and enterprises,---,---,3981,2221,649,12,7592,367,964,736,3826,7117,10042,820,10711,4274,289,3004,11078,784,682,1304,640,346,19222,1550,30814,597,2564,14151,15635,621,3,360,3817,198,1,1511,180,5798,482,1881,420,2974,5954,1048,170,0,1659,4020,5161,6103,14199,34,16436,1885,2216,16031,3003,2155,805,1217,1169,10354,30876,8774,1,---,555,---,---,308040,---,---,---,---,---,---,3019,---,---,---,---,---,---,---,---,---,---,---,---,---,3019,311059
561,Administrative and support services,380,97,446,477,587,2316,8726,831,1101,3535,4317,2183,4511,542,2123,2322,661,1776,3891,889,2926,1272,2842,50,3799,1983,22756,2577,2155,2586,12672,7137,652,1691,4240,789,1950,2657,514,6488,1565,6271,589,13606,4743,7046,136,379,110734,13503,7382,8991,22256,5189,12621,1309,1523,14413,9583,2639,1607,1717,1510,3264,7090,6532,14711,1998,1364,21506,2977,432204,36850,---,---,---,---,---,834,-540,---,---,---,---,---,---,---,---,---,---,---,---,37144,469348
562,Waste management and remediation services,217,49,274,273,132,467,3157,130,221,547,335,211,364,84,350,173,219,181,1175,201,55,279,120,18,1703,441,1413,626,381,245,1225,34,36,21,275,25,27,159,192,136,23,133,12,563,89,527,287,0,7396,357,124,134,853,450,1176,6555,329,1155,868,505,272,84,514,861,1896,1393,555,384,180,13654,1221,58722,12754,---,---,---,---,---,19,-66,---,---,---,---,---,---,---,---,---,---,---,---,12707,71430
61,Educational services,51,1,---,---,---,102,1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,43,0,---,1,460,30,329,---,1307,7,13,---,---,---,10,4,---,1,---,337,5,17,6,---,---,---,---,---,---,22,25,---,128,---,1641,6,71,---,---,675,113,---,---,540,1041,64,34,3959,3,11046,203846,---,---,---,---,---,890,-585,---,---,---,---,---,---,---,---,---,---,---,---,204151,215197
621,Ambulatory health care services,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,45,---,106,---,---,10095,8465,108,1,151,2,---,---,74,---,385,---,3808,---,23240,600456,---,---,---,---,---,131,-21,---,---,---,---,---,---,---,---,---,---,---,---,600566,623805
622,Hospitals,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3443,---,---,---,---,---,---,---,---,---,---,---,---,3443,533740,---,---,---,---,---,209,-1255,---,---,---,---,---,---,---,---,---,---,---,---,532693,536135
623,Nursing and residential care facilities,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1992,---,1100,---,3092,140867,---,---,---,---,---,21,-6,---,---,---,---,---,---,---,---,---,---,---,---,140881,143974
624,Social assistance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1110,---,1110,110407,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,110407,111517
711AS,"Performing arts, spectator sports, museums, and related activities",44,2,0,---,7,53,124,27,25,45,68,47,15,6,38,16,23,48,104,18,4,25,54,2,33,105,780,335,314,29,216,---,153,---,25,4,---,117,2,164,4091,12994,29,1041,486,145,69,0,3065,293,538,398,2365,1821,1020,48,326,397,233,103,84,9864,440,153,1108,1191,1198,42,12,704,25,47354,41144,---,---,3486,---,---,658,-134,---,---,---,---,---,---,---,---,---,---,---,---,45154,92508
713,"Amusements, gambling, and recreation industries",35,0,---,0,4,60,258,11,14,10,26,23,13,3,33,13,23,42,36,1,1,5,15,1,10,21,350,7,65,2,333,1,1,---,---,---,---,2,0,48,22,55,48,554,282,152,20,0,---,111,229,322,650,538,522,40,61,403,13,43,50,69,272,148,284,67,1813,19,0,1205,229,9685,119391,---,---,---,---,---,0,0,---,---,---,---,---,---,---,---,---,---,---,---,119392,129077
721,Accommodation,3,---,1,11,70,648,232,127,135,153,345,247,133,38,259,91,172,339,402,53,16,88,323,5,187,363,958,21,116,25,219,---,8,---,---,---,17,166,6,491,204,627,340,4327,2233,1129,157,0,5696,1159,1366,2434,4214,368,2743,430,374,2106,103,195,62,85,101,284,916,448,1233,584,7,1969,86,42446,77188,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,77188,119634
722,Food services and drinking places,356,45,12,33,131,1745,471,182,174,228,406,315,237,69,290,111,180,379,593,138,87,132,309,10,280,450,2682,462,548,299,1898,5937,3,13,622,45,40,418,111,463,282,641,319,6924,2259,2686,384,0,17032,2486,2829,3407,12208,2722,6857,382,647,8035,3866,2549,913,238,488,7583,2084,1599,409,154,596,6001,254,117743,417210,---,---,---,---,---,2137,---,---,---,---,---,---,---,---,---,---,---,---,---,419347,537090
81,"Other services, except government",334,847,74,136,387,1527,9374,529,937,2390,1411,990,1750,385,1238,432,391,558,2404,559,101,1139,642,23,3062,1482,11891,1385,1994,1492,5730,649,118,66,6548,777,571,1367,320,1226,532,4354,168,9490,3015,6788,289,66,19797,5741,1217,1364,5887,3481,6237,963,1383,5194,5782,991,391,746,1130,1520,7463,15141,2812,479,1527,15712,1092,197988,416849,---,---,---,---,---,350,-2040,---,---,---,---,---,---,---,---,---,---,---,---,415159,613147
GFGD,Federal general government (defense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,448922,---,---,---,---,---,---,---,---,---,---,---,448922,448922
GFGN,Federal general government (nondefense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,234781,---,---,---,---,---,---,---,234781,234781
GFE,Federal government enterprises,25,5,---,14,---,322,10,---,---,47,170,437,571,345,---,---,---,50,---,2,---,---,97,5,31,---,14298,860,668,487,5052,10,---,2036,3360,144,329,901,262,1287,467,213,168,2105,4540,417,---,0,473,1445,658,402,3527,265,1613,165,528,1252,1260,343,394,194,122,1029,4112,1752,0,175,10,2519,35,62004,8432,---,---,---,---,---,320,-523,---,---,---,---,---,---,---,---,---,---,---,---,8230,70234
GSLG,State and local general government,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1168216,---,---,---,1168216,1168216
GSLE,State and local government enterprises,---,15,---,---,---,1079,---,44,68,177,102,63,100,38,109,49,45,51,352,65,23,87,30,5,564,119,301,126,118,70,350,2,---,---,63,2,7,29,110,48,16,51,4,229,70,41,---,---,391,550,304,105,459,140,540,49,43,304,196,130,852,22,110,264,867,459,361,270,364,2514,731,14849,42517,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,42517,57365
Used,"Scrap, used and secondhand goods",-61,61,---,---,1311,404,732,---,136,12332,175,2,---,---,---,---,---,15,2,39,---,2688,---,---,44,63,---,14,---,---,1,-115,---,-17,193,2,45,1323,1,---,70,0,---,---,---,---,---,---,---,12,---,---,---,52,---,---,306,6,---,---,---,-6,90,---,---,10364,-1,---,---,---,---,30284,66211,-1519,-78980,---,-2883,2907,11432,-8094,---,-4,-97,---,---,-1473,-5413,---,---,5879,-11259,---,-23294,6989
Other,Noncomparable imports and rest-of-the-world adjustment [1],542,61,509,22,125,801,1333,215,182,575,670,890,5641,296,1362,485,106,386,1603,312,144,426,383,669,2041,692,3403,10,385,471,1488,9368,152,1432,652,3,45,289,24,473,234,6704,255,1701,12444,588,197,46,942,496,355,810,2018,909,942,85,350,---,---,123,---,133,120,367,1240,459,18806,2984,36,---,---,92009,-27521,---,---,3196,---,---,89534,-156155,---,---,---,---,---,---,---,---,---,---,---,---,-90945,1064
,Total Intermediate,142253,21789,78113,33697,21824,152667,573402,73091,57106,126912,145536,161586,196707,60213,368323,101009,47378,70041,454167,51552,24604,100251,53570,220775,319877,119114,323201,64519,50919,58205,221417,71322,20440,26402,121908,10281,12396,61170,16095,123361,56236,274433,11234,257259,184812,234233,63630,132778,508623,92185,71232,78656,305293,117665,156329,30101,56256,232277,170361,54351,42431,36053,37996,60781,211254,190334,185356,73647,21792,471190,95964,9471934,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,
V001,Compensation of employees,22179,12764,15578,13459,12475,55635,357958,23240,26696,30053,77179,71845,119634,28558,76231,56073,23219,40149,78938,16506,11887,31316,32282,12528,78089,39274,357294,90041,72685,68209,228418,38399,16982,4188,65814,12226,3720,55247,25451,68731,24158,106253,38876,183960,148020,164176,1534,12408,56342,26368,93974,104300,308386,175600,235542,17606,101863,288706,223822,82855,55048,32588,34428,54875,157413,206048,172203,112066,58026,907550,73166,6729306,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V002,"Taxes on production and imports, less subsidies",-5766,917,16100,3325,842,41045,7172,627,1085,1944,2344,2666,5832,1043,2741,1790,362,1391,19524,643,303,1671,781,1973,7826,1502,150922,32234,15130,31443,76496,15220,-576,-226,2715,918,1388,1942,462,3049,5090,36708,1660,12183,4106,19256,587,142749,16040,11230,18974,2760,8157,6434,5519,2105,5025,5975,7791,2833,1132,5412,6236,14695,30445,14349,---,---,-2115,---,-14423,821711,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V003,Gross operating surplus,104511,9904,81232,16831,6586,102416,219474,8716,17493,22977,35151,29619,75999,12463,60144,17984,7400,22329,77346,5002,2389,19746,9686,89695,140872,23067,187889,30436,29503,14863,106019,7197,8834,4673,40575,9893,5533,23740,7683,84568,45211,168156,37834,178231,7583,138754,14850,976835,176472,101148,67857,15860,172066,21068,72496,12224,22157,80442,33538,4477,11559,27073,12108,32792,53040,76836,108788,66313,10506,111752,27713,4666176,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,Total Value Added,120924,23586,112910,33614,19904,199096,584605,32583,45273,54974,114674,104130,201465,42063,139116,75846,30982,63869,175808,22151,14579,52733,42749,104195,226787,63843,696105,152711,117318,114515,410933,60816,25240,8635,109105,23037,10641,80929,33596,156348,74459,311118,78369,374373,159708,322185,16970,1131992,248854,138746,180805,122920,488608,203102,313557,31935,129045,375123,265151,90164,67739,65072,52772,102362,240897,297232,280992,178379,66417,1019302,86456,,,,,,,,,,,,,,,,,,,,,,12217194,
,Total Industry Output,263177,45375,191023,67311,41727,351763,1158007,105673,102379,181886,260210,265716,398172,102276,507439,176855,78360,133910,629975,73703,39183,152984,96319,324970,546664,182957,1019306,217229,168237,172720,632350,132138,45680,35037,231013,33318,23037,142099,49691,279709,130695,585551,89603,631632,344520,556419,80600,1264770,757476,230932,252037,201576,793901,320767,469886,62036,185302,607400,435512,144515,110170,101126,90769,163143,452151,487566,466347,252026,88209,1490491,182420,,8231961,307653,721896,437819,749817,64068,1056924,-1691065,448922,6939,55692,58324,234781,9617,13343,64503,1168216,219141,37163,21481,,21689128

Legend/Footnotes
1. Consists of noncomparable imports in the intermediate section of the use table and noncomparable imports and the rest-of-the-world adjustment in the final use section of the use table.
Note. Selected data with zero values are not shown.
Note. Detail may not add to total due to rounding.
