"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
325,Chemical products,11755,1486,2374,1461,732,299,8828,2437,3572,1412,4577,2032,4274,2477,8562,1152,2366,6215,4853,14127,175,6940,4477,1031,138644,45818,969,86,43,38,392,1,126,7,175,10,2,114,152,969,210,533,23,69,108,52,---,260,4244,53,288,123,5492,1145,3055,1019,349,25895,29763,2225,352,53,298,36,257,3144,1940,1491,80,17007,932,385656,182029,---,1958,---,---,4852,92679,-132011,---,---,---,---,---,---,---,---,---,---,---,---,149507,535163
326,Plastics and rubber products,1175,167,32,709,253,2,20916,971,1099,443,1491,7588,5039,2544,18157,3521,2793,4203,11378,461,83,2102,3501,27,7459,13305,5585,1201,1226,295,2908,73,4,2,668,16,74,3743,116,927,164,3261,29,284,85,388,1,3,294,886,293,444,3205,133,1201,247,302,6484,1547,1031,663,21,191,103,2667,3203,1314,703,1,6634,1103,163140,26911,---,96,---,63,1746,15866,-26069,---,---,---,---,---,---,21,---,---,---,---,---,18634,181774
42,Wholesale trade,12617,1971,2636,2255,1211,3170,46603,6355,3845,11569,10494,14769,16162,6557,32637,5810,4011,5720,39854,3642,2524,7893,3644,7978,25730,9125,27085,2741,1462,861,10620,1514,1159,1164,5511,515,163,2749,254,7933,377,5203,231,2107,902,456,216,320,2373,7307,521,1348,5468,1192,4502,1169,1721,11457,9980,2111,2639,488,1680,1830,9332,5836,5143,2170,807,20014,3795,465204,306838,43,97235,8709,1405,6959,84133,23283,---,---,5359,102,---,---,2638,129,---,---,5415,304,542550,1007754
441,Motor vehicle and parts dealers,5,2,36,77,47,4,991,168,81,39,146,865,160,2,2211,422,66,131,650,24,0,139,28,0,191,75,98,1214,146,24,489,0,3,0,442,4,0,3,13,465,11,39,0,6,2,1,---,66,142,135,1,5,150,---,397,15,0,---,0,0,0,1,5,11,40,2393,0,0,0,0,1,12878,117748,---,11437,---,2,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,129186,142064
445,Food and beverage stores,32,0,0,0,---,31,176,0,3,0,1,9,5,1,5,0,6,6,9,0,0,1,17,0,34,7,4,10,33,7,36,0,2,0,148,14,0,21,0,1,0,0,0,2,2,1,---,42,8,1,1,0,5,---,34,0,7,4,5,1,1,4,38,24,822,25,0,0,0,21,---,1669,149254,---,97,0,5,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,149356,151026
452,General merchandise stores,84,1,3,4,2,75,1151,11,10,2,11,78,29,6,129,19,31,34,70,4,0,9,48,0,84,36,18,94,19,4,49,0,6,0,407,38,1,54,1,24,1,2,1,5,6,2,---,197,64,19,3,1,20,---,90,1,44,10,4,1,2,1,8,15,150,233,0,1,0,19,0,3546,164309,---,1190,148,128,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,165774,169320
4A0,Other retail,1037,3,18,131,3,1126,60482,150,8,9,62,533,273,71,437,32,340,345,534,70,1,39,1335,11,2194,396,433,877,197,217,811,2,72,302,5488,473,20,901,2,126,29,10,16,130,187,66,---,2280,374,66,50,32,365,---,443,6,69,320,103,40,57,87,218,403,3267,1492,1,38,2,608,0,90324,497003,---,21803,2294,5656,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,526756,617080
481,Air transportation,21,1,5,46,115,590,242,199,235,285,527,342,210,52,350,131,240,347,656,91,28,157,389,8,280,529,2305,80,19,35,71,136,9,24,1145,9,4,401,26,582,234,585,322,3193,2219,651,181,1,4987,1060,1008,1960,3548,203,2707,363,407,1813,133,235,216,98,132,165,713,519,5003,2052,732,2819,67,49248,78740,---,108,11,1,11,24976,-21671,---,---,11,0,---,---,4,0,---,---,7,0,82197,131446
482,Rail transportation,1086,58,113,996,48,2137,1589,829,1690,3023,560,328,114,262,918,129,248,220,3797,169,4,2059,151,92,2662,1070,125,26,79,22,57,38,63,7,2903,6,3,79,18,89,6,173,2,47,17,72,1,57,78,30,40,20,300,19,293,27,35,210,61,40,56,14,31,58,254,97,99,608,85,1042,970,32705,4935,---,1491,---,22,204,5402,139,---,---,47,---,---,---,8,---,---,---,130,---,12377,45081
483,Water transportation,328,11,198,70,20,67,497,6,125,265,53,24,28,31,31,15,8,37,918,36,1,71,2,10,509,79,21,8,17,5,7,13,5,2,10,1,11,5,0,2,1,10,0,4,1,0,0,5,37,3,0,4,244,36,44,13,76,94,46,5,5,2,4,5,19,27,2865,185,779,546,36,8640,11099,---,9,0,0,14,5446,9465,---,---,4,0,---,---,1,0,---,---,0,---,26038,34678
484,Truck transportation,3749,678,404,530,208,473,13744,1901,2264,3206,2106,2386,2379,960,5417,1074,1129,1126,15195,1072,429,2321,903,2641,4522,1862,2748,1619,1492,2211,5023,1792,156,187,10412,90,39,3487,83,1206,254,797,61,187,142,158,10,98,465,273,146,185,1627,253,861,216,284,1248,1070,316,553,158,393,303,1245,1393,1928,565,550,4258,527,123747,62990,14,18123,487,721,1426,16500,1427,---,---,575,6,---,---,201,7,---,---,1032,17,103525,227272
485,Transit and ground passenger transportation,---,4,1,4,28,92,388,52,52,62,134,83,46,11,77,27,54,100,146,12,5,36,99,1,76,133,231,25,3,7,37,1,121,---,---,---,2,55,2,141,51,271,71,1086,560,430,39,0,1427,326,380,598,1371,55,775,77,135,666,297,201,43,570,31,44,223,110,23,3,4,6822,182,19219,23859,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,23859,43079
486,Pipeline transportation,107,12,3046,30,10,10048,221,11,10,16,11,11,6,5,6,2,4,19,34,20,1,19,12,3203,377,18,20,5,4,1,11,150,31,25,105,10,5,49,1,3,1,4,1,44,13,0,3,4,35,11,1,5,11,11,72,26,5,14,14,9,3,2,7,7,22,25,112,67,148,591,2112,21058,1283,---,---,---,---,57,803,---,---,---,---,---,---,---,---,---,---,---,---,---,2143,23202
487OS,Other transportation and support activities,---,110,16,700,2,2195,---,805,588,107,68,8,---,3,5,---,135,220,590,113,---,349,586,20,133,432,24112,1432,706,534,7113,10209,521,2775,33982,325,711,15963,806,2242,728,103,236,577,2550,502,---,---,---,2096,760,465,6974,200,1816,622,275,1272,971,246,534,396,206,96,421,1277,2,45,300,930,2245,135464,9016,---,---,---,---,---,6185,2462,---,---,---,---,---,---,---,---,---,---,---,---,17663,153127
493,Warehousing and storage,513,---,5,196,---,478,---,34,40,33,309,149,593,24,88,26,30,167,66,59,37,39,225,4,169,87,8624,2631,3579,5903,11328,14,1,232,2444,41,25,339,3453,611,161,225,63,---,---,106,---,0,35,260,161,105,660,4,643,58,98,385,255,76,118,95,48,361,668,443,127,293,---,2497,36,50579,355,---,---,---,---,---,94,---,---,---,---,---,---,---,---,---,---,---,---,---,449,51028
511,"Publishing industries, except internet (includes software)",42,1,4,0,1,94,411,27,3,13,41,23,515,7,24,45,7,47,10,---,0,4,90,0,140,7,617,70,121,50,458,18,24,---,22,1,---,75,46,24269,44,345,108,348,486,88,25,0,331,926,682,347,2259,1065,873,7,373,633,295,91,817,9,47,90,115,435,1112,767,87,5985,85,46205,68073,---,---,52124,---,1401,20575,-3571,---,---,---,509,---,---,---,640,---,---,---,1515,141266,187470
512,Motion picture and sound recording industries,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,18,212,180,---,1,5,---,---,1,---,83,3,---,44,17556,29763,83,13,12,---,---,---,58,10,6,14,832,113,23,---,45,19,2,7,149,112,6,23,352,470,1319,192,12,152,---,51890,37875,---,---,33841,---,120,12304,-6095,---,---,---,---,---,---,---,---,---,---,---,---,78045,129935
513,Broadcasting and telecommunications,353,47,396,130,167,654,9211,310,660,353,994,1036,1911,285,462,380,698,555,1116,262,177,274,521,7,983,586,10453,1487,728,749,7264,781,102,66,1399,224,375,575,183,3372,460,95901,914,8640,6675,1733,109,0,12919,1995,3843,2816,9417,4362,6882,456,1591,6035,1753,831,757,359,657,840,3192,5224,4293,3630,549,29645,611,267374,205816,---,6943,16737,---,---,8117,-151,---,---,---,---,---,---,---,---,---,---,---,---,237463,504836
514,"Data processing, internet publishing, and other information services",---,0,9,2,6,520,599,421,424,407,999,844,921,210,177,253,280,403,859,216,95,355,315,5,860,312,1424,748,493,586,1988,95,1,---,23,8,23,114,20,2893,57,1643,368,3736,1482,596,194,0,342,1830,1049,1279,3457,1481,4348,237,494,486,602,107,140,121,200,154,949,1240,6948,2846,216,5406,1069,60986,6401,---,---,12581,---,---,2569,-360,---,---,---,416,---,---,---,387,---,---,---,1143,23136,84122
521CI,"Federal Reserve banks, credit intermediation, and related activities",1833,356,825,496,334,6787,7737,541,712,848,1300,1546,1875,613,2146,503,477,1048,2861,476,412,800,612,354,2505,1334,13355,2606,2219,1627,8615,1685,4409,276,1212,1693,268,606,198,1706,2330,7412,718,70919,23674,3775,1801,79267,25107,7874,2248,2096,7647,11408,4018,493,1693,3414,2259,1171,746,478,1392,2872,3908,12104,0,1157,2664,6082,1773,372304,170123,---,---,---,---,---,14846,-7738,---,---,---,---,---,---,---,---,---,---,---,---,177232,549536
523,"Securities, commodity contracts, and investments",252,37,1057,1349,1897,746,4604,39,52,1413,1815,1660,311,428,1532,618,785,1537,167,18,4,10,42,3,27,73,1662,172,422,323,945,5897,584,3737,429,533,137,578,9,511,250,215,32,41619,51595,2411,49513,3,6230,1491,1150,609,2602,4367,1458,56,767,1634,3569,458,1152,326,116,3355,3632,9974,5,37,42,16757,1216,243055,109768,---,---,---,---,---,28097,-54,---,---,---,---,---,---,---,---,---,---,---,---,137811,380866
524,Insurance carriers and related activities,937,1485,4277,876,2509,331,301,213,808,541,794,1138,1435,839,956,717,312,524,2715,1068,995,290,172,6,2380,706,8365,1430,750,605,3258,1060,11,720,6397,958,230,788,779,504,843,731,61,6187,8972,155623,1238,431,26062,4239,2788,1002,5494,167,3403,667,766,12734,17507,1905,1515,930,811,770,2075,2440,0,482,288,1061,2851,317227,247962,---,---,---,11684,---,7775,-28614,---,---,---,---,---,---,---,---,---,---,---,---,238806,556034
525,"Funds, trusts, and other financial vehicles",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2988,3662,---,---,---,---,---,---,4,---,---,---,---,---,---,---,---,---,---,---,---,---,48,---,818,---,7520,91297,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,91297,98818
HS,Housing,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1238832,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1238832,1238833
ORE,Other real estate,16658,91,267,51,74,1890,14379,797,746,471,2222,1239,1870,406,1422,3608,1375,1092,2509,887,732,601,1259,86,2161,1710,27142,16637,8309,6182,42678,153,61,365,3649,380,434,2979,3482,5700,5442,12210,788,16558,11218,11126,328,1867,99277,8858,18103,7470,33945,11747,12102,1188,17578,40817,15614,16359,8926,6576,8335,800,30646,29750,2540,7163,1198,28171,2505,645961,2823,7962,---,---,110453,---,3110,---,---,---,---,---,---,---,---,---,---,---,---,---,124349,770310
532RL,Rental and leasing services and lessors of intangible assets,2334,168,7601,981,1161,973,13474,355,620,785,1799,1729,2498,638,2189,1117,325,1962,3669,378,369,586,796,38,3571,1160,11673,614,1174,1847,6115,5457,3096,1280,5827,546,220,1604,239,3191,1423,9957,617,4661,4280,3160,12,1,4036,6202,2196,2231,10337,11893,4626,968,1609,5214,2278,383,289,976,815,1362,5731,2237,343,223,149,8234,176,190778,64015,---,---,---,---,---,43092,---,---,---,---,---,---,---,---,---,---,---,---,---,107108,297886
5411,Legal services,213,184,829,452,872,3071,7011,227,245,247,557,924,1974,213,1398,3084,212,843,723,157,59,197,348,51,2493,371,5955,342,225,671,2206,441,341,61,112,47,304,275,101,2708,578,2571,424,3628,5452,8155,923,333,13851,741,1805,3838,8120,5941,3668,304,290,4142,5541,802,286,654,1109,768,1806,2216,1393,348,866,6786,612,128699,81240,---,---,---,37374,---,5836,-1139,---,---,---,---,---,---,---,---,---,---,---,---,123311,252010
5415,Computer systems design and related services,202,62,2223,43,13,952,3568,213,207,294,1001,1336,2482,81,352,573,307,453,762,235,101,197,588,6,684,614,3759,820,326,482,1896,134,462,2,166,24,12,45,60,2620,300,2361,520,5772,3670,1165,222,79,1097,452,2374,2043,4843,6998,3967,123,675,2501,2230,508,357,112,406,292,994,1516,17262,12753,325,8291,1959,114520,---,---,9699,95466,---,---,6197,-10089,---,---,845,4767,---,---,---,10349,---,---,641,7564,125439,239959
5412OP,"Miscellaneous professional, scientific, and technical services",1095,959,1530,1470,1815,6696,41857,1856,1873,2969,5920,4729,7563,1649,3664,6284,2670,6134,8490,1728,1567,1727,2522,103,14743,4500,41904,9181,5306,7456,33034,1364,1129,922,1526,354,2031,1402,509,17596,11580,32352,1517,31389,18654,15997,1786,266,36185,8170,8150,18093,85952,27720,18982,1592,3024,19837,13155,4243,2285,4518,5104,6245,20786,14412,32083,6470,967,31280,7376,749998,42739,---,42351,208738,2980,---,47634,-23374,---,---,---,52524,---,---,---,52991,---,---,---,10938,437519,1187516
