"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
3361MV,"Motor vehicles, bodies and trailers, and parts",1131,75,1364,801,330,21,2667,2126,593,913,1409,10864,808,926,216738,2534,439,607,4467,51,1,1300,143,148,1148,594,9648,5747,1726,367,5457,---,61,---,6372,790,1,120,1392,173,98,1179,743,128,25,---,---,---,---,3420,---,108,3035,610,16362,1741,144,894,2419,184,3218,103,211,219,1925,12930,10616,293,3860,11604,2185,362302,264033,---,334303,---,---,22325,114605,-414149,---,---,18344,---,---,---,12171,---,---,---,46686,---,398318,760620
3364OT,Other transportation equipment,---,8,---,5,---,---,6,15,---,---,77,468,---,---,821,82853,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,1552,1326,1111,20,158,---,3274,---,---,---,7,---,---,---,---,---,---,---,---,---,---,1169,31,83,96,---,---,---,---,---,---,99,---,---,---,42080,1535,5,0,189,136985,36595,---,58918,---,---,7262,106896,-57232,---,---,42494,---,---,---,3560,---,---,---,366,---,198858,335843
337,Furniture and related products,---,---,---,---,---,---,21913,284,0,---,---,238,107,1,23,7,3257,205,---,---,---,0,---,---,---,275,689,151,---,11,1346,---,---,0,---,---,---,0,---,1,---,91,343,---,---,---,---,2266,47,---,7,3,380,5,2,---,---,194,126,1,316,357,368,3,391,342,---,---,59,16,1959,35784,60920,---,31075,---,824,-1879,3827,-49353,---,---,0,---,---,---,1,---,---,---,540,---,45955,81739
339,Miscellaneous manufacturing,128,1,54,28,13,---,2153,20,47,23,58,1849,1,473,2243,7,5,3822,37,6,81,0,3,1,278,142,911,313,115,4,842,0,1,---,8,17,0,90,98,3,3,60,77,58,31,10,---,0,232,70,7,12,1947,5,1916,289,197,16798,24969,331,1174,181,187,30,799,2117,2834,447,---,4955,81,73691,123052,---,49499,---,---,-1352,36494,-124589,---,---,43,---,---,---,6,---,---,---,655,---,83806,157498
311FT,Food and beverage and tobacco products,40604,147,---,---,---,---,---,23,935,6,---,---,---,---,---,---,---,25,213554,16,189,344,653,494,7698,209,3537,0,2992,1033,1953,321,1,274,16,0,---,9,---,35,4,---,393,---,---,---,---,---,---,---,---,---,4558,103,1,---,4986,7,6535,5205,20187,1540,6731,6801,87221,1371,5537,123,625,102138,---,529132,782830,---,---,---,---,-2215,76641,-145943,---,---,---,---,---,---,---,---,---,---,---,---,711313,1240445
313TT,Textile mills and textile product mills,9,5,---,1,---,---,1773,508,265,---,2,747,0,0,2169,527,3061,1268,61,7661,1266,3508,255,29,2,2406,1452,34,62,2909,1229,---,---,16,17,---,---,12,1,1,212,3,3,---,---,---,---,0,43,230,---,---,285,20,166,181,5,73,262,1420,1124,---,73,962,359,454,742,316,2,1603,35,39831,33661,---,96,---,263,-1101,7651,-35544,---,---,---,---,---,---,2,---,---,---,1,---,5030,44861
315AL,Apparel and leather and allied products,29,---,---,---,---,---,---,---,---,---,---,---,---,---,1269,---,---,120,12,0,836,---,15,---,---,---,244,24,---,92,143,---,---,---,---,---,---,---,---,0,0,26,---,---,---,---,---,---,---,0,---,---,4,0,57,52,1,0,3,---,0,16,33,7,17,921,267,20,186,1098,31,5522,172308,---,---,---,---,-2081,4003,-157348,---,---,---,---,---,---,---,---,---,---,---,---,16881,22403
322,Paper products,516,---,137,168,46,16,4764,1569,2685,2140,2493,1908,550,2166,6755,478,1745,1980,27737,393,33,49935,8171,257,5836,5329,8409,256,1401,452,1943,49,49,2,261,1412,28,1275,212,967,83,363,314,943,676,1611,1,1,741,1331,392,644,3658,591,6391,416,255,1438,1318,748,1398,130,298,3503,6322,1361,528,3061,225,14868,92,198223,24169,---,---,---,---,-1154,21152,-28088,---,---,---,---,---,---,---,---,---,---,---,---,16079,214302
323,Printing and related support activities,11,---,8,1,---,7,45,2,---,---,10,3,---,1,4,---,---,---,63,---,0,---,1035,1,60,---,9394,233,134,129,7005,7,7,---,150,131,3,254,12,3067,530,345,4301,823,1286,3445,---,---,104,557,538,354,4407,743,2781,16,424,1704,3401,128,1900,849,324,750,1293,1324,1038,1863,53,10214,438,67711,4370,---,---,---,---,-764,2820,-3024,---,---,---,---,---,---,---,---,---,---,---,---,3403,71114
324,Petroleum and coal products,7531,240,5634,2196,1300,16854,52872,722,638,2207,1387,960,133,903,366,86,229,793,2656,35,5,1237,701,17321,8825,727,3549,946,325,166,1495,27501,3049,4543,26541,3522,261,9839,2521,208,78,514,621,4846,4919,97,545,42,4792,2498,43,1330,2089,510,6565,2317,1130,2016,1446,828,1109,256,1094,808,4626,2153,7780,878,1269,97348,22791,388363,263587,---,---,---,---,9122,148646,-80320,---,---,---,---,---,---,---,---,---,---,---,---,341034,729397
325,Chemical products,27526,1237,9875,1974,1416,1062,21449,7853,4843,1742,8016,2593,2001,3644,14261,1314,2010,5705,9330,10229,146,8888,4434,30420,208117,75923,2515,153,62,30,726,2,153,2,305,32,1,34,266,468,338,577,1607,55,105,79,---,486,10894,212,77,284,62536,5459,11816,1951,768,48808,23773,2698,740,303,1002,91,1826,3770,3562,4427,95,53598,6549,719240,324511,---,2703,---,---,6308,199027,-352566,---,---,---,---,---,---,---,---,---,---,---,---,179983,899222
326,Plastics and rubber products,1980,68,119,1074,497,16,38970,1370,1287,777,2491,8665,2197,2980,23218,2080,2704,3613,23738,334,136,2994,3054,326,9219,21118,24764,1357,1654,467,5034,280,4,0,834,180,47,1784,259,228,123,5029,1129,54,143,1671,0,19,574,3100,26,1761,7760,107,3273,525,421,10618,5466,2081,2428,65,457,197,9836,3484,4393,1722,28,16300,5520,280225,52041,---,329,---,23,965,28765,-73475,---,---,---,---,---,---,10,---,---,---,---,---,8659,288884
42,Wholesale trade,53083,2204,14370,4698,2931,7373,140478,15217,8886,30451,26559,34241,14596,15779,92293,14673,6484,8393,112490,3110,962,15619,4166,27819,61373,24031,77944,6490,3219,2837,24876,4080,2472,2114,12878,1876,509,5582,2523,13105,347,20074,6145,2560,2762,1506,738,601,6149,20613,949,5552,38064,10093,17410,4475,2732,35925,23510,3789,7809,947,4018,4306,33975,16291,22907,8008,1851,64652,19046,1290587,793820,83,281066,35710,5858,-678,271268,81633,---,---,16962,1395,---,---,6187,1666,---,---,19899,3598,1518468,2809055
441,Motor vehicle and parts dealers,13,2,323,222,117,12,3357,443,222,154,448,2077,140,5,4154,545,119,241,1586,19,0,423,52,1,463,171,148,1832,665,142,2106,0,9,0,1651,12,0,9,53,60,36,75,15,49,10,10,---,107,288,1234,0,39,624,---,4125,86,0,---,0,0,0,6,49,52,253,4583,0,0,0,0,6,33645,396009,---,40170,---,9,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,436187,469832
445,Food and beverage stores,54,0,1,0,---,52,263,0,3,0,1,7,1,4,4,0,2,5,8,0,0,1,17,3,40,1,10,10,26,11,54,0,4,1,339,41,0,39,0,1,0,0,2,4,3,1,---,77,34,3,0,1,6,---,81,0,3,3,6,1,1,9,21,50,1831,18,0,1,0,22,---,3181,321208,---,409,2,10,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,321630,324811
452,General merchandise stores,141,1,15,8,4,120,1988,19,14,6,20,106,10,18,167,19,17,32,96,3,0,18,56,2,65,11,37,103,44,11,144,0,10,3,931,105,0,102,2,6,2,3,7,15,10,4,---,398,218,80,1,4,43,---,416,4,8,12,10,2,4,5,9,92,402,252,0,6,0,26,0,6482,280118,---,2814,853,260,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,284045,290527
4A0,Other retail,1697,17,100,106,16,1840,104614,545,33,29,124,736,80,234,835,76,180,336,750,52,2,106,1093,187,2392,87,727,1720,340,677,1824,3,124,584,11829,1287,6,1547,8,81,15,16,131,276,192,82,---,5110,2071,285,22,61,473,---,2013,27,44,428,201,118,84,368,397,1884,8940,2037,3,85,2,527,1,162918,1312687,---,45808,22719,10228,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1391442,1554359
481,Air transportation,211,15,70,44,146,437,1353,221,663,330,407,336,84,98,659,192,92,124,836,32,5,234,131,115,532,451,7062,224,60,59,503,359,21,197,2836,69,12,1477,359,336,202,438,1620,4167,2557,123,375,11,9483,1734,594,3145,3469,319,3866,441,619,3022,445,300,724,132,327,187,2415,610,9164,5509,442,4045,150,82027,239285,---,1449,198,12,3,46918,-64797,---,---,106,8,---,---,19,9,---,---,73,20,223302,305329
482,Rail transportation,2893,39,650,670,146,2633,3407,1037,2437,3638,1196,567,63,385,1417,240,271,236,7337,67,3,2535,126,1999,4915,2094,307,39,115,36,116,150,249,25,4817,31,9,268,31,22,7,203,70,63,62,109,3,89,279,116,30,45,669,22,771,63,60,526,249,71,233,21,88,130,1294,175,344,1432,1096,3077,2579,61196,9978,---,2897,---,41,356,13232,631,---,---,605,---,---,---,392,---,---,---,1116,---,29246,90443
483,Water transportation,1153,6,475,160,51,228,1451,12,435,505,169,70,14,99,97,14,15,51,1958,23,0,97,2,162,795,124,27,19,26,8,33,26,8,4,31,3,9,10,25,13,2,17,21,6,5,1,1,13,61,22,0,7,499,43,162,23,149,179,116,16,37,5,24,18,111,45,2314,286,1454,1004,258,15307,30586,---,8,0,0,15,7380,15710,---,---,1,0,---,---,0,0,---,---,1,0,53700,69007
484,Truck transportation,12631,579,1837,1694,470,1805,37716,3328,5381,9459,5109,4412,1235,2210,9566,1958,1506,1296,39824,823,155,3952,776,8476,7899,3352,10577,3677,1749,1087,8946,2074,495,254,15810,409,132,5678,1482,1077,143,1364,1534,265,275,334,35,156,1085,1308,177,664,5253,412,2695,606,480,2465,2506,516,1322,331,740,752,4545,2926,8734,1111,1612,9559,2411,277213,131248,25,29153,1809,1093,-166,38318,7698,---,---,987,71,---,---,223,84,---,---,1023,182,211748,488961
485,Transit and ground passenger transportation,---,1,2,6,109,640,1269,139,173,124,249,158,17,19,157,34,62,78,314,6,1,133,97,58,111,199,2379,209,8,36,251,2,319,---,---,---,6,235,8,283,170,600,1929,5295,2552,1441,359,14,10778,1924,817,3944,4873,338,4262,384,819,4148,4937,944,587,3824,232,210,2749,534,105,19,30,21701,1309,89721,69899,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,69899,159620
486,Pipeline transportation,269,8,7209,53,23,13499,634,13,12,23,25,19,2,9,5,2,4,12,47,4,0,26,15,14317,540,17,86,19,6,3,30,574,63,95,553,73,6,205,62,10,2,9,16,101,103,2,11,6,95,50,1,28,33,11,171,46,43,49,32,16,22,6,25,16,88,45,162,23,441,1927,9236,51388,5419,---,---,---,---,597,17571,---,---,---,---,---,---,---,---,---,---,---,---,---,23588,74975
487OS,Other transportation and support activities,---,79,29,511,5,6260,---,964,1097,146,69,14,0,3,12,---,234,115,502,46,---,761,342,792,143,591,88590,3597,2053,625,22292,30556,1215,5091,60524,1880,1334,40218,6998,1048,1087,130,5887,1132,5776,113,---,---,---,9171,801,1584,9002,681,3872,1986,384,3570,6976,565,2023,979,1194,172,1972,1669,7,237,1359,1431,4017,346513,25514,---,---,---,---,---,16043,3872,---,---,---,---,---,---,---,---,---,---,---,---,45430,391943
493,Warehousing and storage,886,---,9,148,---,533,---,1655,2086,115,622,392,304,115,153,68,107,391,3905,1016,237,2719,898,578,1844,3657,41536,13620,8071,4825,38360,78,2,933,6283,403,931,1370,7461,425,295,513,1854,---,---,34,---,1,2137,2085,208,400,1395,13,10508,423,152,1033,2025,214,347,316,169,684,1746,979,574,1358,---,9705,206,186107,201,---,---,---,---,---,161,---,---,---,---,---,---,---,---,---,---,---,---,---,362,186469
511,"Publishing industries, except internet (includes software)",90,1,41,1,7,264,1695,44,1,22,109,50,47,1,32,159,10,31,12,---,0,9,48,6,23,11,4885,771,71,272,1142,21,79,---,34,18,---,677,143,51807,62,722,3843,775,2017,795,104,0,1414,873,1358,2745,6759,488,3402,46,544,1820,2652,175,1146,74,118,174,214,759,100,2040,24,13011,586,111474,153266,---,---,171231,---,-3884,36189,-5644,---,---,---,6283,---,---,---,7502,---,---,---,16203,381147,492621
512,Motion picture and sound recording industries,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,98,811,375,---,161,9,---,---,4,---,76,26,---,213,40722,52491,416,64,59,---,---,---,172,192,13,96,3888,468,144,---,473,119,29,1253,2573,576,107,842,6519,552,48,1948,71,772,---,116381,21394,---,---,52872,---,357,21526,-12387,---,---,---,---,---,---,---,---,---,---,---,---,83762,200143
513,Broadcasting and telecommunications,403,7,417,81,186,831,6017,337,618,258,1114,779,219,179,429,516,157,382,1131,57,15,345,362,84,492,450,9232,1908,534,250,4759,1694,58,64,1545,885,1892,1717,30,4005,877,91149,19854,10046,7524,3569,968,11,19133,2943,3414,3937,14094,1250,14213,1283,1677,6070,2664,1306,827,724,1326,5660,7012,4844,6811,5676,1131,68882,1387,354701,389808,---,7869,35517,---,---,9458,-132,---,---,---,---,---,---,---,---,---,---,---,---,442519,797220
514,"Data processing, internet publishing, and other information services",---,0,92,14,17,3794,4018,1316,1651,1117,2484,2107,211,727,780,1374,656,791,2559,119,29,1441,417,281,513,741,6597,8565,1998,1489,16259,906,1,---,262,190,148,1423,136,5210,239,4757,28323,24081,10831,3089,4056,2,2252,2204,5337,10304,23945,1842,47627,2631,4716,2911,5232,516,1529,1612,2107,1494,21877,12395,3304,9774,780,58971,5045,374216,139227,---,---,67067,---,---,7372,-1932,---,---,---,3165,---,---,---,3779,---,---,---,7956,226635,600852
521CI,"Federal Reserve banks, credit intermediation, and related activities",5961,1048,2493,1034,837,7334,14520,1405,1355,1769,2632,2201,3579,1695,4813,1039,806,2306,6065,324,431,1493,812,1470,5947,2407,46119,6014,2750,2758,13101,2206,6409,683,2436,6299,3379,3894,368,8745,3746,20781,9453,96102,86354,816,3846,152455,97083,21918,2442,5206,21622,29369,10425,1184,1751,8180,7078,1289,1404,1391,2994,7734,13170,13690,---,9425,1569,28812,5406,847628,392380,---,---,---,---,---,94419,-11660,---,---,---,---,---,---,---,---,---,---,---,---,475138,1322767
523,"Securities, commodity contracts, and investments",444,14,2676,3230,8770,581,2664,59,98,2515,3001,2235,127,703,2635,551,734,865,179,5,1,45,36,47,27,106,4705,199,421,1142,999,3129,531,1405,421,4449,361,2203,59,295,932,210,187,59685,57376,3579,145791,5,13020,8065,656,965,3136,13700,2094,63,836,2423,17051,565,3878,1554,192,8694,11846,4585,---,5,25,12298,6484,432568,299309,---,---,---,---,---,80977,-48,---,---,---,---,---,---,---,---,---,---,---,---,380238,812806
524,Insurance carriers and related activities,4141,475,4234,868,2058,1665,771,422,1556,868,1328,1717,269,1352,4872,1040,487,568,5136,225,53,581,89,487,2317,928,53923,5541,1633,1626,10853,1620,45,1246,24566,18509,604,4777,2935,396,1749,1975,1501,7388,16698,501567,12122,10719,75167,18749,3059,3638,12198,472,11171,1827,2257,20528,25423,5398,13442,3879,3422,2054,13309,4111,---,1367,8864,5157,16834,972825,490598,---,---,---,3676,---,27036,-72668,---,---,---,---,---,---,---,---,---,---,---,---,448643,1421468
525,"Funds, trusts, and other financial vehicles",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,5714,12079,---,---,---,---,---,---,67,---,---,---,---,---,---,---,---,---,---,---,---,---,39,---,1692,---,19592,243320,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,243320,262912
HS,Housing,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2937507,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2937507,2937507
ORE,Other real estate,2594,55,3582,294,762,7108,35403,1100,1572,686,7454,2806,5703,1418,2524,2023,1638,2143,6190,512,163,2353,2398,197,8484,3681,141821,38600,35908,23647,166784,485,272,1369,11090,4915,640,8257,12142,12529,5567,41024,19822,33790,45269,29474,1048,4296,227787,22170,21609,12163,85876,50852,35619,4936,51404,71976,103611,34355,18998,18761,30007,4920,91322,114407,842,20598,1091,32781,3775,1801452,8359,47219,---,---,153728,---,3205,---,---,---,---,---,---,---,---,---,---,---,---,---,212511,2013963
532RL,Rental and leasing services and lessors of intangible assets,2489,122,5776,2907,3513,2227,39074,450,1403,1123,3268,2157,688,1067,9651,1174,348,1121,5670,73,2076,1802,647,1704,5342,1570,48621,1750,2065,5814,12986,17708,8578,11050,32184,1857,75,2886,1273,3064,1370,12897,17739,5362,14023,3987,29,6204,5102,25305,2800,6995,27970,36097,12834,3667,1524,7833,4872,595,957,4123,3863,4639,37351,3614,680,612,253,13382,1390,515424,105498,---,---,---,---,---,111710,---,---,---,---,---,---,---,---,---,---,---,---,---,217208,732632
5411,Legal services,445,82,1095,544,219,4551,10382,698,639,869,2324,1802,5052,399,3332,1748,336,1801,1652,150,111,949,455,452,7052,1467,21833,1037,757,693,6507,331,1045,267,332,402,113,713,483,6133,1466,3782,12368,7925,15586,15465,2693,1841,13520,1597,3093,5592,22401,11585,9133,661,361,5991,20739,1915,1177,2867,3171,1441,3432,7492,---,219,95,21419,1993,290275,131101,---,---,---,12350,---,17376,-5644,---,---,---,---,---,---,---,---,---,---,---,---,155183,445458
5415,Computer systems design and related services,464,26,7767,567,62,1693,8035,402,420,326,2006,2148,394,167,642,1682,228,387,1415,58,10,368,399,638,373,506,22025,5386,803,1476,6910,393,1100,40,782,227,19,388,145,6957,596,3723,16558,8507,14513,8279,1367,706,6588,910,4044,12548,15575,1994,18013,658,1948,4762,5906,1220,2196,519,1449,1113,7014,4502,7090,17714,148,35885,6295,290172,---,---,84745,343084,---,---,62268,-55103,---,---,993,12894,---,---,---,35665,---,---,552,12131,497230,787402
