"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
5412OP,"Miscellaneous professional, scientific, and technical services",2027,238,3213,1748,2538,15743,47216,1610,2476,2466,5261,4863,5603,1572,5572,3631,1867,4344,12639,702,164,2517,1513,2943,10943,4357,137250,24459,10343,5284,66329,1773,2300,2572,3558,2284,1994,2649,2467,21881,7804,37149,45713,50237,42397,38674,3630,2153,55868,10864,10276,28232,142592,48947,55812,2921,8074,27257,40990,8418,6546,8180,8124,8824,25306,28625,66065,10301,1762,74673,22793,1362114,80749,---,54125,536896,3246,---,168770,-95553,---,---,---,53609,---,---,---,88126,---,---,---,22610,912577,2274690
55,Management of companies and enterprises,---,---,23885,6347,6504,65,10587,456,2348,1023,4786,13233,4318,2386,8280,3359,473,4607,27532,900,331,2395,414,5550,21085,2005,97928,1821,4760,11325,27160,6820,15,1931,4165,341,4,7353,1610,4008,600,4126,3742,7177,15361,5884,1216,20,22684,12415,4244,4595,17843,54,21482,3727,7138,47117,11055,6324,2217,3847,2965,20379,49021,10835,0,---,208,0,---,608386,---,---,---,---,---,---,4440,---,---,---,---,---,---,---,---,---,---,---,---,---,4440,612826
561,Administrative and support services,481,17,464,581,2559,12113,7888,641,1203,3706,9830,3403,2376,565,3522,5376,364,1962,4070,256,346,1494,2805,2526,5671,2014,72816,6293,2913,4825,20482,5004,960,7262,10013,10371,3330,10292,5658,18759,1948,35809,23892,24245,15181,11938,146,2444,144905,24582,9820,31417,61340,18197,92331,5166,5005,28807,41625,9646,3710,5286,3226,5641,11223,16996,7760,10962,704,44160,7940,961266,76756,---,---,---,---,---,3144,-2393,---,---,---,---,---,---,---,---,---,---,---,---,77506,1038772
562,Waste management and remediation services,159,1,480,94,152,534,1583,107,212,225,311,233,82,53,166,157,80,102,1089,52,1,248,67,449,1381,251,2004,621,298,180,933,115,149,10,685,54,254,237,188,43,46,69,70,391,120,1204,342,2,47012,659,265,271,1936,580,2184,11353,243,1471,1835,692,411,113,479,840,1659,1380,105,925,238,21404,4032,116376,30129,---,---,---,---,---,242,-290,---,---,---,---,---,---,---,---,---,---,---,---,30081,146457
61,Educational services,2,0,---,---,---,117,4,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,19,6,---,1,1609,70,427,---,2734,150,10,---,---,---,10,30,---,0,---,15,111,37,8,---,---,---,---,---,---,84,37,---,257,---,2249,0,5,---,---,2884,259,---,---,1954,0,19,122,8831,8,22067,383308,---,---,---,---,---,2431,-1673,---,---,---,---,---,---,---,---,---,---,---,---,384066,406133
621,Ambulatory health care services,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,87,---,95,---,---,15243,12945,92,1,137,3,---,---,53,---,605,---,10285,---,39546,1151143,---,---,---,---,---,1019,-410,---,---,---,---,---,---,---,---,---,---,---,---,1151753,1191299
622,Hospitals,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,933,---,---,---,---,---,---,---,---,---,---,---,---,933,1144708,---,---,---,---,---,4456,-5557,---,---,---,---,---,---,---,---,---,---,---,---,1143607,1144541
623,Nursing and residential care facilities,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1904,---,1232,---,3137,258144,---,---,---,---,---,265,-117,---,---,---,---,---,---,---,---,---,---,---,---,258292,261428
624,Social assistance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,0,250523,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,250523,250523
711AS,"Performing arts, spectator sports, museums, and related activities",83,0,0,---,31,121,181,25,37,46,74,55,6,5,38,15,15,30,111,5,1,39,31,47,40,92,3299,404,381,72,611,---,153,---,66,27,---,319,7,182,11628,29817,502,2855,788,210,316,0,5420,286,542,938,5410,4120,2276,107,1425,1022,1387,206,851,23939,699,283,3237,1405,0,17,32,1570,30,107966,95433,---,---,6265,---,---,1538,-1363,---,---,---,---,---,---,---,---,---,---,---,---,101873,209839
713,"Amusements, gambling, and recreation industries",21,0,---,0,17,49,96,6,14,8,20,13,2,1,10,4,5,8,22,0,0,7,8,6,11,17,485,7,31,2,317,0,0,---,---,---,---,5,1,27,16,35,154,492,192,31,27,0,---,74,80,266,424,843,509,28,51,314,14,29,63,159,251,353,817,43,6,2,1,695,105,7295,229052,---,---,---,---,---,20,-28,---,---,---,---,---,---,---,---,---,---,---,---,229043,236339
721,Accommodation,1,---,1,9,258,1097,397,92,183,135,324,233,40,25,209,62,77,148,361,17,2,118,174,97,204,297,3464,37,58,49,259,---,16,---,---,0,13,392,15,495,351,654,2828,8986,3546,557,507,5,14514,1489,1147,4961,7452,955,6121,596,753,3782,277,307,411,142,256,563,2587,661,2966,1037,52,3528,179,81526,175161,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,175161,256687
722,Food services and drinking places,393,4,13,33,504,2138,482,130,229,200,380,302,42,47,239,83,88,168,545,35,6,175,157,209,242,360,8320,798,779,975,3508,8115,3,19,965,189,68,1498,272,431,472,598,2445,12800,3506,3154,1179,4,40425,3472,2061,6444,18175,4642,11706,538,1570,24219,19657,7566,3684,541,1386,8691,6466,1759,1060,329,303,12061,598,234656,810433,---,---,---,---,---,2826,---,---,---,---,---,---,---,---,---,---,---,---,---,813258,1047914
81,"Other services, except government",424,27,94,147,673,1184,6866,396,1098,1256,1819,1100,618,182,967,515,166,487,2339,136,9,1282,383,1329,2399,1022,20693,2273,2417,2333,6917,524,123,451,7351,2649,794,2595,925,1267,329,3884,2326,6092,4373,6504,226,19667,6793,8467,1034,2554,9638,7507,16252,4791,2710,5773,12317,1560,860,860,1588,2146,10053,6754,4586,9968,715,26464,3452,268471,670112,---,---,---,---,---,79,-4893,---,---,---,---,---,---,---,---,---,---,---,---,665298,933770
GFGD,Federal general government (defense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,675256,---,---,---,---,---,---,---,---,---,---,---,675256,675256
GFGN,Federal general government (nondefense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,411986,---,---,---,---,---,---,---,411986,411986
GFE,Federal government enterprises,12,1,---,3,---,278,8,---,---,34,122,268,65,143,---,---,---,18,---,2,---,---,48,54,61,---,19491,791,596,320,4290,3,---,2760,3276,412,141,910,616,399,361,146,1453,1874,3027,87,---,0,600,1505,282,456,2348,229,1174,134,528,1085,3263,266,523,152,82,772,6222,521,1,100,82,2174,103,64668,6717,---,---,---,---,---,848,-263,---,---,---,---,---,---,---,---,---,---,---,---,7301,71969
GSLG,State and local general government,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1924814,---,---,---,1924814,1924814
GSLE,State and local government enterprises,---,0,---,---,---,617,---,67,174,190,266,230,63,44,154,158,47,93,1018,54,2,225,52,405,1336,195,1485,465,296,156,807,8,---,---,417,8,122,99,166,55,71,76,101,545,221,74,---,---,3174,1339,466,228,1210,516,1392,950,126,744,924,544,239,116,262,802,1545,1355,1390,857,242,6753,1980,37718,76961,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,76961,114678
Used,"Scrap, used and secondhand goods",-18,124,---,---,1136,4864,2830,---,77,25481,572,7,---,---,---,---,---,94,1,20,---,1747,---,---,36,48,---,40,---,---,225,-250,---,-183,323,4,234,1617,0,---,126,1,---,---,---,---,---,---,---,11,---,---,---,236,---,---,275,0,---,---,---,-138,529,---,---,27213,-75,---,---,---,---,67207,81663,-3021,-129367,---,-946,2581,25215,-17375,---,-4,0,---,---,-553,33,---,---,4514,-18748,---,-56010,11197
Other,Noncomparable imports and rest-of-the-world adjustment [1],933,18,791,20,446,1556,1517,202,296,626,724,1361,2537,338,2245,469,117,441,2212,97,15,575,245,6624,2379,664,7215,113,432,830,3410,16881,130,1869,993,21,213,484,88,696,516,6135,825,3991,38727,1450,199,23,1025,1541,212,2010,3330,1889,1425,112,433,---,---,312,---,347,233,686,2020,4111,8817,1884,4,---,---,143080,-73794,---,---,9624,---,---,207173,-281728,---,---,---,---,---,---,---,---,---,---,---,---,-138725,4355
,Total Intermediate,265426,9409,143210,53016,67484,186372,779205,75557,72040,168512,218723,230162,100954,71429,488464,162915,43803,75412,705040,33218,7712,128227,39644,454343,430956,165496,935960,113778,94734,84564,417277,132056,38661,45363,212015,55215,22684,120500,61561,140075,78299,392419,207641,379812,328963,501241,145633,247528,843501,160936,80838,153186,588693,226135,473914,69330,112881,378847,406220,102645,100948,83875,75717,111615,418838,298895,270065,121485,33264,842146,231285,16117970,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,
V001,Compensation of employees,28627,27540,30827,18995,36412,87943,598437,24637,31789,34039,106864,101911,161193,38230,80308,87538,22394,57797,121601,12376,7644,32452,26639,20956,110248,50626,558516,128531,103400,96660,323283,62918,23009,7742,110457,31172,8566,102530,64770,120410,39205,113385,127176,289647,260545,298612,2842,23588,105230,40773,143700,309089,677674,357415,455187,34259,213500,606955,427517,141950,131689,66550,58830,91212,332483,337298,266807,195632,61169,1433271,115297,11458472,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V002,"Taxes on production and imports, less subsidies",-11338,1937,36109,5837,2356,66573,11338,858,1714,2770,3992,3996,9130,1047,4070,3120,458,2052,29044,630,314,1970,833,4281,19272,2440,281091,53486,28038,43572,130574,28571,98,1207,4979,2262,3854,2766,1019,6697,6288,44092,6613,20888,6183,34322,756,259978,30956,23524,17954,7972,16879,10023,11937,4146,10281,10566,16015,6922,2406,8634,16618,33387,61628,26336,---,---,-6455,---,-21192,1460675,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V003,Gross operating surplus,105340,12108,105857,28247,29379,177081,343185,11329,29530,30633,47924,55063,95971,20796,77377,74937,7532,31553,122142,3672,1662,28294,14040,118117,245253,31735,457185,75481,37300,19678,237568,48721,23079,6570,81974,20902,26489,38717,7581,151280,43051,344093,140341,429555,12303,298463,-1843,1687855,456127,177843,128486,61585,289782,38144,144126,20512,46497,165928,81440,9736,12809,65325,21159,70262,96070,114230,165471,123831,10923,228436,57010,8620833,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,Total Value Added,122629,41585,172794,53080,68147,331596,952959,36824,63032,67442,158779,160970,266294,60072,161755,165595,30384,91402,272787,16678,9619,62716,41512,143355,374773,84801,1296792,257498,168739,159910,691425,140210,46186,15519,197410,54336,38909,144013,73370,278387,88545,501569,274130,740089,279030,631397,1755,1971420,592313,242141,290141,378646,984335,405582,611250,58917,270279,783449,524972,158608,146904,140509,96607,194861,490182,477864,432279,319464,65636,1661707,151115,,,,,,,,,,,,,,,,,,,,,,21539980,
,Total Industry Output,388056,50994,316004,106096,135631,517969,1732164,112381,135072,235954,377502,391132,367248,131501,650219,328510,74187,166814,977827,49895,17331,190943,81156,597698,805728,250297,2232753,371276,263473,244474,1108702,272267,84848,60883,409425,109551,61593,264513,134932,418461,166843,893988,481772,1119901,607994,1132639,147388,2218948,1435813,403077,370979,531833,1573028,631717,1085165,128247,383160,1162296,931191,261253,247852,224384,172324,306476,909020,776759,702343,440949,98900,2503853,382401,,14437544,677866,1240901,1074886,827125,72955,2199561,-2776851,675256,9388,94658,70204,411986,15259,20246,122502,1924814,344783,46378,50520,,37657950

Legend/Footnotes
1. Consists of noncomparable imports in the intermediate section of the use table and noncomparable imports and the rest-of-the-world adjustment in the final use section of the use table.
Note. Selected data with zero values are not shown.
Note. Detail may not add to total due to rounding.
