"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
331,Primary metals,89,---,4736,487,577,4,4706,281,1550,63753,73721,37594,5005,14327,43033,7211,3231,5472,2320,83,---,1046,12,13,56,1706,554,6,---,0,477,---,684,---,---,---,---,171,---,11,8,443,603,---,---,---,---,1,2291,87,---,0,1596,45,581,301,169,170,27,14,280,22,318,32,125,809,345,514,---,92,784,282576,608,---,---,---,---,1709,27261,-77809,---,---,---,---,---,---,---,---,---,---,---,---,-48231,234345
332,Fabricated metal products,1735,87,8145,1104,1238,738,89518,3098,2025,4569,40875,25708,7620,9768,26029,12464,4319,4753,17175,510,43,6029,807,2120,9770,8081,2583,339,189,150,1530,388,408,1831,1786,365,2207,384,900,720,46,10407,2100,447,220,---,30,19,1307,1728,28,2711,5869,588,2351,3608,463,366,1736,27,2175,43,486,1406,3154,4353,6861,1444,246,3549,5742,365618,17604,---,14691,---,---,3887,32762,-73027,---,---,356,---,---,---,796,---,---,---,199,---,-2733,362885
333,Machinery,1854,23,8328,3533,5725,1163,35360,445,106,803,4925,33230,384,1924,30535,3329,102,694,3774,27,1,1102,1256,71,3577,1814,2372,214,132,136,700,8,58,66,423,45,100,4446,1675,64,40,1173,868,8,52,553,---,42,131,783,22,2137,2542,264,3451,4723,2053,790,954,177,204,25,186,65,673,5715,1807,191,71,3898,2299,190423,9707,---,245703,---,---,3488,100012,-186614,---,---,2809,---,---,---,272,---,---,---,11124,---,186501,376924
334,Computer and electronic products,27,0,64,26,136,87,6218,906,471,1065,4599,5584,33071,3005,14335,11902,719,1803,2672,277,14,683,773,380,4334,1891,33285,701,295,388,1252,6,50,1,180,2,10,49,112,2197,604,14129,6783,513,740,47,1084,1,438,129,930,5235,8466,5047,5319,845,1001,8159,764,130,464,20,107,221,139,2992,14166,3299,0,1716,1649,218708,79947,---,199311,---,195,1817,94908,-324837,---,---,26835,---,---,---,6208,---,---,---,8425,---,92809,311517
335,"Electrical equipment, appliances, and components",1869,30,96,49,497,17,35112,384,76,1484,2656,13405,2420,9545,5645,1315,88,794,1245,35,1,380,54,176,1064,899,1635,329,108,948,304,2,170,17,78,186,4,108,116,4,---,3417,254,152,67,35,---,4,1311,264,0,3159,5209,72,2089,1028,385,11,981,850,439,43,422,761,458,4153,2494,3443,57,1146,3450,119501,42555,---,36389,---,6971,1614,30139,-112243,---,---,1007,---,---,---,342,---,---,---,1073,---,7848,127348
3361MV,"Motor vehicles, bodies and trailers, and parts",1140,45,1019,869,668,32,1982,1722,478,640,1437,12026,1035,727,185727,2426,428,796,5049,59,1,1250,122,237,1402,637,8200,4458,1824,384,4434,---,72,---,6449,567,2,115,1822,188,135,1291,385,154,23,---,---,---,---,2052,---,90,3372,615,12847,1480,530,701,2166,140,2411,70,116,182,1205,11261,8387,134,3655,6944,1322,312133,199673,---,316227,---,---,7258,102804,-342110,---,---,3483,---,---,---,4917,---,---,---,26163,---,318416,630549
3364OT,Other transportation equipment,---,8,---,3,---,---,26,11,---,---,78,185,---,---,636,75011,---,---,---,---,---,---,---,---,---,---,0,27,---,---,---,1446,1197,1078,8,106,---,3001,---,---,---,3,---,---,---,---,---,---,---,---,---,---,1425,49,69,91,---,---,---,---,0,---,21,---,---,114,45445,1232,1,0,79,131352,22430,---,36103,---,---,17649,116671,-58026,---,---,42931,---,---,---,1774,---,---,---,162,---,179693,311045
337,Furniture and related products,0,---,---,---,---,---,17006,386,0,---,---,247,52,0,22,188,3429,87,---,---,---,0,---,---,---,314,709,99,---,12,1304,---,---,0,---,---,---,0,---,1,---,95,348,---,---,---,---,2253,79,---,10,3,469,5,3,---,---,199,121,1,172,307,326,2,259,375,---,---,110,10,974,29977,50352,---,32745,---,649,582,3711,-47040,---,---,1,---,---,---,52,---,---,---,1703,---,42754,72731
339,Miscellaneous manufacturing,103,0,33,30,27,---,1245,23,67,26,60,1989,1,477,2194,22,8,6049,67,8,98,0,3,2,374,143,832,427,106,7,1125,0,1,---,7,22,1,121,125,3,2,124,94,67,22,15,---,0,256,60,13,26,1810,12,2057,302,305,17967,24543,547,1488,76,268,46,700,1543,1356,382,---,5157,50,75111,94603,---,49226,---,---,1905,31768,-102700,---,---,150,---,---,---,44,---,---,---,1088,---,76083,151195
311FT,Food and beverage and tobacco products,27631,110,---,---,---,---,---,21,394,5,---,---,---,---,---,---,---,6,170567,11,169,334,256,488,4586,190,2315,1,2382,839,1807,517,2,414,28,0,---,7,---,29,15,---,161,---,---,---,---,---,---,---,---,---,5040,73,0,---,5392,6,6401,4833,17057,1058,5499,6970,71304,1383,3612,47,793,54521,---,397271,618030,---,---,---,---,7821,64274,-102061,---,---,---,---,---,---,---,---,---,---,---,---,588065,985336
313TT,Textile mills and textile product mills,62,18,---,1,---,---,1821,491,285,---,1,646,2,0,2718,1101,2723,1864,210,8076,1260,3541,191,31,7,2530,2480,56,104,3066,1635,---,---,59,22,---,2,56,6,1,328,5,5,---,---,---,---,0,167,199,---,---,437,15,144,161,47,84,423,2189,1468,0,529,1760,362,661,1407,323,4,2334,21,48141,23014,---,1103,---,458,347,8344,-34842,---,---,---,---,---,---,37,---,---,---,6,---,-1533,46609
315AL,Apparel and leather and allied products,75,---,---,---,---,0,---,---,0,---,---,---,---,---,1211,---,---,212,13,454,1167,---,2170,0,---,1,585,89,4,200,364,---,---,---,---,---,---,---,---,60,49,1073,0,---,---,---,---,---,---,136,---,---,16,7,219,81,88,76,123,---,544,138,65,31,504,2192,486,75,195,2559,31,15296,149209,---,---,---,---,-357,4250,-150075,---,---,---,---,---,---,---,---,---,---,---,---,3027,18323
322,Paper products,434,0,82,156,85,23,2803,1036,1545,1324,2015,1902,638,1174,4803,486,1307,2039,24948,377,14,44185,8091,394,6356,4437,6659,163,1200,408,1356,44,98,4,208,1836,78,1770,235,1676,72,323,256,955,382,1062,2,0,943,801,366,537,2748,1173,5167,373,281,1297,1583,822,1263,80,170,3130,4871,986,419,2002,183,11253,37,169927,23049,---,---,---,---,788,20187,-24671,---,---,---,---,---,---,---,---,---,---,---,---,19353,189280
323,Printing and related support activities,13,---,7,2,---,8,36,4,---,---,11,4,---,2,4,---,---,---,52,---,1,---,1044,2,138,---,9843,192,160,167,5214,8,10,---,231,112,10,214,14,3394,766,483,4106,1045,1243,3800,---,---,126,395,635,311,5495,944,2993,16,678,1611,3649,126,1774,697,202,771,947,1219,606,1331,57,7646,393,64962,2799,---,---,---,---,121,2032,-2894,---,---,---,---,---,---,---,---,---,---,---,---,2059,67021
324,Petroleum and coal products,9094,183,5286,3501,3078,16167,41924,849,595,1506,1171,867,167,628,458,174,265,974,3055,72,4,1521,486,22579,9848,779,4510,859,475,269,1815,29675,5049,4247,18624,2667,241,10930,3949,407,110,628,717,5034,3492,84,847,29,6078,1800,59,1297,2173,899,5606,1620,1305,941,1456,853,949,250,848,960,3955,2577,14093,1034,1753,79501,21744,371636,191462,---,---,---,---,3588,95416,-68485,---,---,---,---,---,---,---,---,---,---,---,---,221981,593617
325,Chemical products,22526,743,5846,1696,1914,1118,13265,3253,3445,1164,5835,2508,2323,2190,11259,1184,1839,6382,7796,10628,75,8456,3065,39606,192082,61165,1847,155,86,40,828,2,228,5,240,24,4,55,386,393,333,746,991,60,66,73,---,309,10498,140,104,285,23245,1296,10087,1848,776,37284,15576,3845,587,425,892,98,1065,5738,3406,2477,100,29189,2456,569653,293080,---,1703,---,---,8473,153537,-275745,---,---,---,---,---,---,---,---,---,---,---,---,181048,750701
326,Plastics and rubber products,1812,39,95,1241,1058,21,29121,1044,974,496,2269,9371,2830,2086,21458,2925,2702,4679,19774,366,64,2800,2160,642,9861,19904,19512,1084,1589,459,4097,460,5,0,996,68,143,1974,324,250,94,5337,698,53,121,1039,0,9,402,1752,25,2128,7403,106,2357,473,589,8791,4718,1718,1520,54,261,170,7500,3371,3966,812,31,10218,3693,240163,37694,---,369,---,37,1496,24753,-59877,---,---,---,---,---,---,26,---,---,---,---,---,4498,244661
42,Wholesale trade,43180,1193,8130,4363,4387,7128,96009,9943,6492,22323,19899,28614,13033,10003,68391,12467,5630,9565,87377,3296,988,14189,4013,25715,58362,19547,61017,4377,2837,2902,18852,4201,2596,1829,10118,1580,658,5967,2848,10688,451,15032,4329,2615,1998,1250,805,550,6792,15788,654,4710,21305,4328,13885,3822,3293,28145,19371,3991,6174,775,3916,4319,28471,12804,17997,4413,1952,40879,13926,1003447,601748,26,235322,27165,4099,9235,208736,77752,---,---,12586,1113,---,---,5305,1380,---,---,12166,2764,1199398,2202845
441,Motor vehicle and parts dealers,13,1,163,163,179,14,2089,285,134,88,346,1778,138,3,3237,490,97,246,1349,17,0,309,33,3,443,139,100,1090,529,113,1275,0,8,0,1250,6,1,11,52,49,37,72,12,44,7,14,---,66,251,562,0,25,498,---,2657,65,0,---,0,0,0,5,18,33,129,3076,0,0,0,0,3,23816,262035,---,27016,---,6,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,289058,312874
445,Food and beverage stores,50,0,1,0,---,81,209,0,2,0,2,15,1,2,8,0,5,11,14,0,0,1,14,4,51,1,8,11,22,9,46,0,4,0,209,28,0,34,0,1,0,0,2,4,3,1,---,52,22,3,0,1,5,---,75,0,9,2,5,1,1,8,17,37,1328,26,0,0,0,20,---,2469,247224,---,236,1,8,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,247470,249939
452,General merchandise stores,132,0,10,7,7,206,1555,16,11,4,22,143,12,11,169,19,31,65,123,3,0,17,47,8,147,12,30,88,46,11,116,0,12,1,594,72,1,90,2,5,2,3,5,15,8,3,---,270,157,47,1,4,38,---,328,3,51,10,8,1,3,4,7,61,293,257,0,3,0,22,0,5450,229479,---,1982,531,189,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,232182,237632
4A0,Other retail,1620,12,65,129,20,2781,78773,384,17,19,138,1087,91,128,846,57,328,684,993,43,1,95,856,292,3245,101,559,1122,324,541,1418,5,142,467,7719,903,14,1530,8,63,15,16,94,255,151,53,---,3149,1170,165,22,54,355,---,1512,22,130,291,153,75,56,310,335,1169,5644,2096,2,46,2,367,0,125330,919847,---,34566,12057,7373,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,973842,1099171
481,Air transportation,389,2,25,28,443,1181,628,169,378,250,573,432,106,61,505,183,136,225,1043,50,6,224,216,199,539,527,10018,237,69,91,393,407,31,240,3013,61,13,1429,437,595,427,716,2564,8351,4392,151,653,9,15440,1917,1053,4435,6724,550,6789,662,932,3953,542,425,935,190,269,268,2482,837,11527,4706,459,4926,111,112949,158127,---,784,94,8,27,46546,-51252,---,---,72,4,---,---,11,5,---,---,35,10,154472,267422
482,Rail transportation,2533,24,463,917,234,2498,2487,940,2122,2953,1088,596,84,271,1279,290,275,261,6467,77,2,2522,105,3773,4761,1815,315,33,115,38,117,169,243,26,4434,32,9,263,40,32,8,318,54,70,45,136,5,57,314,76,37,44,746,36,624,56,68,413,225,85,247,17,85,144,938,173,351,1116,1004,2337,2117,56651,8528,---,3833,---,39,584,12407,434,---,---,137,---,---,---,201,---,---,---,639,---,26802,83453
483,Water transportation,573,8,236,193,87,251,1019,8,300,415,127,58,17,55,71,22,12,52,902,28,0,139,1,156,724,139,24,12,15,5,21,21,11,3,18,2,5,9,4,2,0,19,11,5,2,0,1,11,47,11,0,8,1506,107,145,17,342,165,190,9,15,3,12,9,66,38,1715,231,920,685,252,12289,27117,---,5,0,0,62,6106,13011,---,---,3,0,---,---,0,0,---,---,0,0,46303,58592
484,Truck transportation,9103,355,1124,1105,755,1615,24961,2380,3864,7548,4456,4201,1298,1509,7638,1874,1239,1535,31771,836,146,3567,740,8076,7694,2993,7347,2265,1510,1089,6164,1982,439,237,11036,311,133,4018,1304,819,200,1395,1078,279,203,279,37,127,1080,656,146,558,4255,350,2208,568,506,1919,1992,529,1074,213,738,699,3501,2161,7223,838,1221,6771,1844,215684,95827,6,23561,906,726,1519,32979,5363,---,---,825,37,---,---,183,46,---,---,1000,92,163070,378754
485,Transit and ground passenger transportation,---,1,1,5,156,1052,593,64,114,85,199,140,24,14,124,38,48,90,223,9,1,73,77,60,123,161,1588,121,6,29,149,1,314,---,---,---,4,173,6,252,157,575,1445,4640,1826,1246,260,6,7732,996,648,2442,4795,263,3540,249,525,2512,3395,682,332,2474,91,133,1278,354,57,7,21,18036,1014,67851,59465,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,59465,127317
486,Pipeline transportation,257,5,6498,72,50,7237,467,13,11,16,20,16,3,7,7,3,5,17,53,8,0,29,9,22804,414,20,93,16,9,5,34,551,94,79,346,50,5,203,74,8,2,9,13,93,65,2,16,4,109,33,1,24,30,16,129,27,27,20,29,15,18,5,16,17,70,47,262,21,506,1425,6605,49262,3515,---,---,---,---,1975,9021,---,---,---,---,---,---,---,---,---,---,---,---,---,14511,63773
487OS,Other transportation and support activities,---,37,21,529,8,8559,---,652,839,134,89,19,0,4,11,---,240,179,508,57,---,565,350,1066,188,535,62431,1898,1611,512,12919,28195,1249,3978,49120,1205,914,28783,5680,1294,1072,126,4295,1112,4446,68,---,---,---,4259,660,979,8860,568,2800,1698,380,2196,4957,370,1307,581,637,116,946,1108,4,255,1286,857,3291,263615,19176,---,---,---,---,---,10881,3499,---,---,---,---,---,---,---,---,---,---,---,---,33556,297172
493,Warehousing and storage,726,---,6,147,---,682,---,1178,1715,69,596,437,436,84,90,83,100,469,3709,912,141,2563,644,1303,2670,3099,27825,7241,6100,4054,23640,154,1,898,6303,270,590,1087,6908,428,285,379,1376,---,---,18,---,1,443,718,178,249,1270,11,13075,322,186,707,1532,179,251,252,124,588,1028,712,436,1281,---,6180,111,139252,269,---,---,---,---,---,169,---,---,---,---,---,---,---,---,---,---,---,---,---,438,139690
511,"Publishing industries, except internet (includes software)",69,0,24,1,11,277,772,21,1,14,81,39,44,2,29,139,9,29,9,---,0,7,42,11,35,8,3406,412,80,219,805,19,66,---,36,22,---,418,128,33856,68,567,2587,637,974,577,81,0,834,719,1138,1068,4849,525,2567,26,665,1783,1899,126,1086,54,72,136,170,533,62,1097,31,9505,307,75880,107108,---,---,109169,---,274,35129,-4655,---,---,---,4069,---,---,---,5044,---,---,---,10102,266241,342122
512,Motion picture and sound recording industries,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,51,285,243,---,79,8,---,---,2,---,43,14,---,115,35202,43092,216,44,32,---,---,---,72,298,8,43,3178,312,64,---,456,54,17,708,1160,388,50,621,3290,340,24,796,61,397,---,91760,24035,---,---,41964,---,-91,20168,-12401,---,---,---,---,---,---,---,---,---,---,---,---,73675,165435
513,Broadcasting and telecommunications,793,7,476,157,696,1434,5829,382,871,304,1183,1107,332,145,484,628,201,472,1491,94,17,348,448,126,554,458,12010,1877,774,440,6037,1960,104,253,1570,1589,1689,1295,354,2261,1075,93903,15761,8969,4635,3228,1145,13,12454,2158,3501,2439,10305,1967,13183,1095,2196,5891,2766,1314,795,845,1420,4125,5766,5749,6655,9150,2044,75127,1876,352798,356024,---,7300,32509,---,---,10788,-161,---,---,---,---,---,---,---,---,---,---,---,---,406460,759258
514,"Data processing, internet publishing, and other information services",---,0,52,10,29,4976,1959,606,1089,666,1879,1843,209,404,553,1305,483,745,1732,122,20,812,298,265,602,451,4237,4711,1560,1323,9999,824,0,---,183,277,105,917,224,3883,236,3832,17186,20657,4702,2587,3203,1,1506,1260,4339,4459,18120,1633,36689,1731,5014,2069,3739,366,906,1199,1479,1090,11542,7843,1806,4504,574,34802,2996,251427,69729,---,---,46909,---,---,7082,-1307,---,---,---,2440,---,---,---,3025,---,---,---,5943,133822,385249
521CI,"Federal Reserve banks, credit intermediation, and related activities",3689,361,2446,790,790,6804,8369,748,1094,1198,2077,2410,3372,1207,3531,853,530,1673,4659,412,438,1109,647,1557,4818,1928,39397,4460,2608,2870,11477,1705,6734,873,2051,5734,3921,2210,370,5085,1456,17521,3908,95189,61382,658,3363,127629,59169,13839,2211,3651,15430,29671,7933,1091,2162,6156,7118,1224,1229,1121,2092,6409,8751,11355,0,5174,1562,24204,3825,673485,309139,---,---,---,---,---,69911,-7271,---,---,---,---,---,---,---,---,---,---,---,---,371779,1045265
523,"Securities, commodity contracts, and investments",267,6,2110,1664,7897,608,1190,25,59,1389,1918,1654,137,314,1685,459,518,790,107,6,1,19,24,36,24,71,2807,82,237,576,585,2081,409,988,385,2467,193,1518,23,278,637,161,125,49096,38074,2571,94369,2,6857,2434,462,488,2271,8619,1193,36,1054,1313,10602,327,2246,899,76,4798,5221,3335,0,4,17,22554,2592,298039,237104,---,---,---,---,---,72761,-58,---,---,---,---,---,---,---,---,---,---,---,---,309807,607846
524,Insurance carriers and related activities,3820,333,3585,931,5053,2285,479,272,1320,841,1212,1902,364,1023,4299,1346,524,758,5331,344,75,474,89,488,2970,881,48246,3883,1584,1716,9247,1032,49,1002,14535,11716,631,4557,2841,549,2324,2126,1390,5976,13143,361023,15595,5950,56010,11171,3319,2786,14053,383,9541,1624,2597,13335,17297,3558,11881,2846,1823,1765,8656,3806,0,997,4117,4081,12430,738191,422128,---,---,---,5406,---,19136,-50613,---,---,---,---,---,---,---,---,---,---,---,---,396057,1134248
525,"Funds, trusts, and other financial vehicles",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3678,9334,---,---,---,---,---,---,80,---,---,---,---,---,---,---,---,---,---,---,---,---,62,---,1124,---,14277,166451,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,166451,180728
HS,Housing,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2208130,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2208130,2208130
ORE,Other real estate,3427,13,1908,209,1110,8694,16364,733,1098,447,5054,2108,3125,689,1753,1171,1208,1776,5242,547,151,1547,1826,174,4556,2816,91548,19756,26355,18171,107762,394,216,1037,7631,3099,502,7500,9358,7833,3883,26651,12493,26203,29307,22124,813,5127,197856,11235,20508,8817,61898,39235,41856,3220,35173,51845,77890,28430,12737,15153,19956,3013,58123,63309,289,12655,627,23755,2388,1285476,6414,36388,---,---,136140,---,3238,---,---,---,---,---,---,---,---,---,---,---,---,---,182181,1467657
532RL,Rental and leasing services and lessors of intangible assets,2305,56,4536,2799,6180,2455,26552,248,733,604,1760,1461,545,378,5309,789,242,749,3372,76,1754,849,429,1134,3579,916,23599,794,1024,2783,5985,13871,6628,8382,23875,1687,83,2696,4699,1643,1326,8253,9374,3991,6280,3332,30,4877,2980,10400,1870,2967,16125,17298,9711,2519,1557,3965,3966,513,462,2124,2412,2063,10023,2752,390,319,202,8837,604,309084,102663,---,---,---,---,---,85507,---,---,---,---,---,---,---,---,---,---,---,---,---,188170,497254
5411,Legal services,375,46,942,538,511,7008,6029,411,478,438,1820,1520,3045,274,2323,1095,281,1658,1317,146,77,754,318,732,4206,1076,18167,635,705,676,4774,481,1084,264,240,294,110,709,347,4371,1169,3333,6562,5656,11740,13374,2461,1507,13036,975,2652,4243,15336,11375,8898,505,442,4868,18132,1645,838,2342,2044,1307,2349,4730,0,123,86,14176,1318,227497,108701,---,---,---,22927,---,16036,-4732,---,---,---,---,---,---,---,---,---,---,---,---,142932,370429
5415,Computer systems design and related services,448,15,3653,564,145,2407,5045,295,381,318,1569,2043,454,116,655,1976,239,497,1336,95,10,321,392,671,381,578,20080,4022,869,1625,5808,491,1347,86,720,396,20,268,334,7162,754,3910,12616,7849,8509,6888,1420,654,4124,664,3895,7110,10832,2239,17214,549,1677,4159,4977,1035,1732,522,1147,1085,5175,3367,5356,11667,134,34563,5060,238715,---,---,44908,250797,---,---,39187,-34471,---,---,3463,8933,---,---,---,24875,---,---,1344,8999,348035,586750
