"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
334,Computer and electronic products,33,1,82,25,78,97,8673,1356,759,1678,5880,5892,34695,4369,22084,17233,914,1617,3031,314,10,803,1011,158,4447,2264,49474,1570,465,431,2314,6,38,1,267,1,6,67,133,2718,653,24367,8894,1250,2564,14,1510,1,549,263,1830,6297,12271,16585,6233,851,1270,9652,1313,205,654,34,248,329,276,3782,21402,6531,0,3390,2266,310478,120021,---,226437,---,0,1388,108890,-450871,---,---,15619,---,---,---,1028,---,---,---,3351,---,25863,336342
335,"Electrical equipment, appliances, and components",4377,39,174,36,411,17,57286,485,152,1724,3777,17041,2297,13068,13274,1336,118,735,1840,49,3,600,104,70,1193,883,6518,566,116,392,401,3,225,31,161,177,4,47,172,7,---,3719,383,163,116,97,---,8,878,674,0,3181,6338,140,2029,1526,254,31,966,586,1280,39,937,628,879,5188,4539,5873,76,1960,5269,177667,86522,---,54825,---,8815,178,39123,-181394,---,---,644,---,---,---,57,---,---,---,563,---,9334,187001
3361MV,"Motor vehicles, bodies and trailers, and parts",1235,64,1286,787,305,30,2900,2471,650,1014,1581,11212,953,982,216077,3075,470,624,4870,61,2,1369,154,110,1201,651,9679,6303,1845,353,5660,---,65,---,7175,1018,1,145,1500,201,83,984,819,118,28,---,---,---,---,3734,---,107,3805,672,17916,1874,1783,1113,2654,202,2974,221,203,204,2018,14600,12284,286,3118,13276,2479,375631,244060,---,341747,---,---,14914,107045,-425789,---,---,28550,---,---,---,13597,---,---,---,46884,---,371009,746640
3364OT,Other transportation equipment,---,1,---,1,---,---,6,19,---,---,82,392,---,---,859,82670,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,1657,1250,1341,23,200,---,2462,---,---,---,6,---,---,---,---,---,---,---,---,---,---,1928,52,91,100,---,---,---,---,---,---,106,---,---,---,49676,1423,5,0,170,144520,37613,---,66620,---,---,6128,113717,-61241,---,---,38109,---,---,---,2941,---,---,---,241,---,204128,348648
337,Furniture and related products,---,---,---,---,---,---,21636,295,0,---,---,186,116,1,19,10,3329,188,---,---,---,0,---,---,---,257,682,171,---,11,1324,---,---,0,---,---,---,0,---,1,---,79,354,---,---,---,---,2079,52,---,6,2,459,5,3,---,---,273,125,1,266,548,365,2,362,353,---,---,32,18,1970,35585,61810,---,32172,---,841,121,4038,-52506,---,---,0,---,---,---,1,---,---,---,507,---,46983,82568
339,Miscellaneous manufacturing,77,1,51,30,12,---,1595,22,50,24,64,1715,1,488,2219,8,5,3897,36,6,114,0,4,1,312,138,801,359,123,3,866,0,1,---,9,19,0,89,105,4,2,54,81,57,37,13,---,0,193,70,7,11,2065,5,1944,302,247,18976,25764,425,977,202,173,28,839,2512,1909,383,---,5872,71,76469,124540,---,52300,---,---,840,34150,-129006,---,---,41,---,---,---,4,---,---,---,663,---,83532,160001
311FT,Food and beverage and tobacco products,42433,122,---,---,---,---,---,22,900,6,---,---,---,---,---,---,---,24,209861,10,310,304,570,270,7396,200,3322,0,2901,998,2143,381,1,312,17,0,---,10,---,36,3,---,387,---,---,---,---,---,---,---,---,---,4889,107,1,---,6409,9,7280,5500,18213,1672,6654,6430,89945,1454,6559,132,527,112023,---,540740,803146,---,---,---,---,-448,80803,-160071,---,---,---,---,---,---,---,---,---,---,---,---,723429,1264169
313TT,Textile mills and textile product mills,9,4,---,1,---,---,1787,534,271,---,2,734,0,0,1696,638,2968,1180,73,7612,1690,3410,265,27,2,2339,1409,34,64,3027,1188,---,---,20,17,---,---,12,1,1,200,3,4,---,---,---,---,0,50,228,---,---,346,18,217,222,12,95,297,1547,1058,0,90,910,389,541,437,310,1,1807,39,39834,34396,---,185,---,287,336,7556,-38119,---,---,---,---,---,---,2,---,---,---,1,---,4643,44478
315AL,Apparel and leather and allied products,34,---,---,---,---,---,---,---,0,---,---,---,---,---,1359,---,---,111,13,1,535,---,9,---,---,0,211,20,---,68,156,---,---,---,---,---,---,---,---,0,1,5,---,---,---,---,---,---,---,12,---,---,5,1,54,46,3,0,4,---,5,25,32,6,3,832,135,20,192,1191,24,5110,189160,---,---,---,---,845,4164,-174569,---,---,---,---,---,---,---,---,---,---,---,---,19600,24710
322,Paper products,637,---,121,153,40,21,5090,1629,2682,2100,2704,1745,588,2340,6100,541,1757,1880,28477,404,12,49749,8006,168,5637,5480,8129,256,1433,407,1921,43,44,2,272,1500,31,1216,212,972,68,343,317,864,758,1896,2,1,827,1255,367,609,3932,591,6388,431,541,1512,1373,731,1187,132,271,3155,5967,1262,536,2750,170,16661,80,199478,25825,---,---,---,---,402,21473,-30995,---,---,---,---,---,---,---,---,---,---,---,---,16706,216184
323,Printing and related support activities,12,---,8,1,---,8,49,2,---,---,10,3,---,2,3,---,---,---,58,---,0,---,1011,1,61,---,9139,235,132,106,6865,8,8,---,149,154,3,239,10,3124,437,287,4086,743,1370,3182,---,---,120,553,526,322,4703,770,2791,16,585,1768,3558,131,1600,809,296,713,1243,1399,1224,1782,40,11422,470,68348,4557,---,---,---,---,142,2489,-3425,---,---,---,---,---,---,---,---,---,---,---,---,3762,72110
324,Petroleum and coal products,6920,147,3772,1622,922,14986,48125,571,443,2535,645,990,193,1040,282,76,187,630,2474,30,1,1052,547,11848,7075,591,2614,790,269,116,1164,26546,2503,4659,24053,3953,208,8092,1767,185,53,411,538,3859,4589,91,391,30,4037,2058,35,1034,2043,414,5511,1880,1709,1886,1339,690,790,217,875,603,3869,1679,8455,821,677,90777,18593,344579,242082,---,---,---,---,3678,151540,-71542,---,---,---,---,---,---,---,---,---,---,---,---,325758,670337
325,Chemical products,28367,971,9088,1879,1249,1419,22352,8083,4973,1758,8546,2391,1910,3848,13017,1409,2063,5463,10042,10355,115,8750,4638,16337,205533,77166,2436,150,61,25,716,2,147,3,321,37,2,33,264,525,330,538,1710,52,125,90,---,543,12172,212,72,300,74364,4762,12165,2145,1077,57916,25144,3035,670,296,896,79,1852,3947,4261,4064,72,57879,7772,734984,347766,---,3364,---,---,2490,203246,-378967,---,---,---,---,---,---,---,---,---,---,---,---,177899,912883
326,Plastics and rubber products,2038,59,105,1075,446,19,40215,1531,1338,842,2727,8188,2184,3207,21414,2437,2729,3564,24311,351,33,2988,3162,200,8924,21634,24080,1415,1673,396,4883,286,4,0,848,232,57,1798,270,254,100,4356,1230,49,147,2009,0,13,555,3084,25,1804,8822,112,3444,540,651,11676,5763,2105,2202,69,417,170,9642,3612,4356,1550,15,17465,5810,283712,54677,---,367,---,25,644,29566,-77941,---,---,---,---,---,---,6,---,---,---,---,---,7344,291055
42,Wholesale trade,49093,1852,13754,4445,2645,7506,142608,15726,8845,30586,26525,32253,15445,16113,92411,16203,6464,7981,110775,3120,926,16056,4146,21998,58913,24654,81479,7062,3284,2895,25888,4521,2346,2427,13188,2272,524,5564,2392,13638,296,21491,6203,2556,3286,1556,710,532,6323,20747,1167,5749,43563,13411,17983,4718,3983,41045,24879,4041,7117,1008,3913,3918,33979,18056,27068,7803,1454,68650,19453,1315178,803326,82,297725,36295,6256,6635,276082,83587,---,---,20789,1370,---,---,6719,1612,---,---,19687,3585,1563749,2878927
441,Motor vehicle and parts dealers,12,2,297,206,104,16,3529,466,233,154,479,1926,162,7,4018,625,126,239,1653,22,1,428,54,1,466,180,156,1906,681,130,2089,0,8,0,1787,15,0,10,55,67,29,72,16,43,10,4,---,104,324,1277,0,37,743,---,4488,95,0,---,0,0,0,7,46,47,256,4972,0,0,0,0,6,34891,407525,---,36703,---,9,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,444237,479128
445,Food and beverage stores,52,0,1,0,---,58,285,0,2,0,1,7,1,5,4,0,3,5,9,0,0,1,17,1,43,1,10,11,25,10,52,0,4,1,338,50,0,41,0,1,0,0,2,4,3,2,---,71,35,3,0,1,7,---,72,0,6,3,6,1,1,8,19,45,1625,18,0,1,0,22,---,2993,329049,---,368,2,11,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,329430,332423
452,General merchandise stores,137,1,14,8,4,133,2155,20,14,6,22,103,11,25,164,21,20,33,106,2,0,19,58,1,72,12,37,110,46,10,144,0,10,3,936,130,0,107,2,6,1,3,7,14,11,5,---,387,237,81,1,4,50,---,442,4,32,13,11,2,4,6,9,90,414,269,0,6,0,28,0,6834,286576,---,2827,768,288,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,290458,297293
4A0,Other retail,1546,18,95,87,15,1898,105785,586,36,32,146,754,94,313,872,91,212,352,860,48,0,118,1150,85,2420,101,729,1797,370,661,1886,3,108,601,11061,1485,7,1507,9,87,13,16,138,252,220,100,---,4866,2184,289,20,65,538,---,2184,31,122,441,225,100,75,538,407,1855,8993,2097,2,57,2,496,1,164349,1362856,---,48172,21229,10838,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1443095,1607444
481,Air transportation,206,14,67,42,114,462,1383,200,656,323,372,290,80,97,625,194,83,112,793,30,5,214,113,63,520,434,6455,219,62,49,513,435,21,214,3269,98,13,1713,389,347,153,379,1601,3351,2433,120,342,9,8900,1594,563,2777,3414,312,3161,401,702,2916,459,285,574,121,287,146,2214,642,6798,4768,503,3349,160,74726,266929,---,1566,211,11,43,48965,-69597,---,---,107,8,---,---,19,9,---,---,73,21,248366,323092
482,Rail transportation,2526,28,607,670,134,2458,3453,1061,2519,3706,1239,512,60,439,1381,234,270,228,7362,70,2,2641,128,1422,4873,2134,307,41,108,32,121,158,239,28,5134,37,9,285,29,24,6,195,72,57,67,16,3,103,309,113,34,45,824,24,786,67,86,603,276,74,196,23,80,115,1327,185,339,1579,809,3306,2686,61114,9957,---,3037,---,40,253,13176,531,---,---,916,---,---,---,439,---,---,---,1073,---,29422,90536
483,Water transportation,1044,5,453,170,48,229,1651,12,476,541,190,68,14,122,100,19,16,51,2115,17,0,113,2,128,797,134,26,19,25,7,34,30,8,5,32,4,12,10,27,18,2,17,25,5,5,1,0,16,71,22,0,8,375,41,172,26,183,213,122,17,33,6,27,18,124,51,2710,348,1410,1144,288,16255,33871,---,10,0,0,32,7651,16623,---,---,1,0,---,---,0,0,---,---,1,0,58190,74445
484,Truck transportation,12146,560,1757,1620,407,1970,37418,3478,5302,9524,5199,4002,1228,2206,8811,2027,1489,1202,40121,709,162,4070,748,8136,7413,3324,10013,3851,1763,986,8696,2303,468,271,16524,502,113,5947,1475,1107,116,1236,1522,234,295,329,33,136,1092,1275,175,637,5668,430,2581,600,658,2650,2516,510,1119,354,752,671,4455,2926,8045,1023,1208,9748,2382,274424,131530,25,29907,1900,1177,1042,38126,7137,---,---,959,72,---,---,207,84,---,---,927,188,213280,487704
485,Transit and ground passenger transportation,---,1,2,7,122,924,1698,153,194,161,285,164,19,21,172,36,73,89,361,8,2,152,112,30,122,238,2909,267,10,38,304,3,365,---,---,---,7,302,9,391,177,717,2569,5739,3430,1428,486,9,13887,2362,1054,4678,6534,446,4678,480,1257,5363,6423,1194,641,4215,263,221,3388,773,104,22,26,24758,1802,108873,84240,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,84240,193113
486,Pipeline transportation,281,6,9829,45,18,14139,603,11,10,35,11,22,4,10,5,2,3,10,48,5,0,25,13,13139,653,16,73,17,6,3,27,624,59,110,563,93,6,190,51,11,2,8,16,90,108,2,9,8,88,45,1,24,34,10,165,41,68,57,34,15,17,6,24,13,82,40,198,24,507,2011,12187,56709,5592,---,---,---,---,-1,14443,---,---,---,---,---,---,---,---,---,---,---,---,---,20035,76744
487OS,Other transportation and support activities,---,61,27,528,5,6475,---,927,1056,147,68,13,0,3,11,---,217,109,481,49,---,727,329,349,139,543,85941,3661,2046,532,21838,33208,1200,5304,63845,2470,1201,42266,6764,1030,878,135,5962,996,6204,126,---,---,---,9381,814,1467,9029,588,3560,2120,441,3764,7354,567,1746,976,1110,153,1908,1790,5,245,1167,1349,4253,351662,25891,---,---,---,---,---,16780,4240,---,---,---,---,---,---,---,---,---,---,---,---,46911,398573
493,Warehousing and storage,1123,---,8,158,---,617,---,1573,2270,119,668,403,368,117,136,110,119,396,4332,1063,236,3123,997,284,2084,3691,44009,15453,8925,4423,40406,108,2,1083,6616,551,493,1411,6983,479,256,460,2146,---,---,41,---,4,1265,1805,230,396,1562,15,9624,441,167,1242,2364,253,343,336,192,723,1874,1058,566,1471,---,9794,236,193800,242,---,---,---,---,---,189,---,---,---,---,---,---,---,---,---,---,---,---,---,430,194230
511,"Publishing industries, except internet (includes software)",106,1,39,1,7,340,2103,45,1,22,100,44,49,1,25,161,11,29,12,---,0,9,46,2,20,10,5420,908,77,261,1243,21,87,---,34,23,---,533,141,57574,57,776,4458,727,2371,789,128,0,1519,877,1512,2547,7050,549,3406,47,711,1672,3181,200,995,83,120,161,211,879,125,1901,18,13122,723,120421,162365,---,---,188754,---,-327,44822,-6280,---,---,---,6719,---,---,---,7908,---,---,---,17585,421547,541968
512,Motion picture and sound recording industries,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,113,800,394,---,172,10,---,---,5,---,75,30,---,319,41680,52693,498,63,73,---,---,---,243,189,16,103,4764,510,170,---,686,144,32,1250,2385,776,108,684,6731,596,99,1973,55,766,---,119203,21832,---,---,54914,---,267,19575,-11204,---,---,---,---,---,---,---,---,---,---,---,---,85383,204586
513,Broadcasting and telecommunications,427,4,388,78,162,710,6677,254,507,228,892,525,170,145,330,423,138,284,967,50,24,279,296,32,333,358,9455,2120,566,219,4831,1627,56,57,1400,913,1169,1500,24,4080,616,86882,22568,8945,8162,3890,1446,5,19958,2675,3575,3406,14236,1370,13035,1072,2213,5729,2703,1286,714,785,1411,5033,8420,5599,7563,5303,788,65459,1430,348977,390577,---,7833,35220,---,---,10427,-136,---,---,---,---,---,---,---,---,---,---,---,---,443922,792898
514,"Data processing, internet publishing, and other information services",---,0,83,14,16,4987,4963,1311,1704,1280,2628,2015,218,769,784,1417,718,821,2715,143,38,1543,439,158,526,772,7486,10123,2306,1400,18119,918,1,---,265,232,141,1409,152,6475,223,5200,31566,23416,13098,2887,4965,1,2473,2080,5985,10187,26361,2177,47660,2936,5930,3175,6075,581,1423,1798,2320,1417,24100,14943,3353,10033,649,63551,6486,406136,161329,---,---,80749,---,---,8007,-2071,---,---,---,3655,---,---,---,4302,---,---,---,9317,265290,671426
521CI,"Federal Reserve banks, credit intermediation, and related activities",5739,638,2936,966,678,8449,15529,1286,1261,1817,2447,2046,4057,1616,4443,1021,843,2355,4554,323,558,1373,783,633,5449,2351,44680,6637,2930,2426,12988,2367,6058,709,2568,7114,2991,3821,334,8343,3501,18365,10631,87109,89994,822,5219,149873,108482,22691,2601,5145,21884,32043,10432,1216,2038,8500,7522,1328,1285,1570,2993,7606,13377,14620,---,19894,1284,29162,6143,865446,414809,---,---,---,---,---,101321,-8442,---,---,---,---,---,---,---,---,---,---,---,---,507688,1373134
523,"Securities, commodity contracts, and investments",465,12,2355,2981,8050,762,3188,50,92,2850,3107,2089,123,727,2618,542,788,889,156,5,1,37,34,20,25,103,4861,209,437,1116,1041,3849,579,1662,473,5921,392,2286,61,344,928,199,211,58015,68075,3210,173147,4,13933,8858,746,962,3597,16144,2299,68,804,2773,20395,650,3613,2061,200,8436,11873,5418,---,16,22,11915,8191,482065,341004,---,---,---,---,---,93357,-49,---,---,---,---,---,---,---,---,---,---,---,---,434312,916377
524,Insurance carriers and related activities,4423,410,4094,880,2007,1904,854,394,1488,867,1369,1520,241,1291,4364,944,508,562,5257,253,58,550,85,252,2145,923,55103,6085,1759,1487,11211,1464,47,1315,20729,25483,677,5153,2892,450,1592,1973,1618,8535,21630,570525,14287,16103,87941,20772,3333,3644,13733,629,11719,1957,2830,21483,24935,5474,12419,4259,3519,1912,13869,4951,---,1330,7654,4975,18007,1079107,518887,---,---,---,3924,---,28820,-94265,---,---,---,---,---,---,---,---,---,---,---,---,457366,1536473
525,"Funds, trusts, and other financial vehicles",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,6759,12567,---,---,---,---,---,---,85,---,---,---,---,---,---,---,---,---,---,---,---,---,195,---,2040,---,21645,285522,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,285522,307167
HS,Housing,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3143691,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3143691,3143691
ORE,Other real estate,3039,32,2988,273,655,7398,37412,1022,1536,704,7318,2555,7386,1459,2320,1924,1612,2141,6657,549,188,2397,2455,161,6614,3863,135358,39533,35625,20000,160241,617,263,1503,11712,6612,680,8372,12073,14479,5524,43945,22819,34270,56809,31230,1416,6219,234838,23800,23739,12363,92448,52655,37278,5340,51588,82871,116729,41034,20741,20295,33626,4658,101263,121891,820,17356,1006,27975,3766,1882038,8094,43917,---,---,159902,---,3344,---,---,---,---,---,---,---,---,---,---,---,---,---,215258,2097296
532RL,Rental and leasing services and lessors of intangible assets,3056,83,4939,2689,3162,2583,41692,408,1304,1161,3099,1856,616,1021,9128,1089,331,1062,5610,81,2616,1691,613,670,4907,1550,49607,1915,2190,5113,12945,18226,8822,11634,30069,2435,67,2687,1166,3343,1166,11279,19370,5338,15567,3059,37,6579,5084,26839,2936,6828,29450,39553,12397,3692,2408,8274,5201,628,872,4475,3951,4362,37825,3426,730,688,179,14797,1645,525868,106861,---,---,---,---,---,122021,---,---,---,---,---,---,---,---,---,---,---,---,---,228883,754751
5411,Legal services,528,68,1022,559,212,5632,12156,683,660,988,2441,1747,6414,390,2991,1782,346,1792,1664,154,121,1028,504,223,5534,1517,23084,1135,826,640,6874,339,1085,286,344,515,108,712,470,6759,1381,3760,13291,7939,18727,16021,3180,2634,15434,1667,3416,5404,23184,13106,9055,701,531,6987,23741,2187,1167,3699,3322,1451,3759,8917,---,211,78,22202,2501,313987,141844,---,---,---,12638,---,19648,-6025,---,---,---,---,---,---,---,---,---,---,---,---,168105,482092
5415,Computer systems design and related services,538,22,6850,597,62,2115,9646,382,412,357,1906,1804,335,161,611,1646,231,368,1480,64,18,363,384,278,318,526,23885,6206,910,1380,7490,388,1195,40,765,279,18,363,157,7977,545,3973,18152,7786,16889,7693,1688,1057,7200,875,4375,12075,15896,2352,17776,690,2567,5083,6706,1344,2108,586,1470,1042,7642,5283,7577,17891,115,38185,8063,307211,---,---,80848,358405,---,---,73151,-62386,---,---,1058,14005,---,---,---,38159,---,---,194,13421,516856,824066
