"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
331,Primary metals,136,---,14764,780,329,5,8174,309,2400,95373,103663,48439,5459,25222,55443,5062,3898,5968,2449,127,---,1702,26,12,48,2176,1192,12,---,0,529,---,897,---,---,---,---,142,---,16,11,585,1421,---,---,---,---,2,2869,177,---,0,1826,70,922,339,249,259,44,21,447,51,512,42,242,1135,457,1587,---,132,926,399079,1014,---,---,---,---,9966,35907,-130337,---,---,---,---,---,---,---,---,---,---,---,---,-83450,315629
332,Fabricated metal products,1618,177,14386,1436,712,938,129675,3836,2806,5465,47515,27102,6813,12922,26728,10285,4479,4527,20152,521,17,6331,1077,1335,8804,8907,4543,605,283,170,2567,428,495,1232,2389,477,1941,413,1093,830,49,12161,3088,336,215,---,36,45,1189,3014,34,3183,6904,791,3022,3826,475,448,2301,34,3024,80,811,1872,4685,5581,6831,1966,348,5207,7629,445213,26795,---,15864,---,---,12196,35840,-102572,---,---,157,---,---,---,140,---,---,---,100,---,-11480,433733
333,Machinery,2341,35,14032,3777,2651,820,41741,494,187,1520,5020,37908,307,2272,32015,2658,139,618,5582,31,1,967,1476,59,5227,2725,3378,334,170,134,1001,12,67,34,511,54,48,4735,1432,65,30,1176,1467,5,43,676,---,63,210,1315,22,2376,2688,528,4946,4424,1790,1233,941,170,255,35,331,65,1016,7697,1715,567,49,5128,3086,220623,16492,---,275119,---,---,18506,112257,-234588,---,---,2482,---,---,---,97,---,---,---,9739,---,200104,420727
334,Computer and electronic products,31,1,143,34,83,127,8027,1082,742,1410,5521,7030,38015,4322,21502,14512,790,1930,2565,316,4,891,1056,322,4366,2343,49431,1856,680,678,3102,7,60,0,388,2,6,105,200,2942,849,21839,11957,630,1363,53,1655,1,512,303,1572,6404,12300,9655,8127,905,1250,8901,978,177,775,47,286,395,295,4061,14998,7037,0,2840,1995,298782,106370,---,227739,---,187,12122,96388,-436386,---,---,20755,---,---,---,2416,---,---,---,5867,---,35458,334240
335,"Electrical equipment, appliances, and components",4587,64,299,63,587,21,53979,524,130,1530,3242,17392,2280,11804,9520,977,96,840,1451,44,1,524,93,131,1115,1029,3915,605,149,851,569,3,239,33,154,140,2,60,155,7,---,4782,416,139,81,61,---,14,965,707,0,3495,6264,121,2114,1311,255,23,1268,821,926,52,628,775,813,5107,2409,5839,88,1695,4481,164859,71607,---,49922,---,9346,6467,32546,-171816,---,---,615,---,---,---,96,---,---,---,537,---,-681,164178
3361MV,"Motor vehicles, bodies and trailers, and parts",1013,91,2060,911,344,36,2523,2223,627,764,1555,12016,845,859,193808,2325,419,718,4399,69,1,1359,157,163,1169,665,12557,6836,2315,447,7285,---,85,---,8252,643,1,156,1552,199,93,1601,740,118,23,---,---,---,---,3477,---,124,3220,756,16882,1812,244,883,2457,173,2889,311,204,219,1970,14803,9776,297,5001,10570,2108,352195,246567,---,264068,---,---,25189,103728,-362449,---,---,13085,---,---,---,10865,---,---,---,37845,---,338896,691091
3364OT,Other transportation equipment,---,16,---,6,---,---,35,24,---,---,91,413,---,---,1040,68045,---,---,---,---,---,---,---,---,---,---,0,0,---,---,---,1313,1377,1530,32,151,---,4049,---,---,---,7,---,---,---,---,---,---,---,---,---,---,1206,34,99,115,---,---,---,---,0,---,110,---,---,19,37065,1595,3,0,175,118550,34920,---,49423,---,---,5463,88426,-51749,---,---,37148,---,---,---,3997,---,---,---,307,---,167935,286485
337,Furniture and related products,0,---,---,---,---,---,22204,435,1,---,---,239,101,1,21,19,3435,218,---,---,---,0,---,---,---,316,1032,211,---,9,1941,---,---,0,---,---,---,0,---,2,---,113,377,---,---,---,---,2691,75,---,15,6,463,7,5,---,---,307,149,1,267,551,314,3,377,390,---,---,112,15,1804,38225,67413,---,35217,---,844,2047,3772,-65881,---,---,0,---,---,---,7,---,---,---,772,---,44192,82417
339,Miscellaneous manufacturing,94,1,82,31,13,---,1660,27,87,27,65,2007,1,444,2182,8,9,6040,35,7,47,0,4,1,263,154,1199,1139,155,6,2144,0,1,---,10,17,0,121,109,3,2,100,96,53,26,15,---,0,554,77,10,22,2271,10,2179,320,260,18158,25093,417,2031,154,289,37,986,2149,1810,865,---,7194,74,83446,130971,---,50482,---,---,6952,33089,-145314,---,---,60,---,---,---,8,---,---,---,547,---,76795,160241
311FT,Food and beverage and tobacco products,38471,198,---,---,---,---,---,26,899,5,---,---,---,---,---,---,---,26,216108,13,110,328,700,575,7447,224,3827,0,3470,1196,2326,440,1,329,24,0,---,10,---,39,4,---,383,---,---,---,---,---,---,---,---,---,5052,114,1,---,5146,7,6602,4951,20002,1768,6713,7045,88973,1339,5265,132,722,96612,---,527621,754462,---,---,---,---,10675,79700,-150767,---,---,---,---,---,---,---,---,---,---,---,---,694070,1221691
313TT,Textile mills and textile product mills,28,17,---,2,---,---,2082,559,301,---,2,803,3,0,2736,582,3376,1490,105,8758,931,3726,285,29,1,2891,2531,54,104,3758,1665,---,---,17,24,---,0,30,3,1,274,4,5,---,---,---,---,1,60,274,---,---,354,24,184,200,39,100,364,2084,1580,0,316,1534,483,669,805,546,4,2464,30,49293,31092,---,334,---,371,1275,8490,-43470,---,---,---,---,---,---,5,---,---,---,2,---,-1902,47391
315AL,Apparel and leather and allied products,35,---,---,---,---,0,---,---,0,---,---,---,---,---,1524,---,---,203,16,160,742,---,1179,0,---,0,535,106,3,131,329,---,---,---,---,---,---,---,---,24,12,773,0,---,---,---,---,---,---,123,---,---,5,2,151,60,34,32,58,---,320,80,91,28,532,1935,351,122,232,4154,27,14107,181732,---,---,---,---,3986,4411,-185665,---,---,---,---,---,---,---,---,---,---,---,---,4465,18572
322,Paper products,403,---,207,184,46,26,4422,1317,2589,1701,2398,2106,604,1702,5625,400,1543,2137,27582,427,4,50291,8452,292,5538,5616,10355,286,1619,502,2354,55,70,2,326,1353,27,1703,231,1076,73,410,332,722,475,1618,2,1,686,1222,451,683,3582,755,6505,406,252,1469,1506,809,1344,131,277,3105,6726,1248,390,3430,273,16049,71,200571,21408,---,---,---,---,2354,23823,-33215,---,---,---,---,---,---,---,---,---,---,---,---,14371,214942
323,Printing and related support activities,9,---,12,1,---,7,51,1,---,---,9,3,---,2,3,---,---,---,55,---,0,---,1139,1,57,---,10935,255,166,147,8203,8,8,---,203,118,3,332,12,3622,502,419,4410,818,1226,3838,---,---,93,557,604,380,4593,891,2979,15,403,1659,3341,115,1662,833,303,722,1245,1140,973,1961,55,9758,418,71277,3325,---,---,---,---,-2,3053,-3434,---,---,---,---,---,---,---,---,---,---,---,---,2942,74219
324,Petroleum and coal products,7686,355,11418,3481,1581,25257,55567,848,878,2030,1659,1291,176,798,427,105,250,976,3064,57,1,1753,960,26202,10526,942,6482,1396,567,282,2676,33181,5405,5619,33465,2909,300,14113,3856,327,92,779,789,4235,4050,107,810,49,5782,2602,57,1633,2329,962,8153,3070,1441,2144,1574,935,1238,371,1373,963,5692,3275,9740,1165,1960,137135,31068,504441,298416,---,---,---,---,2145,179891,-94348,---,---,---,---,---,---,---,---,---,---,---,---,386103,890545
325,Chemical products,26065,1456,14625,2440,1414,1771,19974,6754,4872,2092,8064,2959,2330,3160,13138,1247,1932,6559,9015,11974,44,9151,4240,44647,206397,81696,3442,191,91,43,1109,2,216,3,395,26,2,52,318,475,397,936,1571,43,78,83,---,565,11222,206,93,294,53010,4731,13027,1949,762,51605,29375,2450,715,345,1033,94,1950,4293,6840,5486,123,56306,5330,749294,302056,---,2307,---,---,9356,208357,-371745,---,---,---,---,---,---,---,---,---,---,---,---,150331,899625
326,Plastics and rubber products,1983,72,191,1447,634,24,38276,1768,1330,640,2579,10207,2466,2526,21946,1948,2619,4232,23331,372,14,3037,3341,413,9532,22575,29768,1593,2116,549,6638,627,5,0,1173,142,59,1931,316,279,108,6130,1205,44,128,1832,0,21,538,3499,30,1861,8306,135,3408,538,542,10474,5943,1959,2303,85,428,199,10396,3926,3940,1970,56,18987,5114,296804,49159,---,324,---,18,6151,28873,-87071,---,---,---,---,---,---,13,---,---,---,---,---,-2531,294273
42,Wholesale trade,51073,2934,18209,5060,2731,8677,138026,16534,9017,31555,27475,35586,15799,13894,81195,13476,6680,10155,114997,3358,643,16241,4503,34034,58971,24833,80690,7114,3833,3617,28410,4733,3243,2029,14203,1428,550,6964,2581,13142,385,21032,7069,1908,2079,1589,845,750,6665,20308,924,5687,34885,8958,18900,4565,2864,36572,25609,3777,7698,1087,4366,4529,35018,16811,21641,8951,2164,69911,18616,1314350,756506,67,276285,34433,6679,34636,271917,102333,---,---,16271,1357,---,---,6536,1642,---,---,17969,3512,1530143,2844493
441,Motor vehicle and parts dealers,9,2,426,220,104,17,3087,329,200,114,415,2028,129,3,3514,454,99,245,1323,22,0,375,48,1,403,163,148,1855,766,149,2397,0,10,0,1860,8,0,11,50,59,29,87,15,39,8,16,---,117,239,1070,0,37,538,---,3621,81,0,---,0,0,0,7,38,44,214,4504,0,0,0,0,4,31751,385257,---,39136,---,11,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,424403,456154
445,Food and beverage stores,41,0,2,0,---,66,273,0,3,0,1,7,1,2,5,0,3,7,7,0,0,1,17,4,38,1,12,11,28,12,60,0,4,1,341,28,0,40,0,1,0,0,2,4,3,1,---,87,31,4,0,1,6,---,92,0,4,3,6,1,1,9,22,45,1656,19,0,1,0,24,---,3039,314968,---,352,2,10,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,315332,318372
452,General merchandise stores,108,1,23,9,4,152,2014,17,14,5,20,110,11,12,154,16,18,42,84,3,0,17,55,2,66,11,43,109,54,13,178,0,11,3,944,74,0,104,2,6,1,4,7,13,8,4,---,450,196,77,1,4,40,---,400,4,27,11,9,1,3,6,9,79,380,264,0,7,0,26,0,6542,275559,---,2703,681,237,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,279180,285722
4A0,Other retail,1544,13,164,133,14,2743,109276,661,30,22,131,775,106,159,794,63,203,476,665,53,0,103,1081,283,2584,95,863,1764,411,654,2097,4,159,565,14168,1068,6,1887,8,78,13,19,128,234,167,79,---,5899,1950,293,24,61,446,---,1998,26,88,352,187,95,68,552,372,1618,8348,2083,2,75,1,467,1,171548,1266522,---,47392,17226,10330,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1341470,1513018
481,Air transportation,181,19,88,45,169,715,1259,257,687,328,503,406,91,91,645,181,109,170,938,32,3,262,180,142,523,528,9272,276,71,72,552,326,31,182,3198,52,14,1858,321,446,225,583,2156,4309,2737,152,396,12,11958,2092,838,4140,4417,432,5373,512,734,3528,480,323,767,179,329,210,2832,643,9429,4685,576,4802,144,95215,200769,---,1338,168,12,148,39272,-45638,---,---,102,7,---,---,20,8,---,---,65,17,196288,291503
482,Rail transportation,2912,41,944,728,142,3179,3303,1101,2409,3285,1185,618,75,332,1345,221,297,267,7693,73,1,2659,133,2191,4709,2192,387,49,141,46,162,143,286,24,5047,26,8,322,34,26,8,214,76,47,44,107,4,104,268,114,30,43,650,29,777,62,58,509,231,90,249,30,91,148,1291,200,292,1400,1065,3158,1962,62084,9815,---,2854,---,47,792,15569,704,---,---,547,---,---,---,443,---,---,---,1091,---,31861,93945
483,Water transportation,952,6,671,142,43,241,1166,9,395,447,148,66,15,74,81,10,12,49,1699,14,0,82,2,134,676,110,30,21,27,8,37,22,10,4,28,2,7,10,18,11,1,19,19,4,3,1,1,12,44,18,0,6,761,65,143,19,176,151,104,12,30,5,18,14,94,41,1985,227,1386,856,175,13868,24758,---,6,0,0,89,8471,17483,---,---,0,0,---,---,0,0,---,---,1,0,50807,64675
484,Truck transportation,12483,857,2707,1661,452,2162,37785,3745,5611,10867,5746,5104,1453,2183,9682,1917,1600,1598,43934,838,111,4378,885,9717,8304,3874,12022,3905,2135,1291,10590,2070,612,255,18073,340,134,7420,1408,1181,162,1847,1741,226,232,375,43,188,1222,1328,201,726,5614,657,3099,676,556,2719,2815,596,1501,393,1022,824,5217,3177,8545,1293,1755,10965,2440,303245,138154,19,30520,1881,1383,4604,43940,8085,---,---,1037,74,---,---,253,90,---,---,1062,192,231294,534539
485,Transit and ground passenger transportation,---,1,2,5,83,680,871,111,133,94,219,142,16,17,124,25,50,77,268,5,0,106,90,54,90,175,2228,180,8,32,250,2,311,---,---,---,5,276,7,266,125,531,1685,3469,1740,1349,242,11,8845,1570,743,3316,4153,303,3923,289,627,3150,3855,696,404,3339,165,155,2068,368,85,11,27,18363,1041,73647,58116,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,58116,131763
486,Pipeline transportation,215,9,10891,65,22,11681,544,13,14,18,24,20,2,7,5,2,4,13,45,5,0,29,16,15861,463,19,122,22,9,4,43,537,87,91,541,47,6,228,69,10,2,11,15,68,66,2,13,6,91,41,1,26,31,16,166,47,39,41,28,14,19,6,24,15,87,53,158,23,370,2144,6575,52002,4767,---,---,---,---,-107,17094,---,---,---,---,---,---,---,---,---,---,---,---,---,21753,73755
487OS,Other transportation and support activities,---,86,55,560,4,9020,---,1019,1148,167,82,22,0,4,14,---,255,154,579,55,---,840,437,1023,166,742,99792,4010,2363,656,25004,34462,1416,4915,74864,1580,1386,50589,6747,1150,914,139,5907,887,4632,104,---,---,---,8685,863,1584,9400,1006,3871,1992,332,3217,6330,450,1632,919,825,149,1747,1336,7,205,1562,1266,4418,389747,27088,---,---,---,---,---,17016,4949,---,---,---,---,---,---,---,---,---,---,---,---,49053,438799
493,Warehousing and storage,633,---,14,140,---,641,---,1184,1800,77,549,393,281,95,120,52,82,390,3328,917,97,2328,819,619,1440,3188,43297,12772,8614,4658,40596,76,2,890,7450,334,786,1467,7305,453,240,537,1858,---,---,30,---,1,1871,1930,216,384,1336,14,11372,378,105,914,1757,170,274,325,142,680,1624,834,488,1105,---,9062,170,185704,240,---,---,---,---,---,173,---,---,---,---,---,---,---,---,---,---,---,---,---,413,186116
511,"Publishing industries, except internet (includes software)",66,0,67,1,6,302,1229,41,1,18,92,50,35,1,26,119,9,33,11,---,0,9,50,7,21,10,5264,735,83,270,1287,21,82,---,41,14,---,897,129,47778,54,729,3911,577,1488,785,79,0,1247,886,1396,2425,5923,511,3390,41,454,1964,2330,142,943,74,101,145,196,639,103,2045,23,11465,479,103355,142043,---,---,154394,---,1931,37696,-5629,---,---,---,5691,---,---,---,6888,---,---,---,14728,357741,461096
512,Motion picture and sound recording industries,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,118,743,380,---,131,8,---,---,5,---,62,33,---,250,37324,58023,436,45,43,---,---,---,141,164,13,86,3765,431,122,---,412,97,25,1032,1921,849,84,786,6416,439,47,2108,72,641,---,117250,20855,---,---,48690,---,143,18015,-11571,---,---,---,---,---,---,---,---,---,---,---,---,76132,193382
513,Broadcasting and telecommunications,428,7,800,94,208,1224,5430,367,691,264,1199,899,240,172,446,457,163,438,1284,66,9,367,433,91,496,484,11740,2185,705,315,6366,1838,71,64,2002,785,1952,2630,31,4264,857,98535,19825,7981,6170,3298,731,13,18093,2981,3736,4155,14691,1510,15485,1293,1699,5857,2672,1226,803,869,1210,4690,6212,4645,6148,5207,1530,73135,1407,368368,388666,---,7721,34612,---,---,8780,-130,---,---,---,---,---,---,---,---,---,---,---,---,439650,808018
514,"Data processing, internet publishing, and other information services",---,0,144,11,14,4731,3029,1149,1419,894,2360,2152,203,591,684,1066,579,815,2415,112,14,1275,417,272,445,649,6982,8380,2250,1552,18132,900,1,---,305,155,141,1970,127,5650,212,4858,28539,18800,8000,3332,3171,2,2321,2072,5571,9865,23472,1962,48079,2295,4296,2603,4723,435,1336,1688,1800,1271,19184,10071,2114,10071,750,51214,4146,350236,125602,---,---,65718,---,---,6554,-1626,---,---,---,3146,---,---,---,3807,---,---,---,7945,211146,561382
521CI,"Federal Reserve banks, credit intermediation, and related activities",4421,748,2383,863,733,8300,11463,1158,1125,1541,2563,1945,3283,1271,3876,819,692,2083,6207,306,338,1271,752,1218,4894,2039,45301,5523,2620,2502,13047,1875,7026,726,2721,5700,5035,4012,380,8104,3447,14243,7785,79908,61944,661,3296,146714,86498,21718,2377,5008,19064,26590,9548,1189,1510,7657,7107,1208,1380,1432,2824,7262,12517,12003,---,7790,1577,24330,4595,754043,356098,---,---,---,---,---,83244,-11150,---,---,---,---,---,---,---,---,---,---,---,---,428191,1182235
523,"Securities, commodity contracts, and investments",251,13,2591,2015,4780,639,2016,35,73,1889,2526,1994,113,501,2011,393,575,805,141,4,0,26,31,35,20,85,4275,190,343,821,1006,2904,602,1208,454,3209,291,2894,54,281,734,178,161,49155,45446,4335,119979,3,9851,6009,607,766,2603,11280,1705,45,220,1884,16546,413,3723,1491,143,5699,7843,4058,---,37,21,8969,4082,350081,285331,---,---,---,---,---,83868,-47,---,---,---,---,---,---,---,---,---,---,---,---,369153,719234
524,Insurance carriers and related activities,3785,485,6861,831,1886,2005,606,367,1339,802,1194,1719,277,1106,3870,937,438,597,4953,229,27,530,96,448,2224,908,60811,5612,1856,1694,12418,1346,48,1019,22907,14456,609,6503,2753,443,1516,1895,1504,4851,11734,453912,14555,8006,63705,17928,3336,3593,12189,410,10904,1664,1813,17186,19695,4221,11214,3544,2811,1823,12105,3481,---,1529,6810,4862,14117,887910,473329,---,---,---,6056,---,25849,-61115,---,---,---,---,---,---,---,---,---,---,---,---,444120,1332030
525,"Funds, trusts, and other financial vehicles",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,4765,8421,---,---,---,---,---,---,82,---,---,---,---,---,---,---,---,---,---,---,---,---,429,---,1435,---,15131,209693,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,209693,224825
HS,Housing,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2676404,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2676404,2676404
ORE,Other real estate,2272,28,4833,231,574,8003,23315,998,1379,629,7029,2697,5120,1111,2525,1761,1457,2099,5847,525,141,2091,2446,184,5885,3543,133324,34124,35156,20870,161065,373,229,1205,12885,3894,581,10420,11328,11617,4603,40939,18442,24095,33790,27614,916,4385,230786,20140,21409,11235,80274,45497,35071,4435,47434,63644,93457,29912,16626,19225,25441,3963,79339,88371,850,25086,1219,31872,3296,1657161,8147,41805,---,---,173468,---,3103,---,---,---,---,---,---,---,---,---,---,---,---,---,226523,1883684
532RL,Rental and leasing services and lessors of intangible assets,1594,94,9655,2814,2999,2494,30300,384,1123,888,2871,1986,626,780,8800,926,302,1063,5010,71,1709,1479,624,1759,4373,1404,46231,1556,1998,5040,13288,16237,7716,9367,36096,1461,67,3708,1202,2814,1153,12624,15745,3761,9609,4173,22,5539,4911,21424,2607,6012,24437,32002,11670,3131,1340,6212,4195,502,698,3835,3176,3594,27538,2901,476,467,262,13556,892,461374,101795,---,---,---,---,---,112831,---,---,---,---,---,---,---,---,---,---,---,---,---,214626,676000
5411,Legal services,310,72,1691,499,185,5608,7575,561,586,647,2186,1821,4924,390,3189,1607,294,1914,1628,150,78,843,407,493,5224,1379,23534,1012,841,690,7591,335,1098,239,394,339,97,886,441,6016,1314,4014,12075,6038,12203,15467,2056,1915,12789,1509,3194,5391,22036,11824,9803,615,295,5229,18642,1631,1032,3446,2880,1351,3228,6256,---,231,101,18553,1564,274454,126907,---,---,---,25037,---,16406,-5363,---,---,---,---,---,---,---,---,---,---,---,---,162988,437442
5415,Computer systems design and related services,369,24,10462,566,60,2151,6281,403,413,323,1792,2209,389,155,621,1361,232,457,1512,67,6,381,447,582,344,567,26073,5798,1003,1622,8474,437,1305,37,987,200,20,588,149,7827,547,4195,18349,6807,11809,8885,1173,815,6309,921,4427,12853,16159,2263,19437,649,1764,4498,5673,1090,2015,589,1409,1021,6818,4134,5338,20733,176,35119,5839,298508,---,---,61149,322458,---,---,56788,-51261,---,---,993,11805,---,---,---,33163,---,---,596,11087,446778,745287
