"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
331,Primary metals,89,---,4906,541,776,3,4019,191,1157,76973,76980,44947,5189,17251,40832,11788,2997,5804,2465,208,---,745,20,6,46,1721,923,6,---,0,583,---,1332,---,---,---,---,376,---,28,10,291,290,---,---,---,---,0,2202,95,---,27,1374,33,512,383,168,206,88,18,254,21,321,24,77,792,77,373,---,304,411,311254,527,---,---,---,---,3630,35379,-88895,---,---,---,---,---,---,---,---,---,---,---,---,-49358,261896
332,Fabricated metal products,1556,207,6210,1239,1193,585,69254,2538,1868,5310,39411,29989,7960,9540,26094,15039,4177,5047,15883,469,26,6248,858,403,10275,7720,2413,353,148,171,1413,314,424,2112,1188,234,1259,884,775,1586,25,11499,1234,181,150,---,23,9,1965,1577,28,2366,4996,622,2309,2647,349,373,602,20,1338,29,636,861,1884,4459,4730,1886,769,4173,3617,337730,15727,---,13915,---,---,4521,34711,-63793,---,---,1330,---,---,---,1418,---,---,---,482,---,8312,346042
333,Machinery,2276,168,6956,3352,5777,775,25689,319,94,1549,4780,35228,284,1515,27354,4478,68,1200,3294,18,8,908,850,33,4149,1506,2465,216,115,175,575,14,182,45,285,112,215,2592,1862,140,51,1716,586,15,58,55,---,12,75,1455,29,1195,2133,187,2452,3466,1275,422,457,159,108,18,87,68,438,5793,736,177,174,3288,1117,169420,6375,---,244338,---,---,6604,115256,-154964,---,---,897,---,---,---,385,---,---,---,6633,---,225523,394943
334,Computer and electronic products,119,1,48,36,321,92,6426,928,526,1505,5606,7774,35547,3860,18796,17215,828,2150,3617,299,11,634,629,174,4024,1958,12672,490,257,366,1852,5,168,3,162,3,20,120,161,2373,366,15498,3745,529,804,17,802,2,478,134,1360,6192,6686,5366,3646,850,676,5603,491,170,326,13,76,196,89,4426,13336,2917,0,1405,1527,209502,76327,---,182884,---,266,1339,102820,-317979,---,---,17642,---,---,---,8106,---,---,---,11843,---,83248,292750
335,"Electrical equipment, appliances, and components",886,108,159,50,483,20,29714,253,76,1472,2561,12485,2834,9596,6521,2437,92,910,1097,34,1,421,59,43,825,858,415,147,33,167,251,3,140,27,64,111,8,35,323,1,---,4112,240,102,51,11,---,2,873,394,1,2058,4585,97,1813,704,341,22,375,470,407,33,234,578,381,1911,754,2082,53,1316,1975,101693,40438,---,29032,---,5758,1676,32428,-90094,---,---,527,---,---,---,776,---,---,---,1107,---,21646,123339
3361MV,"Motor vehicles, bodies and trailers, and parts",910,129,975,1084,756,39,2312,1455,457,791,1488,15170,1035,751,183883,3317,421,865,4699,73,0,1271,131,89,1480,620,6539,6558,1210,388,3174,---,61,---,4864,373,2,169,2422,523,59,1386,186,68,19,---,---,---,---,1804,---,54,2752,495,7489,1237,406,362,714,88,1601,32,59,132,556,14524,4728,112,3851,5269,1016,299478,198318,---,241651,---,---,10507,110721,-301963,---,---,7786,---,---,---,578,---,---,---,14030,---,281627,581105
3364OT,Other transportation equipment,---,9,---,12,---,---,14,23,---,---,45,216,---,---,565,68529,---,---,---,---,---,---,---,---,---,---,19,8,---,---,---,624,1231,1109,14,24,---,1555,---,---,---,2,---,---,---,---,---,---,---,---,---,---,204,6,23,24,---,---,---,---,2,---,25,---,---,36,29963,1157,4,0,43,105487,18382,---,65377,---,---,3834,123074,-58283,---,---,35879,---,---,---,2002,---,---,---,618,---,190882,296369
337,Furniture and related products,0,---,---,---,---,---,13791,779,1,---,---,476,107,1,39,262,3183,235,---,---,---,0,---,---,---,382,421,139,---,12,1012,---,---,2,---,---,---,9,---,0,---,209,283,---,---,---,---,1897,65,---,13,2,305,5,3,---,---,248,61,1,102,170,300,5,231,236,---,---,1512,9,581,27088,41354,---,26884,---,473,538,3937,-35377,---,---,0,---,---,---,125,---,---,---,2006,---,39940,67028
339,Miscellaneous manufacturing,117,2,27,27,32,---,817,28,121,50,61,2417,3,574,2082,145,6,7119,34,34,100,0,4,2,615,95,873,107,88,8,991,0,1,---,6,19,1,209,142,7,3,130,84,128,38,7,---,0,269,94,42,59,1453,11,1549,389,442,16733,18653,832,1246,96,433,55,554,1553,417,341,---,5397,45,68016,82990,---,45009,---,---,2339,30564,-80733,---,---,78,---,---,---,147,---,---,---,900,---,81293,149309
311FT,Food and beverage and tobacco products,32075,544,---,---,---,---,---,21,412,10,---,---,---,---,---,---,---,11,184402,19,618,362,347,270,8388,178,1876,5,3366,1111,2213,486,2,357,18,0,---,41,---,64,10,---,72,---,---,---,---,---,---,---,---,---,5980,119,0,---,8614,18,9092,6773,10391,860,5719,8267,68102,1753,4277,115,1222,50018,---,418594,545721,---,---,---,---,6161,68941,-84059,---,---,---,---,---,---,---,---,---,---,---,---,536765,955359
313TT,Textile mills and textile product mills,295,157,---,3,---,---,1475,390,242,---,3,793,0,0,3328,1068,3083,2171,183,9634,1545,3699,231,14,5,2575,1879,59,125,2176,1739,---,---,243,13,---,6,103,11,4,112,12,7,---,---,---,---,0,130,274,---,---,287,10,105,89,36,48,496,1641,941,0,390,1506,244,1230,1247,379,5,1805,21,48263,21707,---,1851,---,464,951,9482,-30795,---,---,---,---,---,---,55,---,---,---,8,---,3724,51988
315AL,Apparel and leather and allied products,25,---,---,---,---,1,---,---,1,---,---,---,---,---,2002,---,---,105,13,621,2083,---,2513,11,---,2,805,194,13,367,728,---,---,---,---,---,---,---,---,87,22,2036,1,---,---,---,---,---,---,124,---,---,58,19,329,109,108,221,214,---,1642,124,41,25,215,1480,213,47,48,4229,34,20910,139384,---,---,---,---,2088,4393,-147243,---,---,---,---,---,---,---,---,---,---,---,---,-1377,19532
322,Paper products,399,0,65,174,100,29,2025,856,1486,1629,1998,2193,743,1261,4411,724,1281,2210,19166,389,9,47164,8919,134,6909,5689,5869,99,1019,319,1330,32,71,10,153,1351,104,3206,321,2220,92,464,146,1123,394,208,2,0,983,842,440,415,2767,728,3960,307,250,1617,2049,931,803,63,129,2249,2817,956,133,2247,125,10434,37,163773,20909,---,---,---,---,1166,22043,-23878,---,---,---,---,---,---,---,---,---,---,---,---,20241,184014
323,Printing and related support activities,27,---,9,4,---,6,27,16,---,---,27,10,---,4,5,---,---,---,74,---,6,---,1109,3,615,---,10180,149,199,187,3529,4,20,---,155,54,11,462,22,6349,551,652,2576,902,1910,1527,---,---,78,591,782,294,4582,698,2434,15,803,1560,1988,133,1608,665,146,738,643,1307,642,1810,37,8199,330,61466,5246,---,---,---,---,629,2230,-2442,---,---,---,---,---,---,---,---,---,---,---,---,5663,67129
324,Petroleum and coal products,9587,946,7898,6566,4899,21674,46319,1077,853,2902,1065,1434,200,1013,584,288,306,1405,3047,136,6,1769,1296,28046,14542,1021,6504,843,598,266,2183,40139,8437,7137,45281,3432,123,11732,3173,268,74,558,413,6538,3417,23,1340,53,5401,2968,50,920,2128,1392,4797,2611,1146,969,3616,924,586,170,769,1277,3471,3420,16004,1511,3096,86831,19153,464621,267428,---,---,---,---,4542,119172,-93082,---,---,---,---,---,---,---,---,---,---,---,---,298059,762680
325,Chemical products,23938,3746,6943,2713,2909,2463,10221,2780,3798,1916,7527,3213,2530,2790,11543,1584,1955,7417,5721,12054,77,9603,4460,13650,229373,67010,2970,97,56,47,793,2,281,10,218,14,6,122,497,861,147,751,538,87,97,17,---,53,12207,155,173,246,12818,1004,7036,1729,616,21885,19237,2164,441,136,493,85,443,4266,2469,2753,136,27153,3101,570347,246512,---,2858,---,---,3900,157493,-192228,---,---,---,---,---,---,---,---,---,---,---,---,218534,788882
326,Plastics and rubber products,1203,119,83,1152,1284,20,22619,683,1220,719,2443,11433,2727,2375,21050,4036,3342,5757,17034,360,46,2859,3023,202,13192,20080,11644,1080,1432,304,3407,178,6,1,948,35,211,3829,460,465,100,5480,276,209,138,210,0,3,236,2114,112,1387,5548,133,1869,400,520,6077,2473,1060,1459,25,172,128,4708,4105,1900,932,33,7685,2305,214859,33051,---,230,---,31,2307,26035,-49216,---,---,---,---,---,---,34,---,---,---,---,---,12471,227330
42,Wholesale trade,37389,3137,6255,4238,3979,6769,63268,7669,5182,22753,18255,29238,12322,9389,57246,14762,5090,9962,83872,3413,1570,13283,4242,24378,57421,16917,49219,3068,2254,2069,13246,4317,2714,2137,14190,1276,411,6173,2272,8785,272,14871,2070,2367,1693,340,678,302,5140,13551,902,3373,13245,3838,8856,2727,3320,17765,15271,3281,4460,492,3245,3911,21764,10485,12179,3910,2134,34831,7528,852934,510093,57,203108,22011,2433,13436,204293,37363,---,---,8657,478,---,---,4745,624,---,---,7246,1747,1016292,1869226
441,Motor vehicle and parts dealers,11,3,104,157,145,12,1502,188,98,81,271,1763,90,3,2556,455,75,210,980,16,0,244,27,1,362,121,154,1393,282,89,690,0,6,0,638,3,0,8,91,105,12,66,4,15,4,3,---,50,351,382,1,11,352,---,1161,44,0,---,0,0,0,2,6,19,64,2942,0,0,0,0,1,18426,170897,---,16372,---,4,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,187272,205698
445,Food and beverage stores,22,0,1,0,---,47,184,0,2,0,2,14,1,2,9,0,5,12,11,0,0,1,14,2,43,11,9,10,31,9,41,0,3,1,229,17,0,17,0,1,0,0,1,2,4,0,---,34,15,2,1,1,5,---,46,0,7,3,6,1,1,7,23,29,954,26,0,0,0,19,---,1941,202818,---,162,1,6,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,202987,204928
452,General merchandise stores,65,1,9,9,6,124,1406,11,11,5,20,151,9,12,164,20,30,74,104,3,0,16,43,3,129,63,38,112,40,10,84,0,8,2,670,49,1,48,4,8,1,4,4,7,11,1,---,184,154,39,4,3,33,---,199,2,27,11,6,1,3,3,8,37,235,272,0,3,0,21,0,4836,204579,---,1689,358,155,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,206782,211618
4A0,Other retail,680,15,56,138,13,1615,63926,135,11,21,114,964,64,132,719,47,303,732,756,47,1,75,784,174,2767,646,662,928,330,327,1231,4,85,352,8072,537,15,698,12,76,14,18,81,126,200,15,---,1997,682,137,56,41,330,---,935,13,83,253,128,51,61,202,352,712,4512,1866,2,54,1,400,0,101587,707544,---,26887,6097,4984,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,745512,847100
481,Air transportation,242,4,15,27,590,1384,545,199,336,302,681,586,114,68,469,339,210,383,816,56,10,223,272,211,540,537,7531,134,45,79,214,192,25,111,2293,22,3,1525,102,572,251,1018,1464,4626,4700,314,622,9,7671,1455,1215,3227,4969,390,4607,463,739,2482,312,369,511,125,163,283,1295,661,6166,3800,358,3470,79,79821,126970,---,477,41,4,30,48670,-42524,---,---,35,1,---,---,9,1,---,---,19,3,133738,213559
482,Rail transportation,2455,102,513,1795,229,4586,1970,808,2913,4523,1057,663,84,349,1186,355,254,277,6363,93,3,2689,136,4377,5534,1571,331,31,94,32,92,117,172,23,4558,24,4,348,47,53,4,404,30,60,35,65,4,7,254,69,44,36,748,38,432,56,77,386,208,76,128,11,73,130,729,172,206,1440,741,1881,2371,61730,8241,---,3288,---,33,553,12023,413,---,---,177,---,---,---,9,---,---,---,162,---,24899,86628
483,Water transportation,602,43,269,261,119,388,1096,10,327,623,148,78,28,86,79,35,15,80,1117,49,0,175,1,102,1050,250,62,19,14,5,24,25,16,5,31,2,2,10,2,1,1,33,7,6,2,0,1,2,85,13,0,11,604,49,121,27,160,160,114,15,21,5,12,11,55,63,1462,240,1120,602,228,12478,20111,---,12,0,0,79,7123,13218,---,---,3,0,---,---,0,0,---,---,0,0,40546,53024
484,Truck transportation,7192,577,1008,881,675,2825,16672,1922,2741,7200,4140,4616,1420,1450,7185,2154,1220,1515,25640,922,192,3365,788,8340,7856,2781,4918,1833,1507,1477,4974,1189,394,293,7807,171,62,3603,388,865,178,1444,549,257,205,96,35,87,949,557,152,421,2830,340,1487,400,508,1263,1448,452,836,169,866,594,2551,1866,2739,674,1056,5715,1125,176601,80030,18,24018,598,653,2082,31467,4510,---,---,671,13,---,---,192,17,---,---,860,47,145177,321779
485,Transit and ground passenger transportation,---,2,1,5,167,785,444,61,88,89,200,172,25,16,115,86,61,143,162,10,2,63,79,60,126,141,933,56,5,19,73,1,409,---,---,---,1,229,5,169,71,731,686,2041,1520,530,182,10,2915,607,620,1341,3296,144,1957,133,333,1296,1200,516,134,1432,44,111,533,204,29,5,31,12011,644,40310,39061,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,39061,79371
486,Pipeline transportation,138,14,8974,67,42,8980,284,9,8,14,9,13,2,4,5,3,3,12,27,6,0,17,12,11305,412,14,65,8,6,2,20,378,79,67,426,32,3,110,30,3,1,4,4,61,32,0,13,1,51,27,0,9,14,13,54,24,12,9,35,8,5,2,7,12,31,32,150,17,700,795,5850,39575,2506,---,---,---,---,159,3531,---,---,---,---,---,---,---,---,---,---,---,---,---,6196,45771
487OS,Other transportation and support activities,---,93,26,865,12,7502,---,831,924,185,106,18,0,3,8,---,577,214,404,87,---,427,417,851,180,511,45883,1240,928,461,7682,23030,1182,5695,32156,403,447,29092,2173,1680,569,186,2072,641,3864,137,---,---,---,3008,685,583,6456,312,1848,890,292,1237,1807,266,871,483,609,113,440,1036,3,135,1027,491,3242,199597,18287,---,---,---,---,---,10455,3001,---,---,---,---,---,---,---,---,---,---,---,---,31742,231339
493,Warehousing and storage,488,---,9,273,---,877,---,73,104,64,666,346,1359,67,98,69,59,330,111,66,27,103,210,12,373,156,28913,6994,7996,9486,24603,51,2,466,3094,110,34,728,7733,697,184,446,770,---,---,48,---,1,93,520,218,183,955,6,4720,147,263,611,782,154,262,166,79,871,1305,595,230,739,---,3743,86,115019,248,---,---,---,---,---,153,---,---,---,---,---,---,---,---,---,---,---,---,---,402,115420
511,"Publishing industries, except internet (includes software)",76,1,27,0,8,262,507,19,2,15,70,44,49,4,17,167,10,42,7,---,0,4,55,2,83,7,2201,202,170,138,782,9,61,---,19,3,---,235,142,20460,37,666,1227,606,1097,198,62,0,405,930,1127,675,2944,1300,1226,10,623,1440,824,98,1340,25,40,117,104,549,854,1284,266,6756,193,52921,72880,---,---,73714,---,1820,35337,-4122,---,---,---,1392,---,---,---,1816,---,---,---,5090,187928,240848
512,Motion picture and sound recording industries,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,50,132,181,---,57,4,---,---,1,---,29,4,---,49,20948,35798,121,15,19,---,---,---,42,345,5,18,1276,161,25,---,58,19,4,211,371,116,9,49,1057,469,572,510,61,132,---,62918,26357,---,---,33127,---,454,20284,-6991,---,---,---,---,---,---,---,---,---,---,---,---,73230,136148
513,Broadcasting and telecommunications,876,55,1426,215,1017,2160,6365,298,906,380,1101,1096,405,185,511,618,211,453,1076,84,20,365,454,95,991,426,15988,1529,733,612,6931,486,178,80,1055,462,276,1418,631,2711,592,95515,8222,10456,7439,2151,1053,23,8645,2287,4046,2922,9261,3784,8813,599,2147,5150,2634,995,950,405,799,3217,4520,3817,6103,6144,1699,44535,1405,305205,324343,---,7299,25173,---,---,16915,-170,---,---,---,---,---,---,---,---,---,---,---,---,373562,678766
514,"Data processing, internet publishing, and other information services",---,0,71,8,36,3281,1125,481,734,634,1493,1520,316,277,345,1288,383,632,1054,117,33,549,272,51,810,392,3774,2108,1052,997,4796,299,1,---,49,35,21,425,147,2937,98,3928,6699,16589,4048,978,1833,4,657,6020,2953,2376,10792,3054,15305,666,3297,1171,2183,253,784,418,555,637,3923,4860,6913,4521,723,12890,2360,154033,31044,---,---,19327,---,---,4991,-1211,---,---,---,855,---,---,---,1009,---,---,---,3011,59026,213059
521CI,"Federal Reserve banks, credit intermediation, and related activities",2989,406,2553,1002,911,10646,5739,614,856,1184,1912,2013,2117,897,2042,1081,634,1729,4013,332,276,1024,682,1119,4556,1377,34370,3312,2878,2619,12243,1120,9827,730,1279,3836,867,1403,367,3145,2445,12876,1645,66561,39512,1639,2201,116411,41834,12439,2316,3365,12363,26252,6053,643,3920,3870,4805,2492,1292,784,1753,5719,6361,12692,1,1693,3712,21004,2911,552261,213971,---,---,---,---,---,48284,-7347,---,---,---,---,---,---,---,---,---,---,---,---,254908,807169
523,"Securities, commodity contracts, and investments",268,25,2488,848,4264,886,1596,33,57,1650,2078,1867,147,346,1370,941,620,1147,107,7,1,14,30,47,34,73,2442,82,215,441,701,1519,589,2960,255,649,58,957,28,338,254,210,97,29018,40150,2834,90137,1,4277,1636,734,448,2305,6231,1196,36,921,1089,4609,362,1233,354,62,3018,2969,6878,3,7,58,14318,1398,249025,225349,---,---,---,---,---,71815,-61,---,---,---,---,---,---,---,---,---,---,---,---,297104,546129
524,Insurance carriers and related activities,3847,1396,4852,2306,6557,1610,557,304,1233,1061,1339,1984,587,986,1567,1403,545,873,4143,463,184,461,130,259,3406,863,32714,2139,1208,1251,6266,607,38,637,10815,2864,775,2484,2430,522,1228,1986,628,5713,15845,318041,7436,1084,38524,7892,3432,1614,8054,290,5475,909,1772,10668,35680,2298,4577,1497,1066,1434,3922,2814,1,412,3155,2172,8668,605953,338821,---,---,---,6895,---,17198,-52365,---,---,---,---,---,---,---,---,---,---,---,---,310550,916503
525,"Funds, trusts, and other financial vehicles",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,8060,12545,---,---,---,---,---,---,65,---,---,---,---,---,---,---,---,---,---,---,---,---,95,---,1268,---,22033,147263,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,147263,169296
HS,Housing,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1821090,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1821090,1821090
ORE,Other real estate,22044,85,1312,96,518,5672,11999,614,812,431,3865,1582,2862,473,1416,1581,1112,1251,2570,564,177,1193,1456,72,3263,2101,63072,11662,14654,10948,69743,408,147,379,4377,1029,291,4027,13079,6712,3213,19148,5533,21170,23944,22719,552,1100,129926,10286,21636,6174,43800,21398,16845,1774,30678,47979,39962,24279,15693,8363,12202,1888,40607,49736,4854,11006,1184,32038,3248,942585,5634,21170,---,---,102357,---,3327,---,---,---,---,---,---,---,---,---,---,---,---,---,132489,1075073
532RL,Rental and leasing services and lessors of intangible assets,3163,204,4883,2230,5989,2169,18163,255,741,918,2164,1928,748,569,3793,1852,220,1672,3097,112,815,838,476,953,4853,928,26645,676,1330,2692,6860,10422,4471,2611,7790,762,135,2561,2334,2448,2114,11990,5804,4865,7756,3709,31,938,1991,9586,2960,2865,15033,17066,6111,1609,2075,4578,5217,623,465,1300,1411,1991,7320,2788,356,229,839,7163,414,266666,81040,---,---,---,---,---,78041,---,---,---,---,---,---,---,---,---,---,---,---,---,159081,425747
5411,Legal services,440,160,2665,705,2141,7676,6063,250,326,278,1147,1295,3827,264,1478,1363,213,1147,964,114,47,346,209,200,3370,525,17878,486,487,860,3279,456,824,104,158,94,112,480,326,3934,619,3706,2895,6121,12646,11356,2412,183,13351,1125,2857,4202,11828,9256,6900,389,413,5067,12635,1368,582,1593,1632,1167,2767,3009,791,277,956,8873,1071,198737,92707,---,---,---,14886,---,12324,-2664,---,---,---,---,---,---,---,---,---,---,---,---,117253,315990
5415,Computer systems design and related services,432,68,4700,467,122,2850,4613,294,354,440,1756,2017,624,120,533,2813,266,676,992,128,19,308,477,204,653,643,17157,2484,741,1294,4425,265,1482,7,337,76,7,179,368,4849,413,5387,6722,10577,11350,2707,1168,73,2069,846,4292,4418,9143,10734,9547,274,1429,4044,5902,992,1040,229,637,863,2542,2310,17242,18004,723,17514,4217,217648,---,---,21317,185893,---,---,18653,-28234,---,---,1058,7263,---,---,---,18959,---,---,987,6881,232778,450426
