"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
331,Primary metals,134,---,7989,639,336,2,7371,317,1950,86288,91709,44664,5288,19367,54101,5096,3532,6786,2074,105,---,1361,26,18,48,2056,1045,7,---,0,601,---,776,---,---,---,---,142,---,12,7,451,1022,---,---,---,---,3,1861,133,---,0,1906,61,709,288,163,181,40,16,421,28,442,22,204,1009,521,1647,---,102,835,355914,689,---,---,---,---,1042,31425,-108534,---,---,---,---,---,---,---,---,---,---,---,---,-75379,280535
332,Fabricated metal products,1718,137,9416,1023,616,663,109947,3344,2399,4740,42303,24792,5913,10536,26443,9678,4062,4833,18872,568,62,6241,984,1087,8315,8149,3786,423,267,172,2350,228,370,603,2251,351,1454,317,1057,678,56,11452,2818,363,263,---,36,66,1132,2597,29,3144,6192,763,2723,3372,436,384,2031,31,3117,55,701,1125,4074,4139,8749,1898,326,5277,6212,394712,23505,---,14462,---,---,-245,29537,-88675,---,---,406,---,---,---,319,---,---,---,194,---,-20496,374216
333,Machinery,2307,55,9822,3178,2767,905,37727,397,145,1222,4765,34116,301,1875,30591,2516,117,889,4726,31,2,1068,1262,65,4193,2381,2732,220,159,133,972,8,61,18,498,51,42,5078,1564,55,28,1213,1205,5,45,568,---,82,157,1036,19,2285,2547,458,4155,4210,2031,1087,884,153,271,34,270,41,901,5413,2039,546,51,4733,2535,198012,13538,---,250322,---,---,3825,102599,-206539,---,---,2935,---,---,---,161,---,---,---,11419,---,178259,376271
334,Computer and electronic products,30,1,64,20,61,60,7120,993,615,1281,4924,6274,32112,3495,19647,13940,715,1948,2517,330,37,876,1062,333,4019,2116,42081,1138,566,663,2583,4,46,0,330,3,5,82,182,2286,754,17504,10863,634,1280,50,1356,2,492,272,1196,6411,11282,8068,6817,801,1125,8182,873,166,794,35,246,266,254,2897,17115,6028,0,2725,1568,264615,101914,---,208570,---,224,8510,93436,-397542,---,---,27190,---,---,---,4209,---,---,---,7438,---,53949,318564
335,"Electrical equipment, appliances, and components",2775,59,206,42,300,11,48117,475,113,1335,2909,14871,2047,10848,6792,953,93,824,1581,48,1,526,86,113,1027,1053,1596,363,130,1129,523,1,169,31,121,153,2,48,158,6,---,4585,415,143,83,51,---,20,1012,547,0,3325,5617,84,1959,1033,325,16,1061,965,650,50,554,542,682,4362,2503,5470,66,1432,3724,142910,58242,---,41271,---,9109,3061,28298,-146496,---,---,875,---,---,---,179,---,---,---,999,---,-4462,138448
3361MV,"Motor vehicles, bodies and trailers, and parts",1098,89,1053,652,301,16,2178,1845,509,586,1276,9944,708,655,187650,2107,371,716,4414,54,1,1262,134,188,1064,591,10361,3737,2053,369,6420,---,57,---,7374,439,1,117,1561,161,106,1518,585,113,25,---,---,---,---,2854,---,102,2863,687,13558,1380,396,726,2275,158,2988,86,167,126,1617,7045,10430,287,4132,9235,1468,317038,260685,---,266273,---,---,-11922,91879,-315278,---,---,5454,---,---,---,5868,---,---,---,28889,---,331848,648887
3364OT,Other transportation equipment,---,16,---,5,---,---,30,13,---,---,78,355,---,---,1025,51594,---,---,---,---,---,---,---,---,---,---,0,3,---,---,---,1260,1137,628,---,88,---,2608,---,---,---,10,---,---,---,---,---,---,---,---,---,---,1753,48,82,94,---,---,---,---,0,---,---,---,---,31,43423,1012,3,0,149,105443,35147,---,49296,---,---,-7242,74133,-40961,---,---,40942,---,---,---,6477,---,---,---,343,---,158135,263578
337,Furniture and related products,0,---,---,---,---,---,19327,273,0,---,---,212,92,1,21,11,2928,222,---,---,---,0,---,---,---,282,864,108,---,6,2010,---,---,0,---,---,---,0,---,1,---,113,367,---,---,---,---,2480,52,---,7,3,463,6,2,---,---,188,131,1,269,366,307,2,326,271,---,---,79,12,944,32749,63984,---,30897,---,837,2401,3312,-61090,---,---,0,---,---,---,7,---,---,---,914,---,41261,74010
339,Miscellaneous manufacturing,92,1,42,23,12,---,1305,21,106,30,62,1868,1,432,2171,12,6,5861,40,25,78,0,3,1,328,171,1022,1022,130,6,1959,0,1,---,10,18,0,104,118,3,3,106,94,64,27,14,---,0,289,71,12,19,2059,9,2443,334,245,19305,25145,600,1772,64,263,23,693,1461,2307,1534,---,9296,61,85401,130316,---,49693,---,---,6334,30052,-143922,---,---,71,---,---,---,15,---,---,---,728,---,73286,158687
311FT,Food and beverage and tobacco products,32972,174,---,---,---,---,---,18,544,4,---,---,---,---,---,---,---,24,189533,8,124,243,442,380,5569,177,3116,0,2259,723,1015,121,1,103,17,0,---,6,---,28,3,---,249,---,---,---,---,---,---,---,---,---,4106,84,1,---,4193,4,5262,4014,18725,1003,4925,3880,70390,877,4525,120,576,72233,---,432767,710351,---,---,---,---,8581,73578,-127766,---,---,---,---,---,---,---,---,---,---,---,---,664744,1097511
313TT,Textile mills and textile product mills,46,24,---,1,---,---,2032,483,252,---,1,743,0,0,2866,567,2938,1588,113,9124,1391,3723,266,34,2,2446,2787,39,113,3821,1707,---,---,10,24,---,0,36,4,1,272,6,6,---,---,---,---,1,59,254,---,---,354,24,155,173,15,98,424,2343,1908,0,369,1063,471,638,1219,618,3,2347,21,50024,31969,---,516,---,382,1950,7899,-44733,---,---,---,---,---,---,13,---,---,---,3,---,-2001,48023
315AL,Apparel and leather and allied products,36,---,---,---,---,0,---,---,0,---,---,---,---,---,1114,---,---,215,15,46,1065,---,185,0,---,0,428,30,1,184,162,---,---,---,---,---,---,---,---,0,0,220,0,---,---,---,---,---,---,3,---,---,7,0,79,67,2,5,19,---,8,32,44,10,160,1137,255,49,215,1781,25,7598,156142,---,---,---,---,5396,4076,-151513,---,---,---,---,---,---,---,---,---,---,---,---,14100,21698
322,Paper products,476,---,101,133,39,10,3842,1129,1871,1408,2057,1773,488,1175,5506,343,1286,2065,26284,400,43,44418,7298,314,5074,4663,8547,183,1447,476,2071,26,57,1,274,1109,26,1356,233,901,85,393,273,724,385,1455,2,1,613,1048,338,589,2924,728,5748,351,262,1115,1148,631,1351,83,209,1763,5618,1079,523,3400,226,14093,49,176109,22296,---,---,---,---,2119,21111,-27229,---,---,---,---,---,---,---,---,---,---,---,---,18296,194405
323,Printing and related support activities,10,---,6,1,---,5,44,1,---,---,8,3,---,1,3,---,---,---,52,---,0,---,1049,1,61,---,9678,167,152,147,6894,2,6,---,155,68,3,253,12,3174,558,436,3472,804,1125,3585,---,---,76,479,514,312,4215,886,2542,12,385,1459,3141,108,1785,600,251,389,1037,951,789,2006,47,8123,368,62413,2928,---,---,---,---,1185,2534,-3030,---,---,---,---,---,---,---,---,---,---,---,---,3617,66030
324,Petroleum and coal products,8749,339,5239,2335,1341,15587,46433,735,642,1651,1441,1042,149,737,392,101,217,991,2886,63,7,1621,725,18947,8877,834,4707,812,443,242,2162,19985,3796,1855,24425,1930,218,12933,2854,227,100,710,783,4248,3571,98,599,72,5494,2212,58,1389,2050,723,6391,2214,1323,1005,1441,811,1205,258,1020,515,4041,2197,10095,993,1319,102472,20251,378332,203124,---,---,---,---,-3951,110280,-69878,---,---,---,---,---,---,---,---,---,---,---,---,239576,617907
325,Chemical products,26589,1416,8833,1773,1254,1130,18181,6208,4495,1635,7122,2542,2058,2468,13319,1062,1657,7026,8170,10576,147,8954,4077,31552,210096,79028,3198,147,86,47,1544,1,165,1,370,17,2,47,313,385,342,873,1355,51,73,79,---,727,10611,181,78,331,42765,3276,11296,1921,673,46427,23404,3900,772,495,1084,58,1741,4662,6072,5199,117,44320,4648,685220,291540,---,1652,---,---,1092,183086,-324691,---,---,---,---,---,---,---,---,---,---,---,---,152679,837899
326,Plastics and rubber products,1984,67,100,966,600,16,34571,1319,1147,517,2362,8980,2183,2051,22067,1800,2605,4183,22336,375,185,2884,2983,359,8870,20762,26231,1089,1944,564,6324,312,4,0,984,86,62,1579,354,243,139,6517,1097,50,136,1765,0,30,223,3009,24,2095,7774,125,2777,473,686,9360,5722,1917,2373,62,374,124,9011,2766,4590,1899,51,14931,4162,270307,47328,---,331,---,18,2184,25791,-76911,---,---,---,---,---,---,27,---,---,---,---,---,-1232,269075
42,Wholesale trade,47221,2680,11262,4008,2591,7378,122927,14842,7288,26702,22221,30029,12555,11086,73948,11503,5852,9904,97784,3251,988,14042,3579,26956,58032,22383,68890,4669,3225,3389,25062,2856,2980,887,13379,1207,454,6812,2795,10396,376,18558,6246,2196,2128,1438,813,794,6290,18454,726,5489,28238,7153,16213,3989,2828,31968,22298,4141,7359,796,3600,2737,29749,11838,22621,8418,1911,56035,15840,1139253,695393,68,248397,30199,5384,18002,235852,89102,---,---,15147,1110,---,---,5448,1297,---,---,15974,2958,1364330,2503583
441,Motor vehicle and parts dealers,11,2,236,170,100,10,2716,336,178,96,382,1859,116,2,3520,446,96,267,1460,19,0,383,46,1,404,160,83,1085,738,134,2307,0,8,0,1852,6,0,11,55,52,36,79,18,40,9,17,---,97,184,972,0,34,532,---,3431,68,0,---,0,0,0,7,34,28,187,2331,0,0,0,0,4,27456,317794,---,32361,---,10,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,350164,377620
445,Food and beverage stores,52,0,1,0,---,68,260,0,3,0,1,8,1,1,5,0,3,7,9,0,0,1,16,4,41,1,12,8,18,7,41,0,4,1,289,20,0,42,0,1,0,0,2,4,3,1,---,77,16,4,0,1,6,---,90,0,5,2,5,1,1,4,11,27,1727,14,0,1,0,14,---,2944,289962,---,340,2,9,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,290312,293257
452,General merchandise stores,140,1,14,7,4,171,1953,17,14,4,21,114,12,7,168,17,20,49,101,3,0,19,55,3,82,11,43,73,54,12,176,0,10,1,831,54,0,110,2,5,2,4,7,15,11,5,---,407,119,78,1,5,43,---,392,3,40,10,9,1,4,4,6,54,373,171,0,7,0,23,0,6175,263677,---,2653,622,222,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,267174,273349
4A0,Other retail,1687,11,104,104,15,2347,104267,525,28,20,136,831,113,90,884,66,238,556,815,52,4,116,1101,291,2832,98,891,1364,373,722,2061,4,120,265,10698,655,7,1831,10,78,17,19,126,293,217,92,---,5406,1009,328,26,80,489,---,2066,27,120,314,200,84,87,374,324,1130,8464,1480,3,89,2,429,1,159701,1191929,---,48287,16242,9831,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1266290,1425991
481,Air transportation,513,3,37,19,96,453,565,126,258,159,299,253,63,53,408,125,68,117,924,41,5,157,99,106,373,348,5998,134,61,60,474,246,15,65,2774,33,9,1735,314,264,181,382,1474,2756,2044,103,247,17,7585,1268,514,2388,3053,282,3120,300,444,2230,386,214,570,99,218,91,1576,353,7109,3080,514,3025,80,63553,119925,---,1025,138,11,68,21668,-15960,---,---,104,5,---,---,18,6,---,---,45,14,127069,190622
482,Rail transportation,2879,44,627,486,131,1833,3088,967,2054,2762,1104,576,77,282,1286,226,261,279,7048,84,4,2511,119,2465,4545,2141,312,29,123,43,134,108,273,10,4448,20,7,329,34,23,8,178,67,53,44,83,4,148,253,99,21,38,592,28,641,60,57,541,221,80,227,20,80,82,1015,147,277,1425,928,2719,1423,55332,8789,---,3180,---,37,-177,12924,543,---,---,265,---,---,---,266,---,---,---,875,---,26701,82033
483,Water transportation,524,12,418,137,43,227,1121,8,299,414,118,53,14,53,68,13,10,48,788,28,0,106,1,126,569,140,29,11,13,4,27,13,8,1,20,1,4,9,17,9,1,20,18,4,2,0,0,24,34,14,0,8,345,29,139,18,83,182,110,9,21,3,17,6,67,37,1529,277,925,752,195,10369,7764,---,6,0,0,-12,6593,14838,---,---,3,0,---,---,0,0,---,---,0,0,29192,39561
484,Truck transportation,10230,719,1700,1418,398,1882,31514,3196,4272,9487,5114,4441,1208,1718,8717,1470,1338,1577,37684,971,166,3654,715,8712,8172,3593,9528,2410,1826,1274,9050,1494,488,103,14422,226,114,6320,1271,847,138,1608,1470,244,222,326,35,190,1043,1031,154,657,4797,439,2536,586,497,2252,2296,573,1334,251,737,477,4316,2429,7915,1248,1447,9077,1927,255692,122064,18,25464,1337,1040,2476,37740,6306,---,---,927,49,---,---,216,57,---,---,950,131,198774,454466
485,Transit and ground passenger transportation,---,1,1,3,51,716,560,69,81,64,131,89,10,10,84,16,32,57,168,4,1,66,51,36,64,119,1429,92,5,23,158,0,220,---,---,---,3,238,5,153,103,500,1279,2439,1383,1413,159,11,6181,1048,503,2085,3485,208,2528,177,444,2310,2985,597,321,2196,107,73,1254,224,65,8,17,16839,922,56674,40798,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,40798,97472
486,Pipeline transportation,292,10,10304,53,24,10602,547,14,13,17,27,20,3,6,6,2,4,15,49,7,0,34,15,15478,528,20,112,16,9,5,43,413,78,38,505,40,5,267,68,9,2,11,19,88,74,2,12,9,110,44,1,29,35,15,157,43,42,22,32,15,23,5,23,10,77,44,209,25,529,2040,8069,51513,4136,---,---,---,---,-2223,13531,---,---,---,---,---,---,---,---,---,---,---,---,---,15444,66956
487OS,Other transportation and support activities,---,84,29,437,3,8720,---,979,1033,151,80,20,0,3,13,---,260,186,517,67,---,777,358,994,163,750,89787,2777,2231,729,23671,25171,1021,1870,62371,1054,1224,45468,6563,1130,1093,121,5879,943,5550,108,---,---,---,7801,806,1394,9885,1380,3328,1714,311,2983,6253,433,1864,706,722,90,1521,1209,5,224,1244,1170,4013,343441,23756,---,---,---,---,---,15175,5058,---,---,---,---,---,---,---,---,---,---,---,---,43989,387430
493,Warehousing and storage,691,---,7,109,---,653,---,1145,1620,74,575,377,188,91,129,49,79,387,3466,889,191,2437,706,594,1495,3175,36767,8085,7586,4777,35990,50,1,310,5623,219,782,1373,7097,386,273,481,1812,---,---,28,---,2,1895,1551,197,320,1278,13,12236,366,99,773,1673,163,298,290,143,384,1439,736,497,1222,---,8289,136,164769,296,---,---,---,---,---,164,---,---,---,---,---,---,---,---,---,---,---,---,---,460,165229
511,"Publishing industries, except internet (includes software)",73,1,35,1,5,274,1082,35,1,17,80,44,35,1,25,151,8,35,10,---,0,8,40,7,26,9,4620,473,77,274,1197,10,61,---,32,9,---,660,127,37664,62,687,3649,566,1506,727,73,0,1172,831,1277,1736,5387,499,2847,59,444,1491,2253,137,1059,55,84,95,161,536,84,2356,23,10319,448,87830,135709,---,---,136443,---,602,35690,-5320,---,---,---,4667,---,---,---,5456,---,---,---,12444,325692,413522
512,Motion picture and sound recording industries,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,88,582,320,---,136,4,---,---,3,---,50,23,---,165,34695,53096,377,36,39,---,---,---,101,220,10,61,2894,384,83,---,394,73,23,925,1810,551,65,515,4904,333,39,1930,52,563,---,105548,14922,---,---,42499,---,662,17379,-13929,---,---,---,---,---,---,---,---,---,---,---,---,61533,167080
513,Broadcasting and telecommunications,513,10,475,85,213,1115,5534,348,645,263,1088,863,222,148,427,568,156,468,1226,80,17,342,367,92,543,478,11583,1733,725,388,6892,973,65,64,1593,589,1501,2577,32,3138,1041,98691,20802,8245,6460,4189,916,19,17486,2795,3943,3142,12024,1644,13376,1827,1746,5150,2637,1231,845,681,1121,2789,6365,4038,6128,8767,1548,78822,1393,368001,375044,---,7730,31366,---,---,8658,-145,---,---,---,---,---,---,---,---,---,---,---,---,422653,790655
514,"Data processing, internet publishing, and other information services",---,0,74,9,13,4381,2650,971,1183,773,1950,1834,161,463,612,1258,499,779,2040,113,21,1083,322,247,453,566,5856,5448,2034,1636,16398,455,0,---,234,120,102,1823,130,4287,245,4743,25076,18378,7906,3165,2937,3,2341,1841,5296,7111,21249,1922,40538,2145,4163,2473,4615,429,1240,1306,1558,828,16204,8828,2111,12735,652,48726,3831,315571,115873,---,---,56344,---,---,5225,-1971,---,---,---,2529,---,---,---,2957,---,---,---,6602,187560,503132
521CI,"Federal Reserve banks, credit intermediation, and related activities",3735,475,2172,714,592,6308,9780,940,918,1416,2305,1894,2609,992,3655,810,515,1781,5358,274,352,1036,663,1191,4131,1847,45277,4516,2613,2828,13780,1493,6390,360,2239,4579,5724,3025,421,5619,1325,19463,5406,92989,55161,524,2516,160664,76744,23216,2387,4687,16910,27457,8280,1021,1374,7428,8245,1332,1676,1229,2814,4757,12666,10786,---,7984,1726,17605,4524,738219,316576,---,---,---,---,---,75239,-7170,---,---,---,---,---,---,---,---,---,---,---,---,384645,1122864
523,"Securities, commodity contracts, and investments",293,14,2178,1525,4627,654,2053,34,68,1787,2178,1778,96,398,1918,344,528,855,132,4,1,22,27,36,21,89,4134,164,321,677,1061,808,486,519,388,1930,248,2459,53,270,820,189,189,51040,49254,4001,113704,4,9485,5550,609,695,2656,10499,1490,42,336,1881,16747,440,4463,1262,135,3841,7923,3478,---,4,19,5355,4197,335483,292301,---,---,---,---,---,96152,-52,---,---,---,---,---,---,---,---,---,---,---,---,388401,723884
524,Insurance carriers and related activities,4008,466,3308,635,1502,1914,541,332,1130,721,1048,1503,206,954,3679,717,391,589,4519,259,60,474,77,427,2533,870,51830,3708,1703,1761,12085,825,35,465,17528,9577,484,5508,2532,379,1799,1894,1387,4666,12526,428682,13826,7359,56085,15102,2962,2941,11845,380,8910,1375,1591,13974,17439,3699,11464,2640,2301,1101,10042,2791,---,1732,5054,4704,12226,803779,454501,---,---,---,6933,---,25459,-58863,---,---,---,---,---,---,---,---,---,---,---,---,428030,1231809
525,"Funds, trusts, and other financial vehicles",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,5418,8884,---,---,---,---,---,---,93,---,---,---,---,---,---,---,---,---,---,---,---,---,56,---,1423,---,15874,200841,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,200841,216715
HS,Housing,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2461872,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2461872,2461872
ORE,Other real estate,2517,36,2284,152,451,7675,19556,845,1114,515,5720,2377,3477,800,1884,1173,1247,1898,5025,564,148,1748,1872,163,4749,3175,108771,23538,30139,20667,153073,190,170,514,9669,2458,404,8720,9989,9196,4063,32933,16529,26405,33215,26890,834,6163,227129,17713,20422,10146,72584,40624,31338,4448,38004,53997,85914,27799,16098,16459,22790,2557,68881,81267,302,17655,670,26825,2412,1481732,6431,40546,---,---,175346,---,2914,---,---,---,---,---,---,---,---,---,---,---,---,---,225237,1706969
532RL,Rental and leasing services and lessors of intangible assets,1809,116,5474,2091,2817,3014,29762,325,906,798,2320,1686,514,580,7365,777,261,1063,4468,78,1860,1247,479,1616,4236,1293,39520,1065,1776,5007,12815,13884,7112,5849,30665,920,57,3867,1159,2329,1085,10606,15286,3915,10061,4064,20,4772,5299,17988,2344,5425,23569,29268,10197,2851,1340,5612,3993,469,730,2795,2698,1990,22345,2374,402,414,209,11755,732,407587,102913,---,---,---,---,---,103611,---,---,---,---,---,---,---,---,---,---,---,---,---,206525,614112
5411,Legal services,277,68,881,363,170,4979,6423,499,493,538,2093,1649,3612,285,2740,1128,258,1749,1409,150,92,788,333,449,4513,1262,19609,671,713,683,6644,209,860,120,309,202,94,728,405,4671,1138,3333,10087,5472,11346,14518,1778,2996,10683,1282,2870,4212,19833,10672,8558,583,276,4264,16521,1472,989,2542,2415,823,2491,4732,---,278,84,16847,1361,237574,118850,---,---,---,44368,---,16339,-5137,---,---,---,---,---,---,---,---,---,---,---,---,174420,411995
5415,Computer systems design and related services,414,25,6317,540,53,1940,5524,355,347,298,1650,2154,365,124,596,1688,207,470,1377,75,12,337,373,622,382,543,22833,3779,919,1655,7875,223,978,28,761,144,15,545,154,6493,633,3945,16422,6792,11832,8183,1074,1340,5789,828,4140,9328,14010,2147,16113,777,1636,4030,5274,1049,2046,445,1160,669,5650,3370,5437,26521,144,33024,5490,272491,---,---,54032,288608,---,---,51577,-49065,---,---,1679,11549,---,---,---,31191,---,---,935,11388,401893,674383
