"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
5412OP,"Miscellaneous professional, scientific, and technical services",2020,440,4220,1325,1190,14503,59052,2282,2640,3014,5712,4798,5302,1749,5792,2991,1787,4278,12838,674,171,2901,1418,2283,9537,5020,161776,25318,11802,5993,100271,1041,1901,709,5197,1676,2422,3257,3449,24777,7314,42028,69081,51229,45076,45931,3043,4415,60230,17936,11604,33901,170324,51463,50336,3528,8081,27301,42968,7970,8876,8468,9931,4737,28068,32611,65897,19437,1859,91610,23326,1556105,95412,---,45217,640539,6161,---,189478,-110377,---,---,---,62285,---,---,---,113210,---,---,---,24253,1066179,2622285
55,Management of companies and enterprises,---,---,29827,4627,2507,74,12719,395,2033,987,4253,10193,2376,2324,10225,1914,337,3773,23926,797,414,2003,398,3394,10663,1846,113241,1766,4980,12187,36675,2013,8,259,4235,220,2,7427,1371,4100,607,5766,4825,4715,19133,6122,1085,78,87751,23907,4042,4002,18826,30,20821,3522,5429,36043,9364,4518,1534,4094,2858,10940,61652,10316,0,---,390,---,---,672863,---,---,---,---,---,---,3028,---,---,---,---,---,---,---,---,---,---,---,---,---,3028,675891
561,Administrative and support services,376,22,432,308,972,8771,8280,768,1139,3443,7974,2145,1979,553,3037,4658,274,1779,3060,163,279,1257,2475,1527,4021,1677,77562,5595,2792,4413,26443,1662,735,2056,10695,6774,2844,13244,5665,17127,1804,35198,34489,21109,14940,12632,111,3736,181392,36869,10955,32570,65631,17313,98079,5909,5704,29366,46634,10260,4321,4254,3741,3437,11503,15805,5659,15371,494,49490,7528,1025277,68216,---,---,---,---,---,4440,-3661,---,---,---,---,---,---,---,---,---,---,---,---,68994,1094271
562,Waste management and remediation services,124,2,502,64,63,484,1928,142,237,278,341,249,83,56,176,139,87,120,1286,54,1,288,84,433,1463,293,2236,613,292,173,1119,67,128,1,707,49,214,262,211,49,58,102,115,440,144,1541,235,6,53292,1168,333,314,1925,533,2629,10398,234,1783,2033,726,550,135,594,568,1985,1016,123,699,241,24793,3704,127519,33091,---,---,---,---,---,440,-443,---,---,---,---,---,---,---,---,---,---,---,---,33088,160607
61,Educational services,1,0,---,---,---,94,4,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,16,4,---,0,1762,61,445,---,3582,73,8,---,---,---,9,56,---,0,---,14,127,24,8,---,---,---,---,---,---,89,33,---,205,---,1968,0,4,---,---,3448,457,---,---,2041,---,47,78,11867,8,26537,393604,---,---,---,---,---,6266,-2455,---,---,---,---,---,---,---,---,---,---,---,---,397415,423952
621,Ambulatory health care services,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,130,---,62,---,---,19018,15490,96,1,143,5,---,---,48,---,819,---,10511,---,46323,1232221,---,---,---,---,---,823,-419,---,---,---,---,---,---,---,---,---,---,---,---,1232625,1278948
622,Hospitals,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1000,---,---,---,---,---,---,---,---,---,---,---,---,1000,1251230,---,---,---,---,---,8131,-8457,---,---,---,---,---,---,---,---,---,---,---,---,1250905,1251906
623,Nursing and residential care facilities,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3429,---,1032,---,4461,260145,---,---,---,---,---,204,-120,---,---,---,---,---,---,---,---,---,---,---,---,260230,264691
624,Social assistance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,0,281396,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,281396,281396
711AS,"Performing arts, spectator sports, museums, and related activities",99,---,1,---,19,96,288,43,41,58,83,57,4,6,42,10,16,33,139,4,1,57,37,45,34,112,4912,619,431,95,1056,---,88,---,60,20,---,325,8,169,11171,29268,775,2488,1016,310,312,1,7187,483,607,1341,4956,3740,2353,130,1395,1466,1646,246,1379,26591,967,243,3540,1431,---,48,35,2453,54,116739,72540,---,---,6094,---,---,1082,-276,---,---,---,---,---,---,---,---,---,---,---,---,79441,196179
713,"Amusements, gambling, and recreation industries",95,1,---,1,39,205,641,47,68,43,90,58,6,5,45,11,23,37,114,2,0,45,37,25,40,85,2886,33,179,9,1666,0,1,---,---,---,---,54,4,113,74,196,934,1768,993,212,114,3,---,513,421,1551,2049,2672,2066,134,188,1917,85,154,396,173,305,245,1702,181,46,34,3,4578,112,30529,216520,---,---,---,---,---,10,-18,---,---,---,---,---,---,---,---,---,---,---,---,216511,247041
721,Accommodation,1,---,1,5,93,720,370,110,143,112,234,161,18,20,160,29,57,103,298,10,1,116,127,64,119,234,3279,29,53,42,302,---,10,---,---,0,11,411,12,324,255,569,2711,5095,2900,604,336,9,12593,1671,944,4574,5746,812,4668,457,592,3582,259,258,475,122,297,309,2730,443,3422,1271,46,3549,169,69250,135675,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,135675,204925
722,Food services and drinking places,368,9,16,25,222,1721,538,191,213,200,331,252,23,48,217,47,75,140,542,29,7,210,139,163,175,350,9652,897,936,1109,5108,2653,2,6,724,126,73,1826,307,352,406,660,2939,9092,3503,4209,967,9,42833,5112,2101,7279,16976,4695,10490,515,1181,29064,20996,8322,5067,620,2079,5842,8692,1556,1501,469,250,16924,583,244959,893048,---,---,---,---,---,1722,---,---,---,---,---,---,---,---,---,---,---,---,---,894770,1139729
81,"Other services, except government",325,66,110,90,216,756,6830,435,856,1048,1367,770,390,160,767,406,132,373,2140,103,9,1041,278,674,1878,909,22168,2168,2380,2173,8470,282,87,169,8226,2149,464,2837,786,1288,294,4357,2498,5489,5194,6167,155,18386,5342,8561,935,2289,8450,6819,17994,5589,2447,5666,11917,1429,1003,862,1845,1131,11103,6641,4169,19070,593,39675,3305,285153,699336,---,---,---,---,---,93,-3744,---,---,---,---,---,---,---,---,---,---,---,---,695685,980838
GFGD,Federal general government (defense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,719261,---,---,---,---,---,---,---,---,---,---,---,719261,719261
GFGN,Federal general government (nondefense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,504358,---,---,---,---,---,---,---,504358,504358
GFE,Federal government enterprises,11,2,---,3,---,240,8,---,---,32,116,210,39,133,---,---,---,18,---,1,---,---,42,39,41,---,23155,856,677,354,6462,1,---,886,2509,301,142,985,639,282,296,158,1623,1371,3430,103,---,0,602,2329,279,524,2107,223,1121,125,264,1153,3338,252,616,160,123,534,8343,429,1,156,65,2635,108,70652,6524,---,---,---,---,---,859,-273,---,---,---,---,---,---,---,---,---,---,---,---,7109,77761
GSLG,State and local general government,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2152771,---,---,---,2152771,2152771
GSLE,State and local government enterprises,---,1,---,---,---,649,---,83,198,231,291,248,64,44,166,127,52,112,1188,58,3,252,67,389,1395,228,1543,407,289,147,967,4,---,---,338,7,92,98,181,57,75,106,151,488,218,85,---,---,3700,1490,453,226,1136,463,1259,1336,126,790,983,541,333,136,296,530,1820,956,1076,822,229,7781,1796,39374,82836,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,82836,122210
Used,"Scrap, used and secondhand goods",-18,124,---,---,1111,6179,2871,---,10,27804,683,7,---,---,---,---,---,1,0,3,---,216,---,---,5,8,---,26,---,---,231,-75,---,-183,383,3,78,4984,---,---,1,0,---,---,---,---,---,---,---,0,---,---,---,226,---,---,1272,---,---,---,---,-152,171,---,---,47089,-49,---,---,---,---,93007,133624,-3292,-187922,---,-1219,-11627,29535,-25630,---,-4,---,---,---,-459,31,---,---,4947,-18991,---,-81007,12000
Other,Noncomparable imports and rest-of-the-world adjustment [1],809,35,875,4,173,1153,1820,307,264,627,628,1094,1805,297,1895,281,98,351,1926,91,11,595,202,4932,2060,695,8402,54,484,871,4117,16878,177,1975,692,7,69,711,93,565,383,6896,882,2488,44912,1577,52,41,365,2625,66,2272,2864,1846,1350,34,339,---,---,357,---,445,392,530,2673,2591,9107,2440,4,---,---,145658,-7110,---,---,12617,---,---,79243,-226186,---,---,---,---,---,---,---,---,---,---,---,---,-141436,4223
,Total Intermediate,289675,16646,194963,48948,33501,201236,973513,103459,77764,207916,243022,233042,92009,80856,523623,127576,44911,76964,780157,34115,8111,132058,38963,462684,432518,192288,1123021,123269,111418,98038,607696,97551,38051,20714,259135,40642,22071,159031,58742,146422,75152,438563,292254,351730,363043,593436,158199,294966,987640,243295,85439,174512,674649,250814,473473,73906,105329,399514,443632,101092,122576,89574,85738,71354,498880,326275,276517,200505,34363,1009428,255456,18107622,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,
V001,Compensation of employees,30590,30346,24107,18611,24117,94715,636908,28224,33113,34463,107978,101891,180044,39789,79872,83569,23619,60989,135714,12329,7294,32518,24650,19003,118029,54545,607125,156091,115181,111349,365373,57777,19990,7313,121347,25352,8240,126639,94228,162874,43272,116847,185578,349529,313191,323832,4064,22212,127805,39994,158926,375675,778437,397189,505659,37848,227852,677123,461204,151516,148397,61416,58409,79348,346521,353422,294785,214913,66012,1514359,118319,12569557,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V002,"Taxes on production and imports, less subsidies",-16004,1194,41178,6385,-16,70051,-25552,-115,915,2023,-2569,375,7777,145,1415,529,-992,-790,22924,138,-776,1627,-1303,4432,16984,911,292625,51090,25443,46182,128803,364,-2697,602,590,-1789,4123,264,194,5189,1797,43589,6437,20270,6033,33870,567,280723,20859,22200,18600,4679,-2761,9023,-1067,3630,4245,-38560,10849,646,-16069,-5827,15853,21583,-18679,-1886,---,---,-9716,---,-38744,1074013,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V003,Gross operating surplus,171121,13475,159729,43178,18787,228182,400757,31811,33848,37358,42930,55898,100988,21218,62003,69230,7500,37939,147857,4525,4485,30486,15608,124359,329514,27502,515115,110541,56268,25684,345407,39253,28096,11911,109290,23543,29574,69325,5747,184073,47985,337900,177088,474283,38984,279810,17924,1877737,541432,219320,149638,55776,346263,39522,167290,26779,37842,209856,94389,11076,23752,63511,22202,75945,190677,132982,179213,137731,18422,252206,60428,10082074,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,Total Value Added,185707,45016,225014,68175,42888,392948,1012113,59920,67877,73843,148339,158164,288809,61152,143291,153328,30127,98138,306495,16991,11003,64630,38954,147795,464527,82958,1414865,317722,196892,183214,839583,97394,45388,19825,231227,47106,41938,196228,100169,352136,93054,498336,369103,844081,358209,637512,22555,2180673,690096,281514,327164,436130,1121939,445734,671883,68256,269939,848419,566442,163238,156080,119100,96464,176876,518519,484518,473998,352644,74718,1766565,140003,,,,,,,,,,,,,,,,,,,,,,23725645,
,Total Industry Output,475382,61661,419977,117123,76389,594184,1985626,163378,145641,281759,391361,391206,380818,142008,666914,280904,75038,175102,1086652,51106,19114,196688,77917,610478,897045,275246,2537886,440991,308310,281252,1447279,194945,83440,40540,490363,87748,64009,355259,158910,498558,168206,936899,661357,1195811,721251,1230947,180754,2475638,1677736,524809,412603,610642,1796588,696548,1145356,142163,375268,1247932,1010074,264329,278656,208674,182202,248229,1017399,810793,750515,553149,109081,2775993,395460,,16119682,627872,1196318,1263051,1132432,26872,2202731,-3051964,719261,11641,95999,82194,504358,13460,23309,154174,2152771,342981,50714,57790,,41833267

Legend/Footnotes
1. Consists of noncomparable imports in the intermediate section of the use table and noncomparable imports and the rest-of-the-world adjustment in the final use section of the use table.
Note. Selected data with zero values are not shown.
Note. Detail may not add to total due to rounding.
