"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
485,Transit and ground passenger transportation,---,3,1,4,53,266,300,28,48,79,138,103,30,14,88,42,45,153,120,10,6,29,57,64,55,78,553,16,5,14,46,1,350,---,---,---,2,275,4,175,53,594,433,1437,1345,893,153,1,1470,509,662,934,2721,104,1608,124,247,1221,973,532,110,1073,41,83,371,171,28,4,16,10166,503,31835,31893,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,31893,63728
486,Pipeline transportation,120,12,6552,56,17,7721,229,6,7,15,8,7,2,5,5,2,2,13,29,7,0,16,5,11390,264,10,53,4,6,2,15,268,68,48,254,18,2,76,3,2,1,4,3,62,21,0,11,0,27,21,1,7,14,15,35,12,13,11,29,9,6,2,8,9,28,34,192,15,595,751,4706,33956,1954,---,---,---,---,-81,2168,---,---,---,---,---,---,---,---,---,---,---,---,---,4041,37997
487OS,Other transportation and support activities,---,93,23,777,4,4652,---,545,508,146,84,10,---,3,7,---,243,216,384,82,---,243,355,855,96,272,30889,733,579,404,4998,19432,1043,4945,30240,363,526,27461,1836,2003,439,176,1483,455,3692,334,---,---,---,2022,742,379,7117,242,1692,757,273,1135,1446,273,714,472,364,92,305,1120,2,95,667,481,3036,165053,15416,---,---,---,---,---,10296,3447,---,---,---,---,---,---,---,---,---,---,---,---,29158,194211
493,Warehousing and storage,335,---,7,241,---,576,---,86,113,88,878,407,1770,63,168,60,74,375,157,126,93,140,201,55,340,178,23071,3657,8360,11739,20707,18,2,423,3232,84,25,534,7582,930,161,482,604,---,---,120,---,0,48,448,259,135,880,4,1375,89,275,648,686,151,235,143,75,846,1358,749,247,353,---,3000,73,100338,147,---,---,---,---,---,146,---,---,---,---,---,---,---,---,---,---,---,---,---,293,100630
511,"Publishing industries, except internet (includes software)",50,1,18,0,2,103,283,12,1,14,35,26,210,2,12,89,5,30,6,---,0,3,42,1,55,3,1176,59,181,76,532,6,42,---,16,1,---,89,113,15539,23,557,752,286,793,67,37,0,206,840,1144,449,2335,1385,988,6,544,979,612,91,1140,12,33,78,64,611,1589,1608,448,5567,156,42233,67827,---,---,62046,---,630,34830,-3931,---,---,---,1430,---,---,---,2150,---,---,---,3615,168597,210830
512,Motion picture and sound recording industries,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,50,145,210,---,18,3,---,---,1,---,51,3,---,34,16816,34598,309,10,17,---,---,---,34,267,6,11,754,140,22,---,191,18,3,113,270,92,11,224,826,451,1327,573,24,151,---,57772,26616,---,---,31985,---,63,16899,-6496,---,---,---,---,---,---,---,---,---,---,---,---,69068,126840
513,Broadcasting and telecommunications,499,55,1466,187,402,1618,5040,194,639,381,885,955,1341,214,426,333,202,448,858,103,73,256,384,82,970,358,15485,1041,695,695,6363,405,168,84,1276,314,607,1386,560,3576,391,84996,4785,9316,9033,2668,1967,2,7778,2476,6153,3053,9631,4787,7795,542,2149,5318,3121,965,1106,334,938,1915,5475,4688,7962,6525,1089,32201,1397,281580,283318,---,7114,21362,---,---,14762,-148,---,---,---,---,---,---,---,---,---,---,---,---,326408,607988
514,"Data processing, internet publishing, and other information services",---,0,50,4,14,1076,566,242,429,498,1084,1001,886,244,212,579,209,533,745,138,102,303,205,39,557,256,3044,708,837,790,2851,104,1,---,38,11,20,205,98,2724,64,3127,3895,6031,3010,558,993,0,381,6730,2391,1798,7992,3212,9563,434,2372,1000,1944,237,731,232,340,357,1969,4110,12188,5587,431,7154,2167,112400,21658,---,---,10605,---,---,3838,-914,---,---,---,610,---,---,---,680,---,---,---,1332,37808,150208
521CI,"Federal Reserve banks, credit intermediation, and related activities",2191,337,2178,795,530,8129,4906,512,716,1262,1584,1817,2151,852,2077,830,574,1427,3421,357,310,1037,583,1344,3749,1179,22216,1956,2742,2100,10439,1308,7455,524,1107,2498,758,1076,361,2422,1386,9274,1010,35163,32084,2129,2204,94045,26862,10104,2306,2254,9973,17341,5263,608,3446,3163,3352,2106,1043,656,1535,4489,4706,9107,1,2077,4426,9667,2898,406487,200535,---,---,---,---,---,38443,-10241,---,---,---,---,---,---,---,---,---,---,---,---,228737,635224
523,"Securities, commodity contracts, and investments",167,28,1443,1053,2432,601,1408,20,34,1428,1497,1155,134,273,856,379,359,962,92,8,4,8,23,61,20,39,1916,81,224,289,741,2436,513,3227,314,260,57,629,25,397,186,215,85,20830,38497,851,74966,1,3263,1109,1005,464,2291,4367,1255,45,577,1321,3856,494,1049,185,66,1688,1739,5585,2,42,68,19596,1576,212868,184178,---,---,---,---,---,62789,-53,---,---,---,---,---,---,---,---,---,---,---,---,246914,459783
524,Insurance carriers and related activities,3145,1136,5519,1105,4008,472,370,160,688,697,947,1178,1042,626,712,634,248,536,2532,531,518,273,106,135,1789,495,18226,879,883,782,3481,618,17,788,7479,1482,463,1170,1758,502,783,1585,412,7423,19045,252199,4301,605,21749,5382,3366,985,6056,269,4024,737,1003,14034,33950,1821,2413,1060,814,960,2366,2570,0,865,1470,1407,5522,467304,304919,---,---,---,4623,---,15221,-57758,---,---,---,---,---,---,---,---,---,---,---,---,267005,734309
525,"Funds, trusts, and other financial vehicles",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,4231,6849,---,---,---,---,---,---,8,---,---,---,---,---,---,---,---,---,---,---,---,---,184,---,1478,---,12751,121266,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,121266,134018
HS,Housing,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1681494,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1681494,1681494
ORE,Other real estate,27530,74,793,69,104,2443,8115,515,710,388,2495,1552,2058,447,956,2575,1241,1036,1863,634,677,643,995,134,2353,1345,44979,9291,10616,7791,49241,250,104,259,2921,550,305,2283,11545,4350,2854,11974,2870,18103,16779,23855,729,1384,107467,8130,13730,5179,35290,16165,10215,1916,26838,41407,27321,20967,15752,7342,10616,1285,34638,35392,3721,8839,1335,36721,3589,758636,5724,12319,---,---,70224,---,3267,---,---,---,---,---,---,---,---,---,---,---,---,---,91535,850171
532RL,Rental and leasing services and lessors of intangible assets,2770,171,4392,1418,1969,1486,12732,249,651,998,1909,1660,926,599,1927,1219,221,1824,3041,154,161,644,570,1028,3074,752,21704,427,1411,2337,6078,7607,3131,735,8207,797,230,1860,801,3061,2693,10222,3329,5224,7233,4191,35,2,1722,6226,2695,2463,12770,15462,4746,1205,2774,5566,4885,557,580,1159,1098,1609,6514,2715,399,228,612,6133,368,220343,66204,---,---,---,---,---,70894,---,---,---,---,---,---,---,---,---,---,---,---,---,137098,357440
5411,Legal services,299,143,2682,666,1263,4831,5323,164,356,328,1228,1574,4091,288,1353,3301,200,1167,965,169,97,324,282,223,3284,441,14552,310,351,986,2692,357,595,100,173,51,220,368,290,3973,549,3845,2202,5602,11792,7765,2573,112,11785,1215,3202,4849,11745,8919,5940,415,448,5534,12868,1388,647,1141,1492,959,2857,2736,2049,565,1369,7752,1037,185413,90862,---,---,---,13194,---,10330,-2215,---,---,---,---,---,---,---,---,---,---,---,---,112171,297584
5415,Computer systems design and related services,277,56,3778,138,27,1400,3122,126,190,359,1243,1280,1043,87,337,1241,142,481,646,124,52,171,426,127,402,356,10505,844,550,839,2845,132,979,3,292,33,9,103,279,3577,291,4666,4283,8369,8799,1230,796,28,1133,867,4418,3098,8191,12249,6819,194,1340,4116,6182,1018,919,147,504,514,1524,2070,28062,22025,706,10685,3499,187362,---,---,19374,158090,---,---,12968,-23514,---,---,1623,6148,---,---,---,15566,---,---,607,7081,197943,385305
5412OP,"Miscellaneous professional, scientific, and technical services",1166,794,4642,1872,4877,9188,31056,1030,1793,3519,5846,5300,7955,1419,3939,6171,1647,6018,7472,922,798,1629,1516,1630,13531,2910,81272,6190,6448,7449,34098,1592,2209,1560,2047,460,1793,1638,1693,21520,6398,46485,10674,41923,41396,18218,4179,110,39290,11029,9251,21998,95405,36123,29034,2243,6994,27070,28411,7105,5252,4747,5830,7912,23360,17912,51949,13152,2297,36729,14791,965877,54382,---,53183,304440,1051,---,103631,-63500,---,---,---,62569,---,---,---,69284,---,---,---,15563,600603,1566480
