"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
55,Management of companies and enterprises,---,---,14383,2740,969,22,3180,671,1525,1148,5932,12146,17016,1312,11597,4605,393,4308,14752,1055,946,2459,858,2670,23094,1854,59053,486,3039,17680,17828,476,1,547,4941,198,0,1931,463,8713,406,2724,1250,3573,13092,931,621,0,1287,5429,6728,6296,17274,58,25019,2284,4527,19800,5957,3150,1649,1375,1122,13974,37164,9188,1,---,551,---,---,430422,---,---,---,---,---,---,3647,---,---,---,---,---,---,---,---,---,---,---,---,---,3647,434069
561,Administrative and support services,481,73,627,704,1079,11499,5813,512,1237,4431,6970,3751,4050,632,3770,3387,396,2073,3544,478,1255,1664,2884,1074,4986,1721,48561,1869,2959,3430,15064,4461,1226,2564,6725,1029,1874,4497,2295,8801,1275,19274,5560,18672,10341,7596,474,164,67945,18453,8661,23415,43282,6177,23167,2445,3249,23345,25626,5565,4063,2452,2165,4720,9067,9582,19756,3174,2715,24197,5489,576507,46602,---,---,---,---,---,1460,-1018,---,---,---,---,---,---,---,---,---,---,---,---,47044,623552
562,Waste management and remediation services,243,18,1336,347,274,796,2238,103,294,619,484,343,253,106,378,219,133,255,1579,151,52,361,115,470,2554,328,2672,464,526,319,1491,27,80,38,441,25,18,204,770,169,23,198,52,650,158,518,795,0,6680,753,135,141,1276,614,1348,7831,533,2053,2168,898,719,85,605,1123,2363,1765,882,586,299,14794,2683,74026,22100,---,---,---,---,---,41,-121,---,---,---,---,---,---,---,---,---,---,---,---,22020,96045
61,Educational services,16,0,---,---,---,229,9,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,25,30,---,1,2038,15,1046,---,3093,185,42,---,---,---,18,12,---,3,---,245,130,33,18,---,---,---,---,---,---,75,95,---,935,---,4076,2,49,---,---,1416,243,---,---,1098,2562,128,115,13280,7,31268,298696,---,---,---,---,---,2411,-1681,---,---,---,---,---,---,---,---,---,---,---,---,299426,330695
621,Ambulatory health care services,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,38,---,74,---,---,13458,13292,86,3,76,1,---,---,42,---,370,---,4732,---,32174,823096,---,---,---,---,---,159,-42,---,---,---,---,---,---,---,---,---,---,---,---,823213,855387
622,Hospitals,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2606,---,---,---,---,---,---,---,---,---,---,---,---,2606,811475,---,---,---,---,---,597,-2297,---,---,---,---,---,---,---,---,---,---,---,---,809775,812381
623,Nursing and residential care facilities,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,794,---,553,---,1348,201023,---,---,---,---,---,26,-12,---,---,---,---,---,---,---,---,---,---,---,---,201036,202384
624,Social assistance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,113,---,113,166879,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,166879,166992
711AS,"Performing arts, spectator sports, museums, and related activities",51,1,1,---,14,230,93,15,21,57,67,50,9,7,39,18,17,55,76,10,4,20,30,58,26,63,1351,291,471,39,227,---,273,---,26,3,---,163,6,206,4462,21924,161,992,751,165,199,0,2294,332,650,473,2310,2492,1347,58,892,532,449,159,153,13200,552,254,1586,1618,1453,56,37,789,23,64455,57336,---,---,4255,---,---,1573,-689,---,---,---,---,---,---,---,---,---,---,---,---,62475,126930
713,"Amusements, gambling, and recreation industries",26,0,---,0,8,64,105,5,9,11,22,21,6,2,23,12,12,38,22,1,0,4,8,18,7,11,449,2,67,2,330,0,1,---,---,---,---,2,1,43,14,77,132,426,396,112,45,0,---,95,227,295,644,662,615,38,70,412,18,55,72,96,461,252,333,63,903,3,1,835,200,8892,153932,---,---,---,---,---,0,0,---,---,---,---,---,---,---,---,---,---,---,---,153932,162824
721,Accommodation,1,---,1,11,127,746,341,60,110,183,320,233,68,34,182,91,95,331,274,30,17,67,188,136,127,225,1371,7,67,32,129,---,11,---,---,---,8,280,14,467,150,977,1140,3657,3447,920,396,1,3679,1176,1529,2396,4433,453,3537,431,438,2339,158,276,119,76,85,308,986,427,1412,807,56,1759,144,44096,116660,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,116660,160756
722,Food services and drinking places,359,44,16,46,251,1832,388,88,144,280,395,331,109,62,273,135,126,431,434,65,59,105,173,367,217,250,4137,360,772,711,2158,8545,5,17,343,44,32,882,263,482,273,1020,1253,6568,4392,2147,1137,1,12981,2404,3208,3639,13419,2327,8746,466,1603,13619,8486,7492,1740,375,842,4673,2968,2509,597,283,1068,8357,440,144765,543621,---,---,---,---,---,2380,---,---,---,---,---,---,---,---,---,---,---,---,---,546001,690767
81,"Other services, except government",291,445,89,142,542,1384,5714,289,720,1972,1427,1042,791,290,1386,457,168,496,2338,200,74,1102,462,607,3059,924,22294,897,2514,1825,5825,663,155,77,7873,786,625,1946,928,1120,197,4556,946,5007,3895,3314,928,71,9351,7883,1236,1109,7544,4504,5613,2260,2264,5675,13031,1646,830,765,1281,1828,8551,10099,4897,581,1582,16564,3048,204995,486048,---,---,---,---,---,310,-3092,---,---,---,---,---,---,---,---,---,---,---,---,483266,688260
GFGD,Federal general government (defense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,661984,---,---,---,---,---,---,---,---,---,---,---,661984,661984
GFGN,Federal general government (nondefense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,342114,---,---,---,---,---,---,---,342114,342114
GFE,Federal government enterprises,18,4,---,13,---,252,11,---,---,41,157,356,206,220,---,---,---,37,---,2,---,---,54,128,25,---,17091,332,511,384,3195,4,---,2207,2697,144,115,761,620,1032,253,264,882,2260,10398,271,---,0,284,1253,562,268,2743,193,1287,131,695,985,1673,339,460,134,78,922,3380,1287,0,207,30,1556,63,63477,8983,---,---,---,---,---,410,-383,---,---,---,---,---,---,---,---,---,---,---,---,9010,72487
GSLG,State and local general government,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1507214,---,---,---,1507214,1507214
GSLE,State and local government enterprises,---,7,---,---,---,2675,---,41,120,258,194,133,95,54,148,65,28,84,658,67,30,153,43,149,1121,125,795,107,213,114,541,2,---,---,98,2,6,57,467,73,20,96,29,336,164,46,---,---,396,847,492,167,812,249,887,78,70,477,568,256,2016,30,155,453,1225,720,676,606,507,3404,1114,25619,56021,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,56021,81639
Used,"Scrap, used and secondhand goods",-44,121,---,---,1693,2708,1180,---,84,20923,300,3,---,---,---,---,---,27,1,19,---,1592,---,---,26,34,---,18,---,---,191,-335,---,-63,-297,1,258,1234,1,---,47,0,---,---,---,---,---,---,---,8,---,---,---,688,---,---,306,2,---,---,---,-138,582,---,---,5018,-22,---,---,---,---,36168,58783,-1736,-104537,---,-1670,1700,35752,-12838,---,-4,0,---,---,-484,-1287,---,---,3887,-4516,---,-26950,9217
Other,Noncomparable imports and rest-of-the-world adjustment [1],849,66,866,56,280,1201,2043,201,210,1038,946,1344,2591,341,2080,633,123,602,1739,193,107,499,280,1937,1773,529,5425,46,518,644,2501,13490,210,2399,1165,16,54,453,60,658,322,9133,600,3266,22202,1090,283,25,1056,837,439,1230,2910,1355,1441,116,549,---,---,259,---,212,194,564,1637,696,17462,3992,1012,---,---,123045,-64469,---,---,5347,---,---,149276,-210660,---,---,---,---,---,---,---,---,---,---,---,---,-120507,2538
,Total Intermediate,229183,20423,153917,54164,35923,196629,494841,49250,55132,218868,199412,224231,134382,69523,394251,131504,35272,81589,646192,37816,14773,121852,45447,657901,476880,137951,595995,48332,71987,77556,254449,109401,39247,34806,156365,15032,13398,85008,52440,113062,43204,341856,63613,231516,278796,342215,111689,162193,452289,121383,81626,106101,395948,168613,215669,40649,100156,278067,285522,78693,75910,43597,49862,76709,277917,215137,280989,114233,41590,615571,174829,12450522,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,
V001,Compensation of employees,23096,18084,30627,18201,31441,71183,347302,16258,22690,29684,83943,83233,128747,30644,52541,69228,16840,44880,88066,11000,8148,29194,25928,16912,86691,37729,436221,87144,80808,84594,243119,39237,20593,6333,74444,16356,5734,64052,33157,77854,29081,109659,43554,198705,202559,204608,615,14811,63121,28479,112361,172212,442488,237912,298528,23404,152774,416262,318014,111190,76510,41802,39710,64298,198097,239300,250807,160808,56570,1141931,91910,8234017,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V002,"Taxes on production and imports, less subsidies",-920,1627,29804,5968,1893,57720,7193,667,1302,2368,2943,3352,7119,-42,2927,2303,382,1718,30763,616,294,1760,811,3050,14196,1755,184914,34587,20749,37435,94233,16609,-542,557,3849,1541,2462,2142,652,3748,6312,32526,2463,15587,5109,23490,812,193669,20890,15153,9493,4335,11284,8173,7349,3010,7854,7793,6613,4687,1573,7123,8858,21383,38090,18300,---,---,-4578,---,-18143,1043716,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V003,Gross operating surplus,128959,9041,158593,52550,28707,159377,171119,6758,14941,30596,40558,58274,91408,17708,49048,55666,4762,33929,90965,3452,1689,22885,12046,139097,205073,23579,313670,28719,30249,12811,129173,28971,16518,7223,43709,16307,13395,27843,11361,103434,49734,225614,79026,247246,-34246,157345,696,1315380,287035,119716,94276,48288,232419,31816,106553,16130,45665,131699,57704,7319,10581,44082,17129,36354,65022,75943,156314,91824,2063,171181,37931,6321999,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,Total Value Added,151135,28752,219024,76719,62041,288281,525615,23682,38932,62649,127444,144859,227274,48309,104516,127197,21984,80527,209795,15069,10131,53839,38785,159060,305960,63063,934805,150450,131806,134840,466525,84817,36569,14112,122002,34204,21591,94037,45170,185036,85127,367799,125043,461538,173422,385443,2124,1523860,371045,163349,216130,224835,686191,277901,412430,42545,206293,555755,382330,123196,88663,93006,65697,122034,301209,333543,407120,252632,54055,1313112,111699,,,,,,,,,,,,,,,,,,,,,,15599732,
,Total Industry Output,380318,49175,372941,130883,97964,484909,1020455,72932,94064,281516,326856,369090,361656,117832,498767,258701,57257,162116,855987,52885,24905,175691,84232,816961,782840,201014,1530799,198782,203793,212396,720973,194217,75816,48918,278367,49237,34988,179045,97611,298099,128331,709656,188656,693054,452218,727658,113813,1686053,823334,284732,297756,330935,1082139,446514,628098,83194,306449,833821,667852,201889,164574,136603,115559,198744,579126,548679,688109,366865,95645,1928683,286528,,10698857,404457,881274,621733,378836,46262,1898254,-2477870,661984,13348,87348,71298,342114,16744,18434,88493,1507214,273422,38575,28956,,28050254

Legend/Footnotes
1. Consists of noncomparable imports in the intermediate section of the use table and noncomparable imports and the rest-of-the-world adjustment in the final use section of the use table.
Note. Selected data with zero values are not shown.
Note. Detail may not add to total due to rounding.
