"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
55,Management of companies and enterprises,---,---,6930,2940,1091,13,8913,390,1013,855,4114,7322,9582,799,10558,4329,300,3148,12299,877,765,1524,697,881,20731,1436,36607,628,2820,14949,17576,462,3,374,4161,234,1,1536,182,6256,625,2104,561,3295,6239,1443,183,0,1840,4711,5434,6458,15692,43,17569,2114,2485,16736,3447,2339,912,1356,1215,13307,34502,9161,1,---,534,---,---,341599,---,---,---,---,---,---,3137,---,---,---,---,---,---,---,---,---,---,---,---,---,3137,344735
561,Administrative and support services,413,91,429,602,1000,4636,8270,870,1196,4144,4854,2553,5368,557,2159,3496,669,2205,4072,895,2881,1341,2857,225,4161,1876,24906,1937,2150,2619,12944,5262,787,1829,3631,860,1581,2281,441,6216,2216,5759,1092,12988,4239,7392,149,326,137177,15613,7449,9727,24177,6096,13023,1455,1670,13949,10616,2722,1620,1760,1441,3951,7324,5892,14882,2170,1564,21810,3356,472870,39339,---,---,---,---,---,909,-474,---,---,---,---,---,---,---,---,---,---,---,---,39774,512644
562,Waste management and remediation services,248,49,497,323,194,750,3461,151,266,610,389,253,347,94,355,235,240,230,1429,230,48,330,130,106,2484,424,1565,465,380,239,1281,24,41,23,347,29,27,141,173,135,28,134,22,566,85,646,233,0,8303,414,122,133,866,518,1207,6846,389,1194,938,529,311,94,507,964,1882,1411,548,406,212,13960,1291,63493,13365,---,---,---,---,---,19,-57,---,---,---,---,---,---,---,---,---,---,---,---,13327,76820
61,Educational services,59,0,---,---,---,162,2,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,44,2,---,1,506,20,354,---,1481,6,14,---,---,---,10,4,---,1,---,315,12,17,6,---,---,---,---,---,---,22,27,---,60,---,1946,7,80,---,---,807,131,---,---,586,1166,83,61,4071,3,12068,215345,---,---,---,---,---,826,-498,---,---,---,---,---,---,---,---,---,---,---,---,215673,227740
621,Ambulatory health care services,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,49,---,121,---,---,9674,8594,117,1,156,3,---,---,63,---,254,---,3465,---,22496,635600,---,---,---,---,---,129,-18,---,---,---,---,---,---,---,---,---,---,---,---,635712,658208
622,Hospitals,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3233,---,---,---,---,---,---,---,---,---,---,---,---,3233,570757,---,---,---,---,---,192,-1089,---,---,---,---,---,---,---,---,---,---,---,---,569860,573093
623,Nursing and residential care facilities,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2540,---,916,---,3456,151012,---,---,---,---,---,19,-5,---,---,---,---,---,---,---,---,---,---,---,---,151026,154482
624,Social assistance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1007,---,1007,117162,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,117162,118169
711AS,"Performing arts, spectator sports, museums, and related activities",39,2,0,---,11,114,90,30,29,64,81,57,14,6,35,17,24,55,120,18,4,29,55,14,43,105,748,269,298,28,207,---,163,---,21,4,---,116,2,162,5071,12190,41,824,388,157,54,0,3155,273,472,344,2168,2094,981,44,355,362,235,110,88,9882,416,188,1159,1068,1129,44,19,646,34,47067,46477,---,---,3612,---,---,686,-114,---,---,---,---,---,---,---,---,---,---,---,---,50660,97727
713,"Amusements, gambling, and recreation industries",35,0,---,1,7,88,216,12,17,14,30,27,10,2,29,13,24,49,40,1,1,6,16,5,12,20,317,3,56,2,316,0,1,---,---,---,---,2,0,45,24,53,59,418,219,163,15,0,---,97,197,284,597,609,499,38,59,362,11,42,51,75,296,192,290,59,1779,17,0,1043,214,9182,127617,---,---,---,---,---,0,0,---,---,---,---,---,---,---,---,---,---,---,---,127617,136800
721,Accommodation,3,---,1,13,105,1049,273,151,166,219,417,310,118,37,243,102,197,438,478,55,20,102,339,40,232,370,972,12,101,25,216,---,9,---,---,---,17,180,5,500,252,639,497,3658,1946,1365,135,0,6196,1182,1298,2392,4386,439,2813,464,375,2128,104,216,75,88,99,315,988,454,1215,685,12,2059,100,44086,85819,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,85819,129904
722,Food services and drinking places,377,64,12,43,195,2478,425,215,213,329,492,396,248,67,288,127,207,492,700,137,92,154,319,86,339,449,2553,339,524,351,1877,5325,3,13,417,48,36,455,102,469,361,638,473,5912,1977,3284,322,0,18474,2392,2581,3277,11888,2744,6845,405,770,9190,4062,3489,1029,289,570,6603,2392,1716,419,189,722,6805,285,121560,442206,---,---,---,---,---,2167,---,---,---,---,---,---,---,---,---,---,---,---,---,444374,565933
81,"Other services, except government",303,1003,70,142,599,2572,8489,485,863,2313,1292,874,1377,320,996,456,319,560,2273,460,78,1050,531,104,3254,1189,12527,992,1868,1394,5615,452,113,70,6310,884,591,1339,271,1084,561,3693,290,8474,2942,5982,257,70,22960,5644,1081,1299,6164,3691,5810,989,1516,4675,6581,1132,387,757,1048,1608,7165,12419,2853,456,1465,15821,995,194267,431466,---,---,---,---,---,392,-2226,---,---,---,---,---,---,---,---,---,---,---,---,429632,623899
GFGD,Federal general government (defense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,477972,---,---,---,---,---,---,---,---,---,---,---,477972,477972
GFGN,Federal general government (nondefense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,247802,---,---,---,---,---,---,---,247802,247802
GFE,Federal government enterprises,28,5,---,15,---,505,12,---,---,68,198,555,504,334,---,---,---,69,---,2,---,---,99,47,38,---,14455,548,594,438,4439,7,---,2279,3081,154,336,811,240,1323,568,208,364,1785,4133,496,---,0,525,1541,615,400,3691,323,1697,177,584,1285,1305,386,445,195,121,1223,4431,1638,1,176,13,2440,39,61992,8651,---,---,---,---,---,332,-549,---,---,---,---,---,---,---,---,---,---,---,---,8433,70425
GSLG,State and local general government,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1236253,---,---,---,1236253,1236253
GSLE,State and local government enterprises,---,14,---,---,---,1868,---,49,79,188,115,72,97,42,106,68,44,61,421,74,20,100,32,28,800,110,324,87,114,66,355,1,---,---,75,2,6,25,98,46,21,50,7,219,66,49,---,---,427,585,296,102,466,156,551,48,49,298,205,130,875,23,103,288,836,458,350,312,402,2342,755,16060,45236,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,45236,61296
Used,"Scrap, used and secondhand goods",-58,54,---,---,1715,649,791,---,85,6548,74,1,---,---,---,---,---,15,1,34,---,1981,---,---,37,51,---,11,---,---,1,-173,---,-26,83,2,56,728,1,---,68,0,---,---,---,---,---,---,---,6,---,---,---,69,---,---,284,8,---,---,---,-20,118,---,---,4299,-4,---,---,---,---,17488,70337,-829,-83375,---,-1437,-140,16041,-7386,---,-4,-96,---,---,-2596,-127,---,---,4866,-5212,---,-9960,7528
Other,Noncomparable imports and rest-of-the-world adjustment [1],565,57,489,38,195,875,1351,245,195,794,736,1086,5607,297,1479,495,117,426,1788,302,163,510,390,1071,2345,695,3519,12,395,483,1459,10067,163,1550,691,4,47,302,21,482,252,6544,355,1760,13508,616,198,12,983,514,368,840,2090,948,980,90,368,---,---,131,---,138,124,379,1267,482,19566,3198,38,---,---,97257,-32026,---,---,3165,---,---,97939,-164944,---,---,---,---,---,---,---,---,---,---,---,---,-95867,1390
,Total Intermediate,147235,22762,93453,41432,34176,218314,635529,79836,64410,146311,165561,184500,196562,65406,388580,116325,50556,82257,482375,56391,26409,108381,54510,321089,387803,135252,354878,53839,52709,59973,232653,80121,23524,28769,139082,13474,12980,63537,15090,124032,71271,274744,20257,260851,186265,257475,68756,144261,609620,107363,75047,82927,336084,140744,167334,33145,61908,246059,194881,62035,44489,39353,40524,68463,225489,186667,195962,80651,25407,506710,103848,10478666,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,
V001,Compensation of employees,22034,12613,17199,14379,15617,56130,387531,24823,28194,30701,81071,75459,123200,29092,75371,57121,23605,41393,79944,15568,11311,31314,32639,13466,80842,40356,379429,93166,73698,72252,238626,36534,17904,4666,70123,12719,3767,58042,27863,70548,24447,106112,40379,196571,163514,172819,1687,12784,61292,27486,98602,114528,340473,185332,255885,18905,105884,306027,236682,85377,59450,33064,35322,57112,164916,209403,185991,117476,58651,944909,76334,7077723,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V002,"Taxes on production and imports, less subsidies",-15569,1045,21126,3876,1020,43788,7962,686,1159,2006,2368,2804,6134,1208,2799,1905,397,1422,21081,663,317,1709,834,2143,8277,1403,161864,34096,16619,33768,83723,15569,-686,149,3194,963,1492,1996,495,3172,5461,38028,1771,13152,4608,20154,672,152026,15908,12358,25872,2921,8851,6881,5954,2224,5404,6567,8792,3419,1213,5744,6684,16447,32859,15552,---,---,-2319,---,-14654,881526,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V003,Gross operating surplus,99852,10217,117464,24590,10144,97996,256070,9204,19464,23518,38882,36094,81809,12911,57758,30681,9688,23417,77572,4438,2208,18650,10990,125428,133852,21163,211588,30791,32188,15082,116545,9578,10786,4008,43541,9866,4590,28769,9722,94325,33110,190359,34264,204329,27609,155292,17051,1045900,202796,103347,70635,17458,172783,21865,84333,12484,21887,84300,29434,4018,11766,28252,13090,35320,52240,85616,115205,69678,7680,122139,30270,5079948,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,Total Value Added,106317,23875,155789,42845,26781,197914,651563,34713,48817,56225,122321,114357,211143,43212,135929,89707,33690,66232,178597,20668,13835,51672,44463,141036,222972,62922,752881,158053,122505,121102,438894,61681,28005,8824,116858,23548,9848,88806,38080,168045,63018,334498,76414,414053,195731,348264,19410,1210710,279996,143191,195109,134907,522108,214079,346171,33613,133175,396894,274908,92813,72429,67060,55096,108880,250016,310572,301196,187154,64012,1067048,91950,,,,,,,,,,,,,,,,,,,,,,13039198,
,Total Industry Output,253551,46637,249243,84277,60957,416228,1287092,114550,113227,202536,287882,298857,407705,108618,524508,206032,84246,148489,660972,77059,40244,160054,98973,462125,610774,198173,1107760,211892,175215,181075,671547,141802,51528,37592,255940,37022,22829,152344,53170,292077,134289,609242,96672,674904,381996,605739,88165,1354970,889615,250554,270156,217833,858191,354823,513505,66758,195083,642953,469790,154849,116918,106412,95620,177343,475505,497239,497159,267805,89419,1573758,195799,,8769067,352958,794894,473134,856222,57513,1166636,-1906539,477972,7159,61415,62891,247802,8083,15188,67276,1236253,231533,37084,22656,,23517863

Legend/Footnotes
1. Consists of noncomparable imports in the intermediate section of the use table and noncomparable imports and the rest-of-the-world adjustment in the final use section of the use table.
Note. Selected data with zero values are not shown.
Note. Detail may not add to total due to rounding.
