"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
331,Primary metals,146,---,2404,397,383,1,4378,210,1251,55348,60987,33944,6199,13860,35769,7783,3438,5655,2249,97,---,714,29,5,32,1406,983,5,---,0,372,---,1111,---,---,---,---,104,---,86,143,257,30,---,---,---,---,0,1080,27,---,33,755,21,204,247,74,168,161,14,108,21,162,13,63,289,68,237,---,246,227,243998,852,---,---,---,---,3785,19169,-66443,---,---,---,---,---,---,---,---,---,---,---,---,-42636,201361
332,Fabricated metal products,1260,149,2513,839,643,2075,63378,3214,1710,4201,27483,21359,11700,8669,21765,9854,4804,4446,13683,833,90,4704,979,175,7674,6677,1662,210,131,87,1399,87,196,2492,818,199,766,432,188,2409,33,7834,306,64,41,---,6,0,1401,539,14,883,4421,609,1233,1518,208,293,422,20,674,26,591,552,1229,2413,3794,1300,574,2869,1904,271724,12708,---,9099,---,---,4514,18834,-41273,---,---,1156,---,---,---,519,---,---,---,780,---,6337,278061
333,Machinery,1355,438,4437,3093,3763,447,22820,371,75,1374,3277,27056,510,1703,25296,3292,138,861,1891,31,6,785,1077,19,2558,1220,1379,189,79,110,343,2,21,6,114,39,105,162,387,427,535,695,199,18,29,71,---,3,118,507,37,672,1898,229,817,2104,790,266,227,144,57,22,69,38,286,3521,704,358,16,1981,612,128281,7650,---,167005,---,---,5656,80464,-103873,---,---,770,---,---,---,308,---,---,---,4238,---,162218,290500
334,Computer and electronic products,213,2,36,38,108,23,5620,1368,687,1555,5168,6799,90011,3907,16838,10275,1308,2647,4172,801,49,927,968,103,3748,2105,5699,361,198,260,1812,1,34,1,131,2,68,129,43,1859,2046,12140,843,597,445,23,170,0,230,101,965,2911,5867,3446,2424,347,1053,2579,202,126,183,13,83,143,83,3452,9150,1793,0,1237,870,223593,79433,---,157603,---,308,5489,107559,-245743,---,---,25634,---,---,---,4666,---,---,---,12172,---,147121,370714
335,"Electrical equipment, appliances, and components",95,168,47,21,145,10,25959,316,58,1363,2418,7770,4708,8910,4221,1138,68,655,706,53,6,256,53,20,537,704,293,98,58,61,371,1,113,24,49,40,2,9,48,1,---,2625,69,167,91,52,---,0,317,189,2,742,3096,65,1111,295,245,31,259,163,146,10,113,264,348,1795,460,1556,34,1745,1377,78944,33727,---,18955,---,3936,1572,21997,-55784,---,---,374,---,---,---,665,---,---,---,1024,---,26466,105410
3361MV,"Motor vehicles, bodies and trailers, and parts",545,167,450,722,358,15,1359,1777,441,537,1074,10380,1627,648,154095,3540,434,705,3475,135,2,806,138,37,910,441,2820,5436,648,109,2460,---,24,---,4734,362,2,36,536,1958,58,753,9,19,7,---,---,---,---,601,---,21,1403,298,2519,831,162,258,237,54,787,85,40,77,349,12281,2536,70,1600,4149,477,233625,211275,---,190358,---,---,2477,70917,-216970,---,---,1284,---,---,---,354,---,---,---,14398,---,274093,507717
3364OT,Other transportation equipment,---,10,---,4,---,---,34,57,---,---,64,871,---,---,435,32024,---,---,---,---,---,---,---,---,---,---,21,6,---,---,---,836,578,1071,4,23,---,447,---,---,---,2,---,---,---,---,---,---,---,---,---,---,107,5,24,22,---,---,---,---,52,---,9,---,---,23,18444,735,5,1,19,55933,23893,---,34669,---,---,3365,61491,-34135,---,---,24299,---,---,---,6668,---,---,---,638,---,120889,176822
337,Furniture and related products,9,---,---,---,---,---,15198,757,1,---,---,430,227,1,24,211,3469,224,---,---,---,1,---,---,---,297,194,81,---,3,409,---,---,2,---,---,---,4,---,0,---,116,61,---,---,---,---,2858,48,---,22,3,99,17,1,---,---,343,39,1,36,157,180,4,160,115,---,---,167,8,1532,27509,46306,---,30509,---,443,979,2610,-28110,---,---,2,---,---,---,26,---,---,---,2470,---,55235,82744
339,Miscellaneous manufacturing,79,2,12,19,16,---,937,23,147,36,39,1543,7,540,2240,105,11,7929,21,35,358,0,7,1,527,127,791,68,71,5,809,0,2,---,5,26,7,263,38,12,5,99,17,203,90,8,---,0,253,31,31,15,1015,14,1256,485,320,14570,13820,828,1403,99,357,40,184,1785,120,454,---,4534,14,58909,90257,---,36832,---,---,3399,23445,-72021,---,---,56,---,---,---,63,---,---,---,527,---,82558,141467
311FT,Food and beverage and tobacco products,16224,631,---,---,---,---,---,10,582,7,---,---,---,---,---,---,---,11,130194,21,745,278,299,97,4083,143,495,4,2538,691,1234,242,0,160,5,---,---,27,---,152,15,---,2,---,---,---,---,---,---,---,---,---,561,77,0,---,5402,20,4539,5264,5166,1643,4124,4517,34476,712,2968,20,705,40796,---,269883,406736,---,---,---,---,4113,32511,-49984,---,---,---,---,---,---,---,---,---,---,---,---,393376,663258
313TT,Textile mills and textile product mills,198,130,---,1,---,---,1497,365,130,---,1,335,2,0,3088,862,2532,2387,267,14791,5229,2010,196,12,3,2129,629,36,102,1076,1687,---,---,200,8,---,2,33,2,15,180,8,2,---,---,---,---,0,51,195,---,---,227,5,119,72,54,59,448,2106,659,3,721,1673,192,1157,719,415,0,2485,4,51507,26427,---,3919,---,895,862,9655,-22393,---,---,---,---,---,---,12,---,---,---,8,---,19385,70892
315AL,Apparel and leather and allied products,12,---,---,---,---,0,---,---,0,---,---,---,---,---,1559,---,---,154,13,809,5776,---,2490,1,---,1,757,40,2,577,219,---,---,---,---,---,---,---,---,41,13,1208,2,---,---,---,---,---,---,73,---,---,30,1,227,141,65,56,23,---,112,36,50,31,372,851,179,14,53,3532,13,19533,129951,---,---,---,---,1540,5232,-117158,---,---,---,---,---,---,---,---,---,---,---,---,19564,39098
322,Paper products,270,2,26,130,49,6,3492,973,1684,1059,1231,1439,1128,1236,3987,498,1544,2190,15828,513,42,42022,14873,81,4911,4618,3576,76,1123,303,1547,9,38,12,111,454,142,2026,49,4198,237,283,53,949,141,379,3,0,524,771,285,216,1863,576,2110,266,180,1382,768,444,322,65,120,1575,1744,635,141,2172,29,11017,17,146762,18908,---,---,---,---,653,15220,-23353,---,---,---,---,---,---,---,---,---,---,---,---,11428,158190
323,Printing and related support activities,44,---,4,2,---,46,59,3,---,---,17,6,---,3,3,---,---,---,75,---,126,---,2039,1,227,---,5889,120,241,172,3137,12,34,---,222,61,21,306,6,11940,1030,539,902,744,2107,2454,---,---,74,685,967,380,6567,1388,2760,20,1085,2285,1519,173,1450,1021,240,555,707,1623,913,3321,19,12379,219,72946,2943,---,---,---,---,318,1755,-2104,---,---,---,---,---,---,---,---,---,---,---,---,2911,75857
324,Petroleum and coal products,7785,1015,3120,4099,2006,22267,44901,1585,1508,4185,1600,1291,589,781,819,320,439,2031,3823,700,148,2684,1172,11958,28881,1251,2879,448,431,137,1303,27757,4368,5061,20677,2002,29,6378,121,319,165,573,148,5628,1365,30,352,1,2855,1753,147,609,1606,1341,6783,2383,617,837,2386,1273,405,268,843,872,2480,3255,17709,992,1993,74519,9092,366149,170819,---,---,---,---,-970,24331,-93113,---,---,---,---,---,---,---,---,---,---,---,---,101067,467216
325,Chemical products,14622,1694,2568,1667,943,527,9739,2522,3754,1767,5277,2339,4207,2815,9198,1400,2556,7475,5283,15735,207,7436,4782,3963,167585,55374,1124,63,41,39,388,1,118,5,198,16,3,126,126,874,237,671,48,66,76,40,---,252,5937,68,231,112,6161,1697,3529,1223,348,25990,34125,2636,375,63,324,39,250,3107,1796,1842,101,18108,1100,449102,187482,---,2523,---,---,3448,102665,-147942,---,---,---,---,---,---,---,---,---,---,---,---,148176,597278
326,Plastics and rubber products,1251,125,39,760,369,4,23747,1288,1174,570,1777,8747,5404,2769,19774,3743,3106,4988,12555,577,96,2340,3573,105,9122,15326,6220,998,1201,269,2963,33,4,1,736,18,72,2770,99,816,163,3178,52,279,65,304,1,1,338,970,219,395,3664,164,1239,299,275,6351,1552,1083,605,23,189,118,3075,3316,1137,734,2,6395,1306,177019,30062,---,108,---,73,1909,17196,-30280,---,---,---,---,---,---,11,---,---,---,---,---,19079,196098
42,Wholesale trade,12843,2020,2917,2654,1694,5108,51457,6928,4299,13057,12237,17124,16174,7223,34543,6727,4395,6873,42716,4048,2784,8599,3839,10948,30368,10296,26844,2071,1413,871,10127,2075,1337,1558,7665,784,203,2395,231,8189,442,5537,418,2084,760,456,177,335,2919,8534,496,1376,6283,1668,4604,1322,1797,12792,12583,2384,1946,522,1779,2053,10124,5786,5622,2409,967,22035,3697,511543,329849,46,108488,9952,1652,6300,92965,25335,---,---,6210,143,---,---,1811,189,---,---,4596,372,587910,1099452
441,Motor vehicle and parts dealers,5,3,39,78,63,5,1058,175,82,46,165,1030,131,2,2037,435,68,150,647,26,0,134,25,0,208,80,93,1066,126,19,461,0,3,0,413,4,0,2,9,350,11,41,1,4,1,1,---,66,184,134,0,4,140,---,336,15,0,---,0,0,0,1,4,10,38,2332,0,0,0,0,1,12565,113716,---,11128,---,2,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,124847,137411
445,Food and beverage stores,25,0,0,0,---,39,185,0,3,0,1,9,6,1,6,0,6,7,9,0,0,1,18,1,37,7,5,9,36,8,38,0,2,0,163,16,0,14,0,1,0,0,0,2,2,1,---,42,10,1,1,0,5,---,27,0,6,4,4,1,1,5,39,24,847,25,0,0,0,22,---,1721,155055,---,98,0,5,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,155158,156879
452,General merchandise stores,70,1,4,5,3,102,1245,12,13,3,13,94,34,7,133,22,33,41,76,5,0,9,50,1,97,38,19,91,19,4,52,0,6,0,466,43,1,37,0,20,2,2,1,4,5,2,---,204,82,18,2,1,21,---,82,1,41,11,4,1,2,2,8,16,164,243,0,1,0,20,0,3811,172141,---,1262,157,129,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,173689,177500
4A0,Other retail,873,3,22,127,5,1459,67805,180,9,12,68,597,334,78,465,37,355,408,574,86,1,39,1379,40,2341,425,453,838,210,227,883,1,75,356,6309,547,30,616,1,119,33,10,37,116,156,66,---,2382,458,70,49,31,372,---,426,7,68,329,110,45,64,123,218,441,3453,1513,1,51,2,584,0,99603,524433,---,23017,2390,6546,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,556386,655989
481,Air transportation,25,1,6,47,174,985,295,244,290,395,649,449,207,56,369,160,290,468,812,99,34,184,405,60,372,541,2471,51,21,39,86,101,11,39,1486,16,5,610,24,623,300,625,427,2851,2027,826,163,1,5742,1092,1023,2034,3849,259,2926,397,436,1947,151,274,260,107,143,201,804,556,5119,2543,772,2847,68,53973,82929,---,166,16,2,12,27162,-23326,---,---,17,0,---,---,4,0,---,---,8,1,86991,140964
482,Rail transportation,1203,75,132,979,72,2826,1922,989,1853,3649,659,387,113,270,982,152,290,253,4360,192,5,2377,165,297,3116,1169,135,22,89,26,60,55,81,11,2914,9,3,91,18,76,9,154,4,50,15,82,1,43,101,39,38,20,320,24,293,29,38,210,74,43,62,15,34,66,264,100,106,589,104,1089,878,36974,5388,---,1762,---,27,197,6152,157,---,---,19,---,---,---,3,---,---,---,99,---,13805,50779
483,Water transportation,403,12,278,91,34,109,670,8,164,321,65,30,30,36,36,18,11,50,1129,47,1,93,2,37,683,98,27,7,22,6,9,22,7,4,18,2,10,5,0,2,2,12,1,5,1,0,0,6,37,4,0,4,276,42,60,17,88,97,50,7,8,3,5,7,24,44,2754,165,799,512,38,9666,11881,---,10,0,0,28,5350,10430,---,---,6,0,---,---,2,0,---,---,0,---,27706,37372
484,Truck transportation,3975,719,431,685,315,750,15999,2107,2626,3171,2400,2741,2379,1069,5952,1257,1243,1341,17172,1233,463,2396,914,3141,5304,2200,2848,1635,1717,2448,5736,1202,192,191,10141,122,42,3559,76,1180,283,847,125,187,120,150,8,102,566,299,139,178,1861,324,895,236,305,1286,1235,349,538,184,446,346,1358,1383,2236,587,555,4504,571,135276,70148,14,21148,557,788,1247,18744,1551,---,---,667,8,---,---,173,11,---,---,891,21,115967,251243
485,Transit and ground passenger transportation,---,3,1,5,43,149,397,63,66,90,166,111,45,12,80,33,66,141,181,14,6,43,103,13,95,134,262,16,3,8,41,1,153,---,---,---,2,71,1,150,67,286,122,1001,532,549,37,0,1678,351,398,643,1580,73,880,87,153,739,351,252,53,724,34,57,261,121,24,3,7,7746,228,21803,25510,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,25510,47312
486,Pipeline transportation,102,12,3029,34,14,9535,225,12,11,19,11,10,5,5,6,2,4,18,35,18,1,20,8,4081,366,17,22,4,3,1,10,196,31,36,146,14,3,45,1,2,1,3,1,40,10,0,2,3,31,13,1,4,11,11,61,16,6,12,19,10,3,2,6,7,19,25,125,37,187,530,1610,20925,1231,---,---,---,---,133,823,---,---,---,---,---,---,---,---,---,---,---,---,---,2187,23112
487OS,Other transportation and support activities,---,97,15,911,3,3403,---,890,730,149,79,9,---,2,5,---,114,232,579,132,---,382,579,162,155,421,25198,1059,635,475,6533,11128,443,2280,35275,450,659,18515,744,2437,945,112,565,567,2395,633,---,---,---,2339,753,490,7623,279,2027,686,321,1399,1076,296,642,459,231,97,389,1306,2,41,368,859,2491,144271,10195,---,---,---,---,---,7419,2675,---,---,---,---,---,---,---,---,---,---,---,---,20288,164559
493,Warehousing and storage,534,---,4,265,---,708,---,37,42,38,328,159,557,23,85,21,31,164,73,67,40,45,229,10,179,82,9780,2584,3965,6253,12506,11,1,288,2478,50,26,348,3104,688,223,248,144,---,---,145,---,0,40,291,171,118,748,5,728,69,112,436,301,93,147,106,51,462,752,480,174,346,---,2731,42,54962,287,---,---,---,---,---,104,---,---,---,---,---,---,---,---,---,---,---,---,---,391,55353
511,"Publishing industries, except internet (includes software)",46,2,7,0,1,137,371,31,4,17,47,27,450,7,23,66,7,61,12,---,0,4,85,1,163,6,574,67,125,48,500,13,25,---,21,1,---,100,41,24102,54,340,265,321,459,84,20,0,362,1025,693,370,2364,1245,888,7,436,761,310,99,969,10,45,107,122,463,996,925,63,6001,96,47092,70408,---,---,55626,---,469,22886,-3843,---,---,---,664,---,---,---,881,---,---,---,1737,148829,195921
512,Motion picture and sound recording industries,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15,227,222,---,1,4,---,---,1,---,93,4,---,43,19786,29695,92,12,12,---,---,---,69,15,6,15,844,174,28,---,47,22,2,9,193,145,6,26,358,477,1395,213,10,151,---,54413,37075,---,---,36207,---,94,12122,-6664,---,---,---,---,---,---,---,---,---,---,---,---,78835,133247
513,Broadcasting and telecommunications,415,70,583,187,295,1254,9941,393,791,481,1195,1267,1842,316,529,607,825,746,1465,282,187,348,583,36,1631,649,11962,1220,713,747,7451,524,98,69,1399,305,549,687,173,3354,596,93412,1591,9147,6483,1825,120,0,14350,2281,3774,2874,9542,5167,7027,511,1798,5770,1932,863,817,388,677,990,3363,4946,4418,4688,636,31035,710,277900,213022,---,6839,19430,---,---,8075,-157,---,---,---,---,---,---,---,---,---,---,---,---,247210,525109
514,"Data processing, internet publishing, and other information services",---,0,17,4,10,934,606,507,515,565,1159,1051,775,215,203,369,321,506,1037,228,109,408,329,17,1043,326,1644,731,502,570,2076,74,1,---,25,10,26,121,20,3165,76,1670,952,3983,1523,702,173,0,382,2238,1065,1333,3808,1846,4692,253,598,508,728,116,170,132,209,191,1071,1230,6978,3096,278,5526,1251,66996,6838,---,---,12498,---,---,2899,-410,---,---,---,428,---,---,---,421,---,---,---,1311,23986,90981
521CI,"Federal Reserve banks, credit intermediation, and related activities",1993,371,955,521,497,7543,8334,642,775,1114,1468,1727,2048,728,2192,636,552,1292,3272,492,426,841,632,756,2998,1435,14753,2356,2375,1706,9162,1517,4785,346,1250,1918,291,754,198,1938,1872,7901,1122,71227,27335,4401,2239,82270,27344,10171,2397,2344,8510,13009,4419,560,1786,3673,2419,1307,856,597,1537,3379,4650,11579,0,1152,3036,6788,2115,399580,186342,---,---,---,---,---,16836,-9665,---,---,---,---,---,---,---,---,---,---,---,---,193513,593094
523,"Securities, commodity contracts, and investments",252,28,1451,1642,2933,1393,4902,48,70,1965,2120,2002,292,401,1559,676,865,1879,213,18,5,12,43,28,37,74,1919,160,408,288,1104,4769,789,3838,430,530,136,635,9,553,352,225,55,45560,51295,3089,55405,3,7911,1950,1250,698,3043,5157,1776,68,729,1917,4891,584,1742,331,129,3600,3717,10737,8,75,49,18389,1458,266669,118128,---,---,---,---,---,30759,-56,---,---,---,---,---,---,---,---,---,---,---,---,148830,415499
524,Insurance carriers and related activities,1608,1376,4136,1027,4045,569,324,242,906,711,895,1300,1396,788,815,921,351,661,3280,1082,1089,339,183,43,2858,743,8519,1015,747,609,3353,542,12,677,7264,1275,200,798,714,523,1034,807,131,5644,8394,166562,1286,489,29467,4440,2673,1040,5850,219,3601,730,823,13161,20960,1940,1878,1024,842,921,2328,2589,0,593,335,1141,3162,342000,272185,---,---,---,12067,---,8062,-28176,---,---,---,---,---,---,---,---,---,---,---,---,264137,606138
525,"Funds, trusts, and other financial vehicles",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3399,3133,---,---,---,---,---,---,5,---,---,---,---,---,---,---,---,---,---,---,---,---,70,---,878,---,7486,100032,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,100032,107518
HS,Housing,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1327975,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1327975,1327976
ORE,Other real estate,17159,132,408,65,125,3165,16661,921,863,536,2410,1577,2394,443,1762,4804,1496,1214,2698,1052,1043,647,1288,111,2872,1669,31772,13297,9176,6649,47948,168,81,390,5096,558,457,3161,3467,7287,8289,15411,1350,18369,12479,15358,424,1709,119558,11899,22448,9718,45782,14828,16091,1573,19882,50383,18297,19781,10626,8242,10443,1120,33966,35509,2911,7871,1311,32302,2840,767790,2757,9626,---,---,119626,---,3400,---,---,---,---,---,---,---,---,---,---,---,---,---,135409,903199
532RL,Rental and leasing services and lessors of intangible assets,2403,224,5680,1227,1993,1853,14247,383,701,968,2022,2067,2081,629,2319,1367,337,2515,4372,343,386,643,767,246,4480,1110,12983,477,1177,1916,6454,5880,3065,1105,6357,666,226,1532,219,3390,1898,9604,1194,4513,3828,3326,12,1,4830,6852,2157,2294,10828,14570,4565,1067,2009,5248,2963,429,310,1092,805,1553,6334,2170,356,244,187,8501,194,204746,66330,---,---,---,---,---,48833,---,---,---,---,---,---,---,---,---,---,---,---,---,115163,319909
5411,Legal services,232,165,1514,586,1578,4848,6412,247,273,294,599,1073,1965,202,1275,3157,225,969,836,180,78,214,347,62,2521,336,6272,257,209,635,2126,284,379,59,109,47,311,239,94,2583,699,2363,607,3518,5103,9600,753,274,14151,799,1642,3697,7929,6513,3575,302,292,3845,5524,799,310,631,992,757,1762,2004,1269,348,962,6557,712,132081,83549,---,---,---,49294,---,6403,-1203,---,---,---,---,---,---,---,---,---,---,---,---,138043,270124
5415,Computer systems design and related services,232,65,2280,91,22,1489,3588,257,255,423,1253,1667,2099,94,404,966,324,600,952,251,113,231,690,51,988,626,4566,826,336,498,2057,101,532,2,188,30,13,57,62,2687,390,2526,1065,5897,3940,1462,192,68,1245,565,2409,2226,5479,8875,4420,137,782,2594,2540,569,424,124,409,372,1093,1555,17432,13941,375,8553,2319,125944,---,---,5597,103528,---,---,6560,-12147,---,---,1018,4861,---,---,---,11049,---,---,447,7664,128577,254521
5412OP,"Miscellaneous professional, scientific, and technical services",1253,847,2033,1889,3041,11035,43065,2076,2208,3906,6420,5331,7127,1555,3909,7105,2716,6950,9510,1788,1723,1962,2580,373,18698,4421,47195,7945,5291,7203,33535,877,1279,1005,1601,437,2065,1200,468,17762,17646,31955,2807,32541,18382,19153,1658,238,43225,9758,8248,18759,91429,32457,20536,1718,3247,20107,14504,4590,2531,4751,5068,6953,20960,13670,33294,7597,1236,33092,8157,811654,44915,---,46408,225994,4244,---,51426,-25215,---,---,---,56787,---,---,---,54725,---,---,---,11550,470835,1282489
